-17.374065,-66.158862, Calle San Martín #100, Tupuraya, D12
-17.375476,-66.152435, Calle Bustillos #5806, Tupuraya, D12
-17.377376,-66.152336, Calle Falsuri #5807, Queru Queru Bajo, D12
-17.390282,-66.173638, Av. Blanco Galindo #5808, Cala Cala Este, D12
-17.382869,-66.171904, Calle Canelas #5809, Tupuraya, D12
-17.377646,-66.171955, Calle San Martín #5810, Queru Queru Bajo, D12
-17.387025,-66.165814, Calle Bustillos #5811, Cala Cala Este, D12
-17.389863,-66.178136, Calle Falsuri #5812, Tupuraya, D12
-17.378953,-66.172661, Av. Blanco Galindo #5813, Queru Queru Bajo, D12
-17.378366,-66.154864, Calle Canelas #5814, Cala Cala Este, D12
-17.375074,-66.175335, Calle San Martín #5815, Tupuraya, D12
-17.385074,-66.174006, Calle Bustillos #5816, Queru Queru Bajo, D12
-17.372065,-66.159888, Calle Falsuri #5817, Cala Cala Este, D12
-17.379400,-66.165084, Av. Blanco Galindo #5818, Tupuraya, D12
-17.377444,-66.154598, Calle Canelas #5819, Queru Queru Bajo, D12
-17.371094,-66.152667, Calle San Martín #5820, Cala Cala Este, D12
-17.371342,-66.148426, Calle Bustillos #5821, Tupuraya, D12
-17.371849,-66.166601, Calle Falsuri #5822, Queru Queru Bajo, D12
-17.378478,-66.169757, Av. Blanco Galindo #5823, Cala Cala Este, D12
-17.378187,-66.154403, Calle Canelas #5824, Tupuraya, D12
-17.368863,-66.157021, Calle San Martín #5825, Queru Queru Bajo, D12
-17.371658,-66.169631, Calle Bustillos #5826, Cala Cala Este, D12
-17.367808,-66.167655, Calle Falsuri #5827, Tupuraya, D12
-17.371330,-66.142659, Av. Blanco Galindo #5828, Queru Queru Bajo, D12
-17.387814,-66.169490, Calle Canelas #5829, Cala Cala Este, D12
-17.369965,-66.168529, Calle San Martín #5830, Tupuraya, D12
-17.388090,-66.166994, Calle Bustillos #5831, Queru Queru Bajo, D12
-17.375979,-66.156141, Calle Falsuri #5832, Cala Cala Este, D12
-17.374624,-66.145797, Av. Blanco Galindo #5833, Tupuraya, D12
-17.374498,-66.167512, Calle Canelas #5834, Queru Queru Bajo, D12
-17.374006,-66.171156, Calle San Martín #5835, Cala Cala Este, D12
-17.375165,-66.155760, Calle Bustillos #5836, Tupuraya, D12
-17.374348,-66.153020, Calle Falsuri #5837, Queru Queru Bajo, D12
-17.389719,-66.176237, Av. Blanco Galindo #5838, Cala Cala Este, D12
-17.376955,-66.171352, Calle Canelas #5839, Tupuraya, D12
-17.380120,-66.163235, Calle San Martín #5840, Queru Queru Bajo, D12
-17.371531,-66.142763, Calle Bustillos #5841, Cala Cala Este, D12
-17.369005,-66.157424, Calle Falsuri #5842, Tupuraya, D12
-17.369459,-66.165920, Av. Blanco Galindo #5843, Queru Queru Bajo, D12
-17.372590,-66.169599, Calle Canelas #5844, Cala Cala Este, D12
-17.373118,-66.173587, Calle San Martín #5845, Tupuraya, D12
-17.386867,-66.177033, Calle Bustillos #5846, Queru Queru Bajo, D12
-17.379793,-66.159128, Calle Falsuri #5847, Cala Cala Este, D12
-17.382609,-66.167680, Av. Blanco Galindo #5848, Tupuraya, D12
-17.392523,-66.172280, Calle Canelas #5849, Queru Queru Bajo, D12
-17.383327,-66.174064, Calle San Martín #5850, Cala Cala Este, D12
-17.380385,-66.165383, Calle Bustillos #5851, Tupuraya, D12
-17.372247,-66.160924, Calle Falsuri #5852, Queru Queru Bajo, D12
-17.387645,-66.174347, Av. Blanco Galindo #5853, Cala Cala Este, D12
-17.371468,-66.150505, Calle Canelas #5854, Tupuraya, D12
-17.373607,-66.165668, Calle San Martín #5855, Queru Queru Bajo, D12
-17.373915,-66.153921, Calle Bustillos #5856, Cala Cala Este, D12
-17.387656,-66.171841, Calle Falsuri #5857, Tupuraya, D12
-17.380130,-66.172571, Av. Blanco Galindo #5858, Queru Queru Bajo, D12
-17.382456,-66.174387, Calle Canelas #5859, Cala Cala Este, D12
-17.387574,-66.174635, Calle San Martín #5860, Tupuraya, D12
-17.376719,-66.174093, Calle Bustillos #5861, Queru Queru Bajo, D12
-17.381293,-66.173246, Calle Falsuri #5862, Cala Cala Este, D12
-17.366906,-66.172006, Av. Blanco Galindo #5863, Tupuraya, D12
-17.375334,-66.145347, Calle Canelas #5864, Queru Queru Bajo, D12
-17.371241,-66.148542, Calle San Martín #5865, Cala Cala Este, D12
-17.377724,-66.166033, Calle Bustillos #5866, Tupuraya, D12
-17.390600,-66.171881, Calle Falsuri #5867, Queru Queru Bajo, D12
-17.392082,-66.169550, Av. Blanco Galindo #5868, Cala Cala Este, D12
-17.371433,-66.145391, Calle Canelas #5869, Tupuraya, D12
-17.374487,-66.172826, Calle San Martín #5870, Queru Queru Bajo, D12
-17.379504,-66.174858, Calle Bustillos #5871, Cala Cala Este, D12
-17.372384,-66.166882, Calle Falsuri #5872, Tupuraya, D12
-17.389882,-66.176253, Av. Blanco Galindo #5873, Queru Queru Bajo, D12
-17.374172,-66.142049, Calle Canelas #5874, Cala Cala Este, D12
-17.367374,-66.167673, Calle San Martín #5875, Tupuraya, D12
-17.382107,-66.174719, Calle Bustillos #5876, Queru Queru Bajo, D12
-17.372569,-66.156212, Calle Falsuri #5877, Cala Cala Este, D12
-17.371363,-66.174101, Av. Blanco Galindo #5878, Tupuraya, D12
-17.377012,-66.165765, Calle Canelas #5879, Queru Queru Bajo, D12
-17.367999,-66.157112, Calle San Martín #5880, Cala Cala Este, D12
-17.390691,-66.173974, Calle Bustillos #5881, Tupuraya, D12
-17.384666,-66.167567, Calle Falsuri #5882, Queru Queru Bajo, D12
-17.375182,-66.144591, Av. Blanco Galindo #5883, Cala Cala Este, D12
-17.380233,-66.175206, Calle Canelas #5884, Tupuraya, D12
-17.377728,-66.154215, Calle San Martín #5885, Queru Queru Bajo, D12
-17.377829,-66.151342, Calle Bustillos #5886, Cala Cala Este, D12
-17.372788,-66.160183, Calle Falsuri #5887, Tupuraya, D12
-17.385107,-66.174418, Av. Blanco Galindo #5888, Queru Queru Bajo, D12
-17.382423,-66.174713, Calle Canelas #5889, Cala Cala Este, D12
-17.374335,-66.153925, Calle San Martín #5890, Tupuraya, D12
-17.379135,-66.159518, Calle Bustillos #5891, Queru Queru Bajo, D12
-17.384661,-66.166992, Calle Falsuri #5892, Cala Cala Este, D12
-17.381769,-66.168445, Av. Blanco Galindo #5893, Tupuraya, D12
-17.391453,-66.170162, Calle Canelas #5894, Queru Queru Bajo, D12
-17.371075,-66.143559, Calle San Martín #5895, Cala Cala Este, D12
-17.371337,-66.161354, Calle Bustillos #5896, Tupuraya, D12
-17.376104,-66.150497, Calle Falsuri #5897, Queru Queru Bajo, D12
-17.391105,-66.170820, Av. Blanco Galindo #5898, Cala Cala Este, D12
-17.379460,-66.161543, Calle Canelas #5899, Tupuraya, D12
-17.374248,-66.175647, Calle San Martín #5900, Queru Queru Bajo, D12
-17.390562,-66.173632, Calle Bustillos #5901, Cala Cala Este, D12
-17.370631,-66.147403, Calle Falsuri #5902, Tupuraya, D12
-17.374199,-66.173604, Av. Blanco Galindo #5903, Queru Queru Bajo, D12
-17.368363,-66.165531, Calle Canelas #5904, Cala Cala Este, D12
-17.377565,-66.175309, Calle San Martín #5905, Tupuraya, D12
-17.379048,-66.174158, Calle Bustillos #5906, Queru Queru Bajo, D12
-17.375208,-66.156138, Calle Falsuri #5907, Cala Cala Este, D12
-17.372447,-66.156248, Av. Blanco Galindo #5908, Tupuraya, D12
-17.389829,-66.176122, Calle Canelas #5909, Queru Queru Bajo, D12
-17.378827,-66.156581, Calle San Martín #5910, Cala Cala Este, D12
-17.379421,-66.170051, Calle Bustillos #5911, Tupuraya, D12
-17.375111,-66.160195, Calle Falsuri #5912, Queru Queru Bajo, D12
-17.379187,-66.166758, Av. Blanco Galindo #5913, Cala Cala Este, D12
-17.374423,-66.170968, Calle Canelas #5914, Tupuraya, D12
-17.381173,-66.163655, Calle San Martín #5915, Queru Queru Bajo, D12
-17.376555,-66.155407, Calle Bustillos #5916, Cala Cala Este, D12
-17.375948,-66.161562, Calle Falsuri #5917, Tupuraya, D12
-17.372836,-66.157997, Av. Blanco Galindo #5918, Queru Queru Bajo, D12
-17.374239,-66.140278, Calle Canelas #5919, Cala Cala Este, D12
-17.377513,-66.157524, Calle San Martín #5920, Tupuraya, D12
-17.392145,-66.178774, Calle Bustillos #5921, Queru Queru Bajo, D12
-17.376346,-66.171110, Calle Falsuri #5922, Cala Cala Este, D12
-17.375958,-66.142622, Av. Blanco Galindo #5923, Tupuraya, D12
-17.384276,-66.175998, Calle Canelas #5924, Queru Queru Bajo, D12
-17.372495,-66.152291, Calle San Martín #5925, Cala Cala Este, D12
-17.378454,-66.155988, Calle Bustillos #5926, Tupuraya, D12
-17.369539,-66.148433, Calle Falsuri #5927, Queru Queru Bajo, D12
-17.376310,-66.174115, Av. Blanco Galindo #5928, Cala Cala Este, D12
-17.373127,-66.166620, Calle Canelas #5929, Tupuraya, D12
-17.381331,-66.163113, Calle San Martín #5930, Queru Queru Bajo, D12
-17.367162,-66.174355, Calle Bustillos #5931, Cala Cala Este, D12
-17.378909,-66.167224, Calle Falsuri #5932, Tupuraya, D12
-17.377840,-66.151023, Av. Blanco Galindo #5933, Queru Queru Bajo, D12
-17.373361,-66.173062, Calle Canelas #5934, Cala Cala Este, D12
-17.370304,-66.146727, Calle San Martín #5935, Tupuraya, D12
-17.384934,-66.165024, Calle Bustillos #5936, Queru Queru Bajo, D12
-17.367593,-66.162276, Calle Falsuri #5937, Cala Cala Este, D12
-17.373555,-66.162737, Av. Blanco Galindo #5938, Tupuraya, D12
-17.373827,-66.163338, Calle Canelas #5939, Queru Queru Bajo, D12
-17.378845,-66.160678, Calle San Martín #5940, Cala Cala Este, D12
-17.375824,-66.159248, Calle Bustillos #5941, Tupuraya, D12
-17.384351,-66.170751, Calle Falsuri #5942, Queru Queru Bajo, D12
-17.382091,-66.166151, Av. Blanco Galindo #5943, Cala Cala Este, D12
-17.375421,-66.152860, Calle Canelas #5944, Tupuraya, D12
-17.376899,-66.155759, Calle San Martín #5945, Queru Queru Bajo, D12
-17.381586,-66.161749, Calle Bustillos #5946, Cala Cala Este, D12
-17.389891,-66.169398, Calle Falsuri #5947, Tupuraya, D12
-17.372406,-66.161276, Av. Blanco Galindo #5948, Queru Queru Bajo, D12
-17.382917,-66.171125, Calle Canelas #5949, Cala Cala Este, D12
-17.376198,-66.166487, Calle San Martín #5950, Tupuraya, D12
-17.373241,-66.175254, Calle Bustillos #5951, Queru Queru Bajo, D12
-17.380660,-66.174837, Calle Falsuri #5952, Cala Cala Este, D12
-17.370870,-66.143779, Av. Blanco Galindo #5953, Tupuraya, D12
-17.366821,-66.159753, Calle Canelas #5954, Queru Queru Bajo, D12
-17.371544,-66.148203, Calle San Martín #5955, Cala Cala Este, D12
-17.371937,-66.167128, Calle Bustillos #5956, Tupuraya, D12
-17.370860,-66.171126, Calle Falsuri #5957, Queru Queru Bajo, D12
-17.365801,-66.166445, Av. Blanco Galindo #5958, Cala Cala Este, D12
-17.367943,-66.167899, Calle Canelas #5959, Tupuraya, D12
-17.372976,-66.164814, Calle San Martín #5960, Queru Queru Bajo, D12
-17.382301,-66.172539, Calle Bustillos #5961, Cala Cala Este, D12
-17.390280,-66.170900, Calle Falsuri #5962, Tupuraya, D12
-17.368531,-66.152073, Av. Blanco Galindo #5963, Queru Queru Bajo, D12
-17.367660,-66.158920, Calle Canelas #5964, Cala Cala Este, D12
-17.367549,-66.162542, Calle San Martín #5965, Tupuraya, D12
-17.373280,-66.150723, Calle Bustillos #5966, Queru Queru Bajo, D12
-17.381129,-66.166945, Calle Falsuri #5967, Cala Cala Este, D12
-17.375775,-66.153745, Av. Blanco Galindo #5968, Tupuraya, D12
-17.369846,-66.152216, Calle Canelas #5969, Queru Queru Bajo, D12
-17.383821,-66.175926, Calle San Martín #5970, Cala Cala Este, D12
-17.378461,-66.161523, Calle Bustillos #5971, Tupuraya, D12
-17.375407,-66.148849, Calle Falsuri #5972, Queru Queru Bajo, D12
-17.370195,-66.151594, Av. Blanco Galindo #5973, Cala Cala Este, D12
-17.371173,-66.174533, Calle Canelas #5974, Tupuraya, D12
-17.382397,-66.174996, Calle San Martín #5975, Queru Queru Bajo, D12
-17.373328,-66.155419, Calle Bustillos #5976, Cala Cala Este, D12
-17.384005,-66.175675, Calle Falsuri #5977, Tupuraya, D12
-17.373613,-66.150426, Av. Blanco Galindo #5978, Queru Queru Bajo, D12
-17.370882,-66.146032, Calle Canelas #5979, Cala Cala Este, D12
-17.375202,-66.146088, Calle San Martín #5980, Tupuraya, D12
-17.371156,-66.149131, Calle Bustillos #5981, Queru Queru Bajo, D12
-17.369716,-66.170365, Calle Falsuri #5982, Cala Cala Este, D12
-17.378370,-66.167920, Av. Blanco Galindo #5983, Tupuraya, D12
-17.383563,-66.166338, Calle Canelas #5984, Queru Queru Bajo, D12
-17.372466,-66.148017, Calle San Martín #5985, Cala Cala Este, D12
-17.381957,-66.172861, Calle Bustillos #5986, Tupuraya, D12
-17.382513,-66.169534, Calle Falsuri #5987, Queru Queru Bajo, D12
-17.373675,-66.141509, Av. Blanco Galindo #5988, Cala Cala Este, D12
-17.371439,-66.174372, Calle Canelas #5989, Tupuraya, D12
-17.381468,-66.175255, Calle San Martín #5990, Queru Queru Bajo, D12
-17.368825,-66.170738, Calle Bustillos #5991, Cala Cala Este, D12
-17.376901,-66.147181, Calle Falsuri #5992, Tupuraya, D12
-17.368429,-66.152312, Av. Blanco Galindo #5993, Queru Queru Bajo, D12
-17.379843,-66.159719, Calle Canelas #5994, Cala Cala Este, D12
-17.369238,-66.165430, Calle San Martín #5995, Tupuraya, D12
-17.380222,-66.159833, Calle Bustillos #5996, Queru Queru Bajo, D12
-17.384827,-66.174189, Calle Falsuri #5997, Cala Cala Este, D12
-17.389475,-66.176778, Av. Blanco Galindo #5998, Tupuraya, D12
-17.368842,-66.155235, Calle Canelas #5999, Queru Queru Bajo, D12
-17.368672,-66.164212, Calle San Martín #6000, Cala Cala Este, D12
-17.367888,-66.165931, Calle Bustillos #6001, Tupuraya, D12
-17.371942,-66.171123, Calle Falsuri #6002, Queru Queru Bajo, D12
-17.368782,-66.163916, Av. Blanco Galindo #6003, Cala Cala Este, D12
-17.386695,-66.168186, Calle Canelas #6004, Tupuraya, D12
-17.372641,-66.156178, Calle San Martín #6005, Queru Queru Bajo, D12
-17.379317,-66.160873, Calle Bustillos #6006, Cala Cala Este, D12
-17.368000,-66.153515, Calle Falsuri #6007, Tupuraya, D12
-17.371565,-66.165847, Av. Blanco Galindo #6008, Queru Queru Bajo, D12
-17.370445,-66.155217, Calle Canelas #6009, Cala Cala Este, D12
-17.383295,-66.167228, Calle San Martín #6010, Tupuraya, D12
-17.384884,-66.169672, Calle Bustillos #6011, Queru Queru Bajo, D12
-17.383792,-66.167098, Calle Falsuri #6012, Cala Cala Este, D12
-17.386917,-66.169463, Av. Blanco Galindo #6013, Tupuraya, D12
-17.386310,-66.170409, Calle Canelas #6014, Queru Queru Bajo, D12
-17.375373,-66.153470, Calle San Martín #6015, Cala Cala Este, D12
-17.392680,-66.170433, Calle Bustillos #6016, Tupuraya, D12
-17.377670,-66.171227, Calle Falsuri #6017, Queru Queru Bajo, D12
-17.376020,-66.150747, Av. Blanco Galindo #6018, Cala Cala Este, D12
-17.368497,-66.150317, Calle Canelas #6019, Tupuraya, D12
-17.370867,-66.172110, Calle San Martín #6020, Queru Queru Bajo, D12
-17.368430,-66.169811, Calle Bustillos #6021, Cala Cala Este, D12
-17.369117,-66.155833, Calle Falsuri #6022, Tupuraya, D12
-17.374791,-66.150554, Av. Blanco Galindo #6023, Queru Queru Bajo, D12
-17.377625,-66.162426, Calle Canelas #6024, Cala Cala Este, D12
-17.383991,-66.168714, Calle San Martín #6025, Tupuraya, D12
-17.367153,-66.172446, Calle Bustillos #6026, Queru Queru Bajo, D12
-17.389495,-66.172424, Calle Falsuri #6027, Cala Cala Este, D12
-17.383278,-66.175867, Av. Blanco Galindo #6028, Tupuraya, D12
-17.369251,-66.161798, Calle Canelas #6029, Queru Queru Bajo, D12
-17.370813,-66.161562, Calle San Martín #6030, Cala Cala Este, D12
-17.368423,-66.172781, Calle Bustillos #6031, Tupuraya, D12
-17.367129,-66.169758, Calle Falsuri #6032, Queru Queru Bajo, D12
-17.389435,-66.167830, Av. Blanco Galindo #6033, Cala Cala Este, D12
-17.386295,-66.172807, Calle Canelas #6034, Tupuraya, D12
-17.380068,-66.166838, Calle San Martín #6035, Queru Queru Bajo, D12
-17.375533,-66.149722, Calle Bustillos #6036, Cala Cala Este, D12
-17.379502,-66.159755, Calle Falsuri #6037, Tupuraya, D12
-17.371931,-66.164237, Av. Blanco Galindo #6038, Queru Queru Bajo, D12
-17.381049,-66.173187, Calle Canelas #6039, Cala Cala Este, D12
-17.380560,-66.162457, Calle San Martín #6040, Tupuraya, D12
-17.375310,-66.144308, Calle Bustillos #6041, Queru Queru Bajo, D12
-17.375709,-66.147701, Calle Falsuri #6042, Cala Cala Este, D12
-17.372791,-66.157026, Av. Blanco Galindo #6043, Tupuraya, D12
-17.367342,-66.162664, Calle Canelas #6044, Queru Queru Bajo, D12
-17.380071,-66.160023, Calle San Martín #6045, Cala Cala Este, D12
-17.369219,-66.156541, Calle Bustillos #6046, Tupuraya, D12
-17.392308,-66.171853, Calle Falsuri #6047, Queru Queru Bajo, D12
-17.373599,-66.171913, Av. Blanco Galindo #6048, Cala Cala Este, D12
-17.375465,-66.162674, Calle Canelas #6049, Tupuraya, D12
-17.372172,-66.174318, Calle San Martín #6050, Queru Queru Bajo, D12
-17.370177,-66.147420, Calle Bustillos #6051, Cala Cala Este, D12
-17.374727,-66.157352, Calle Falsuri #6052, Tupuraya, D12
-17.368751,-66.162261, Av. Blanco Galindo #6053, Queru Queru Bajo, D12
-17.386856,-66.170701, Calle Canelas #6054, Cala Cala Este, D12
-17.369982,-66.173069, Calle San Martín #6055, Tupuraya, D12
-17.370951,-66.162552, Calle Bustillos #6056, Queru Queru Bajo, D12
-17.366416,-66.163124, Calle Falsuri #6057, Cala Cala Este, D12
-17.369995,-66.158549, Av. Blanco Galindo #6058, Tupuraya, D12
-17.372876,-66.149834, Calle Canelas #6059, Queru Queru Bajo, D12
-17.377462,-66.154851, Calle San Martín #6060, Cala Cala Este, D12
-17.386807,-66.176741, Calle Bustillos #6061, Tupuraya, D12
-17.372851,-66.146158, Calle Falsuri #6062, Queru Queru Bajo, D12
-17.368045,-66.167874, Av. Blanco Galindo #6063, Cala Cala Este, D12
-17.390586,-66.170904, Calle Canelas #6064, Tupuraya, D12
-17.371420,-66.163370, Calle San Martín #6065, Queru Queru Bajo, D12
-17.380636,-66.172695, Calle Bustillos #6066, Cala Cala Este, D12
-17.367530,-66.164249, Calle Falsuri #6067, Tupuraya, D12
-17.391802,-66.169603, Av. Blanco Galindo #6068, Queru Queru Bajo, D12
-17.369446,-66.154395, Calle Canelas #6069, Cala Cala Este, D12
-17.377828,-66.167754, Calle San Martín #6070, Tupuraya, D12
-17.372010,-66.154414, Calle Bustillos #6071, Queru Queru Bajo, D12
-17.383076,-66.170934, Calle Falsuri #6072, Cala Cala Este, D12
-17.369073,-66.153843, Av. Blanco Galindo #6073, Tupuraya, D12
-17.369494,-66.156393, Calle Canelas #6074, Queru Queru Bajo, D12
-17.369886,-66.171642, Calle San Martín #6075, Cala Cala Este, D12
-17.378258,-66.159771, Calle Bustillos #6076, Tupuraya, D12
-17.380783,-66.167384, Calle Falsuri #6077, Queru Queru Bajo, D12
-17.376371,-66.171921, Av. Blanco Galindo #6078, Cala Cala Este, D12
-17.375163,-66.159053, Calle Canelas #6079, Tupuraya, D12
-17.376635,-66.145044, Calle San Martín #6080, Queru Queru Bajo, D12
-17.392132,-66.178795, Calle Bustillos #6081, Cala Cala Este, D12
-17.368944,-66.175601, Calle Falsuri #6082, Tupuraya, D12
-17.382608,-66.164691, Av. Blanco Galindo #6083, Queru Queru Bajo, D12
-17.378891,-66.161594, Calle Canelas #6084, Cala Cala Este, D12
-17.372351,-66.149222, Calle San Martín #6085, Tupuraya, D12
-17.376915,-66.159102, Calle Bustillos #6086, Queru Queru Bajo, D12
-17.374859,-66.152937, Calle Falsuri #6087, Cala Cala Este, D12
-17.390210,-66.169478, Av. Blanco Galindo #6088, Tupuraya, D12
-17.370341,-66.166926, Calle Canelas #6089, Queru Queru Bajo, D12
-17.370819,-66.148007, Calle San Martín #6090, Cala Cala Este, D12
-17.388252,-66.167278, Calle Bustillos #6091, Tupuraya, D12
-17.390973,-66.169311, Calle Falsuri #6092, Queru Queru Bajo, D12
-17.372981,-66.174361, Av. Blanco Galindo #6093, Cala Cala Este, D12
-17.373272,-66.154597, Calle Canelas #6094, Tupuraya, D12
-17.390666,-66.173858, Calle San Martín #6095, Queru Queru Bajo, D12
-17.389109,-66.177507, Calle Bustillos #6096, Cala Cala Este, D12
-17.379864,-66.159891, Calle Falsuri #6097, Tupuraya, D12
-17.377977,-66.175038, Av. Blanco Galindo #6098, Queru Queru Bajo, D12
-17.383626,-66.164365, Calle Canelas #6099, Cala Cala Este, D12
-17.374066,-66.146001, Calle San Martín #6100, Tupuraya, D12
-17.374199,-66.165385, Calle Bustillos #6101, Queru Queru Bajo, D12
-17.377593,-66.162473, Calle Falsuri #6102, Cala Cala Este, D12
-17.372212,-66.145400, Av. Blanco Galindo #6103, Tupuraya, D12
-17.378541,-66.175087, Calle Canelas #6104, Queru Queru Bajo, D12
-17.378010,-66.164171, Calle San Martín #6105, Cala Cala Este, D12
-17.374806,-66.139274, Calle Bustillos #6106, Tupuraya, D12
-17.375615,-66.164126, Calle Falsuri #6107, Queru Queru Bajo, D12
-17.378336,-66.159555, Av. Blanco Galindo #6108, Cala Cala Este, D12
-17.380322,-66.162496, Calle Canelas #6109, Tupuraya, D12
-17.374734,-66.169335, Calle San Martín #6110, Queru Queru Bajo, D12
-17.376789,-66.146982, Calle Bustillos #6111, Cala Cala Este, D12
-17.375132,-66.141061, Calle Falsuri #6112, Tupuraya, D12
-17.371931,-66.158529, Av. Blanco Galindo #6113, Queru Queru Bajo, D12
-17.375094,-66.144811, Calle Canelas #6114, Cala Cala Este, D12
-17.373437,-66.170689, Calle San Martín #6115, Tupuraya, D12
-17.368583,-66.149310, Calle Bustillos #6116, Queru Queru Bajo, D12
-17.368449,-66.170553, Calle Falsuri #6117, Cala Cala Este, D12
-17.368951,-66.172083, Av. Blanco Galindo #6118, Tupuraya, D12
-17.373703,-66.161062, Calle Canelas #6119, Queru Queru Bajo, D12
-17.375274,-66.158088, Calle San Martín #6120, Cala Cala Este, D12
-17.367582,-66.159645, Calle Bustillos #6121, Tupuraya, D12
-17.388906,-66.167189, Calle Falsuri #6122, Queru Queru Bajo, D12
-17.374866,-66.175407, Av. Blanco Galindo #6123, Cala Cala Este, D12
-17.376979,-66.172675, Calle Canelas #6124, Tupuraya, D12
-17.384426,-66.169499, Calle San Martín #6125, Queru Queru Bajo, D12
-17.371647,-66.161717, Calle Bustillos #6126, Cala Cala Este, D12
-17.389452,-66.175495, Calle Falsuri #6127, Tupuraya, D12
-17.388854,-66.167001, Av. Blanco Galindo #6128, Queru Queru Bajo, D12
-17.373470,-66.145356, Calle Canelas #6129, Cala Cala Este, D12
-17.379334,-66.157731, Calle San Martín #6130, Tupuraya, D12
-17.373601,-66.141405, Calle Bustillos #6131, Queru Queru Bajo, D12
-17.368055,-66.165911, Calle Falsuri #6132, Cala Cala Este, D12
-17.375225,-66.175149, Av. Blanco Galindo #6133, Tupuraya, D12
-17.382338,-66.173253, Calle Canelas #6134, Queru Queru Bajo, D12
-17.377252,-66.171679, Calle San Martín #6135, Cala Cala Este, D12
-17.375655,-66.159022, Calle Bustillos #6136, Tupuraya, D12
-17.369761,-66.149214, Calle Falsuri #6137, Queru Queru Bajo, D12
-17.374841,-66.159572, Av. Blanco Galindo #6138, Cala Cala Este, D12
-17.379330,-66.161324, Calle Canelas #6139, Tupuraya, D12
-17.372223,-66.151602, Calle San Martín #6140, Queru Queru Bajo, D12
-17.387464,-66.171415, Calle Bustillos #6141, Cala Cala Este, D12
-17.366599,-66.159831, Calle Falsuri #6142, Tupuraya, D12
-17.389627,-66.172115, Av. Blanco Galindo #6143, Queru Queru Bajo, D12
-17.369950,-66.155440, Calle Canelas #6144, Cala Cala Este, D12
-17.385386,-66.175336, Calle San Martín #6145, Tupuraya, D12
-17.371723,-66.174931, Calle Bustillos #6146, Queru Queru Bajo, D12
-17.367308,-66.163899, Calle Falsuri #6147, Cala Cala Este, D12
-17.368882,-66.169218, Av. Blanco Galindo #6148, Tupuraya, D12
-17.373350,-66.173510, Calle Canelas #6149, Queru Queru Bajo, D12
-17.369298,-66.158395, Calle San Martín #6150, Cala Cala Este, D12
-17.378883,-66.156727, Calle Bustillos #6151, Tupuraya, D12
-17.374520,-66.163040, Calle Falsuri #6152, Queru Queru Bajo, D12
-17.373622,-66.141156, Av. Blanco Galindo #6153, Cala Cala Este, D12
-17.377235,-66.159199, Calle Canelas #6154, Tupuraya, D12
-17.379754,-66.165609, Calle San Martín #6155, Queru Queru Bajo, D12
-17.370016,-66.152618, Calle Bustillos #6156, Cala Cala Este, D12
-17.373266,-66.166631, Calle Falsuri #6157, Tupuraya, D12
-17.371983,-66.150472, Av. Blanco Galindo #6158, Queru Queru Bajo, D12
-17.372449,-66.157745, Calle Canelas #6159, Cala Cala Este, D12
-17.371584,-66.144292, Calle San Martín #6160, Tupuraya, D12
-17.373574,-66.159707, Calle Bustillos #6161, Queru Queru Bajo, D12
-17.389085,-66.167591, Calle Falsuri #6162, Cala Cala Este, D12
-17.382263,-66.174292, Av. Blanco Galindo #6163, Tupuraya, D12
-17.370462,-66.153876, Calle Canelas #6164, Queru Queru Bajo, D12
-17.369685,-66.153171, Calle San Martín #6165, Cala Cala Este, D12
-17.375478,-66.169428, Calle Bustillos #6166, Tupuraya, D12
-17.374092,-66.160233, Calle Falsuri #6167, Queru Queru Bajo, D12
-17.371992,-66.171328, Av. Blanco Galindo #6168, Cala Cala Este, D12
-17.372504,-66.156678, Calle Canelas #6169, Tupuraya, D12
-17.376905,-66.161041, Calle San Martín #6170, Queru Queru Bajo, D12
-17.372192,-66.161170, Calle Bustillos #6171, Cala Cala Este, D12
-17.383296,-66.175618, Calle Falsuri #6172, Tupuraya, D12
-17.373143,-66.156633, Av. Blanco Galindo #6173, Queru Queru Bajo, D12
-17.375896,-66.171810, Calle Canelas #6174, Cala Cala Este, D12
-17.368522,-66.159793, Calle San Martín #6175, Tupuraya, D12
-17.370312,-66.162401, Calle Bustillos #6176, Queru Queru Bajo, D12
-17.373985,-66.163999, Calle Falsuri #6177, Cala Cala Este, D12
-17.372309,-66.146183, Av. Blanco Galindo #6178, Tupuraya, D12
-17.387289,-66.170992, Calle Canelas #6179, Queru Queru Bajo, D12
-17.385830,-66.165929, Calle San Martín #6180, Cala Cala Este, D12
-17.384344,-66.174085, Calle Bustillos #6181, Tupuraya, D12
-17.385292,-66.172660, Calle Falsuri #6182, Queru Queru Bajo, D12
-17.368718,-66.157737, Av. Blanco Galindo #6183, Cala Cala Este, D12
-17.367245,-66.172165, Calle Canelas #6184, Tupuraya, D12
-17.388840,-66.172185, Calle San Martín #6185, Queru Queru Bajo, D12
-17.383036,-66.175479, Calle Bustillos #6186, Cala Cala Este, D12
-17.368464,-66.151981, Calle Falsuri #6187, Tupuraya, D12
-17.377537,-66.157579, Av. Blanco Galindo #6188, Queru Queru Bajo, D12
-17.384272,-66.175625, Calle Canelas #6189, Cala Cala Este, D12
-17.370625,-66.166243, Calle San Martín #6190, Tupuraya, D12
