-17.368206,-66.127676, Calle Bolívar #100, Queru Queru, D1
-17.376934,-66.115322, Calle Bolívar #3140, Aranjuez, D1
-17.361834,-66.143117, Calle Sucre #3141, Mesadilla, D1
-17.371267,-66.122722, Av. Ayacucho #3142, Queru Queru, D1
-17.367167,-66.111554, Calle Aroma #3143, Aranjuez, D1
-17.360520,-66.147262, Calle Baptista #3144, Mesadilla, D1
-17.372763,-66.130686, Calle Bolívar #3145, Queru Queru, D1
-17.378610,-66.129129, Calle Sucre #3146, Aranjuez, D1
-17.361191,-66.147047, Av. Ayacucho #3147, Mesadilla, D1
-17.365329,-66.144726, Calle Aroma #3148, Queru Queru, D1
-17.367166,-66.142546, Calle Baptista #3149, Aranjuez, D1
-17.363463,-66.142879, Calle Bolívar #3150, Mesadilla, D1
-17.370736,-66.115376, Calle Sucre #3151, Queru Queru, D1
-17.365816,-66.120827, Av. Ayacucho #3152, Aranjuez, D1
-17.363297,-66.126879, Calle Aroma #3153, Mesadilla, D1
-17.372502,-66.125979, Calle Baptista #3154, Queru Queru, D1
-17.362539,-66.138052, Calle Bolívar #3155, Aranjuez, D1
-17.363858,-66.124937, Calle Sucre #3156, Mesadilla, D1
-17.360128,-66.145315, Av. Ayacucho #3157, Queru Queru, D1
-17.371758,-66.135122, Calle Aroma #3158, Aranjuez, D1
-17.363912,-66.146266, Calle Baptista #3159, Mesadilla, D1
-17.369766,-66.126021, Calle Bolívar #3160, Queru Queru, D1
-17.366637,-66.117292, Calle Sucre #3161, Aranjuez, D1
-17.364605,-66.149120, Av. Ayacucho #3162, Mesadilla, D1
-17.364072,-66.140173, Calle Aroma #3163, Queru Queru, D1
-17.365817,-66.120218, Calle Baptista #3164, Aranjuez, D1
-17.372074,-66.114949, Calle Bolívar #3165, Mesadilla, D1
-17.376745,-66.122936, Calle Sucre #3166, Queru Queru, D1
-17.365413,-66.134964, Av. Ayacucho #3167, Aranjuez, D1
-17.378613,-66.122288, Calle Aroma #3168, Mesadilla, D1
-17.365823,-66.110641, Calle Baptista #3169, Queru Queru, D1
-17.378707,-66.128179, Calle Bolívar #3170, Aranjuez, D1
-17.365360,-66.131947, Calle Sucre #3171, Mesadilla, D1
-17.378587,-66.128473, Av. Ayacucho #3172, Queru Queru, D1
-17.374235,-66.122760, Calle Aroma #3173, Aranjuez, D1
-17.368418,-66.131040, Calle Baptista #3174, Mesadilla, D1
-17.371766,-66.122349, Calle Bolívar #3175, Queru Queru, D1
-17.368870,-66.135823, Calle Sucre #3176, Aranjuez, D1
-17.376526,-66.116825, Av. Ayacucho #3177, Mesadilla, D1
-17.365832,-66.144654, Calle Aroma #3178, Queru Queru, D1
-17.367412,-66.129598, Calle Baptista #3179, Aranjuez, D1
-17.369296,-66.118375, Calle Bolívar #3180, Mesadilla, D1
-17.377698,-66.123399, Calle Sucre #3181, Queru Queru, D1
-17.367486,-66.144580, Av. Ayacucho #3182, Aranjuez, D1
-17.366580,-66.116364, Calle Aroma #3183, Mesadilla, D1
-17.373135,-66.123433, Calle Baptista #3184, Queru Queru, D1
-17.360718,-66.144879, Calle Bolívar #3185, Aranjuez, D1
-17.367690,-66.117084, Calle Sucre #3186, Mesadilla, D1
-17.365518,-66.136799, Av. Ayacucho #3187, Queru Queru, D1
-17.373404,-66.127541, Calle Aroma #3188, Aranjuez, D1
-17.367134,-66.108675, Calle Baptista #3189, Mesadilla, D1
-17.369485,-66.140419, Calle Bolívar #3190, Queru Queru, D1
-17.371184,-66.114297, Calle Sucre #3191, Aranjuez, D1
-17.361139,-66.146872, Av. Ayacucho #3192, Mesadilla, D1
-17.374871,-66.130377, Calle Aroma #3193, Queru Queru, D1
-17.369960,-66.115272, Calle Baptista #3194, Aranjuez, D1
-17.363166,-66.148999, Calle Bolívar #3195, Mesadilla, D1
-17.362173,-66.141898, Calle Sucre #3196, Queru Queru, D1
-17.368734,-66.127418, Av. Ayacucho #3197, Aranjuez, D1
-17.363658,-66.129476, Calle Aroma #3198, Mesadilla, D1
-17.374138,-66.131775, Calle Baptista #3199, Queru Queru, D1
-17.362410,-66.140094, Calle Bolívar #3200, Aranjuez, D1
-17.379834,-66.128063, Calle Sucre #3201, Mesadilla, D1
-17.365761,-66.107528, Av. Ayacucho #3202, Queru Queru, D1
-17.363976,-66.132727, Calle Aroma #3203, Aranjuez, D1
-17.377426,-66.117816, Calle Baptista #3204, Mesadilla, D1
-17.379208,-66.122092, Calle Bolívar #3205, Queru Queru, D1
-17.367780,-66.126184, Calle Sucre #3206, Aranjuez, D1
-17.364866,-66.120587, Av. Ayacucho #3207, Mesadilla, D1
-17.362991,-66.134556, Calle Aroma #3208, Queru Queru, D1
-17.360850,-66.148543, Calle Baptista #3209, Aranjuez, D1
-17.369229,-66.110528, Calle Bolívar #3210, Mesadilla, D1
-17.362216,-66.146644, Calle Sucre #3211, Queru Queru, D1
-17.369798,-66.135075, Av. Ayacucho #3212, Aranjuez, D1
-17.369553,-66.115634, Calle Aroma #3213, Mesadilla, D1
-17.370798,-66.119647, Calle Baptista #3214, Queru Queru, D1
-17.366898,-66.120381, Calle Bolívar #3215, Aranjuez, D1
-17.363008,-66.131640, Calle Sucre #3216, Mesadilla, D1
-17.372227,-66.121657, Av. Ayacucho #3217, Queru Queru, D1
-17.370392,-66.134996, Calle Aroma #3218, Aranjuez, D1
-17.368685,-66.131554, Calle Baptista #3219, Mesadilla, D1
-17.367584,-66.123730, Calle Bolívar #3220, Queru Queru, D1
-17.371324,-66.121561, Calle Sucre #3221, Aranjuez, D1
-17.367620,-66.142018, Av. Ayacucho #3222, Mesadilla, D1
-17.364872,-66.146678, Calle Aroma #3223, Queru Queru, D1
-17.374642,-66.130512, Calle Baptista #3224, Aranjuez, D1
-17.372777,-66.123887, Calle Bolívar #3225, Mesadilla, D1
-17.363628,-66.132811, Calle Sucre #3226, Queru Queru, D1
-17.363821,-66.143447, Av. Ayacucho #3227, Aranjuez, D1
-17.362611,-66.149187, Calle Aroma #3228, Mesadilla, D1
-17.364075,-66.120408, Calle Baptista #3229, Queru Queru, D1
-17.362766,-66.125928, Calle Bolívar #3230, Aranjuez, D1
-17.374288,-66.120051, Calle Sucre #3231, Mesadilla, D1
-17.378625,-66.117798, Av. Ayacucho #3232, Queru Queru, D1
-17.375851,-66.114006, Calle Aroma #3233, Aranjuez, D1
-17.374245,-66.116361, Calle Baptista #3234, Mesadilla, D1
-17.368306,-66.144115, Calle Bolívar #3235, Queru Queru, D1
-17.369010,-66.117941, Calle Sucre #3236, Aranjuez, D1
-17.374702,-66.126450, Av. Ayacucho #3237, Mesadilla, D1
-17.359981,-66.148343, Calle Aroma #3238, Queru Queru, D1
-17.363400,-66.143914, Calle Baptista #3239, Aranjuez, D1
-17.366044,-66.120087, Calle Bolívar #3240, Mesadilla, D1
-17.365850,-66.108380, Calle Sucre #3241, Queru Queru, D1
-17.362607,-66.149235, Av. Ayacucho #3242, Aranjuez, D1
-17.376329,-66.121433, Calle Aroma #3243, Mesadilla, D1
-17.363271,-66.141194, Calle Baptista #3244, Queru Queru, D1
-17.373399,-66.111780, Calle Bolívar #3245, Aranjuez, D1
-17.368357,-66.123057, Calle Sucre #3246, Mesadilla, D1
-17.377775,-66.129844, Av. Ayacucho #3247, Queru Queru, D1
-17.362946,-66.131247, Calle Aroma #3248, Aranjuez, D1
-17.362211,-66.146182, Calle Baptista #3249, Mesadilla, D1
-17.368457,-66.118506, Calle Bolívar #3250, Queru Queru, D1
-17.367622,-66.126268, Calle Sucre #3251, Aranjuez, D1
-17.371879,-66.113713, Av. Ayacucho #3252, Mesadilla, D1
-17.361655,-66.141706, Calle Aroma #3253, Queru Queru, D1
-17.370514,-66.125540, Calle Baptista #3254, Aranjuez, D1
-17.366938,-66.124372, Calle Bolívar #3255, Mesadilla, D1
-17.369099,-66.130191, Calle Sucre #3256, Queru Queru, D1
-17.363853,-66.136364, Av. Ayacucho #3257, Aranjuez, D1
-17.371057,-66.121831, Calle Aroma #3258, Mesadilla, D1
-17.362819,-66.138244, Calle Baptista #3259, Queru Queru, D1
-17.365095,-66.128097, Calle Bolívar #3260, Aranjuez, D1
-17.366943,-66.109187, Calle Sucre #3261, Mesadilla, D1
-17.367568,-66.138892, Av. Ayacucho #3262, Queru Queru, D1
-17.365880,-66.136199, Calle Aroma #3263, Aranjuez, D1
-17.371725,-66.123054, Calle Baptista #3264, Mesadilla, D1
-17.373622,-66.118869, Calle Bolívar #3265, Queru Queru, D1
-17.359814,-66.145884, Calle Sucre #3266, Aranjuez, D1
-17.372648,-66.121398, Av. Ayacucho #3267, Mesadilla, D1
-17.377969,-66.118474, Calle Aroma #3268, Queru Queru, D1
-17.367015,-66.135316, Calle Baptista #3269, Aranjuez, D1
-17.368997,-66.141856, Calle Bolívar #3270, Mesadilla, D1
-17.379736,-66.128901, Calle Sucre #3271, Queru Queru, D1
-17.369417,-66.129344, Av. Ayacucho #3272, Aranjuez, D1
-17.377889,-66.124074, Calle Aroma #3273, Mesadilla, D1
-17.364282,-66.142793, Calle Baptista #3274, Queru Queru, D1
-17.363177,-66.122795, Calle Bolívar #3275, Aranjuez, D1
-17.372518,-66.121671, Calle Sucre #3276, Mesadilla, D1
-17.365905,-66.130384, Av. Ayacucho #3277, Queru Queru, D1
-17.369038,-66.110987, Calle Aroma #3278, Aranjuez, D1
-17.370761,-66.112946, Calle Baptista #3279, Mesadilla, D1
-17.371083,-66.137704, Calle Bolívar #3280, Queru Queru, D1
-17.377831,-66.127586, Calle Sucre #3281, Aranjuez, D1
-17.363021,-66.139965, Av. Ayacucho #3282, Mesadilla, D1
-17.370369,-66.117393, Calle Aroma #3283, Queru Queru, D1
-17.366915,-66.109871, Calle Baptista #3284, Aranjuez, D1
-17.363637,-66.131952, Calle Bolívar #3285, Mesadilla, D1
-17.371429,-66.136639, Calle Sucre #3286, Queru Queru, D1
-17.363969,-66.135708, Av. Ayacucho #3287, Aranjuez, D1
-17.372236,-66.126361, Calle Aroma #3288, Mesadilla, D1
-17.365880,-66.129529, Calle Baptista #3289, Queru Queru, D1
-17.368467,-66.143111, Calle Bolívar #3290, Aranjuez, D1
-17.372469,-66.113910, Calle Sucre #3291, Mesadilla, D1
-17.368273,-66.143139, Av. Ayacucho #3292, Queru Queru, D1
-17.368462,-66.141630, Calle Aroma #3293, Aranjuez, D1
-17.375945,-66.129618, Calle Baptista #3294, Mesadilla, D1
-17.370143,-66.123772, Calle Bolívar #3295, Queru Queru, D1
-17.373127,-66.122620, Calle Sucre #3296, Aranjuez, D1
-17.364971,-66.124472, Av. Ayacucho #3297, Mesadilla, D1
-17.367321,-66.141158, Calle Aroma #3298, Queru Queru, D1
-17.367857,-66.132753, Calle Baptista #3299, Aranjuez, D1
-17.361789,-66.148106, Calle Bolívar #3300, Mesadilla, D1
-17.365916,-66.123475, Calle Sucre #3301, Queru Queru, D1
-17.363155,-66.122862, Av. Ayacucho #3302, Aranjuez, D1
-17.358793,-66.147821, Calle Aroma #3303, Mesadilla, D1
-17.369285,-66.118468, Calle Baptista #3304, Queru Queru, D1
-17.367477,-66.116517, Calle Bolívar #3305, Aranjuez, D1
-17.374927,-66.123824, Calle Sucre #3306, Mesadilla, D1
-17.359522,-66.148394, Av. Ayacucho #3307, Queru Queru, D1
-17.361168,-66.136764, Calle Aroma #3308, Aranjuez, D1
-17.375475,-66.117690, Calle Baptista #3309, Mesadilla, D1
-17.367000,-66.127690, Calle Bolívar #3310, Queru Queru, D1
-17.366390,-66.120579, Calle Sucre #3311, Aranjuez, D1
-17.373113,-66.121979, Av. Ayacucho #3312, Mesadilla, D1
-17.364448,-66.147052, Calle Aroma #3313, Queru Queru, D1
-17.366515,-66.108559, Calle Baptista #3314, Aranjuez, D1
-17.374767,-66.129128, Calle Bolívar #3315, Mesadilla, D1
-17.363447,-66.123151, Calle Sucre #3316, Queru Queru, D1
-17.363642,-66.145582, Av. Ayacucho #3317, Aranjuez, D1
-17.372943,-66.125527, Calle Aroma #3318, Mesadilla, D1
-17.372034,-66.111889, Calle Baptista #3319, Queru Queru, D1
-17.372720,-66.136026, Calle Bolívar #3320, Aranjuez, D1
-17.364772,-66.133921, Calle Sucre #3321, Mesadilla, D1
-17.366300,-66.140377, Av. Ayacucho #3322, Queru Queru, D1
-17.379185,-66.129159, Calle Aroma #3323, Aranjuez, D1
-17.374584,-66.113593, Calle Baptista #3324, Mesadilla, D1
-17.367528,-66.129849, Calle Bolívar #3325, Queru Queru, D1
-17.365366,-66.127001, Calle Sucre #3326, Aranjuez, D1
-17.372690,-66.128611, Av. Ayacucho #3327, Mesadilla, D1
-17.372824,-66.113953, Calle Aroma #3328, Queru Queru, D1
-17.376807,-66.117045, Calle Baptista #3329, Aranjuez, D1
-17.369252,-66.111013, Calle Bolívar #3330, Mesadilla, D1
-17.376953,-66.129690, Calle Sucre #3331, Queru Queru, D1
-17.366637,-66.108920, Av. Ayacucho #3332, Aranjuez, D1
-17.365462,-66.133913, Calle Aroma #3333, Mesadilla, D1
-17.361516,-66.136946, Calle Baptista #3334, Queru Queru, D1
-17.369330,-66.127324, Calle Bolívar #3335, Aranjuez, D1
-17.368362,-66.142134, Calle Sucre #3336, Mesadilla, D1
-17.374209,-66.129930, Av. Ayacucho #3337, Queru Queru, D1
-17.368407,-66.135020, Calle Aroma #3338, Aranjuez, D1
-17.364922,-66.123521, Calle Baptista #3339, Mesadilla, D1
-17.369069,-66.128985, Calle Bolívar #3340, Queru Queru, D1
-17.363037,-66.143513, Calle Sucre #3341, Aranjuez, D1
-17.366589,-66.142090, Av. Ayacucho #3342, Mesadilla, D1
-17.370807,-66.112524, Calle Aroma #3343, Queru Queru, D1
-17.367639,-66.138588, Calle Baptista #3344, Aranjuez, D1
-17.366384,-66.146484, Calle Bolívar #3345, Mesadilla, D1
-17.379602,-66.124633, Calle Sucre #3346, Queru Queru, D1
-17.371613,-66.125040, Av. Ayacucho #3347, Aranjuez, D1
-17.377248,-66.117959, Calle Aroma #3348, Mesadilla, D1
-17.363781,-66.140959, Calle Baptista #3349, Queru Queru, D1
-17.358375,-66.148890, Calle Bolívar #3350, Aranjuez, D1
-17.370052,-66.129022, Calle Sucre #3351, Mesadilla, D1
-17.357484,-66.149696, Av. Ayacucho #3352, Queru Queru, D1
-17.369318,-66.129232, Calle Aroma #3353, Aranjuez, D1
-17.377672,-66.125990, Calle Baptista #3354, Mesadilla, D1
-17.371578,-66.115156, Calle Bolívar #3355, Queru Queru, D1
-17.361799,-66.143157, Calle Sucre #3356, Aranjuez, D1
-17.361213,-66.149591, Av. Ayacucho #3357, Mesadilla, D1
-17.367456,-66.137286, Calle Aroma #3358, Queru Queru, D1
-17.375274,-66.121375, Calle Baptista #3359, Aranjuez, D1
-17.376785,-66.128626, Calle Bolívar #3360, Mesadilla, D1
-17.363236,-66.133962, Calle Sucre #3361, Queru Queru, D1
-17.364856,-66.119489, Av. Ayacucho #3362, Aranjuez, D1
-17.378715,-66.128858, Calle Aroma #3363, Mesadilla, D1
-17.373490,-66.117132, Calle Baptista #3364, Queru Queru, D1
-17.372087,-66.115663, Calle Bolívar #3365, Aranjuez, D1
-17.365454,-66.145945, Calle Sucre #3366, Mesadilla, D1
-17.366959,-66.123779, Av. Ayacucho #3367, Queru Queru, D1
-17.372356,-66.134471, Calle Aroma #3368, Aranjuez, D1
-17.365884,-66.145717, Calle Baptista #3369, Mesadilla, D1
-17.369460,-66.112645, Calle Bolívar #3370, Queru Queru, D1
-17.367334,-66.108883, Calle Sucre #3371, Aranjuez, D1
-17.370759,-66.136399, Av. Ayacucho #3372, Mesadilla, D1
-17.364058,-66.121606, Calle Aroma #3373, Queru Queru, D1
-17.373290,-66.115327, Calle Baptista #3374, Aranjuez, D1
-17.371258,-66.139260, Calle Bolívar #3375, Mesadilla, D1
-17.373505,-66.113056, Calle Sucre #3376, Queru Queru, D1
-17.364873,-66.117930, Av. Ayacucho #3377, Aranjuez, D1
-17.376068,-66.125004, Calle Aroma #3378, Mesadilla, D1
-17.363665,-66.146448, Calle Baptista #3379, Queru Queru, D1
-17.370199,-66.128923, Calle Bolívar #3380, Aranjuez, D1
-17.367645,-66.133655, Calle Sucre #3381, Mesadilla, D1
-17.371612,-66.125747, Av. Ayacucho #3382, Queru Queru, D1
-17.378747,-66.128201, Calle Aroma #3383, Aranjuez, D1
-17.373519,-66.119572, Calle Baptista #3384, Mesadilla, D1
-17.368010,-66.121386, Calle Bolívar #3385, Queru Queru, D1
-17.370689,-66.131802, Calle Sucre #3386, Aranjuez, D1
-17.369416,-66.130665, Av. Ayacucho #3387, Mesadilla, D1
-17.362837,-66.143698, Calle Aroma #3388, Queru Queru, D1
-17.370260,-66.119443, Calle Baptista #3389, Aranjuez, D1
-17.370551,-66.125703, Calle Bolívar #3390, Mesadilla, D1
-17.377119,-66.118481, Calle Sucre #3391, Queru Queru, D1
-17.365727,-66.136418, Av. Ayacucho #3392, Aranjuez, D1
-17.376109,-66.126956, Calle Aroma #3393, Mesadilla, D1
-17.376053,-66.122227, Calle Baptista #3394, Queru Queru, D1
-17.370237,-66.126340, Calle Bolívar #3395, Aranjuez, D1
-17.367420,-66.143061, Calle Sucre #3396, Mesadilla, D1
-17.367869,-66.143225, Av. Ayacucho #3397, Queru Queru, D1
-17.374015,-66.115029, Calle Aroma #3398, Aranjuez, D1
-17.366695,-66.127281, Calle Baptista #3399, Mesadilla, D1
-17.377029,-66.124753, Calle Bolívar #3400, Queru Queru, D1
-17.369435,-66.118739, Calle Sucre #3401, Aranjuez, D1
-17.363549,-66.136746, Av. Ayacucho #3402, Mesadilla, D1
-17.365399,-66.146307, Calle Aroma #3403, Queru Queru, D1
-17.365678,-66.109059, Calle Baptista #3404, Aranjuez, D1
-17.366239,-66.124333, Calle Bolívar #3405, Mesadilla, D1
-17.370987,-66.138324, Calle Sucre #3406, Queru Queru, D1
-17.368789,-66.120106, Av. Ayacucho #3407, Aranjuez, D1
-17.365739,-66.115897, Calle Aroma #3408, Mesadilla, D1
-17.367437,-66.146599, Calle Baptista #3409, Queru Queru, D1
-17.362253,-66.135906, Calle Bolívar #3410, Aranjuez, D1
-17.375216,-66.124410, Calle Sucre #3411, Mesadilla, D1
-17.368652,-66.116121, Av. Ayacucho #3412, Queru Queru, D1
-17.365360,-66.123254, Calle Aroma #3413, Aranjuez, D1
-17.372353,-66.118166, Calle Baptista #3414, Mesadilla, D1
-17.363680,-66.143149, Calle Bolívar #3415, Queru Queru, D1
-17.370711,-66.112242, Calle Sucre #3416, Aranjuez, D1
-17.374198,-66.115765, Av. Ayacucho #3417, Mesadilla, D1
-17.373353,-66.120481, Calle Aroma #3418, Queru Queru, D1
-17.372093,-66.111166, Calle Baptista #3419, Aranjuez, D1
-17.364440,-66.131399, Calle Bolívar #3420, Mesadilla, D1
-17.374057,-66.114231, Calle Sucre #3421, Queru Queru, D1
-17.364519,-66.120047, Av. Ayacucho #3422, Aranjuez, D1
-17.369497,-66.142059, Calle Aroma #3423, Mesadilla, D1
-17.365892,-66.139198, Calle Baptista #3424, Queru Queru, D1
-17.365401,-66.124075, Calle Bolívar #3425, Aranjuez, D1
-17.363346,-66.136945, Calle Sucre #3426, Mesadilla, D1
-17.360941,-66.150149, Av. Ayacucho #3427, Queru Queru, D1
-17.380262,-66.127733, Calle Aroma #3428, Aranjuez, D1
-17.368019,-66.129215, Calle Baptista #3429, Mesadilla, D1
-17.363190,-66.134515, Calle Bolívar #3430, Queru Queru, D1
-17.368988,-66.113400, Calle Sucre #3431, Aranjuez, D1
-17.363833,-66.141539, Av. Ayacucho #3432, Mesadilla, D1
-17.372824,-66.127173, Calle Aroma #3433, Queru Queru, D1
-17.365223,-66.144328, Calle Baptista #3434, Aranjuez, D1
-17.362873,-66.136348, Calle Bolívar #3435, Mesadilla, D1
-17.377556,-66.122801, Calle Sucre #3436, Queru Queru, D1
-17.364756,-66.136465, Av. Ayacucho #3437, Aranjuez, D1
-17.369351,-66.117969, Calle Aroma #3438, Mesadilla, D1
-17.366251,-66.121538, Calle Baptista #3439, Queru Queru, D1
-17.364488,-66.125259, Calle Bolívar #3440, Aranjuez, D1
-17.357607,-66.149845, Calle Sucre #3441, Mesadilla, D1
-17.361731,-66.140522, Av. Ayacucho #3442, Queru Queru, D1
-17.368698,-66.136361, Calle Aroma #3443, Aranjuez, D1
-17.371917,-66.126997, Calle Baptista #3444, Mesadilla, D1
-17.363681,-66.142970, Calle Bolívar #3445, Queru Queru, D1
-17.368472,-66.117249, Calle Sucre #3446, Aranjuez, D1
-17.367306,-66.138639, Av. Ayacucho #3447, Mesadilla, D1
-17.380627,-66.127483, Calle Aroma #3448, Queru Queru, D1
-17.374009,-66.114768, Calle Baptista #3449, Aranjuez, D1
-17.367657,-66.133205, Calle Bolívar #3450, Mesadilla, D1
-17.370211,-66.137580, Calle Sucre #3451, Queru Queru, D1
-17.367626,-66.136483, Av. Ayacucho #3452, Aranjuez, D1
-17.363277,-66.126114, Calle Aroma #3453, Mesadilla, D1
-17.367534,-66.111396, Calle Baptista #3454, Queru Queru, D1
-17.375337,-66.122627, Calle Bolívar #3455, Aranjuez, D1
-17.371841,-66.112497, Calle Sucre #3456, Mesadilla, D1
-17.368468,-66.136880, Av. Ayacucho #3457, Queru Queru, D1
-17.370551,-66.117513, Calle Aroma #3458, Aranjuez, D1
-17.366895,-66.116652, Calle Baptista #3459, Mesadilla, D1
-17.364025,-66.122781, Calle Bolívar #3460, Queru Queru, D1
-17.361425,-66.145815, Calle Sucre #3461, Aranjuez, D1
-17.366150,-66.140977, Av. Ayacucho #3462, Mesadilla, D1
-17.372002,-66.131965, Calle Aroma #3463, Queru Queru, D1
-17.369578,-66.129405, Calle Baptista #3464, Aranjuez, D1
-17.365719,-66.109367, Calle Bolívar #3465, Mesadilla, D1
-17.369298,-66.112029, Calle Sucre #3466, Queru Queru, D1
-17.371555,-66.133809, Av. Ayacucho #3467, Aranjuez, D1
-17.364524,-66.123096, Calle Aroma #3468, Mesadilla, D1
-17.366723,-66.134220, Calle Baptista #3469, Queru Queru, D1
-17.367165,-66.136567, Calle Bolívar #3470, Aranjuez, D1
-17.373024,-66.129768, Calle Sucre #3471, Mesadilla, D1
-17.376249,-66.122655, Av. Ayacucho #3472, Queru Queru, D1
-17.373207,-66.116631, Calle Aroma #3473, Aranjuez, D1
-17.372516,-66.121707, Calle Baptista #3474, Mesadilla, D1
-17.368319,-66.119331, Calle Bolívar #3475, Queru Queru, D1
-17.377236,-66.124053, Calle Sucre #3476, Aranjuez, D1
-17.366399,-66.143970, Av. Ayacucho #3477, Mesadilla, D1
-17.372883,-66.115164, Calle Aroma #3478, Queru Queru, D1
-17.364922,-66.132639, Calle Baptista #3479, Aranjuez, D1
-17.375294,-66.120375, Calle Bolívar #3480, Mesadilla, D1
-17.371353,-66.128362, Calle Sucre #3481, Queru Queru, D1
-17.372478,-66.129053, Av. Ayacucho #3482, Aranjuez, D1
-17.370106,-66.138332, Calle Aroma #3483, Mesadilla, D1
-17.367656,-66.131884, Calle Baptista #3484, Queru Queru, D1
-17.372989,-66.131257, Calle Bolívar #3485, Aranjuez, D1
-17.369154,-66.119620, Calle Sucre #3486, Mesadilla, D1
-17.357855,-66.149096, Av. Ayacucho #3487, Queru Queru, D1
-17.368408,-66.119529, Calle Aroma #3488, Aranjuez, D1
-17.370004,-66.122558, Calle Baptista #3489, Mesadilla, D1
-17.375098,-66.130437, Calle Bolívar #3490, Queru Queru, D1
-17.373991,-66.115240, Calle Sucre #3491, Aranjuez, D1
-17.365988,-66.130278, Av. Ayacucho #3492, Mesadilla, D1
-17.374220,-66.127063, Calle Aroma #3493, Queru Queru, D1
-17.366789,-66.116588, Calle Baptista #3494, Aranjuez, D1
-17.365843,-66.127312, Calle Bolívar #3495, Mesadilla, D1
-17.368819,-66.110867, Calle Sucre #3496, Queru Queru, D1
-17.366801,-66.120191, Av. Ayacucho #3497, Aranjuez, D1
-17.371103,-66.112122, Calle Aroma #3498, Mesadilla, D1
-17.362909,-66.137622, Calle Baptista #3499, Queru Queru, D1
-17.363499,-66.127099, Calle Bolívar #3500, Aranjuez, D1
-17.368361,-66.134395, Calle Sucre #3501, Mesadilla, D1
-17.366340,-66.120592, Av. Ayacucho #3502, Queru Queru, D1
-17.366773,-66.146201, Calle Aroma #3503, Aranjuez, D1
-17.368566,-66.132413, Calle Baptista #3504, Mesadilla, D1
-17.362995,-66.132961, Calle Bolívar #3505, Queru Queru, D1
-17.365344,-66.119539, Calle Sucre #3506, Aranjuez, D1
-17.361035,-66.136253, Av. Ayacucho #3507, Mesadilla, D1
-17.363175,-66.141586, Calle Aroma #3508, Queru Queru, D1
-17.360610,-66.148944, Calle Baptista #3509, Aranjuez, D1
-17.365305,-66.121741, Calle Bolívar #3510, Mesadilla, D1
-17.373473,-66.113048, Calle Sucre #3511, Queru Queru, D1
-17.359239,-66.146449, Av. Ayacucho #3512, Aranjuez, D1
-17.362134,-66.139416, Calle Aroma #3513, Mesadilla, D1
-17.379366,-66.123950, Calle Baptista #3514, Queru Queru, D1
-17.362956,-66.126604, Calle Bolívar #3515, Aranjuez, D1
-17.366424,-66.134547, Calle Sucre #3516, Mesadilla, D1
-17.367479,-66.142482, Av. Ayacucho #3517, Queru Queru, D1
-17.361139,-66.148286, Calle Aroma #3518, Aranjuez, D1
-17.375488,-66.127857, Calle Baptista #3519, Mesadilla, D1
-17.373476,-66.114288, Calle Bolívar #3520, Queru Queru, D1
-17.368170,-66.116086, Calle Sucre #3521, Aranjuez, D1
-17.369690,-66.115639, Av. Ayacucho #3522, Mesadilla, D1
-17.368224,-66.127600, Calle Aroma #3523, Queru Queru, D1
-17.366821,-66.147681, Calle Baptista #3524, Aranjuez, D1
-17.368404,-66.115072, Calle Bolívar #3525, Mesadilla, D1
-17.374815,-66.129183, Calle Sucre #3526, Queru Queru, D1
-17.368411,-66.123463, Av. Ayacucho #3527, Aranjuez, D1
-17.367556,-66.133590, Calle Aroma #3528, Mesadilla, D1
-17.367110,-66.128919, Calle Baptista #3529, Queru Queru, D1
-17.368813,-66.132541, Calle Bolívar #3530, Aranjuez, D1
-17.368400,-66.112085, Calle Sucre #3531, Mesadilla, D1
-17.377614,-66.119380, Av. Ayacucho #3532, Queru Queru, D1
-17.370813,-66.123167, Calle Aroma #3533, Aranjuez, D1
-17.371113,-66.116968, Calle Baptista #3534, Mesadilla, D1
-17.368533,-66.117737, Calle Bolívar #3535, Queru Queru, D1
-17.377005,-66.129976, Calle Sucre #3536, Aranjuez, D1
-17.371225,-66.130000, Av. Ayacucho #3537, Mesadilla, D1
-17.369642,-66.122726, Calle Aroma #3538, Queru Queru, D1
-17.374844,-66.125760, Calle Baptista #3539, Aranjuez, D1
-17.369396,-66.138603, Calle Bolívar #3540, Mesadilla, D1
-17.370079,-66.136920, Calle Sucre #3541, Queru Queru, D1
-17.377627,-66.117259, Av. Ayacucho #3542, Aranjuez, D1
-17.360520,-66.145887, Calle Aroma #3543, Mesadilla, D1
-17.367878,-66.123169, Calle Baptista #3544, Queru Queru, D1
-17.371650,-66.115922, Calle Bolívar #3545, Aranjuez, D1
-17.370213,-66.126995, Calle Sucre #3546, Mesadilla, D1
-17.370734,-66.121971, Av. Ayacucho #3547, Queru Queru, D1
-17.369108,-66.133039, Calle Aroma #3548, Aranjuez, D1
-17.368032,-66.119806, Calle Baptista #3549, Mesadilla, D1
-17.371448,-66.136896, Calle Bolívar #3550, Queru Queru, D1
-17.369947,-66.117044, Calle Sucre #3551, Aranjuez, D1
-17.369889,-66.126862, Av. Ayacucho #3552, Mesadilla, D1
-17.366050,-66.135812, Calle Aroma #3553, Queru Queru, D1
-17.373682,-66.128668, Calle Baptista #3554, Aranjuez, D1
