-17.360417,-66.151182, Calle Alemania #100, Cala Cala, D2
-17.341104,-66.194813, Calle Litoral #3984, Mayorazgo, D2
-17.344813,-66.190057, Calle Alemania #3985, Cala Cala, D2
-17.364212,-66.167817, Calle Ecuador #3986, Temporal Pampa, D2
-17.346021,-66.195350, Av. Circunvalación #3987, Mayorazgo, D2
-17.340997,-66.195777, Calle Mendoza #3988, Cala Cala, D2
-17.345505,-66.193107, Calle Litoral #3989, Temporal Pampa, D2
-17.354836,-66.162131, Calle Alemania #3990, Mayorazgo, D2
-17.359096,-66.154785, Calle Ecuador #3991, Cala Cala, D2
-17.354735,-66.175721, Av. Circunvalación #3992, Temporal Pampa, D2
-17.358830,-66.154131, Calle Mendoza #3993, Mayorazgo, D2
-17.359086,-66.168783, Calle Litoral #3994, Cala Cala, D2
-17.349870,-66.186475, Calle Alemania #3995, Temporal Pampa, D2
-17.353680,-66.168762, Calle Ecuador #3996, Mayorazgo, D2
-17.351168,-66.177718, Av. Circunvalación #3997, Cala Cala, D2
-17.339533,-66.190431, Calle Mendoza #3998, Temporal Pampa, D2
-17.360391,-66.157730, Calle Litoral #3999, Mayorazgo, D2
-17.349210,-66.171864, Calle Alemania #4000, Cala Cala, D2
-17.348196,-66.168151, Calle Ecuador #4001, Temporal Pampa, D2
-17.353588,-66.173241, Av. Circunvalación #4002, Mayorazgo, D2
-17.339822,-66.184402, Calle Mendoza #4003, Cala Cala, D2
-17.347202,-66.183926, Calle Litoral #4004, Temporal Pampa, D2
-17.339299,-66.180506, Calle Alemania #4005, Mayorazgo, D2
-17.361482,-66.153652, Calle Ecuador #4006, Cala Cala, D2
-17.338612,-66.192396, Av. Circunvalación #4007, Temporal Pampa, D2
-17.361641,-66.179644, Calle Mendoza #4008, Mayorazgo, D2
-17.349815,-66.190572, Calle Litoral #4009, Cala Cala, D2
-17.357390,-66.175322, Calle Alemania #4010, Temporal Pampa, D2
-17.345932,-66.171833, Calle Ecuador #4011, Mayorazgo, D2
-17.349151,-66.174880, Av. Circunvalación #4012, Cala Cala, D2
-17.364906,-66.170954, Calle Mendoza #4013, Temporal Pampa, D2
-17.342985,-66.173369, Calle Litoral #4014, Mayorazgo, D2
-17.339963,-66.192184, Calle Alemania #4015, Cala Cala, D2
-17.344766,-66.171229, Calle Ecuador #4016, Temporal Pampa, D2
-17.349489,-66.175144, Av. Circunvalación #4017, Mayorazgo, D2
-17.352260,-66.187386, Calle Mendoza #4018, Cala Cala, D2
-17.351409,-66.189186, Calle Litoral #4019, Temporal Pampa, D2
-17.344704,-66.178240, Calle Alemania #4020, Mayorazgo, D2
-17.356385,-66.181867, Calle Ecuador #4021, Cala Cala, D2
-17.357406,-66.177328, Av. Circunvalación #4022, Temporal Pampa, D2
-17.350933,-66.175233, Calle Mendoza #4023, Mayorazgo, D2
-17.338682,-66.182395, Calle Litoral #4024, Cala Cala, D2
-17.348544,-66.184893, Calle Alemania #4025, Temporal Pampa, D2
-17.350581,-66.166556, Calle Ecuador #4026, Mayorazgo, D2
-17.349104,-66.190976, Av. Circunvalación #4027, Cala Cala, D2
-17.348038,-66.197761, Calle Mendoza #4028, Temporal Pampa, D2
-17.353377,-66.163574, Calle Litoral #4029, Mayorazgo, D2
-17.338619,-66.188657, Calle Alemania #4030, Cala Cala, D2
-17.339313,-66.183367, Calle Ecuador #4031, Temporal Pampa, D2
-17.350964,-66.186717, Av. Circunvalación #4032, Mayorazgo, D2
-17.362288,-66.172729, Calle Mendoza #4033, Cala Cala, D2
-17.345811,-66.181961, Calle Litoral #4034, Temporal Pampa, D2
-17.355477,-66.181855, Calle Alemania #4035, Mayorazgo, D2
-17.347495,-66.188455, Calle Ecuador #4036, Cala Cala, D2
-17.355339,-66.170675, Av. Circunvalación #4037, Temporal Pampa, D2
-17.357257,-66.152343, Calle Mendoza #4038, Mayorazgo, D2
-17.354895,-66.163923, Calle Litoral #4039, Cala Cala, D2
-17.363600,-66.158308, Calle Alemania #4040, Temporal Pampa, D2
-17.343989,-66.183613, Calle Ecuador #4041, Mayorazgo, D2
-17.340448,-66.181208, Av. Circunvalación #4042, Cala Cala, D2
-17.362585,-66.174305, Calle Mendoza #4043, Temporal Pampa, D2
-17.360635,-66.170126, Calle Litoral #4044, Mayorazgo, D2
-17.355235,-66.172748, Calle Alemania #4045, Cala Cala, D2
-17.351089,-66.181706, Calle Ecuador #4046, Temporal Pampa, D2
-17.356865,-66.172188, Av. Circunvalación #4047, Mayorazgo, D2
-17.364860,-66.154741, Calle Mendoza #4048, Cala Cala, D2
-17.346033,-66.192663, Calle Litoral #4049, Temporal Pampa, D2
-17.358828,-66.154661, Calle Alemania #4050, Mayorazgo, D2
-17.353574,-66.176287, Calle Ecuador #4051, Cala Cala, D2
-17.355395,-66.175497, Av. Circunvalación #4052, Temporal Pampa, D2
-17.363248,-66.165775, Calle Mendoza #4053, Mayorazgo, D2
-17.356229,-66.180926, Calle Litoral #4054, Cala Cala, D2
-17.349793,-66.191138, Calle Alemania #4055, Temporal Pampa, D2
-17.349829,-66.176078, Calle Ecuador #4056, Mayorazgo, D2
-17.344339,-66.176949, Av. Circunvalación #4057, Cala Cala, D2
-17.354638,-66.174683, Calle Mendoza #4058, Temporal Pampa, D2
-17.363101,-66.152986, Calle Litoral #4059, Mayorazgo, D2
-17.349304,-66.194586, Calle Alemania #4060, Cala Cala, D2
-17.362222,-66.172460, Calle Ecuador #4061, Temporal Pampa, D2
-17.364340,-66.154322, Av. Circunvalación #4062, Mayorazgo, D2
-17.348640,-66.177401, Calle Mendoza #4063, Cala Cala, D2
-17.345997,-66.175287, Calle Litoral #4064, Temporal Pampa, D2
-17.339159,-66.184848, Calle Alemania #4065, Mayorazgo, D2
-17.344179,-66.173757, Calle Ecuador #4066, Cala Cala, D2
-17.341154,-66.195796, Av. Circunvalación #4067, Temporal Pampa, D2
-17.355655,-66.159777, Calle Mendoza #4068, Mayorazgo, D2
-17.341640,-66.193152, Calle Litoral #4069, Cala Cala, D2
-17.358090,-66.171054, Calle Alemania #4070, Temporal Pampa, D2
-17.342098,-66.185396, Calle Ecuador #4071, Mayorazgo, D2
-17.355542,-66.164829, Av. Circunvalación #4072, Cala Cala, D2
-17.339971,-66.176727, Calle Mendoza #4073, Temporal Pampa, D2
-17.349846,-66.176290, Calle Litoral #4074, Mayorazgo, D2
-17.352869,-66.178950, Calle Alemania #4075, Cala Cala, D2
-17.348322,-66.176242, Calle Ecuador #4076, Temporal Pampa, D2
-17.351612,-66.190860, Av. Circunvalación #4077, Mayorazgo, D2
-17.359494,-66.178525, Calle Mendoza #4078, Cala Cala, D2
-17.344642,-66.194928, Calle Litoral #4079, Temporal Pampa, D2
-17.349550,-66.165098, Calle Alemania #4080, Mayorazgo, D2
-17.342975,-66.178974, Calle Ecuador #4081, Cala Cala, D2
-17.350924,-66.167692, Av. Circunvalación #4082, Temporal Pampa, D2
-17.355284,-66.180481, Calle Mendoza #4083, Mayorazgo, D2
-17.348075,-66.169468, Calle Litoral #4084, Cala Cala, D2
-17.350419,-66.170147, Calle Alemania #4085, Temporal Pampa, D2
-17.351609,-66.176636, Calle Ecuador #4086, Mayorazgo, D2
-17.347905,-66.189397, Av. Circunvalación #4087, Cala Cala, D2
-17.351806,-66.160753, Calle Mendoza #4088, Temporal Pampa, D2
-17.355711,-66.154892, Calle Litoral #4089, Mayorazgo, D2
-17.344362,-66.185943, Calle Alemania #4090, Cala Cala, D2
-17.344827,-66.189029, Calle Ecuador #4091, Temporal Pampa, D2
-17.350787,-66.168023, Av. Circunvalación #4092, Mayorazgo, D2
-17.346733,-66.171967, Calle Mendoza #4093, Cala Cala, D2
-17.352845,-66.165930, Calle Litoral #4094, Temporal Pampa, D2
-17.363289,-66.161987, Calle Alemania #4095, Mayorazgo, D2
-17.342855,-66.174372, Calle Ecuador #4096, Cala Cala, D2
-17.339900,-66.192950, Av. Circunvalación #4097, Temporal Pampa, D2
-17.363687,-66.175330, Calle Mendoza #4098, Mayorazgo, D2
-17.353902,-66.173177, Calle Litoral #4099, Cala Cala, D2
-17.356729,-66.163241, Calle Alemania #4100, Temporal Pampa, D2
-17.362273,-66.176497, Calle Ecuador #4101, Mayorazgo, D2
-17.347942,-66.187170, Av. Circunvalación #4102, Cala Cala, D2
-17.344155,-66.187438, Calle Mendoza #4103, Temporal Pampa, D2
-17.353432,-66.168978, Calle Litoral #4104, Mayorazgo, D2
-17.358672,-66.168223, Calle Alemania #4105, Cala Cala, D2
-17.351865,-66.162799, Calle Ecuador #4106, Temporal Pampa, D2
-17.358143,-66.179852, Av. Circunvalación #4107, Mayorazgo, D2
-17.359282,-66.154598, Calle Mendoza #4108, Cala Cala, D2
-17.346459,-66.175783, Calle Litoral #4109, Temporal Pampa, D2
-17.358194,-66.182558, Calle Alemania #4110, Mayorazgo, D2
-17.362012,-66.163408, Calle Ecuador #4111, Cala Cala, D2
-17.346285,-66.175001, Av. Circunvalación #4112, Temporal Pampa, D2
-17.355399,-66.164102, Calle Mendoza #4113, Mayorazgo, D2
-17.342388,-66.185097, Calle Litoral #4114, Cala Cala, D2
-17.363499,-66.170795, Calle Alemania #4115, Temporal Pampa, D2
-17.351460,-66.178880, Calle Ecuador #4116, Mayorazgo, D2
-17.362081,-66.165162, Av. Circunvalación #4117, Cala Cala, D2
-17.363523,-66.169002, Calle Mendoza #4118, Temporal Pampa, D2
-17.365112,-66.155577, Calle Litoral #4119, Mayorazgo, D2
-17.340028,-66.192548, Calle Alemania #4120, Cala Cala, D2
-17.345256,-66.195955, Calle Ecuador #4121, Temporal Pampa, D2
-17.365311,-66.157268, Av. Circunvalación #4122, Mayorazgo, D2
-17.342931,-66.183453, Calle Mendoza #4123, Cala Cala, D2
-17.355104,-66.174021, Calle Litoral #4124, Temporal Pampa, D2
-17.356892,-66.173401, Calle Alemania #4125, Mayorazgo, D2
-17.337304,-66.193698, Calle Ecuador #4126, Cala Cala, D2
-17.358310,-66.161005, Av. Circunvalación #4127, Temporal Pampa, D2
-17.363310,-66.158991, Calle Mendoza #4128, Mayorazgo, D2
-17.359998,-66.151312, Calle Litoral #4129, Cala Cala, D2
-17.351770,-66.184722, Calle Alemania #4130, Temporal Pampa, D2
-17.349890,-66.171445, Calle Ecuador #4131, Mayorazgo, D2
-17.358162,-66.157071, Av. Circunvalación #4132, Cala Cala, D2
-17.345718,-66.173428, Calle Mendoza #4133, Temporal Pampa, D2
-17.351112,-66.164164, Calle Litoral #4134, Mayorazgo, D2
-17.359047,-66.160944, Calle Alemania #4135, Cala Cala, D2
-17.355361,-66.176876, Calle Ecuador #4136, Temporal Pampa, D2
-17.350500,-66.193017, Av. Circunvalación #4137, Mayorazgo, D2
-17.340179,-66.179476, Calle Mendoza #4138, Cala Cala, D2
-17.347724,-66.196675, Calle Litoral #4139, Temporal Pampa, D2
-17.361735,-66.171968, Calle Alemania #4140, Mayorazgo, D2
-17.342998,-66.182111, Calle Ecuador #4141, Cala Cala, D2
-17.364141,-66.171127, Av. Circunvalación #4142, Temporal Pampa, D2
-17.350295,-66.174545, Calle Mendoza #4143, Mayorazgo, D2
-17.357583,-66.160257, Calle Litoral #4144, Cala Cala, D2
-17.344576,-66.192563, Calle Alemania #4145, Temporal Pampa, D2
-17.361504,-66.178283, Calle Ecuador #4146, Mayorazgo, D2
-17.352039,-66.163859, Av. Circunvalación #4147, Cala Cala, D2
-17.363113,-66.174596, Calle Mendoza #4148, Temporal Pampa, D2
-17.354394,-66.157260, Calle Litoral #4149, Mayorazgo, D2
-17.359826,-66.158754, Calle Alemania #4150, Cala Cala, D2
-17.349787,-66.179674, Calle Ecuador #4151, Temporal Pampa, D2
-17.344477,-66.190691, Av. Circunvalación #4152, Mayorazgo, D2
-17.339155,-66.180954, Calle Mendoza #4153, Cala Cala, D2
-17.347910,-66.194100, Calle Litoral #4154, Temporal Pampa, D2
-17.345674,-66.182842, Calle Alemania #4155, Mayorazgo, D2
-17.343992,-66.185676, Calle Ecuador #4156, Cala Cala, D2
-17.345230,-66.193997, Av. Circunvalación #4157, Temporal Pampa, D2
-17.350411,-66.174693, Calle Mendoza #4158, Mayorazgo, D2
-17.360331,-66.165207, Calle Litoral #4159, Cala Cala, D2
-17.344498,-66.192591, Calle Alemania #4160, Temporal Pampa, D2
-17.341718,-66.190325, Calle Ecuador #4161, Mayorazgo, D2
-17.354405,-66.163623, Av. Circunvalación #4162, Cala Cala, D2
-17.345566,-66.174100, Calle Mendoza #4163, Temporal Pampa, D2
-17.346554,-66.187138, Calle Litoral #4164, Mayorazgo, D2
-17.362921,-66.151959, Calle Alemania #4165, Cala Cala, D2
-17.364667,-66.150629, Calle Ecuador #4166, Temporal Pampa, D2
-17.354185,-66.163943, Av. Circunvalación #4167, Mayorazgo, D2
-17.348741,-66.176199, Calle Mendoza #4168, Cala Cala, D2
-17.338438,-66.191639, Calle Litoral #4169, Temporal Pampa, D2
-17.342045,-66.188986, Calle Alemania #4170, Mayorazgo, D2
-17.349916,-66.190085, Calle Ecuador #4171, Cala Cala, D2
-17.353529,-66.174604, Av. Circunvalación #4172, Temporal Pampa, D2
-17.355631,-66.184021, Calle Mendoza #4173, Mayorazgo, D2
-17.346755,-66.172301, Calle Litoral #4174, Cala Cala, D2
-17.348094,-66.177840, Calle Alemania #4175, Temporal Pampa, D2
-17.361414,-66.179976, Calle Ecuador #4176, Mayorazgo, D2
-17.352274,-66.160602, Av. Circunvalación #4177, Cala Cala, D2
-17.357217,-66.176705, Calle Mendoza #4178, Temporal Pampa, D2
-17.357306,-66.177719, Calle Litoral #4179, Mayorazgo, D2
-17.362397,-66.174738, Calle Alemania #4180, Cala Cala, D2
-17.337940,-66.191643, Calle Ecuador #4181, Temporal Pampa, D2
-17.364501,-66.169226, Av. Circunvalación #4182, Mayorazgo, D2
-17.342171,-66.175680, Calle Mendoza #4183, Cala Cala, D2
-17.357732,-66.169241, Calle Litoral #4184, Temporal Pampa, D2
-17.353021,-66.161528, Calle Alemania #4185, Mayorazgo, D2
-17.344344,-66.177587, Calle Ecuador #4186, Cala Cala, D2
-17.355971,-66.154506, Av. Circunvalación #4187, Temporal Pampa, D2
-17.352270,-66.163730, Calle Mendoza #4188, Mayorazgo, D2
-17.348607,-66.182596, Calle Litoral #4189, Cala Cala, D2
-17.357543,-66.179888, Calle Alemania #4190, Temporal Pampa, D2
-17.359911,-66.162572, Calle Ecuador #4191, Mayorazgo, D2
-17.354948,-66.157107, Av. Circunvalación #4192, Cala Cala, D2
-17.338812,-66.189085, Calle Mendoza #4193, Temporal Pampa, D2
-17.356594,-66.159971, Calle Litoral #4194, Mayorazgo, D2
-17.347393,-66.197777, Calle Alemania #4195, Cala Cala, D2
-17.337835,-66.187333, Calle Ecuador #4196, Temporal Pampa, D2
-17.358582,-66.181516, Av. Circunvalación #4197, Mayorazgo, D2
-17.350665,-66.180571, Calle Mendoza #4198, Cala Cala, D2
-17.354904,-66.159023, Calle Litoral #4199, Temporal Pampa, D2
-17.365303,-66.152561, Calle Alemania #4200, Mayorazgo, D2
-17.350814,-66.162466, Calle Ecuador #4201, Cala Cala, D2
-17.360911,-66.179008, Av. Circunvalación #4202, Temporal Pampa, D2
-17.360750,-66.169892, Calle Mendoza #4203, Mayorazgo, D2
-17.360102,-66.171311, Calle Litoral #4204, Cala Cala, D2
-17.338884,-66.189360, Calle Alemania #4205, Temporal Pampa, D2
-17.363262,-66.153942, Calle Ecuador #4206, Mayorazgo, D2
-17.348599,-66.182750, Av. Circunvalación #4207, Cala Cala, D2
-17.351685,-66.181805, Calle Mendoza #4208, Temporal Pampa, D2
-17.357828,-66.167979, Calle Litoral #4209, Mayorazgo, D2
-17.352807,-66.172964, Calle Alemania #4210, Cala Cala, D2
-17.347809,-66.189649, Calle Ecuador #4211, Temporal Pampa, D2
-17.344186,-66.196826, Av. Circunvalación #4212, Mayorazgo, D2
-17.349952,-66.173535, Calle Mendoza #4213, Cala Cala, D2
-17.362447,-66.156406, Calle Litoral #4214, Temporal Pampa, D2
-17.363029,-66.154201, Calle Alemania #4215, Mayorazgo, D2
-17.355389,-66.174314, Calle Ecuador #4216, Cala Cala, D2
-17.362890,-66.175376, Av. Circunvalación #4217, Temporal Pampa, D2
-17.342402,-66.196745, Calle Mendoza #4218, Mayorazgo, D2
-17.347303,-66.173024, Calle Litoral #4219, Cala Cala, D2
-17.363299,-66.157473, Calle Alemania #4220, Temporal Pampa, D2
-17.358211,-66.176000, Calle Ecuador #4221, Mayorazgo, D2
-17.363638,-66.171154, Av. Circunvalación #4222, Cala Cala, D2
-17.365553,-66.169417, Calle Mendoza #4223, Temporal Pampa, D2
-17.350025,-66.186078, Calle Litoral #4224, Mayorazgo, D2
-17.343828,-66.188748, Calle Alemania #4225, Cala Cala, D2
-17.353869,-66.179248, Calle Ecuador #4226, Temporal Pampa, D2
-17.338413,-66.194259, Av. Circunvalación #4227, Mayorazgo, D2
-17.344497,-66.187666, Calle Mendoza #4228, Cala Cala, D2
-17.353448,-66.177962, Calle Litoral #4229, Temporal Pampa, D2
-17.365033,-66.151996, Calle Alemania #4230, Mayorazgo, D2
-17.363059,-66.171247, Calle Ecuador #4231, Cala Cala, D2
-17.338779,-66.186090, Av. Circunvalación #4232, Temporal Pampa, D2
-17.363295,-66.154110, Calle Mendoza #4233, Mayorazgo, D2
-17.365113,-66.157229, Calle Litoral #4234, Cala Cala, D2
-17.358683,-66.156540, Calle Alemania #4235, Temporal Pampa, D2
-17.349109,-66.186758, Calle Ecuador #4236, Mayorazgo, D2
-17.360598,-66.152895, Av. Circunvalación #4237, Cala Cala, D2
-17.342219,-66.187423, Calle Mendoza #4238, Temporal Pampa, D2
-17.339134,-66.180280, Calle Litoral #4239, Mayorazgo, D2
-17.360157,-66.177910, Calle Alemania #4240, Cala Cala, D2
-17.348832,-66.194968, Calle Ecuador #4241, Temporal Pampa, D2
-17.347827,-66.192596, Av. Circunvalación #4242, Mayorazgo, D2
-17.357729,-66.180290, Calle Mendoza #4243, Cala Cala, D2
-17.356989,-66.178323, Calle Litoral #4244, Temporal Pampa, D2
-17.355563,-66.182052, Calle Alemania #4245, Mayorazgo, D2
-17.360383,-66.159435, Calle Ecuador #4246, Cala Cala, D2
-17.350944,-66.165555, Av. Circunvalación #4247, Temporal Pampa, D2
-17.357219,-66.169437, Calle Mendoza #4248, Mayorazgo, D2
-17.341583,-66.196025, Calle Litoral #4249, Cala Cala, D2
-17.357798,-66.163984, Calle Alemania #4250, Temporal Pampa, D2
-17.355067,-66.179122, Calle Ecuador #4251, Mayorazgo, D2
-17.364166,-66.171785, Av. Circunvalación #4252, Cala Cala, D2
-17.344093,-66.180754, Calle Mendoza #4253, Temporal Pampa, D2
-17.345864,-66.192141, Calle Litoral #4254, Mayorazgo, D2
-17.364010,-66.176751, Calle Alemania #4255, Cala Cala, D2
-17.348733,-66.181749, Calle Ecuador #4256, Temporal Pampa, D2
-17.348346,-66.189197, Av. Circunvalación #4257, Mayorazgo, D2
-17.339355,-66.194426, Calle Mendoza #4258, Cala Cala, D2
-17.356990,-66.181684, Calle Litoral #4259, Temporal Pampa, D2
-17.336820,-66.192913, Calle Alemania #4260, Mayorazgo, D2
-17.348255,-66.194410, Calle Ecuador #4261, Cala Cala, D2
-17.365855,-66.150175, Av. Circunvalación #4262, Temporal Pampa, D2
-17.350849,-66.176595, Calle Mendoza #4263, Mayorazgo, D2
-17.353381,-66.177637, Calle Litoral #4264, Cala Cala, D2
-17.358553,-66.179204, Calle Alemania #4265, Temporal Pampa, D2
-17.346095,-66.189425, Calle Ecuador #4266, Mayorazgo, D2
-17.353165,-66.179275, Av. Circunvalación #4267, Cala Cala, D2
-17.353936,-66.164457, Calle Mendoza #4268, Temporal Pampa, D2
-17.341298,-66.185494, Calle Litoral #4269, Mayorazgo, D2
-17.354389,-66.171254, Calle Alemania #4270, Cala Cala, D2
-17.362665,-66.179040, Calle Ecuador #4271, Temporal Pampa, D2
-17.353288,-66.180871, Av. Circunvalación #4272, Mayorazgo, D2
-17.344541,-66.171681, Calle Mendoza #4273, Cala Cala, D2
-17.354718,-66.169757, Calle Litoral #4274, Temporal Pampa, D2
-17.353485,-66.167372, Calle Alemania #4275, Mayorazgo, D2
-17.359995,-66.160972, Calle Ecuador #4276, Cala Cala, D2
-17.359605,-66.163627, Av. Circunvalación #4277, Temporal Pampa, D2
-17.364675,-66.172243, Calle Mendoza #4278, Mayorazgo, D2
-17.354033,-66.184605, Calle Litoral #4279, Cala Cala, D2
-17.353021,-66.176458, Calle Alemania #4280, Temporal Pampa, D2
-17.345422,-66.179060, Calle Ecuador #4281, Mayorazgo, D2
-17.358706,-66.179165, Av. Circunvalación #4282, Cala Cala, D2
-17.355324,-66.171084, Calle Mendoza #4283, Temporal Pampa, D2
-17.345856,-66.173344, Calle Litoral #4284, Mayorazgo, D2
-17.345810,-66.193792, Calle Alemania #4285, Cala Cala, D2
-17.358673,-66.182577, Calle Ecuador #4286, Temporal Pampa, D2
-17.363550,-66.163940, Av. Circunvalación #4287, Mayorazgo, D2
-17.362307,-66.161217, Calle Mendoza #4288, Cala Cala, D2
-17.339076,-66.184264, Calle Litoral #4289, Temporal Pampa, D2
-17.345864,-66.179236, Calle Alemania #4290, Mayorazgo, D2
-17.364183,-66.176100, Calle Ecuador #4291, Cala Cala, D2
-17.360254,-66.176033, Av. Circunvalación #4292, Temporal Pampa, D2
-17.355821,-66.163748, Calle Mendoza #4293, Mayorazgo, D2
-17.350983,-66.184234, Calle Litoral #4294, Cala Cala, D2
-17.344079,-66.186872, Calle Alemania #4295, Temporal Pampa, D2
-17.357562,-66.163397, Calle Ecuador #4296, Mayorazgo, D2
-17.349653,-66.182783, Av. Circunvalación #4297, Cala Cala, D2
-17.356864,-66.151001, Calle Mendoza #4298, Temporal Pampa, D2
-17.359601,-66.176427, Calle Litoral #4299, Mayorazgo, D2
-17.358150,-66.176947, Calle Alemania #4300, Cala Cala, D2
-17.349571,-66.164358, Calle Ecuador #4301, Temporal Pampa, D2
-17.362681,-66.153887, Av. Circunvalación #4302, Mayorazgo, D2
-17.345203,-66.191673, Calle Mendoza #4303, Cala Cala, D2
-17.352868,-66.161716, Calle Litoral #4304, Temporal Pampa, D2
-17.345109,-66.191636, Calle Alemania #4305, Mayorazgo, D2
-17.363149,-66.168348, Calle Ecuador #4306, Cala Cala, D2
-17.350600,-66.189863, Av. Circunvalación #4307, Temporal Pampa, D2
-17.365155,-66.169587, Calle Mendoza #4308, Mayorazgo, D2
-17.355363,-66.183968, Calle Litoral #4309, Cala Cala, D2
-17.351881,-66.190363, Calle Alemania #4310, Temporal Pampa, D2
-17.348605,-66.193376, Calle Ecuador #4311, Mayorazgo, D2
-17.360716,-66.165127, Av. Circunvalación #4312, Cala Cala, D2
-17.355837,-66.173990, Calle Mendoza #4313, Temporal Pampa, D2
-17.356994,-66.173153, Calle Litoral #4314, Mayorazgo, D2
-17.342895,-66.182804, Calle Alemania #4315, Cala Cala, D2
-17.344085,-66.178763, Calle Ecuador #4316, Temporal Pampa, D2
-17.345452,-66.175518, Av. Circunvalación #4317, Mayorazgo, D2
-17.350836,-66.192135, Calle Mendoza #4318, Cala Cala, D2
-17.342996,-66.196039, Calle Litoral #4319, Temporal Pampa, D2
-17.363850,-66.168051, Calle Alemania #4320, Mayorazgo, D2
-17.353050,-66.160661, Calle Ecuador #4321, Cala Cala, D2
-17.355353,-66.161502, Av. Circunvalación #4322, Temporal Pampa, D2
-17.363212,-66.159245, Calle Mendoza #4323, Mayorazgo, D2
-17.362752,-66.172164, Calle Litoral #4324, Cala Cala, D2
-17.348170,-66.185908, Calle Alemania #4325, Temporal Pampa, D2
-17.354225,-66.177894, Calle Ecuador #4326, Mayorazgo, D2
-17.352489,-66.178362, Av. Circunvalación #4327, Cala Cala, D2
-17.361437,-66.159743, Calle Mendoza #4328, Temporal Pampa, D2
-17.363707,-66.161347, Calle Litoral #4329, Mayorazgo, D2
-17.362173,-66.168900, Calle Alemania #4330, Cala Cala, D2
-17.351004,-66.181195, Calle Ecuador #4331, Temporal Pampa, D2
-17.354188,-66.170471, Av. Circunvalación #4332, Mayorazgo, D2
-17.363162,-66.178645, Calle Mendoza #4333, Cala Cala, D2
-17.358276,-66.171818, Calle Litoral #4334, Temporal Pampa, D2
-17.354555,-66.185268, Calle Alemania #4335, Mayorazgo, D2
-17.341570,-66.189655, Calle Ecuador #4336, Cala Cala, D2
-17.351715,-66.169806, Av. Circunvalación #4337, Temporal Pampa, D2
-17.340055,-66.193121, Calle Mendoza #4338, Mayorazgo, D2
-17.340689,-66.186996, Calle Litoral #4339, Cala Cala, D2
-17.345760,-66.172990, Calle Alemania #4340, Temporal Pampa, D2
-17.357131,-66.161887, Calle Ecuador #4341, Mayorazgo, D2
-17.343922,-66.197053, Av. Circunvalación #4342, Cala Cala, D2
-17.349042,-66.173554, Calle Mendoza #4343, Temporal Pampa, D2
-17.353646,-66.162711, Calle Litoral #4344, Mayorazgo, D2
-17.342652,-66.173265, Calle Alemania #4345, Cala Cala, D2
-17.351716,-66.161164, Calle Ecuador #4346, Temporal Pampa, D2
-17.342292,-66.188649, Av. Circunvalación #4347, Mayorazgo, D2
-17.361427,-66.158764, Calle Mendoza #4348, Cala Cala, D2
-17.347848,-66.176543, Calle Litoral #4349, Temporal Pampa, D2
-17.359767,-66.175749, Calle Alemania #4350, Mayorazgo, D2
-17.344045,-66.196107, Calle Ecuador #4351, Cala Cala, D2
-17.361898,-66.154443, Av. Circunvalación #4352, Temporal Pampa, D2
-17.341737,-66.184541, Calle Mendoza #4353, Mayorazgo, D2
-17.360868,-66.172577, Calle Litoral #4354, Cala Cala, D2
-17.353847,-66.158772, Calle Alemania #4355, Temporal Pampa, D2
-17.359039,-66.176286, Calle Ecuador #4356, Mayorazgo, D2
-17.351300,-66.164768, Av. Circunvalación #4357, Cala Cala, D2
-17.363716,-66.171649, Calle Mendoza #4358, Temporal Pampa, D2
-17.353831,-66.182968, Calle Litoral #4359, Mayorazgo, D2
-17.351920,-66.180320, Calle Alemania #4360, Cala Cala, D2
-17.363378,-66.169167, Calle Ecuador #4361, Temporal Pampa, D2
-17.345877,-66.185099, Av. Circunvalación #4362, Mayorazgo, D2
-17.351642,-66.187028, Calle Mendoza #4363, Cala Cala, D2
-17.341040,-66.184987, Calle Litoral #4364, Temporal Pampa, D2
-17.354762,-66.182366, Calle Alemania #4365, Mayorazgo, D2
-17.364856,-66.159850, Calle Ecuador #4366, Cala Cala, D2
-17.346682,-66.187699, Av. Circunvalación #4367, Temporal Pampa, D2
-17.343745,-66.197312, Calle Mendoza #4368, Mayorazgo, D2
-17.350671,-66.162929, Calle Litoral #4369, Cala Cala, D2
-17.337377,-66.185290, Calle Alemania #4370, Temporal Pampa, D2
-17.356363,-66.158555, Calle Ecuador #4371, Mayorazgo, D2
-17.357132,-66.153672, Av. Circunvalación #4372, Cala Cala, D2
-17.362273,-66.150186, Calle Mendoza #4373, Temporal Pampa, D2
-17.353934,-66.173316, Calle Litoral #4374, Mayorazgo, D2
-17.351172,-66.176684, Calle Alemania #4375, Cala Cala, D2
-17.350274,-66.166626, Calle Ecuador #4376, Temporal Pampa, D2
-17.358624,-66.162047, Av. Circunvalación #4377, Mayorazgo, D2
-17.350159,-66.175010, Calle Mendoza #4378, Cala Cala, D2
-17.345227,-66.196518, Calle Litoral #4379, Temporal Pampa, D2
-17.361354,-66.151716, Calle Alemania #4380, Mayorazgo, D2
-17.348135,-66.192688, Calle Ecuador #4381, Cala Cala, D2
-17.357027,-66.162821, Av. Circunvalación #4382, Temporal Pampa, D2
-17.353086,-66.177258, Calle Mendoza #4383, Mayorazgo, D2
-17.355643,-66.159945, Calle Litoral #4384, Cala Cala, D2
