-17.407483,-66.175647, Av. Blanco Galindo #100, Hipódromo, D4
-17.404531,-66.183072, Calle Melchor Pérez #2832, Coña Coña, D4
-17.398804,-66.171458, Calle Jordán #2833, Hipódromo, D4
-17.383428,-66.201423, Calle Portales #2834, La Chimba, D4
-17.408911,-66.182796, Av. Blanco Galindo #2835, Coña Coña, D4
-17.394954,-66.205479, Calle Tupuraya #2836, Hipódromo, D4
-17.397500,-66.188155, Calle Melchor Pérez #2837, La Chimba, D4
-17.385401,-66.205885, Calle Jordán #2838, Coña Coña, D4
-17.388020,-66.200868, Calle Portales #2839, Hipódromo, D4
-17.388989,-66.203490, Av. Blanco Galindo #2840, La Chimba, D4
-17.398168,-66.210170, Calle Tupuraya #2841, Coña Coña, D4
-17.407119,-66.185057, Calle Melchor Pérez #2842, Hipódromo, D4
-17.407440,-66.187311, Calle Jordán #2843, La Chimba, D4
-17.388334,-66.200976, Calle Portales #2844, Coña Coña, D4
-17.396089,-66.204561, Av. Blanco Galindo #2845, Hipódromo, D4
-17.399874,-66.187671, Calle Tupuraya #2846, La Chimba, D4
-17.400205,-66.173300, Calle Melchor Pérez #2847, Coña Coña, D4
-17.382299,-66.196393, Calle Jordán #2848, Hipódromo, D4
-17.402486,-66.171636, Calle Portales #2849, La Chimba, D4
-17.396550,-66.209318, Av. Blanco Galindo #2850, Coña Coña, D4
-17.384941,-66.206323, Calle Tupuraya #2851, Hipódromo, D4
-17.406959,-66.182333, Calle Melchor Pérez #2852, La Chimba, D4
-17.395204,-66.173014, Calle Jordán #2853, Coña Coña, D4
-17.396283,-66.180797, Calle Portales #2854, Hipódromo, D4
-17.385288,-66.199605, Av. Blanco Galindo #2855, La Chimba, D4
-17.402612,-66.186935, Calle Tupuraya #2856, Coña Coña, D4
-17.403547,-66.173682, Calle Melchor Pérez #2857, Hipódromo, D4
-17.406910,-66.186950, Calle Jordán #2858, La Chimba, D4
-17.405298,-66.188393, Calle Portales #2859, Coña Coña, D4
-17.398493,-66.203244, Av. Blanco Galindo #2860, Hipódromo, D4
-17.395830,-66.181422, Calle Tupuraya #2861, La Chimba, D4
-17.390876,-66.199795, Calle Melchor Pérez #2862, Coña Coña, D4
-17.405644,-66.187088, Calle Jordán #2863, Hipódromo, D4
-17.399300,-66.175319, Calle Portales #2864, La Chimba, D4
-17.401250,-66.177276, Av. Blanco Galindo #2865, Coña Coña, D4
-17.406537,-66.180392, Calle Tupuraya #2866, Hipódromo, D4
-17.395137,-66.183246, Calle Melchor Pérez #2867, La Chimba, D4
-17.398809,-66.201002, Calle Jordán #2868, Coña Coña, D4
-17.397249,-66.208095, Calle Portales #2869, Hipódromo, D4
-17.396540,-66.202588, Av. Blanco Galindo #2870, La Chimba, D4
-17.395897,-66.207185, Calle Tupuraya #2871, Coña Coña, D4
-17.397073,-66.175447, Calle Melchor Pérez #2872, Hipódromo, D4
-17.392592,-66.207302, Calle Jordán #2873, La Chimba, D4
-17.383802,-66.197581, Calle Portales #2874, Coña Coña, D4
-17.393889,-66.181154, Av. Blanco Galindo #2875, Hipódromo, D4
-17.395446,-66.172130, Calle Tupuraya #2876, La Chimba, D4
-17.396524,-66.199538, Calle Melchor Pérez #2877, Coña Coña, D4
-17.397936,-66.195629, Calle Jordán #2878, Hipódromo, D4
-17.405342,-66.177234, Calle Portales #2879, La Chimba, D4
-17.401855,-66.177835, Av. Blanco Galindo #2880, Coña Coña, D4
-17.404959,-66.181470, Calle Tupuraya #2881, Hipódromo, D4
-17.390622,-66.199403, Calle Melchor Pérez #2882, La Chimba, D4
-17.398393,-66.212175, Calle Jordán #2883, Coña Coña, D4
-17.398941,-66.192662, Calle Portales #2884, Hipódromo, D4
-17.408284,-66.197874, Av. Blanco Galindo #2885, La Chimba, D4
-17.397505,-66.172495, Calle Tupuraya #2886, Coña Coña, D4
-17.397833,-66.194360, Calle Melchor Pérez #2887, Hipódromo, D4
-17.395166,-66.201346, Calle Jordán #2888, La Chimba, D4
-17.406985,-66.180615, Calle Portales #2889, Coña Coña, D4
-17.389532,-66.197066, Av. Blanco Galindo #2890, Hipódromo, D4
-17.399109,-66.197932, Calle Tupuraya #2891, La Chimba, D4
-17.383966,-66.200562, Calle Melchor Pérez #2892, Coña Coña, D4
-17.389560,-66.202131, Calle Jordán #2893, Hipódromo, D4
-17.405197,-66.198247, Calle Portales #2894, La Chimba, D4
-17.408508,-66.178241, Av. Blanco Galindo #2895, Coña Coña, D4
-17.401061,-66.181819, Calle Tupuraya #2896, Hipódromo, D4
-17.395718,-66.172567, Calle Melchor Pérez #2897, La Chimba, D4
-17.395219,-66.175116, Calle Jordán #2898, Coña Coña, D4
-17.401308,-66.181619, Calle Portales #2899, Hipódromo, D4
-17.399829,-66.209199, Av. Blanco Galindo #2900, La Chimba, D4
-17.406292,-66.189529, Calle Tupuraya #2901, Coña Coña, D4
-17.396372,-66.203978, Calle Melchor Pérez #2902, Hipódromo, D4
-17.394724,-66.172387, Calle Jordán #2903, La Chimba, D4
-17.399406,-66.196101, Calle Portales #2904, Coña Coña, D4
-17.405697,-66.187197, Av. Blanco Galindo #2905, Hipódromo, D4
-17.395698,-66.197661, Calle Tupuraya #2906, La Chimba, D4
-17.399568,-66.209550, Calle Melchor Pérez #2907, Coña Coña, D4
-17.398724,-66.199670, Calle Jordán #2908, Hipódromo, D4
-17.394145,-66.203201, Calle Portales #2909, La Chimba, D4
-17.406138,-66.181215, Av. Blanco Galindo #2910, Coña Coña, D4
-17.395306,-66.174352, Calle Tupuraya #2911, Hipódromo, D4
-17.403461,-66.187153, Calle Melchor Pérez #2912, La Chimba, D4
-17.394966,-66.191831, Calle Jordán #2913, Coña Coña, D4
-17.393034,-66.189197, Calle Portales #2914, Hipódromo, D4
-17.410966,-66.179599, Av. Blanco Galindo #2915, La Chimba, D4
-17.391343,-66.197664, Calle Tupuraya #2916, Coña Coña, D4
-17.386511,-66.201925, Calle Melchor Pérez #2917, Hipódromo, D4
-17.407446,-66.172909, Calle Jordán #2918, La Chimba, D4
-17.400942,-66.169928, Calle Portales #2919, Coña Coña, D4
-17.402981,-66.181598, Av. Blanco Galindo #2920, Hipódromo, D4
-17.385358,-66.205413, Calle Tupuraya #2921, La Chimba, D4
-17.397038,-66.178389, Calle Melchor Pérez #2922, Coña Coña, D4
-17.395847,-66.173738, Calle Jordán #2923, Hipódromo, D4
-17.406126,-66.177038, Calle Portales #2924, La Chimba, D4
-17.395139,-66.182954, Av. Blanco Galindo #2925, Coña Coña, D4
-17.387047,-66.203067, Calle Tupuraya #2926, Hipódromo, D4
-17.398846,-66.169156, Calle Melchor Pérez #2927, La Chimba, D4
-17.404894,-66.179519, Calle Jordán #2928, Coña Coña, D4
-17.405124,-66.184883, Calle Portales #2929, Hipódromo, D4
-17.383095,-66.201163, Av. Blanco Galindo #2930, La Chimba, D4
-17.400655,-66.179561, Calle Tupuraya #2931, Coña Coña, D4
-17.404351,-66.187420, Calle Melchor Pérez #2932, Hipódromo, D4
-17.399419,-66.184156, Calle Jordán #2933, La Chimba, D4
-17.405808,-66.172001, Calle Portales #2934, Coña Coña, D4
-17.387184,-66.204624, Av. Blanco Galindo #2935, Hipódromo, D4
-17.401158,-66.184046, Calle Tupuraya #2936, La Chimba, D4
-17.381785,-66.197080, Calle Melchor Pérez #2937, Coña Coña, D4
-17.407813,-66.177044, Calle Jordán #2938, Hipódromo, D4
-17.395689,-66.180031, Calle Portales #2939, La Chimba, D4
-17.393754,-66.192667, Av. Blanco Galindo #2940, Coña Coña, D4
-17.395400,-66.196690, Calle Tupuraya #2941, Hipódromo, D4
-17.392750,-66.202791, Calle Melchor Pérez #2942, La Chimba, D4
-17.391638,-66.198289, Calle Jordán #2943, Coña Coña, D4
-17.405139,-66.178369, Calle Portales #2944, Hipódromo, D4
-17.408897,-66.177682, Av. Blanco Galindo #2945, La Chimba, D4
-17.397873,-66.173738, Calle Tupuraya #2946, Coña Coña, D4
-17.396902,-66.212172, Calle Melchor Pérez #2947, Hipódromo, D4
-17.391575,-66.202155, Calle Jordán #2948, La Chimba, D4
-17.385865,-66.207329, Calle Portales #2949, Coña Coña, D4
-17.407711,-66.176111, Av. Blanco Galindo #2950, Hipódromo, D4
-17.403607,-66.188777, Calle Tupuraya #2951, La Chimba, D4
-17.403512,-66.183828, Calle Melchor Pérez #2952, Coña Coña, D4
-17.393877,-66.179894, Calle Jordán #2953, Hipódromo, D4
-17.395681,-66.187962, Calle Portales #2954, La Chimba, D4
-17.391185,-66.201338, Av. Blanco Galindo #2955, Coña Coña, D4
-17.405890,-66.176081, Calle Tupuraya #2956, Hipódromo, D4
-17.396516,-66.188494, Calle Melchor Pérez #2957, La Chimba, D4
-17.403574,-66.180650, Calle Jordán #2958, Coña Coña, D4
-17.382513,-66.200627, Calle Portales #2959, Hipódromo, D4
-17.398444,-66.209943, Av. Blanco Galindo #2960, La Chimba, D4
-17.404957,-66.174292, Calle Tupuraya #2961, Coña Coña, D4
-17.397529,-66.204113, Calle Melchor Pérez #2962, Hipódromo, D4
-17.384519,-66.197728, Calle Jordán #2963, La Chimba, D4
-17.385236,-66.200305, Calle Portales #2964, Coña Coña, D4
-17.393934,-66.177982, Av. Blanco Galindo #2965, Hipódromo, D4
-17.396781,-66.182161, Calle Tupuraya #2966, La Chimba, D4
-17.392125,-66.201183, Calle Melchor Pérez #2967, Coña Coña, D4
-17.400662,-66.177130, Calle Jordán #2968, Hipódromo, D4
-17.397556,-66.199724, Calle Portales #2969, La Chimba, D4
-17.393554,-66.193484, Av. Blanco Galindo #2970, Coña Coña, D4
-17.381708,-66.199224, Calle Tupuraya #2971, Hipódromo, D4
-17.395751,-66.190178, Calle Melchor Pérez #2972, La Chimba, D4
-17.393561,-66.188534, Calle Jordán #2973, Coña Coña, D4
-17.406574,-66.177256, Calle Portales #2974, Hipódromo, D4
-17.396011,-66.181109, Av. Blanco Galindo #2975, La Chimba, D4
-17.397242,-66.188498, Calle Tupuraya #2976, Coña Coña, D4
-17.399953,-66.193352, Calle Melchor Pérez #2977, Hipódromo, D4
-17.396032,-66.181152, Calle Jordán #2978, La Chimba, D4
-17.399958,-66.179555, Calle Portales #2979, Coña Coña, D4
-17.401650,-66.186448, Av. Blanco Galindo #2980, Hipódromo, D4
-17.403779,-66.188567, Calle Tupuraya #2981, La Chimba, D4
-17.392042,-66.201895, Calle Melchor Pérez #2982, Coña Coña, D4
-17.383864,-66.201827, Calle Jordán #2983, Hipódromo, D4
-17.399437,-66.211527, Calle Portales #2984, La Chimba, D4
-17.381547,-66.198631, Av. Blanco Galindo #2985, Coña Coña, D4
-17.393805,-66.179523, Calle Tupuraya #2986, Hipódromo, D4
-17.399253,-66.185888, Calle Melchor Pérez #2987, La Chimba, D4
-17.395193,-66.203216, Calle Jordán #2988, Coña Coña, D4
-17.395312,-66.206649, Calle Portales #2989, Hipódromo, D4
-17.398435,-66.178790, Av. Blanco Galindo #2990, La Chimba, D4
-17.393526,-66.188317, Calle Tupuraya #2991, Coña Coña, D4
-17.387470,-66.202599, Calle Melchor Pérez #2992, Hipódromo, D4
-17.398490,-66.199896, Calle Jordán #2993, La Chimba, D4
-17.398769,-66.191254, Calle Portales #2994, Coña Coña, D4
-17.396662,-66.181854, Av. Blanco Galindo #2995, Hipódromo, D4
-17.395865,-66.189131, Calle Tupuraya #2996, La Chimba, D4
-17.389934,-66.201494, Calle Melchor Pérez #2997, Coña Coña, D4
-17.397503,-66.178005, Calle Jordán #2998, Hipódromo, D4
-17.382615,-66.198509, Calle Portales #2999, La Chimba, D4
-17.396717,-66.177214, Av. Blanco Galindo #3000, Coña Coña, D4
-17.408471,-66.184334, Calle Tupuraya #3001, Hipódromo, D4
-17.399581,-66.207919, Calle Melchor Pérez #3002, La Chimba, D4
-17.398592,-66.190729, Calle Jordán #3003, Coña Coña, D4
-17.384405,-66.205340, Calle Portales #3004, Hipódromo, D4
-17.398794,-66.209171, Av. Blanco Galindo #3005, La Chimba, D4
-17.398112,-66.202250, Calle Tupuraya #3006, Coña Coña, D4
-17.391920,-66.198426, Calle Melchor Pérez #3007, Hipódromo, D4
-17.399016,-66.171994, Calle Jordán #3008, La Chimba, D4
-17.396582,-66.171591, Calle Portales #3009, Coña Coña, D4
-17.397437,-66.170742, Av. Blanco Galindo #3010, Hipódromo, D4
-17.394346,-66.195379, Calle Tupuraya #3011, La Chimba, D4
-17.394022,-66.207932, Calle Melchor Pérez #3012, Coña Coña, D4
-17.392253,-66.204614, Calle Jordán #3013, Hipódromo, D4
-17.390040,-66.206847, Calle Portales #3014, La Chimba, D4
-17.402245,-66.197355, Av. Blanco Galindo #3015, Coña Coña, D4
-17.397959,-66.208426, Calle Tupuraya #3016, Hipódromo, D4
-17.393942,-66.189039, Calle Melchor Pérez #3017, La Chimba, D4
-17.386432,-66.205513, Calle Jordán #3018, Coña Coña, D4
-17.398032,-66.207011, Calle Portales #3019, Hipódromo, D4
-17.394737,-66.200470, Av. Blanco Galindo #3020, La Chimba, D4
-17.398469,-66.182516, Calle Tupuraya #3021, Coña Coña, D4
-17.399250,-66.185682, Calle Melchor Pérez #3022, Hipódromo, D4
-17.388042,-66.201587, Calle Jordán #3023, La Chimba, D4
-17.398483,-66.198447, Calle Portales #3024, Coña Coña, D4
-17.402680,-66.177850, Av. Blanco Galindo #3025, Hipódromo, D4
-17.383926,-66.199952, Calle Tupuraya #3026, La Chimba, D4
-17.394436,-66.201709, Calle Melchor Pérez #3027, Coña Coña, D4
-17.401081,-66.175115, Calle Jordán #3028, Hipódromo, D4
-17.408796,-66.177695, Calle Portales #3029, La Chimba, D4
-17.401230,-66.186441, Av. Blanco Galindo #3030, Coña Coña, D4
-17.388324,-66.201978, Calle Tupuraya #3031, Hipódromo, D4
-17.391183,-66.201184, Calle Melchor Pérez #3032, La Chimba, D4
-17.400508,-66.179734, Calle Jordán #3033, Coña Coña, D4
-17.395268,-66.190865, Calle Portales #3034, Hipódromo, D4
-17.400421,-66.197733, Av. Blanco Galindo #3035, La Chimba, D4
-17.403459,-66.185523, Calle Tupuraya #3036, Coña Coña, D4
-17.391716,-66.197246, Calle Melchor Pérez #3037, Hipódromo, D4
-17.392999,-66.196936, Calle Jordán #3038, La Chimba, D4
-17.396630,-66.193286, Calle Portales #3039, Coña Coña, D4
-17.403510,-66.183285, Av. Blanco Galindo #3040, Hipódromo, D4
-17.384105,-66.205997, Calle Tupuraya #3041, La Chimba, D4
-17.407458,-66.185078, Calle Melchor Pérez #3042, Coña Coña, D4
-17.381427,-66.200438, Calle Jordán #3043, Hipódromo, D4
-17.397445,-66.204178, Calle Portales #3044, La Chimba, D4
-17.385437,-66.200963, Av. Blanco Galindo #3045, Coña Coña, D4
-17.394971,-66.184657, Calle Tupuraya #3046, Hipódromo, D4
-17.394230,-66.178522, Calle Melchor Pérez #3047, La Chimba, D4
-17.400293,-66.190127, Calle Jordán #3048, Coña Coña, D4
-17.383354,-66.196798, Calle Portales #3049, Hipódromo, D4
-17.393658,-66.191511, Av. Blanco Galindo #3050, La Chimba, D4
-17.396838,-66.205793, Calle Tupuraya #3051, Coña Coña, D4
-17.399918,-66.187256, Calle Melchor Pérez #3052, Hipódromo, D4
-17.408906,-66.197976, Calle Jordán #3053, La Chimba, D4
-17.395294,-66.179071, Calle Portales #3054, Coña Coña, D4
-17.400640,-66.198291, Av. Blanco Galindo #3055, Hipódromo, D4
-17.410227,-66.181334, Calle Tupuraya #3056, La Chimba, D4
-17.396462,-66.202506, Calle Melchor Pérez #3057, Coña Coña, D4
-17.394425,-66.195467, Calle Jordán #3058, Hipódromo, D4
-17.395374,-66.186142, Calle Portales #3059, La Chimba, D4
-17.395510,-66.198302, Av. Blanco Galindo #3060, Coña Coña, D4
-17.389770,-66.199141, Calle Tupuraya #3061, Hipódromo, D4
-17.388443,-66.201658, Calle Melchor Pérez #3062, La Chimba, D4
-17.396059,-66.197570, Calle Jordán #3063, Coña Coña, D4
-17.393660,-66.199877, Calle Portales #3064, Hipódromo, D4
-17.400367,-66.192753, Av. Blanco Galindo #3065, La Chimba, D4
-17.406058,-66.186066, Calle Tupuraya #3066, Coña Coña, D4
-17.395553,-66.207973, Calle Melchor Pérez #3067, Hipódromo, D4
-17.397775,-66.173764, Calle Jordán #3068, La Chimba, D4
-17.407677,-66.186025, Calle Portales #3069, Coña Coña, D4
-17.407173,-66.180656, Av. Blanco Galindo #3070, Hipódromo, D4
-17.387738,-66.197281, Calle Tupuraya #3071, La Chimba, D4
-17.394200,-66.178551, Calle Melchor Pérez #3072, Coña Coña, D4
-17.395742,-66.171422, Calle Jordán #3073, Hipódromo, D4
-17.394743,-66.189429, Calle Portales #3074, La Chimba, D4
-17.397470,-66.192330, Av. Blanco Galindo #3075, Coña Coña, D4
-17.402229,-66.187978, Calle Tupuraya #3076, Hipódromo, D4
-17.392394,-66.205248, Calle Melchor Pérez #3077, La Chimba, D4
-17.397694,-66.209597, Calle Jordán #3078, Coña Coña, D4
-17.396909,-66.182301, Calle Portales #3079, Hipódromo, D4
-17.404290,-66.181774, Av. Blanco Galindo #3080, La Chimba, D4
-17.393919,-66.178958, Calle Tupuraya #3081, Coña Coña, D4
-17.400725,-66.181065, Calle Melchor Pérez #3082, Hipódromo, D4
-17.401927,-66.172819, Calle Jordán #3083, La Chimba, D4
-17.399901,-66.192160, Calle Portales #3084, Coña Coña, D4
-17.402959,-66.187167, Av. Blanco Galindo #3085, Hipódromo, D4
-17.398830,-66.206274, Calle Tupuraya #3086, La Chimba, D4
-17.392936,-66.201256, Calle Melchor Pérez #3087, Coña Coña, D4
-17.385038,-66.207879, Calle Jordán #3088, Hipódromo, D4
-17.400223,-66.175517, Calle Portales #3089, La Chimba, D4
-17.381951,-66.198248, Av. Blanco Galindo #3090, Coña Coña, D4
-17.406324,-66.187913, Calle Tupuraya #3091, Hipódromo, D4
-17.398131,-66.208367, Calle Melchor Pérez #3092, La Chimba, D4
-17.409259,-66.176867, Calle Jordán #3093, Coña Coña, D4
-17.395534,-66.185008, Calle Portales #3094, Hipódromo, D4
-17.397444,-66.187850, Av. Blanco Galindo #3095, La Chimba, D4
-17.396664,-66.190879, Calle Tupuraya #3096, Coña Coña, D4
-17.398680,-66.182870, Calle Melchor Pérez #3097, Hipódromo, D4
-17.382317,-66.203946, Calle Jordán #3098, La Chimba, D4
-17.396213,-66.195721, Calle Portales #3099, Coña Coña, D4
-17.398656,-66.184788, Av. Blanco Galindo #3100, Hipódromo, D4
-17.402981,-66.188986, Calle Tupuraya #3101, La Chimba, D4
-17.398566,-66.203314, Calle Melchor Pérez #3102, Coña Coña, D4
-17.387992,-66.201193, Calle Jordán #3103, Hipódromo, D4
-17.396176,-66.205115, Calle Portales #3104, La Chimba, D4
-17.393893,-66.175807, Av. Blanco Galindo #3105, Coña Coña, D4
-17.396015,-66.191093, Calle Tupuraya #3106, Hipódromo, D4
-17.387405,-66.197887, Calle Melchor Pérez #3107, La Chimba, D4
-17.392966,-66.202958, Calle Jordán #3108, Coña Coña, D4
-17.398679,-66.188620, Calle Portales #3109, Hipódromo, D4
-17.405298,-66.181770, Av. Blanco Galindo #3110, La Chimba, D4
-17.387765,-66.201852, Calle Tupuraya #3111, Coña Coña, D4
-17.396576,-66.188036, Calle Melchor Pérez #3112, Hipódromo, D4
-17.384802,-66.197864, Calle Jordán #3113, La Chimba, D4
-17.399952,-66.209123, Calle Portales #3114, Coña Coña, D4
-17.404962,-66.183220, Av. Blanco Galindo #3115, Hipódromo, D4
-17.406320,-66.178543, Calle Tupuraya #3116, La Chimba, D4
-17.395942,-66.176489, Calle Melchor Pérez #3117, Coña Coña, D4
-17.389500,-66.199613, Calle Jordán #3118, Hipódromo, D4
-17.395871,-66.185069, Calle Portales #3119, La Chimba, D4
-17.400030,-66.199758, Av. Blanco Galindo #3120, Coña Coña, D4
-17.387324,-66.203534, Calle Tupuraya #3121, Hipódromo, D4
-17.404633,-66.187632, Calle Melchor Pérez #3122, La Chimba, D4
-17.395773,-66.169638, Calle Jordán #3123, Coña Coña, D4
-17.407026,-66.175358, Calle Portales #3124, Hipódromo, D4
-17.384083,-66.207398, Av. Blanco Galindo #3125, La Chimba, D4
-17.383310,-66.198435, Calle Tupuraya #3126, Coña Coña, D4
-17.398790,-66.188104, Calle Melchor Pérez #3127, Hipódromo, D4
-17.395954,-66.208802, Calle Jordán #3128, La Chimba, D4
-17.392280,-66.204726, Calle Portales #3129, Coña Coña, D4
-17.400025,-66.194276, Av. Blanco Galindo #3130, Hipódromo, D4
-17.399639,-66.215351, Calle Tupuraya #3131, La Chimba, D4
-17.386341,-66.196724, Calle Melchor Pérez #3132, Coña Coña, D4
-17.405555,-66.183869, Calle Jordán #3133, Hipódromo, D4
-17.398379,-66.194215, Calle Portales #3134, La Chimba, D4
-17.396659,-66.195747, Av. Blanco Galindo #3135, Coña Coña, D4
-17.401758,-66.180990, Calle Tupuraya #3136, Hipódromo, D4
-17.387415,-66.206365, Calle Melchor Pérez #3137, La Chimba, D4
-17.393773,-66.179787, Calle Jordán #3138, Coña Coña, D4
-17.400822,-66.173919, Calle Portales #3139, Hipódromo, D4
-17.394270,-66.185149, Av. Blanco Galindo #3140, La Chimba, D4
-17.396676,-66.194754, Calle Tupuraya #3141, Coña Coña, D4
-17.398651,-66.177781, Calle Melchor Pérez #3142, Hipódromo, D4
-17.400557,-66.174591, Calle Jordán #3143, La Chimba, D4
-17.398934,-66.205569, Calle Portales #3144, Coña Coña, D4
-17.385627,-66.196893, Av. Blanco Galindo #3145, Hipódromo, D4
-17.406015,-66.181173, Calle Tupuraya #3146, La Chimba, D4
-17.397618,-66.171728, Calle Melchor Pérez #3147, Coña Coña, D4
-17.402790,-66.187521, Calle Jordán #3148, Hipódromo, D4
-17.392520,-66.206161, Calle Portales #3149, La Chimba, D4
-17.385834,-66.206498, Av. Blanco Galindo #3150, Coña Coña, D4
-17.406104,-66.189521, Calle Tupuraya #3151, Hipódromo, D4
-17.394954,-66.195522, Calle Melchor Pérez #3152, La Chimba, D4
-17.382143,-66.198641, Calle Jordán #3153, Coña Coña, D4
-17.403882,-66.174364, Calle Portales #3154, Hipódromo, D4
-17.401247,-66.175100, Av. Blanco Galindo #3155, La Chimba, D4
-17.408948,-66.183662, Calle Tupuraya #3156, Coña Coña, D4
-17.385363,-66.200001, Calle Melchor Pérez #3157, Hipódromo, D4
-17.383097,-66.196484, Calle Jordán #3158, La Chimba, D4
-17.394228,-66.176495, Calle Portales #3159, Coña Coña, D4
-17.408036,-66.178994, Av. Blanco Galindo #3160, Hipódromo, D4
-17.393175,-66.188203, Calle Tupuraya #3161, La Chimba, D4
-17.382662,-66.204989, Calle Melchor Pérez #3162, Coña Coña, D4
-17.391402,-66.198826, Calle Jordán #3163, Hipódromo, D4
-17.384907,-66.207601, Calle Portales #3164, La Chimba, D4
-17.398985,-66.200591, Av. Blanco Galindo #3165, Coña Coña, D4
-17.382347,-66.198374, Calle Tupuraya #3166, Hipódromo, D4
-17.404866,-66.189383, Calle Melchor Pérez #3167, La Chimba, D4
-17.400450,-66.190204, Calle Jordán #3168, Coña Coña, D4
-17.408618,-66.177437, Calle Portales #3169, Hipódromo, D4
-17.398022,-66.177559, Av. Blanco Galindo #3170, La Chimba, D4
-17.384673,-66.204867, Calle Tupuraya #3171, Coña Coña, D4
-17.388670,-66.203403, Calle Melchor Pérez #3172, Hipódromo, D4
-17.390979,-66.199227, Calle Jordán #3173, La Chimba, D4
-17.401975,-66.177327, Calle Portales #3174, Coña Coña, D4
-17.388831,-66.200908, Av. Blanco Galindo #3175, Hipódromo, D4
-17.399321,-66.191732, Calle Tupuraya #3176, La Chimba, D4
-17.407095,-66.175884, Calle Melchor Pérez #3177, Coña Coña, D4
-17.393714,-66.175206, Calle Jordán #3178, Hipódromo, D4
-17.406400,-66.185773, Calle Portales #3179, La Chimba, D4
-17.382500,-66.199985, Av. Blanco Galindo #3180, Coña Coña, D4
-17.398995,-66.177727, Calle Tupuraya #3181, Hipódromo, D4
-17.389755,-66.205712, Calle Melchor Pérez #3182, La Chimba, D4
-17.405457,-66.186924, Calle Jordán #3183, Coña Coña, D4
-17.407763,-66.184617, Calle Portales #3184, Hipódromo, D4
-17.400553,-66.197931, Av. Blanco Galindo #3185, La Chimba, D4
-17.396549,-66.188965, Calle Tupuraya #3186, Coña Coña, D4
-17.410741,-66.179648, Calle Melchor Pérez #3187, Hipódromo, D4
-17.397119,-66.170313, Calle Jordán #3188, La Chimba, D4
-17.395191,-66.183030, Calle Portales #3189, Coña Coña, D4
-17.389553,-66.206820, Av. Blanco Galindo #3190, Hipódromo, D4
-17.384322,-66.204298, Calle Tupuraya #3191, La Chimba, D4
-17.394521,-66.181896, Calle Melchor Pérez #3192, Coña Coña, D4
-17.393094,-66.190691, Calle Jordán #3193, Hipódromo, D4
-17.400473,-66.190852, Calle Portales #3194, La Chimba, D4
-17.397212,-66.195718, Av. Blanco Galindo #3195, Coña Coña, D4
-17.393937,-66.194473, Calle Tupuraya #3196, Hipódromo, D4
-17.396365,-66.193017, Calle Melchor Pérez #3197, La Chimba, D4
-17.400953,-66.197735, Calle Jordán #3198, Coña Coña, D4
-17.395967,-66.196080, Calle Portales #3199, Hipódromo, D4
-17.399854,-66.182234, Av. Blanco Galindo #3200, La Chimba, D4
-17.397011,-66.176725, Calle Tupuraya #3201, Coña Coña, D4
-17.383758,-66.203144, Calle Melchor Pérez #3202, Hipódromo, D4
-17.404939,-66.180802, Calle Jordán #3203, La Chimba, D4
-17.404144,-66.182631, Calle Portales #3204, Coña Coña, D4
-17.402011,-66.177068, Av. Blanco Galindo #3205, Hipódromo, D4
-17.396263,-66.197515, Calle Tupuraya #3206, La Chimba, D4
-17.405737,-66.172644, Calle Melchor Pérez #3207, Coña Coña, D4
-17.398740,-66.170059, Calle Jordán #3208, Hipódromo, D4
-17.395440,-66.208689, Calle Portales #3209, La Chimba, D4
-17.396675,-66.208612, Av. Blanco Galindo #3210, Coña Coña, D4
-17.390874,-66.203369, Calle Tupuraya #3211, Hipódromo, D4
-17.408747,-66.176547, Calle Melchor Pérez #3212, La Chimba, D4
-17.405656,-66.174118, Calle Jordán #3213, Coña Coña, D4
-17.386840,-66.201498, Calle Portales #3214, Hipódromo, D4
-17.388159,-66.207139, Av. Blanco Galindo #3215, La Chimba, D4
-17.389585,-66.204917, Calle Tupuraya #3216, Coña Coña, D4
-17.410386,-66.182396, Calle Melchor Pérez #3217, Hipódromo, D4
-17.398750,-66.191642, Calle Jordán #3218, La Chimba, D4
-17.384895,-66.207204, Calle Portales #3219, Coña Coña, D4
-17.398466,-66.189261, Av. Blanco Galindo #3220, Hipódromo, D4
-17.406539,-66.175123, Calle Tupuraya #3221, La Chimba, D4
-17.399471,-66.179667, Calle Melchor Pérez #3222, Coña Coña, D4
-17.399890,-66.175036, Calle Jordán #3223, Hipódromo, D4
-17.388740,-66.207697, Calle Portales #3224, La Chimba, D4
-17.397859,-66.186031, Av. Blanco Galindo #3225, Coña Coña, D4
-17.396340,-66.183151, Calle Tupuraya #3226, Hipódromo, D4
-17.393672,-66.178755, Calle Melchor Pérez #3227, La Chimba, D4
-17.384923,-66.201644, Calle Jordán #3228, Coña Coña, D4
-17.384706,-66.207494, Calle Portales #3229, Hipódromo, D4
-17.384406,-66.198648, Av. Blanco Galindo #3230, La Chimba, D4
-17.401649,-66.186738, Calle Tupuraya #3231, Coña Coña, D4
-17.394549,-66.175687, Calle Melchor Pérez #3232, Hipódromo, D4
-17.407744,-66.179960, Calle Jordán #3233, La Chimba, D4
-17.394684,-66.177407, Calle Portales #3234, Coña Coña, D4
-17.397501,-66.178191, Av. Blanco Galindo #3235, Hipódromo, D4
-17.388049,-66.196987, Calle Tupuraya #3236, La Chimba, D4
