-17.433056,-66.138849, Calle Roma #100, Ticti Norte, D8
-17.461895,-66.113415, Calle Colorado #2794, Ticti Norte, D8
-17.469903,-66.103498, Calle Roma #2795, Valle Hermoso, D8
-17.457912,-66.099576, Calle Hamburgo #2796, Ushpa Ushpa, D8
-17.476670,-66.106203, Calle Ticti #2797, Ticti Norte, D8
-17.435878,-66.142082, Calle Sierra Nevada #2798, Valle Hermoso, D8
-17.456301,-66.094532, Calle Colorado #2799, Ushpa Ushpa, D8
-17.476149,-66.108363, Calle Roma #2800, Ticti Norte, D8
-17.483454,-66.097506, Calle Hamburgo #2801, Valle Hermoso, D8
-17.454641,-66.098555, Calle Ticti #2802, Ushpa Ushpa, D8
-17.441567,-66.124405, Calle Sierra Nevada #2803, Ticti Norte, D8
-17.469273,-66.087754, Calle Colorado #2804, Valle Hermoso, D8
-17.453133,-66.121985, Calle Roma #2805, Ushpa Ushpa, D8
-17.471500,-66.101376, Calle Hamburgo #2806, Ticti Norte, D8
-17.464948,-66.095391, Calle Ticti #2807, Valle Hermoso, D8
-17.432207,-66.134167, Calle Sierra Nevada #2808, Ushpa Ushpa, D8
-17.446847,-66.098828, Calle Colorado #2809, Ticti Norte, D8
-17.464973,-66.109028, Calle Roma #2810, Valle Hermoso, D8
-17.447163,-66.101088, Calle Hamburgo #2811, Ushpa Ushpa, D8
-17.464738,-66.111788, Calle Ticti #2812, Ticti Norte, D8
-17.452705,-66.099318, Calle Sierra Nevada #2813, Valle Hermoso, D8
-17.476991,-66.106705, Calle Colorado #2814, Ushpa Ushpa, D8
-17.440573,-66.129114, Calle Roma #2815, Ticti Norte, D8
-17.441374,-66.140645, Calle Hamburgo #2816, Valle Hermoso, D8
-17.436458,-66.137171, Calle Ticti #2817, Ushpa Ushpa, D8
-17.472688,-66.086611, Calle Sierra Nevada #2818, Ticti Norte, D8
-17.458614,-66.097903, Calle Colorado #2819, Valle Hermoso, D8
-17.442017,-66.102121, Calle Roma #2820, Ushpa Ushpa, D8
-17.471212,-66.094341, Calle Hamburgo #2821, Ticti Norte, D8
-17.460041,-66.107405, Calle Ticti #2822, Valle Hermoso, D8
-17.441969,-66.132259, Calle Sierra Nevada #2823, Ushpa Ushpa, D8
-17.469678,-66.103616, Calle Colorado #2824, Ticti Norte, D8
-17.443292,-66.122051, Calle Roma #2825, Valle Hermoso, D8
-17.441361,-66.134652, Calle Hamburgo #2826, Ushpa Ushpa, D8
-17.429573,-66.139212, Calle Ticti #2827, Ticti Norte, D8
-17.467707,-66.100216, Calle Sierra Nevada #2828, Valle Hermoso, D8
-17.456599,-66.096211, Calle Colorado #2829, Ushpa Ushpa, D8
-17.469449,-66.090832, Calle Roma #2830, Ticti Norte, D8
-17.468005,-66.086174, Calle Hamburgo #2831, Valle Hermoso, D8
-17.468756,-66.105969, Calle Ticti #2832, Ushpa Ushpa, D8
-17.467458,-66.086692, Calle Sierra Nevada #2833, Ticti Norte, D8
-17.457986,-66.093777, Calle Colorado #2834, Valle Hermoso, D8
-17.458790,-66.121197, Calle Roma #2835, Ushpa Ushpa, D8
-17.481984,-66.104014, Calle Hamburgo #2836, Ticti Norte, D8
-17.460665,-66.117331, Calle Ticti #2837, Valle Hermoso, D8
-17.456897,-66.100054, Calle Sierra Nevada #2838, Ushpa Ushpa, D8
-17.473085,-66.091870, Calle Colorado #2839, Ticti Norte, D8
-17.461022,-66.108210, Calle Roma #2840, Valle Hermoso, D8
-17.452070,-66.123044, Calle Hamburgo #2841, Ushpa Ushpa, D8
-17.446545,-66.121806, Calle Ticti #2842, Ticti Norte, D8
-17.431592,-66.141688, Calle Sierra Nevada #2843, Valle Hermoso, D8
-17.465415,-66.098200, Calle Colorado #2844, Ushpa Ushpa, D8
-17.432027,-66.140040, Calle Roma #2845, Ticti Norte, D8
-17.474041,-66.107053, Calle Hamburgo #2846, Valle Hermoso, D8
-17.459808,-66.095823, Calle Ticti #2847, Ushpa Ushpa, D8
-17.461552,-66.088509, Calle Sierra Nevada #2848, Ticti Norte, D8
-17.463947,-66.089514, Calle Colorado #2849, Valle Hermoso, D8
-17.453281,-66.097086, Calle Roma #2850, Ushpa Ushpa, D8
-17.432121,-66.131576, Calle Hamburgo #2851, Ticti Norte, D8
-17.457843,-66.099440, Calle Ticti #2852, Valle Hermoso, D8
-17.462112,-66.108872, Calle Sierra Nevada #2853, Ushpa Ushpa, D8
-17.480339,-66.104059, Calle Colorado #2854, Ticti Norte, D8
-17.467436,-66.092856, Calle Roma #2855, Valle Hermoso, D8
-17.477002,-66.101473, Calle Hamburgo #2856, Ushpa Ushpa, D8
-17.465501,-66.088793, Calle Ticti #2857, Ticti Norte, D8
-17.441048,-66.129576, Calle Sierra Nevada #2858, Valle Hermoso, D8
-17.481242,-66.098934, Calle Colorado #2859, Ushpa Ushpa, D8
-17.466503,-66.113724, Calle Roma #2860, Ticti Norte, D8
-17.453762,-66.102542, Calle Hamburgo #2861, Valle Hermoso, D8
-17.475798,-66.090943, Calle Ticti #2862, Ushpa Ushpa, D8
-17.444804,-66.100096, Calle Sierra Nevada #2863, Ticti Norte, D8
-17.458943,-66.107477, Calle Colorado #2864, Valle Hermoso, D8
-17.453841,-66.093102, Calle Roma #2865, Ushpa Ushpa, D8
-17.456686,-66.093328, Calle Hamburgo #2866, Ticti Norte, D8
-17.457384,-66.090383, Calle Ticti #2867, Valle Hermoso, D8
-17.461166,-66.120248, Calle Sierra Nevada #2868, Ushpa Ushpa, D8
-17.429407,-66.143994, Calle Colorado #2869, Ticti Norte, D8
-17.460257,-66.119242, Calle Roma #2870, Valle Hermoso, D8
-17.440591,-66.126286, Calle Hamburgo #2871, Ushpa Ushpa, D8
-17.463079,-66.090884, Calle Ticti #2872, Ticti Norte, D8
-17.457054,-66.097609, Calle Sierra Nevada #2873, Valle Hermoso, D8
-17.455689,-66.102177, Calle Colorado #2874, Ushpa Ushpa, D8
-17.436334,-66.145687, Calle Roma #2875, Ticti Norte, D8
-17.461337,-66.115257, Calle Hamburgo #2876, Valle Hermoso, D8
-17.454243,-66.102293, Calle Ticti #2877, Ushpa Ushpa, D8
-17.464007,-66.091182, Calle Sierra Nevada #2878, Ticti Norte, D8
-17.446113,-66.125261, Calle Colorado #2879, Valle Hermoso, D8
-17.427867,-66.143894, Calle Roma #2880, Ushpa Ushpa, D8
-17.450099,-66.127548, Calle Hamburgo #2881, Ticti Norte, D8
-17.448063,-66.120989, Calle Ticti #2882, Valle Hermoso, D8
-17.452126,-66.126589, Calle Sierra Nevada #2883, Ushpa Ushpa, D8
-17.451456,-66.102080, Calle Colorado #2884, Ticti Norte, D8
-17.434642,-66.145116, Calle Roma #2885, Valle Hermoso, D8
-17.435746,-66.143020, Calle Hamburgo #2886, Ushpa Ushpa, D8
-17.444984,-66.122219, Calle Ticti #2887, Ticti Norte, D8
-17.431732,-66.143808, Calle Sierra Nevada #2888, Valle Hermoso, D8
-17.475404,-66.097024, Calle Colorado #2889, Ushpa Ushpa, D8
-17.474678,-66.090594, Calle Roma #2890, Ticti Norte, D8
-17.472645,-66.088606, Calle Hamburgo #2891, Valle Hermoso, D8
-17.463463,-66.089024, Calle Ticti #2892, Ushpa Ushpa, D8
-17.439965,-66.100464, Calle Sierra Nevada #2893, Ticti Norte, D8
-17.445943,-66.125470, Calle Colorado #2894, Valle Hermoso, D8
-17.437828,-66.137351, Calle Roma #2895, Ushpa Ushpa, D8
-17.477921,-66.096650, Calle Hamburgo #2896, Ticti Norte, D8
-17.471712,-66.110835, Calle Ticti #2897, Valle Hermoso, D8
-17.436075,-66.130611, Calle Sierra Nevada #2898, Ushpa Ushpa, D8
-17.447020,-66.100792, Calle Colorado #2899, Ticti Norte, D8
-17.448167,-66.123235, Calle Roma #2900, Valle Hermoso, D8
-17.457246,-66.101198, Calle Hamburgo #2901, Ushpa Ushpa, D8
-17.429012,-66.135438, Calle Ticti #2902, Ticti Norte, D8
-17.475857,-66.110178, Calle Sierra Nevada #2903, Valle Hermoso, D8
-17.429019,-66.139903, Calle Colorado #2904, Ushpa Ushpa, D8
-17.449320,-66.125966, Calle Roma #2905, Ticti Norte, D8
-17.462111,-66.097896, Calle Hamburgo #2906, Valle Hermoso, D8
-17.440979,-66.129976, Calle Ticti #2907, Ushpa Ushpa, D8
-17.451334,-66.104169, Calle Sierra Nevada #2908, Ticti Norte, D8
-17.437368,-66.133261, Calle Colorado #2909, Valle Hermoso, D8
-17.462531,-66.094726, Calle Roma #2910, Ushpa Ushpa, D8
-17.443678,-66.130403, Calle Hamburgo #2911, Ticti Norte, D8
-17.472316,-66.102000, Calle Ticti #2912, Valle Hermoso, D8
-17.438182,-66.101669, Calle Sierra Nevada #2913, Ushpa Ushpa, D8
-17.455487,-66.097115, Calle Colorado #2914, Ticti Norte, D8
-17.450813,-66.096232, Calle Roma #2915, Valle Hermoso, D8
-17.438293,-66.136289, Calle Hamburgo #2916, Ushpa Ushpa, D8
-17.462540,-66.092245, Calle Ticti #2917, Ticti Norte, D8
-17.459530,-66.116849, Calle Sierra Nevada #2918, Valle Hermoso, D8
-17.448387,-66.119099, Calle Colorado #2919, Ushpa Ushpa, D8
-17.454732,-66.102455, Calle Roma #2920, Ticti Norte, D8
-17.458398,-66.099898, Calle Hamburgo #2921, Valle Hermoso, D8
-17.465184,-66.111994, Calle Ticti #2922, Ushpa Ushpa, D8
-17.463976,-66.095905, Calle Sierra Nevada #2923, Ticti Norte, D8
-17.460392,-66.109328, Calle Colorado #2924, Valle Hermoso, D8
-17.455782,-66.091390, Calle Roma #2925, Ushpa Ushpa, D8
-17.480689,-66.103291, Calle Hamburgo #2926, Ticti Norte, D8
-17.461620,-66.099872, Calle Ticti #2927, Valle Hermoso, D8
-17.458118,-66.096124, Calle Sierra Nevada #2928, Ushpa Ushpa, D8
-17.455399,-66.105050, Calle Colorado #2929, Ticti Norte, D8
-17.460984,-66.105121, Calle Roma #2930, Valle Hermoso, D8
-17.471289,-66.106044, Calle Hamburgo #2931, Ushpa Ushpa, D8
-17.441284,-66.128072, Calle Ticti #2932, Ticti Norte, D8
-17.444654,-66.127349, Calle Sierra Nevada #2933, Valle Hermoso, D8
-17.459976,-66.120310, Calle Colorado #2934, Ushpa Ushpa, D8
-17.475875,-66.110001, Calle Roma #2935, Ticti Norte, D8
-17.464551,-66.104015, Calle Hamburgo #2936, Valle Hermoso, D8
-17.457280,-66.122326, Calle Ticti #2937, Ushpa Ushpa, D8
-17.469442,-66.108942, Calle Sierra Nevada #2938, Ticti Norte, D8
-17.470035,-66.101186, Calle Colorado #2939, Valle Hermoso, D8
-17.464753,-66.091707, Calle Roma #2940, Ushpa Ushpa, D8
-17.429243,-66.143102, Calle Hamburgo #2941, Ticti Norte, D8
-17.469910,-66.110608, Calle Ticti #2942, Valle Hermoso, D8
-17.436161,-66.131756, Calle Sierra Nevada #2943, Ushpa Ushpa, D8
-17.431025,-66.138633, Calle Colorado #2944, Ticti Norte, D8
-17.436047,-66.135463, Calle Roma #2945, Valle Hermoso, D8
-17.481861,-66.103368, Calle Hamburgo #2946, Ushpa Ushpa, D8
-17.469579,-66.089689, Calle Ticti #2947, Ticti Norte, D8
-17.440083,-66.125979, Calle Sierra Nevada #2948, Valle Hermoso, D8
-17.434520,-66.142653, Calle Colorado #2949, Ushpa Ushpa, D8
-17.466991,-66.086272, Calle Roma #2950, Ticti Norte, D8
-17.427530,-66.136683, Calle Hamburgo #2951, Valle Hermoso, D8
-17.450138,-66.124854, Calle Ticti #2952, Ushpa Ushpa, D8
-17.475948,-66.107055, Calle Sierra Nevada #2953, Ticti Norte, D8
-17.467234,-66.109436, Calle Colorado #2954, Valle Hermoso, D8
-17.464648,-66.093887, Calle Roma #2955, Ushpa Ushpa, D8
-17.452749,-66.123430, Calle Hamburgo #2956, Ticti Norte, D8
-17.447919,-66.100300, Calle Ticti #2957, Valle Hermoso, D8
-17.477492,-66.106928, Calle Sierra Nevada #2958, Ushpa Ushpa, D8
-17.428653,-66.137062, Calle Colorado #2959, Ticti Norte, D8
-17.454539,-66.104951, Calle Roma #2960, Valle Hermoso, D8
-17.462660,-66.092009, Calle Hamburgo #2961, Ushpa Ushpa, D8
-17.427429,-66.141097, Calle Ticti #2962, Ticti Norte, D8
-17.464356,-66.112847, Calle Sierra Nevada #2963, Valle Hermoso, D8
-17.430436,-66.134832, Calle Colorado #2964, Ushpa Ushpa, D8
-17.472163,-66.087945, Calle Roma #2965, Ticti Norte, D8
-17.464724,-66.090370, Calle Hamburgo #2966, Valle Hermoso, D8
-17.447722,-66.122777, Calle Ticti #2967, Ushpa Ushpa, D8
-17.479294,-66.092788, Calle Sierra Nevada #2968, Ticti Norte, D8
-17.434113,-66.129426, Calle Colorado #2969, Valle Hermoso, D8
-17.434627,-66.145248, Calle Roma #2970, Ushpa Ushpa, D8
-17.464668,-66.089312, Calle Hamburgo #2971, Ticti Norte, D8
-17.443236,-66.101877, Calle Ticti #2972, Valle Hermoso, D8
-17.433418,-66.143418, Calle Sierra Nevada #2973, Ushpa Ushpa, D8
-17.467221,-66.097811, Calle Colorado #2974, Ticti Norte, D8
-17.461869,-66.109745, Calle Roma #2975, Valle Hermoso, D8
-17.445673,-66.133141, Calle Hamburgo #2976, Ushpa Ushpa, D8
-17.446308,-66.125860, Calle Ticti #2977, Ticti Norte, D8
-17.462963,-66.088685, Calle Sierra Nevada #2978, Valle Hermoso, D8
-17.439373,-66.102618, Calle Colorado #2979, Ushpa Ushpa, D8
-17.454109,-66.097529, Calle Roma #2980, Ticti Norte, D8
-17.471467,-66.092117, Calle Hamburgo #2981, Valle Hermoso, D8
-17.444989,-66.123750, Calle Ticti #2982, Ushpa Ushpa, D8
-17.470767,-66.095967, Calle Sierra Nevada #2983, Ticti Norte, D8
-17.440385,-66.138698, Calle Colorado #2984, Valle Hermoso, D8
-17.466120,-66.095392, Calle Roma #2985, Ushpa Ushpa, D8
-17.467873,-66.102590, Calle Hamburgo #2986, Ticti Norte, D8
-17.431965,-66.138834, Calle Ticti #2987, Valle Hermoso, D8
-17.444609,-66.128099, Calle Sierra Nevada #2988, Ushpa Ushpa, D8
-17.467180,-66.086363, Calle Colorado #2989, Ticti Norte, D8
-17.473932,-66.105064, Calle Roma #2990, Valle Hermoso, D8
-17.461645,-66.096827, Calle Hamburgo #2991, Ushpa Ushpa, D8
-17.467728,-66.112293, Calle Ticti #2992, Ticti Norte, D8
-17.452550,-66.120821, Calle Sierra Nevada #2993, Valle Hermoso, D8
-17.456518,-66.122899, Calle Colorado #2994, Ushpa Ushpa, D8
-17.455602,-66.103242, Calle Roma #2995, Ticti Norte, D8
-17.435347,-66.129844, Calle Hamburgo #2996, Valle Hermoso, D8
-17.455359,-66.098131, Calle Ticti #2997, Ushpa Ushpa, D8
-17.459662,-66.108904, Calle Sierra Nevada #2998, Ticti Norte, D8
-17.460395,-66.118028, Calle Colorado #2999, Valle Hermoso, D8
-17.455191,-66.118563, Calle Roma #3000, Ushpa Ushpa, D8
-17.457605,-66.099889, Calle Hamburgo #3001, Ticti Norte, D8
-17.440770,-66.127081, Calle Ticti #3002, Valle Hermoso, D8
-17.465368,-66.112496, Calle Sierra Nevada #3003, Ushpa Ushpa, D8
-17.461904,-66.092443, Calle Colorado #3004, Ticti Norte, D8
-17.462240,-66.094155, Calle Roma #3005, Valle Hermoso, D8
-17.458436,-66.091763, Calle Hamburgo #3006, Ushpa Ushpa, D8
-17.452274,-66.122585, Calle Ticti #3007, Ticti Norte, D8
-17.444802,-66.120531, Calle Sierra Nevada #3008, Valle Hermoso, D8
-17.426135,-66.138519, Calle Colorado #3009, Ushpa Ushpa, D8
-17.443804,-66.126418, Calle Roma #3010, Ticti Norte, D8
-17.457672,-66.089928, Calle Hamburgo #3011, Valle Hermoso, D8
-17.453973,-66.104625, Calle Ticti #3012, Ushpa Ushpa, D8
-17.455160,-66.122406, Calle Sierra Nevada #3013, Ticti Norte, D8
-17.461149,-66.111838, Calle Colorado #3014, Valle Hermoso, D8
-17.434544,-66.135065, Calle Roma #3015, Ushpa Ushpa, D8
-17.460003,-66.099312, Calle Hamburgo #3016, Ticti Norte, D8
-17.465099,-66.110298, Calle Ticti #3017, Valle Hermoso, D8
-17.442376,-66.102710, Calle Sierra Nevada #3018, Ushpa Ushpa, D8
-17.467546,-66.108379, Calle Colorado #3019, Ticti Norte, D8
-17.472514,-66.098344, Calle Roma #3020, Valle Hermoso, D8
-17.431795,-66.138002, Calle Hamburgo #3021, Ushpa Ushpa, D8
-17.453847,-66.103092, Calle Ticti #3022, Ticti Norte, D8
-17.460055,-66.093094, Calle Sierra Nevada #3023, Valle Hermoso, D8
-17.461461,-66.111784, Calle Colorado #3024, Ushpa Ushpa, D8
-17.459423,-66.106615, Calle Roma #3025, Ticti Norte, D8
-17.444824,-66.121377, Calle Hamburgo #3026, Valle Hermoso, D8
-17.471410,-66.088468, Calle Ticti #3027, Ushpa Ushpa, D8
-17.475417,-66.097763, Calle Sierra Nevada #3028, Ticti Norte, D8
-17.469276,-66.096248, Calle Colorado #3029, Valle Hermoso, D8
-17.458186,-66.109539, Calle Roma #3030, Ushpa Ushpa, D8
-17.467838,-66.095335, Calle Hamburgo #3031, Ticti Norte, D8
-17.477461,-66.103663, Calle Ticti #3032, Valle Hermoso, D8
-17.472136,-66.104198, Calle Sierra Nevada #3033, Ushpa Ushpa, D8
-17.447520,-66.122606, Calle Colorado #3034, Ticti Norte, D8
-17.441648,-66.132163, Calle Roma #3035, Valle Hermoso, D8
-17.453099,-66.101741, Calle Hamburgo #3036, Ushpa Ushpa, D8
-17.443089,-66.099192, Calle Ticti #3037, Ticti Norte, D8
-17.431690,-66.137796, Calle Sierra Nevada #3038, Valle Hermoso, D8
-17.471588,-66.094696, Calle Colorado #3039, Ushpa Ushpa, D8
-17.436607,-66.140790, Calle Roma #3040, Ticti Norte, D8
-17.456324,-66.121398, Calle Hamburgo #3041, Valle Hermoso, D8
-17.456688,-66.122177, Calle Ticti #3042, Ushpa Ushpa, D8
-17.446128,-66.133611, Calle Sierra Nevada #3043, Ticti Norte, D8
-17.431973,-66.147495, Calle Colorado #3044, Valle Hermoso, D8
-17.445174,-66.129498, Calle Roma #3045, Ushpa Ushpa, D8
-17.461423,-66.119116, Calle Hamburgo #3046, Ticti Norte, D8
-17.446736,-66.128500, Calle Ticti #3047, Valle Hermoso, D8
-17.453547,-66.122545, Calle Sierra Nevada #3048, Ushpa Ushpa, D8
-17.457393,-66.120630, Calle Colorado #3049, Ticti Norte, D8
-17.463322,-66.118881, Calle Roma #3050, Valle Hermoso, D8
-17.465657,-66.107675, Calle Hamburgo #3051, Ushpa Ushpa, D8
-17.434708,-66.137971, Calle Ticti #3052, Ticti Norte, D8
-17.464505,-66.095105, Calle Sierra Nevada #3053, Valle Hermoso, D8
-17.438730,-66.134819, Calle Colorado #3054, Ushpa Ushpa, D8
-17.466624,-66.111474, Calle Roma #3055, Ticti Norte, D8
-17.477558,-66.104684, Calle Hamburgo #3056, Valle Hermoso, D8
-17.462879,-66.087953, Calle Ticti #3057, Ushpa Ushpa, D8
-17.455499,-66.104648, Calle Sierra Nevada #3058, Ticti Norte, D8
-17.453911,-66.097338, Calle Colorado #3059, Valle Hermoso, D8
-17.432693,-66.139486, Calle Roma #3060, Ushpa Ushpa, D8
-17.461747,-66.102310, Calle Hamburgo #3061, Ticti Norte, D8
-17.471969,-66.091977, Calle Ticti #3062, Valle Hermoso, D8
-17.469547,-66.103243, Calle Sierra Nevada #3063, Ushpa Ushpa, D8
-17.460317,-66.121741, Calle Colorado #3064, Ticti Norte, D8
-17.441469,-66.140640, Calle Roma #3065, Valle Hermoso, D8
-17.448709,-66.098358, Calle Hamburgo #3066, Ushpa Ushpa, D8
-17.463690,-66.096912, Calle Ticti #3067, Ticti Norte, D8
-17.448236,-66.129741, Calle Sierra Nevada #3068, Valle Hermoso, D8
-17.462567,-66.112561, Calle Colorado #3069, Ushpa Ushpa, D8
-17.440152,-66.137601, Calle Roma #3070, Ticti Norte, D8
-17.439599,-66.141954, Calle Hamburgo #3071, Valle Hermoso, D8
-17.478739,-66.095505, Calle Ticti #3072, Ushpa Ushpa, D8
-17.430147,-66.142516, Calle Sierra Nevada #3073, Ticti Norte, D8
-17.458824,-66.100967, Calle Colorado #3074, Valle Hermoso, D8
-17.451789,-66.120426, Calle Roma #3075, Ushpa Ushpa, D8
-17.460276,-66.092268, Calle Hamburgo #3076, Ticti Norte, D8
-17.431031,-66.142835, Calle Ticti #3077, Valle Hermoso, D8
-17.475059,-66.097439, Calle Sierra Nevada #3078, Ushpa Ushpa, D8
-17.435585,-66.145735, Calle Colorado #3079, Ticti Norte, D8
-17.433597,-66.134213, Calle Roma #3080, Valle Hermoso, D8
-17.468593,-66.092638, Calle Hamburgo #3081, Ushpa Ushpa, D8
-17.468194,-66.112205, Calle Ticti #3082, Ticti Norte, D8
-17.463413,-66.108485, Calle Sierra Nevada #3083, Valle Hermoso, D8
-17.432401,-66.142891, Calle Colorado #3084, Ushpa Ushpa, D8
-17.464519,-66.115533, Calle Roma #3085, Ticti Norte, D8
-17.468871,-66.106904, Calle Hamburgo #3086, Valle Hermoso, D8
-17.445844,-66.120870, Calle Ticti #3087, Ushpa Ushpa, D8
-17.478212,-66.095751, Calle Sierra Nevada #3088, Ticti Norte, D8
-17.440462,-66.101362, Calle Colorado #3089, Valle Hermoso, D8
-17.430460,-66.142846, Calle Roma #3090, Ushpa Ushpa, D8
-17.479861,-66.102520, Calle Hamburgo #3091, Ticti Norte, D8
-17.475394,-66.101753, Calle Ticti #3092, Valle Hermoso, D8
-17.438612,-66.143828, Calle Sierra Nevada #3093, Ushpa Ushpa, D8
-17.482983,-66.097234, Calle Colorado #3094, Ticti Norte, D8
-17.453452,-66.099812, Calle Roma #3095, Valle Hermoso, D8
-17.474876,-66.099087, Calle Hamburgo #3096, Ushpa Ushpa, D8
-17.468693,-66.096140, Calle Ticti #3097, Ticti Norte, D8
-17.481171,-66.101416, Calle Sierra Nevada #3098, Valle Hermoso, D8
-17.446046,-66.100064, Calle Colorado #3099, Ushpa Ushpa, D8
-17.459913,-66.095305, Calle Roma #3100, Ticti Norte, D8
-17.452992,-66.123615, Calle Hamburgo #3101, Valle Hermoso, D8
-17.446006,-66.121676, Calle Ticti #3102, Ushpa Ushpa, D8
-17.427327,-66.134256, Calle Sierra Nevada #3103, Ticti Norte, D8
-17.457673,-66.091651, Calle Colorado #3104, Valle Hermoso, D8
-17.444409,-66.120521, Calle Roma #3105, Ushpa Ushpa, D8
-17.469719,-66.093667, Calle Hamburgo #3106, Ticti Norte, D8
-17.481238,-66.100571, Calle Ticti #3107, Valle Hermoso, D8
-17.464419,-66.089891, Calle Sierra Nevada #3108, Ushpa Ushpa, D8
-17.477595,-66.091055, Calle Colorado #3109, Ticti Norte, D8
-17.460674,-66.114927, Calle Roma #3110, Valle Hermoso, D8
-17.429391,-66.136574, Calle Hamburgo #3111, Ushpa Ushpa, D8
-17.483306,-66.102482, Calle Ticti #3112, Ticti Norte, D8
-17.458985,-66.092406, Calle Sierra Nevada #3113, Valle Hermoso, D8
-17.473779,-66.086164, Calle Colorado #3114, Ushpa Ushpa, D8
-17.466238,-66.087173, Calle Roma #3115, Ticti Norte, D8
-17.434403,-66.130094, Calle Hamburgo #3116, Valle Hermoso, D8
-17.431196,-66.142208, Calle Ticti #3117, Ushpa Ushpa, D8
-17.474547,-66.109056, Calle Sierra Nevada #3118, Ticti Norte, D8
-17.464826,-66.092766, Calle Colorado #3119, Valle Hermoso, D8
-17.479182,-66.097150, Calle Roma #3120, Ushpa Ushpa, D8
-17.470451,-66.089646, Calle Hamburgo #3121, Ticti Norte, D8
-17.439571,-66.135602, Calle Ticti #3122, Valle Hermoso, D8
-17.433366,-66.134424, Calle Sierra Nevada #3123, Ushpa Ushpa, D8
-17.446209,-66.120693, Calle Colorado #3124, Ticti Norte, D8
-17.471889,-66.095796, Calle Roma #3125, Valle Hermoso, D8
-17.462938,-66.089332, Calle Hamburgo #3126, Ushpa Ushpa, D8
-17.462012,-66.091052, Calle Ticti #3127, Ticti Norte, D8
-17.440820,-66.134567, Calle Sierra Nevada #3128, Valle Hermoso, D8
-17.454891,-66.096585, Calle Colorado #3129, Ushpa Ushpa, D8
-17.465181,-66.116321, Calle Roma #3130, Ticti Norte, D8
-17.440502,-66.127893, Calle Hamburgo #3131, Valle Hermoso, D8
-17.481194,-66.096463, Calle Ticti #3132, Ushpa Ushpa, D8
-17.460509,-66.097135, Calle Sierra Nevada #3133, Ticti Norte, D8
-17.471246,-66.105218, Calle Colorado #3134, Valle Hermoso, D8
-17.440675,-66.130197, Calle Roma #3135, Ushpa Ushpa, D8
-17.475514,-66.106422, Calle Hamburgo #3136, Ticti Norte, D8
-17.475040,-66.100587, Calle Ticti #3137, Valle Hermoso, D8
-17.468170,-66.089676, Calle Sierra Nevada #3138, Ushpa Ushpa, D8
-17.467278,-66.086232, Calle Colorado #3139, Ticti Norte, D8
-17.451767,-66.119536, Calle Roma #3140, Valle Hermoso, D8
-17.432800,-66.131259, Calle Hamburgo #3141, Ushpa Ushpa, D8
-17.447853,-66.099388, Calle Ticti #3142, Ticti Norte, D8
-17.468682,-66.110867, Calle Sierra Nevada #3143, Valle Hermoso, D8
-17.465446,-66.088647, Calle Colorado #3144, Ushpa Ushpa, D8
-17.461193,-66.107918, Calle Roma #3145, Ticti Norte, D8
-17.455951,-66.119251, Calle Hamburgo #3146, Valle Hermoso, D8
-17.443511,-66.134876, Calle Ticti #3147, Ushpa Ushpa, D8
-17.470441,-66.111244, Calle Sierra Nevada #3148, Ticti Norte, D8
-17.459220,-66.106213, Calle Colorado #3149, Valle Hermoso, D8
-17.438772,-66.137809, Calle Roma #3150, Ushpa Ushpa, D8
-17.478185,-66.091329, Calle Hamburgo #3151, Ticti Norte, D8
-17.470740,-66.108210, Calle Ticti #3152, Valle Hermoso, D8
-17.442939,-66.135081, Calle Sierra Nevada #3153, Ushpa Ushpa, D8
-17.463090,-66.111247, Calle Colorado #3154, Ticti Norte, D8
-17.431964,-66.137072, Calle Roma #3155, Valle Hermoso, D8
-17.433612,-66.131384, Calle Hamburgo #3156, Ushpa Ushpa, D8
-17.461616,-66.098735, Calle Ticti #3157, Ticti Norte, D8
-17.463743,-66.111921, Calle Sierra Nevada #3158, Valle Hermoso, D8
-17.471686,-66.086320, Calle Colorado #3159, Ushpa Ushpa, D8
-17.438460,-66.100289, Calle Roma #3160, Ticti Norte, D8
-17.433416,-66.134414, Calle Hamburgo #3161, Valle Hermoso, D8
-17.429854,-66.145165, Calle Ticti #3162, Ushpa Ushpa, D8
-17.467237,-66.095596, Calle Sierra Nevada #3163, Ticti Norte, D8
-17.439858,-66.142302, Calle Colorado #3164, Valle Hermoso, D8
-17.438867,-66.129396, Calle Roma #3165, Ushpa Ushpa, D8
-17.483490,-66.098198, Calle Hamburgo #3166, Ticti Norte, D8
-17.443263,-66.102834, Calle Ticti #3167, Valle Hermoso, D8
-17.459507,-66.098606, Calle Sierra Nevada #3168, Ushpa Ushpa, D8
-17.458866,-66.120217, Calle Colorado #3169, Ticti Norte, D8
-17.476977,-66.109303, Calle Roma #3170, Valle Hermoso, D8
-17.440025,-66.102651, Calle Hamburgo #3171, Ushpa Ushpa, D8
-17.443076,-66.138058, Calle Ticti #3172, Ticti Norte, D8
-17.453448,-66.103635, Calle Sierra Nevada #3173, Valle Hermoso, D8
-17.456148,-66.118648, Calle Colorado #3174, Ushpa Ushpa, D8
-17.444432,-66.133896, Calle Roma #3175, Ticti Norte, D8
-17.454083,-66.119893, Calle Hamburgo #3176, Valle Hermoso, D8
-17.436455,-66.132253, Calle Ticti #3177, Ushpa Ushpa, D8
