-17.372714,-66.182021, Calle Tarija #100, Sarco, D3
-17.387062,-66.181993, Calle Monseñor Rivero #5823, Villa Busch, D3
-17.354924,-66.194313, Calle Adela Zamudio #5824, Sarco, D3
-17.354298,-66.191171, Calle Tarija #5825, Sarcobamba, D3
-17.378727,-66.191828, Calle Colón #5826, Villa Busch, D3
-17.354456,-66.192985, Av. América #5827, Sarco, D3
-17.355044,-66.191733, Calle Monseñor Rivero #5828, Sarcobamba, D3
-17.355304,-66.201963, Calle Adela Zamudio #5829, Villa Busch, D3
-17.363366,-66.193385, Calle Tarija #5830, Sarco, D3
-17.363398,-66.188157, Calle Colón #5831, Sarcobamba, D3
-17.376367,-66.180238, Av. América #5832, Villa Busch, D3
-17.351518,-66.194074, Calle Monseñor Rivero #5833, Sarco, D3
-17.376532,-66.201982, Calle Adela Zamudio #5834, Sarcobamba, D3
-17.370124,-66.194899, Calle Tarija #5835, Villa Busch, D3
-17.389485,-66.189975, Calle Colón #5836, Sarco, D3
-17.377980,-66.187438, Av. América #5837, Sarcobamba, D3
-17.385125,-66.192126, Calle Monseñor Rivero #5838, Villa Busch, D3
-17.377651,-66.177294, Calle Adela Zamudio #5839, Sarco, D3
-17.369447,-66.186927, Calle Tarija #5840, Sarcobamba, D3
-17.376679,-66.194486, Calle Colón #5841, Villa Busch, D3
-17.360528,-66.190858, Av. América #5842, Sarco, D3
-17.390080,-66.180439, Calle Monseñor Rivero #5843, Sarcobamba, D3
-17.348915,-66.200410, Calle Adela Zamudio #5844, Villa Busch, D3
-17.378495,-66.191482, Calle Tarija #5845, Sarco, D3
-17.377005,-66.183962, Calle Colón #5846, Sarcobamba, D3
-17.385602,-66.186708, Av. América #5847, Villa Busch, D3
-17.379202,-66.186329, Calle Monseñor Rivero #5848, Sarco, D3
-17.362920,-66.195284, Calle Adela Zamudio #5849, Sarcobamba, D3
-17.370610,-66.186198, Calle Tarija #5850, Villa Busch, D3
-17.380508,-66.205575, Calle Colón #5851, Sarco, D3
-17.374297,-66.201539, Av. América #5852, Sarcobamba, D3
-17.361287,-66.201461, Calle Monseñor Rivero #5853, Villa Busch, D3
-17.375047,-66.178829, Calle Adela Zamudio #5854, Sarco, D3
-17.358937,-66.200650, Calle Tarija #5855, Sarcobamba, D3
-17.391034,-66.180410, Calle Colón #5856, Villa Busch, D3
-17.366318,-66.188629, Av. América #5857, Sarco, D3
-17.364118,-66.194799, Calle Monseñor Rivero #5858, Sarcobamba, D3
-17.362996,-66.203844, Calle Adela Zamudio #5859, Villa Busch, D3
-17.384016,-66.182440, Calle Tarija #5860, Sarco, D3
-17.372671,-66.201634, Calle Colón #5861, Sarcobamba, D3
-17.358507,-66.196958, Av. América #5862, Villa Busch, D3
-17.375020,-66.187339, Calle Monseñor Rivero #5863, Sarco, D3
-17.355816,-66.187303, Calle Adela Zamudio #5864, Sarcobamba, D3
-17.364657,-66.180426, Calle Tarija #5865, Villa Busch, D3
-17.366893,-66.205012, Calle Colón #5866, Sarco, D3
-17.352095,-66.192530, Av. América #5867, Sarcobamba, D3
-17.379696,-66.194345, Calle Monseñor Rivero #5868, Villa Busch, D3
-17.373198,-66.198390, Calle Adela Zamudio #5869, Sarco, D3
-17.390950,-66.189502, Calle Tarija #5870, Sarcobamba, D3
-17.376026,-66.198079, Calle Colón #5871, Villa Busch, D3
-17.376765,-66.191853, Av. América #5872, Sarco, D3
-17.366930,-66.189958, Calle Monseñor Rivero #5873, Sarcobamba, D3
-17.354496,-66.197813, Calle Adela Zamudio #5874, Villa Busch, D3
-17.391364,-66.181153, Calle Tarija #5875, Sarco, D3
-17.371906,-66.196408, Calle Colón #5876, Sarcobamba, D3
-17.378044,-66.197342, Av. América #5877, Villa Busch, D3
-17.374758,-66.192464, Calle Monseñor Rivero #5878, Sarco, D3
-17.385074,-66.183804, Calle Adela Zamudio #5879, Sarcobamba, D3
-17.378786,-66.191989, Calle Tarija #5880, Villa Busch, D3
-17.356104,-66.199642, Calle Colón #5881, Sarco, D3
-17.355975,-66.197128, Av. América #5882, Sarcobamba, D3
-17.364730,-66.201701, Calle Monseñor Rivero #5883, Villa Busch, D3
-17.357258,-66.197125, Calle Adela Zamudio #5884, Sarco, D3
-17.382715,-66.190006, Calle Tarija #5885, Sarcobamba, D3
-17.368020,-66.192475, Calle Colón #5886, Villa Busch, D3
-17.375824,-66.186300, Av. América #5887, Sarco, D3
-17.351516,-66.199262, Calle Monseñor Rivero #5888, Sarcobamba, D3
-17.384378,-66.183977, Calle Adela Zamudio #5889, Villa Busch, D3
-17.354731,-66.188657, Calle Tarija #5890, Sarco, D3
-17.357342,-66.200650, Calle Colón #5891, Sarcobamba, D3
-17.370288,-66.204053, Av. América #5892, Villa Busch, D3
-17.378262,-66.201220, Calle Monseñor Rivero #5893, Sarco, D3
-17.371369,-66.198027, Calle Adela Zamudio #5894, Sarcobamba, D3
-17.368911,-66.183481, Calle Tarija #5895, Villa Busch, D3
-17.355717,-66.188104, Calle Colón #5896, Sarco, D3
-17.376332,-66.181167, Av. América #5897, Sarcobamba, D3
-17.370355,-66.178173, Calle Monseñor Rivero #5898, Villa Busch, D3
-17.362075,-66.198146, Calle Adela Zamudio #5899, Sarco, D3
-17.370357,-66.181318, Calle Tarija #5900, Sarcobamba, D3
-17.382432,-66.182579, Calle Colón #5901, Villa Busch, D3
-17.367167,-66.184026, Av. América #5902, Sarco, D3
-17.369981,-66.192912, Calle Monseñor Rivero #5903, Sarcobamba, D3
-17.372115,-66.181521, Calle Adela Zamudio #5904, Villa Busch, D3
-17.371404,-66.187273, Calle Tarija #5905, Sarco, D3
-17.376551,-66.181469, Calle Colón #5906, Sarcobamba, D3
-17.389923,-66.179777, Av. América #5907, Villa Busch, D3
-17.356823,-66.203450, Calle Monseñor Rivero #5908, Sarco, D3
-17.374003,-66.202585, Calle Adela Zamudio #5909, Sarcobamba, D3
-17.358281,-66.201365, Calle Tarija #5910, Villa Busch, D3
-17.387095,-66.193422, Calle Colón #5911, Sarco, D3
-17.391084,-66.185322, Av. América #5912, Sarcobamba, D3
-17.359580,-66.193125, Calle Monseñor Rivero #5913, Villa Busch, D3
-17.375140,-66.202842, Calle Adela Zamudio #5914, Sarco, D3
-17.378700,-66.189999, Calle Tarija #5915, Sarcobamba, D3
-17.360377,-66.184973, Calle Colón #5916, Villa Busch, D3
-17.382898,-66.191142, Av. América #5917, Sarco, D3
-17.376823,-66.189752, Calle Monseñor Rivero #5918, Sarcobamba, D3
-17.367794,-66.189080, Calle Adela Zamudio #5919, Villa Busch, D3
-17.367932,-66.189405, Calle Tarija #5920, Sarco, D3
-17.359429,-66.191319, Calle Colón #5921, Sarcobamba, D3
-17.386008,-66.183599, Av. América #5922, Villa Busch, D3
-17.360377,-66.186762, Calle Monseñor Rivero #5923, Sarco, D3
-17.366718,-66.201504, Calle Adela Zamudio #5924, Sarcobamba, D3
-17.363824,-66.196998, Calle Tarija #5925, Villa Busch, D3
-17.375592,-66.204433, Calle Colón #5926, Sarco, D3
-17.369165,-66.186501, Av. América #5927, Sarcobamba, D3
-17.382496,-66.178201, Calle Monseñor Rivero #5928, Villa Busch, D3
-17.366092,-66.197154, Calle Adela Zamudio #5929, Sarco, D3
-17.354983,-66.201853, Calle Tarija #5930, Sarcobamba, D3
-17.375293,-66.185304, Calle Colón #5931, Villa Busch, D3
-17.384467,-66.185697, Av. América #5932, Sarco, D3
-17.374168,-66.191837, Calle Monseñor Rivero #5933, Sarcobamba, D3
-17.360708,-66.185180, Calle Adela Zamudio #5934, Villa Busch, D3
-17.369523,-66.201357, Calle Tarija #5935, Sarco, D3
-17.369105,-66.206891, Calle Colón #5936, Sarcobamba, D3
-17.367058,-66.201196, Av. América #5937, Villa Busch, D3
-17.366078,-66.201181, Calle Monseñor Rivero #5938, Sarco, D3
-17.356918,-66.197526, Calle Adela Zamudio #5939, Sarcobamba, D3
-17.358300,-66.202177, Calle Tarija #5940, Villa Busch, D3
-17.382768,-66.194987, Calle Colón #5941, Sarco, D3
-17.354402,-66.195518, Av. América #5942, Sarcobamba, D3
-17.350055,-66.197894, Calle Monseñor Rivero #5943, Villa Busch, D3
-17.387219,-66.188612, Calle Adela Zamudio #5944, Sarco, D3
-17.390087,-66.187902, Calle Tarija #5945, Sarcobamba, D3
-17.375608,-66.200807, Calle Colón #5946, Villa Busch, D3
-17.356964,-66.196605, Av. América #5947, Sarco, D3
-17.371014,-66.182455, Calle Monseñor Rivero #5948, Sarcobamba, D3
-17.364818,-66.199494, Calle Adela Zamudio #5949, Villa Busch, D3
-17.381965,-66.191901, Calle Tarija #5950, Sarco, D3
-17.359873,-66.185943, Calle Colón #5951, Sarcobamba, D3
-17.388605,-66.183634, Av. América #5952, Villa Busch, D3
-17.380104,-66.203353, Calle Monseñor Rivero #5953, Sarco, D3
-17.382972,-66.182922, Calle Adela Zamudio #5954, Sarcobamba, D3
-17.384545,-66.193288, Calle Tarija #5955, Villa Busch, D3
-17.366282,-66.194850, Calle Colón #5956, Sarco, D3
-17.387940,-66.191170, Av. América #5957, Sarcobamba, D3
-17.382893,-66.182207, Calle Monseñor Rivero #5958, Villa Busch, D3
-17.363425,-66.191536, Calle Adela Zamudio #5959, Sarco, D3
-17.361197,-66.183316, Calle Tarija #5960, Sarcobamba, D3
-17.361045,-66.202107, Calle Colón #5961, Villa Busch, D3
-17.375244,-66.190599, Av. América #5962, Sarco, D3
-17.358645,-66.186763, Calle Monseñor Rivero #5963, Sarcobamba, D3
-17.356163,-66.201704, Calle Adela Zamudio #5964, Villa Busch, D3
-17.388721,-66.188536, Calle Tarija #5965, Sarco, D3
-17.366829,-66.195030, Calle Colón #5966, Sarcobamba, D3
-17.391752,-66.184959, Av. América #5967, Villa Busch, D3
-17.388873,-66.190001, Calle Monseñor Rivero #5968, Sarco, D3
-17.379943,-66.206550, Calle Adela Zamudio #5969, Sarcobamba, D3
-17.372076,-66.182691, Calle Tarija #5970, Villa Busch, D3
-17.370952,-66.204875, Calle Colón #5971, Sarco, D3
-17.382422,-66.192091, Av. América #5972, Sarcobamba, D3
-17.388187,-66.194920, Calle Monseñor Rivero #5973, Villa Busch, D3
-17.364313,-66.196286, Calle Adela Zamudio #5974, Sarco, D3
-17.376576,-66.207222, Calle Tarija #5975, Sarcobamba, D3
-17.370076,-66.183222, Calle Colón #5976, Villa Busch, D3
-17.353149,-66.200233, Av. América #5977, Sarco, D3
-17.385196,-66.195881, Calle Monseñor Rivero #5978, Sarcobamba, D3
-17.373890,-66.184728, Calle Adela Zamudio #5979, Villa Busch, D3
-17.367150,-66.199185, Calle Tarija #5980, Sarco, D3
-17.353938,-66.201671, Calle Colón #5981, Sarcobamba, D3
-17.373684,-66.194361, Av. América #5982, Villa Busch, D3
-17.368193,-66.202209, Calle Monseñor Rivero #5983, Sarco, D3
-17.375963,-66.199481, Calle Adela Zamudio #5984, Sarcobamba, D3
-17.366538,-66.194691, Calle Tarija #5985, Villa Busch, D3
-17.382564,-66.179706, Calle Colón #5986, Sarco, D3
-17.356263,-66.199900, Av. América #5987, Sarcobamba, D3
-17.371438,-66.190933, Calle Monseñor Rivero #5988, Villa Busch, D3
-17.391836,-66.194565, Calle Adela Zamudio #5989, Sarco, D3
-17.371909,-66.204373, Calle Tarija #5990, Sarcobamba, D3
-17.372770,-66.194617, Calle Colón #5991, Villa Busch, D3
-17.364876,-66.204842, Av. América #5992, Sarco, D3
-17.358773,-66.193963, Calle Monseñor Rivero #5993, Sarcobamba, D3
-17.377370,-66.200485, Calle Adela Zamudio #5994, Villa Busch, D3
-17.369630,-66.179145, Calle Tarija #5995, Sarco, D3
-17.351888,-66.200329, Calle Colón #5996, Sarcobamba, D3
-17.354389,-66.195835, Av. América #5997, Villa Busch, D3
-17.371290,-66.193563, Calle Monseñor Rivero #5998, Sarco, D3
-17.385568,-66.191491, Calle Adela Zamudio #5999, Sarcobamba, D3
-17.385248,-66.183177, Calle Tarija #6000, Villa Busch, D3
-17.384371,-66.193150, Calle Colón #6001, Sarco, D3
-17.381603,-66.191089, Av. América #6002, Sarcobamba, D3
-17.367597,-66.204312, Calle Monseñor Rivero #6003, Villa Busch, D3
-17.361286,-66.193075, Calle Adela Zamudio #6004, Sarco, D3
-17.391629,-66.190853, Calle Tarija #6005, Sarcobamba, D3
-17.372241,-66.179595, Calle Colón #6006, Villa Busch, D3
-17.370882,-66.204775, Av. América #6007, Sarco, D3
-17.365935,-66.190399, Calle Monseñor Rivero #6008, Sarcobamba, D3
-17.372118,-66.205870, Calle Adela Zamudio #6009, Villa Busch, D3
-17.356123,-66.200215, Calle Tarija #6010, Sarco, D3
-17.363953,-66.184685, Calle Colón #6011, Sarcobamba, D3
-17.380868,-66.179772, Av. América #6012, Villa Busch, D3
-17.354332,-66.190855, Calle Monseñor Rivero #6013, Sarco, D3
-17.386117,-66.188067, Calle Adela Zamudio #6014, Sarcobamba, D3
-17.373280,-66.198302, Calle Tarija #6015, Villa Busch, D3
-17.391849,-66.184103, Calle Colón #6016, Sarco, D3
-17.362275,-66.187089, Av. América #6017, Sarcobamba, D3
-17.383416,-66.181806, Calle Monseñor Rivero #6018, Villa Busch, D3
-17.359696,-66.185907, Calle Adela Zamudio #6019, Sarco, D3
-17.376937,-66.178068, Calle Tarija #6020, Sarcobamba, D3
-17.355889,-66.191591, Calle Colón #6021, Villa Busch, D3
-17.371637,-66.197348, Av. América #6022, Sarco, D3
-17.351772,-66.197222, Calle Monseñor Rivero #6023, Sarcobamba, D3
-17.379901,-66.193392, Calle Adela Zamudio #6024, Villa Busch, D3
-17.375803,-66.196800, Calle Tarija #6025, Sarco, D3
-17.385028,-66.179412, Calle Colón #6026, Sarcobamba, D3
-17.373293,-66.183766, Av. América #6027, Villa Busch, D3
-17.362190,-66.189737, Calle Monseñor Rivero #6028, Sarco, D3
-17.364560,-66.193687, Calle Adela Zamudio #6029, Sarcobamba, D3
-17.374401,-66.193260, Calle Tarija #6030, Villa Busch, D3
-17.373823,-66.202223, Calle Colón #6031, Sarco, D3
-17.354735,-66.194642, Av. América #6032, Sarcobamba, D3
-17.376146,-66.204710, Calle Monseñor Rivero #6033, Villa Busch, D3
-17.380044,-66.201868, Calle Adela Zamudio #6034, Sarco, D3
-17.359971,-66.185903, Calle Tarija #6035, Sarcobamba, D3
-17.387334,-66.191258, Calle Colón #6036, Villa Busch, D3
-17.366076,-66.184065, Av. América #6037, Sarco, D3
-17.373663,-66.181786, Calle Monseñor Rivero #6038, Sarcobamba, D3
-17.354089,-66.193461, Calle Adela Zamudio #6039, Villa Busch, D3
-17.387592,-66.191038, Calle Tarija #6040, Sarco, D3
-17.379073,-66.187335, Calle Colón #6041, Sarcobamba, D3
-17.383859,-66.190680, Av. América #6042, Villa Busch, D3
-17.366208,-66.184126, Calle Monseñor Rivero #6043, Sarco, D3
-17.384643,-66.186710, Calle Adela Zamudio #6044, Sarcobamba, D3
-17.353977,-66.195083, Calle Tarija #6045, Villa Busch, D3
-17.380933,-66.182434, Calle Colón #6046, Sarco, D3
-17.365886,-66.191842, Av. América #6047, Sarcobamba, D3
-17.356106,-66.200390, Calle Monseñor Rivero #6048, Villa Busch, D3
-17.377918,-66.181103, Calle Adela Zamudio #6049, Sarco, D3
-17.359872,-66.202660, Calle Tarija #6050, Sarcobamba, D3
-17.384849,-66.190933, Calle Colón #6051, Villa Busch, D3
-17.349935,-66.197630, Av. América #6052, Sarco, D3
-17.373992,-66.189811, Calle Monseñor Rivero #6053, Sarcobamba, D3
-17.365501,-66.200067, Calle Adela Zamudio #6054, Villa Busch, D3
-17.383326,-66.178353, Calle Tarija #6055, Sarco, D3
-17.382698,-66.192361, Calle Colón #6056, Sarcobamba, D3
-17.355290,-66.199483, Av. América #6057, Villa Busch, D3
-17.386494,-66.188435, Calle Monseñor Rivero #6058, Sarco, D3
-17.390584,-66.195687, Calle Adela Zamudio #6059, Sarcobamba, D3
-17.388127,-66.193722, Calle Tarija #6060, Villa Busch, D3
-17.368527,-66.196118, Calle Colón #6061, Sarco, D3
-17.384534,-66.189134, Av. América #6062, Sarcobamba, D3
-17.359866,-66.193337, Calle Monseñor Rivero #6063, Villa Busch, D3
-17.378736,-66.182014, Calle Adela Zamudio #6064, Sarco, D3
-17.359473,-66.189249, Calle Tarija #6065, Sarcobamba, D3
-17.370836,-66.182832, Calle Colón #6066, Villa Busch, D3
-17.360880,-66.199670, Av. América #6067, Sarco, D3
-17.362772,-66.202269, Calle Monseñor Rivero #6068, Sarcobamba, D3
-17.372534,-66.192904, Calle Adela Zamudio #6069, Villa Busch, D3
-17.389208,-66.181137, Calle Tarija #6070, Sarco, D3
-17.350766,-66.198275, Calle Colón #6071, Sarcobamba, D3
-17.376690,-66.178284, Av. América #6072, Villa Busch, D3
-17.354550,-66.197947, Calle Monseñor Rivero #6073, Sarco, D3
-17.365696,-66.179832, Calle Adela Zamudio #6074, Sarcobamba, D3
-17.362839,-66.190376, Calle Tarija #6075, Villa Busch, D3
-17.390485,-66.186854, Calle Colón #6076, Sarco, D3
-17.375006,-66.180747, Av. América #6077, Sarcobamba, D3
-17.373706,-66.180235, Calle Monseñor Rivero #6078, Villa Busch, D3
-17.368365,-66.193178, Calle Adela Zamudio #6079, Sarco, D3
-17.369367,-66.183845, Calle Tarija #6080, Sarcobamba, D3
-17.381723,-66.194994, Calle Colón #6081, Villa Busch, D3
-17.357143,-66.188474, Av. América #6082, Sarco, D3
-17.366038,-66.193740, Calle Monseñor Rivero #6083, Sarcobamba, D3
-17.384320,-66.190998, Calle Adela Zamudio #6084, Villa Busch, D3
-17.360107,-66.188185, Calle Tarija #6085, Sarco, D3
-17.380123,-66.179719, Calle Colón #6086, Sarcobamba, D3
-17.365348,-66.193401, Av. América #6087, Villa Busch, D3
-17.371140,-66.191653, Calle Monseñor Rivero #6088, Sarco, D3
-17.375033,-66.195294, Calle Adela Zamudio #6089, Sarcobamba, D3
-17.364899,-66.201826, Calle Tarija #6090, Villa Busch, D3
-17.366151,-66.197099, Calle Colón #6091, Sarco, D3
-17.360939,-66.196820, Av. América #6092, Sarcobamba, D3
-17.355427,-66.200777, Calle Monseñor Rivero #6093, Villa Busch, D3
-17.352515,-66.195447, Calle Adela Zamudio #6094, Sarco, D3
-17.381455,-66.206892, Calle Tarija #6095, Sarcobamba, D3
-17.374078,-66.193582, Calle Colón #6096, Villa Busch, D3
-17.374087,-66.188223, Av. América #6097, Sarco, D3
-17.381391,-66.184194, Calle Monseñor Rivero #6098, Sarcobamba, D3
-17.366213,-66.178824, Calle Adela Zamudio #6099, Villa Busch, D3
-17.375719,-66.196896, Calle Tarija #6100, Sarco, D3
-17.382371,-66.181141, Calle Colón #6101, Sarcobamba, D3
-17.379292,-66.206237, Av. América #6102, Villa Busch, D3
-17.366373,-66.198835, Calle Monseñor Rivero #6103, Sarco, D3
-17.351774,-66.196659, Calle Adela Zamudio #6104, Sarcobamba, D3
-17.379702,-66.194068, Calle Tarija #6105, Villa Busch, D3
-17.357370,-66.192454, Calle Colón #6106, Sarco, D3
-17.372153,-66.200988, Av. América #6107, Sarcobamba, D3
-17.374927,-66.206143, Calle Monseñor Rivero #6108, Villa Busch, D3
-17.355796,-66.194729, Calle Adela Zamudio #6109, Sarco, D3
-17.380379,-66.178652, Calle Tarija #6110, Sarcobamba, D3
-17.369135,-66.176608, Calle Colón #6111, Villa Busch, D3
-17.349204,-66.197785, Av. América #6112, Sarco, D3
-17.372487,-66.207455, Calle Monseñor Rivero #6113, Sarcobamba, D3
-17.379893,-66.186502, Calle Adela Zamudio #6114, Villa Busch, D3
-17.385336,-66.181072, Calle Tarija #6115, Sarco, D3
-17.387063,-66.185347, Calle Colón #6116, Sarcobamba, D3
-17.372339,-66.178297, Av. América #6117, Villa Busch, D3
-17.358058,-66.188098, Calle Monseñor Rivero #6118, Sarco, D3
-17.373690,-66.187158, Calle Adela Zamudio #6119, Sarcobamba, D3
-17.362868,-66.190350, Calle Tarija #6120, Villa Busch, D3
-17.385356,-66.190801, Calle Colón #6121, Sarco, D3
-17.372578,-66.192056, Av. América #6122, Sarcobamba, D3
-17.384984,-66.195780, Calle Monseñor Rivero #6123, Villa Busch, D3
-17.355215,-66.200413, Calle Adela Zamudio #6124, Sarco, D3
-17.389868,-66.190046, Calle Tarija #6125, Sarcobamba, D3
-17.384276,-66.187545, Calle Colón #6126, Villa Busch, D3
-17.367256,-66.186824, Av. América #6127, Sarco, D3
-17.375350,-66.186773, Calle Monseñor Rivero #6128, Sarcobamba, D3
-17.390611,-66.195121, Calle Adela Zamudio #6129, Villa Busch, D3
-17.391240,-66.180334, Calle Tarija #6130, Sarco, D3
-17.368198,-66.178166, Calle Colón #6131, Sarcobamba, D3
-17.366995,-66.181659, Av. América #6132, Villa Busch, D3
-17.391163,-66.191770, Calle Monseñor Rivero #6133, Sarco, D3
-17.383365,-66.190787, Calle Adela Zamudio #6134, Sarcobamba, D3
-17.379235,-66.182744, Calle Tarija #6135, Villa Busch, D3
-17.375259,-66.192198, Calle Colón #6136, Sarco, D3
-17.361459,-66.197701, Av. América #6137, Sarcobamba, D3
-17.367264,-66.180541, Calle Monseñor Rivero #6138, Villa Busch, D3
-17.384403,-66.180557, Calle Adela Zamudio #6139, Sarco, D3
-17.357618,-66.190996, Calle Tarija #6140, Sarcobamba, D3
-17.363145,-66.191081, Calle Colón #6141, Villa Busch, D3
-17.350046,-66.195760, Av. América #6142, Sarco, D3
-17.357907,-66.202555, Calle Monseñor Rivero #6143, Sarcobamba, D3
-17.361619,-66.186314, Calle Adela Zamudio #6144, Villa Busch, D3
-17.350548,-66.197141, Calle Tarija #6145, Sarco, D3
-17.362153,-66.194145, Calle Colón #6146, Sarcobamba, D3
-17.384553,-66.183962, Av. América #6147, Villa Busch, D3
-17.373979,-66.193127, Calle Monseñor Rivero #6148, Sarco, D3
-17.384854,-66.180757, Calle Adela Zamudio #6149, Sarcobamba, D3
-17.362209,-66.193943, Calle Tarija #6150, Villa Busch, D3
-17.379494,-66.177537, Calle Colón #6151, Sarco, D3
-17.372443,-66.196077, Av. América #6152, Sarcobamba, D3
-17.351187,-66.198915, Calle Monseñor Rivero #6153, Villa Busch, D3
-17.363021,-66.187728, Calle Adela Zamudio #6154, Sarco, D3
-17.380963,-66.177866, Calle Tarija #6155, Sarcobamba, D3
-17.378357,-66.202901, Calle Colón #6156, Villa Busch, D3
-17.357483,-66.195677, Av. América #6157, Sarco, D3
-17.360494,-66.203350, Calle Monseñor Rivero #6158, Sarcobamba, D3
-17.386502,-66.186023, Calle Adela Zamudio #6159, Villa Busch, D3
-17.377161,-66.206372, Calle Tarija #6160, Sarco, D3
-17.370384,-66.199040, Calle Colón #6161, Sarcobamba, D3
-17.367453,-66.191973, Av. América #6162, Villa Busch, D3
-17.377792,-66.186977, Calle Monseñor Rivero #6163, Sarco, D3
-17.375256,-66.184531, Calle Adela Zamudio #6164, Sarcobamba, D3
-17.377586,-66.185303, Calle Tarija #6165, Villa Busch, D3
-17.389239,-66.184108, Calle Colón #6166, Sarco, D3
-17.365784,-66.182405, Av. América #6167, Sarcobamba, D3
-17.380317,-66.184266, Calle Monseñor Rivero #6168, Villa Busch, D3
-17.363064,-66.202783, Calle Adela Zamudio #6169, Sarco, D3
-17.376571,-66.195206, Calle Tarija #6170, Sarcobamba, D3
-17.385848,-66.185369, Calle Colón #6171, Villa Busch, D3
-17.381281,-66.192030, Av. América #6172, Sarco, D3
-17.375930,-66.206126, Calle Monseñor Rivero #6173, Sarcobamba, D3
-17.391570,-66.183119, Calle Adela Zamudio #6174, Villa Busch, D3
-17.357127,-66.200012, Calle Tarija #6175, Sarco, D3
-17.376394,-66.177821, Calle Colón #6176, Sarcobamba, D3
-17.387377,-66.187775, Av. América #6177, Villa Busch, D3
-17.374698,-66.187504, Calle Monseñor Rivero #6178, Sarco, D3
-17.372309,-66.201600, Calle Adela Zamudio #6179, Sarcobamba, D3
-17.361867,-66.184840, Calle Tarija #6180, Villa Busch, D3
-17.364847,-66.197895, Calle Colón #6181, Sarco, D3
-17.375529,-66.183736, Av. América #6182, Sarcobamba, D3
-17.389327,-66.192146, Calle Monseñor Rivero #6183, Villa Busch, D3
-17.380547,-66.202248, Calle Adela Zamudio #6184, Sarco, D3
-17.370683,-66.193839, Calle Tarija #6185, Sarcobamba, D3
-17.375335,-66.180921, Calle Colón #6186, Villa Busch, D3
-17.374291,-66.201243, Av. América #6187, Sarco, D3
-17.359582,-66.186733, Calle Monseñor Rivero #6188, Sarcobamba, D3
-17.386062,-66.195448, Calle Adela Zamudio #6189, Villa Busch, D3
-17.389836,-66.186323, Calle Tarija #6190, Sarco, D3
-17.379081,-66.192742, Calle Colón #6191, Sarcobamba, D3
-17.384723,-66.193431, Av. América #6192, Villa Busch, D3
-17.385038,-66.181133, Calle Monseñor Rivero #6193, Sarco, D3
-17.370709,-66.192314, Calle Adela Zamudio #6194, Sarcobamba, D3
-17.358897,-66.190933, Calle Tarija #6195, Villa Busch, D3
-17.367695,-66.183345, Calle Colón #6196, Sarco, D3
-17.360459,-66.199236, Av. América #6197, Sarcobamba, D3
-17.377470,-66.186795, Calle Monseñor Rivero #6198, Villa Busch, D3
-17.375996,-66.200117, Calle Adela Zamudio #6199, Sarco, D3
-17.388066,-66.185032, Calle Tarija #6200, Sarcobamba, D3
-17.358319,-66.196278, Calle Colón #6201, Villa Busch, D3
-17.385942,-66.178644, Av. América #6202, Sarco, D3
-17.364240,-66.191282, Calle Monseñor Rivero #6203, Sarcobamba, D3
-17.351919,-66.198544, Calle Adela Zamudio #6204, Villa Busch, D3
-17.365408,-66.204831, Calle Tarija #6205, Sarco, D3
-17.375101,-66.184771, Calle Colón #6206, Sarcobamba, D3
-17.353116,-66.202216, Av. América #6207, Villa Busch, D3
-17.387526,-66.194135, Calle Monseñor Rivero #6208, Sarco, D3
-17.365990,-66.201494, Calle Adela Zamudio #6209, Sarcobamba, D3
-17.372004,-66.179945, Calle Tarija #6210, Villa Busch, D3
-17.384104,-66.186018, Calle Colón #6211, Sarco, D3
-17.368376,-66.205174, Av. América #6212, Sarcobamba, D3
-17.365672,-66.203983, Calle Monseñor Rivero #6213, Villa Busch, D3
-17.359098,-66.202715, Calle Adela Zamudio #6214, Sarco, D3
-17.373292,-66.190248, Calle Tarija #6215, Sarcobamba, D3
-17.376126,-66.187163, Calle Colón #6216, Villa Busch, D3
-17.379849,-66.196709, Av. América #6217, Sarco, D3
-17.371411,-66.183154, Calle Monseñor Rivero #6218, Sarcobamba, D3
-17.368232,-66.195190, Calle Adela Zamudio #6219, Villa Busch, D3
-17.387515,-66.186272, Calle Tarija #6220, Sarco, D3
-17.376974,-66.188154, Calle Colón #6221, Sarcobamba, D3
-17.390408,-66.180187, Av. América #6222, Villa Busch, D3
-17.376367,-66.206116, Calle Monseñor Rivero #6223, Sarco, D3
-17.389661,-66.195694, Calle Adela Zamudio #6224, Sarcobamba, D3
-17.377562,-66.193850, Calle Tarija #6225, Villa Busch, D3
-17.391923,-66.190996, Calle Colón #6226, Sarco, D3
-17.368804,-66.183122, Av. América #6227, Sarcobamba, D3
-17.353034,-66.195299, Calle Monseñor Rivero #6228, Villa Busch, D3
-17.380955,-66.193338, Calle Adela Zamudio #6229, Sarco, D3
-17.386488,-66.188917, Calle Tarija #6230, Sarcobamba, D3
-17.361496,-66.183625, Calle Colón #6231, Villa Busch, D3
-17.386432,-66.184292, Av. América #6232, Sarco, D3
-17.367348,-66.179943, Calle Monseñor Rivero #6233, Sarcobamba, D3
-17.355855,-66.196660, Calle Adela Zamudio #6234, Villa Busch, D3
-17.378017,-66.195544, Calle Tarija #6235, Sarco, D3
-17.360825,-66.191813, Calle Colón #6236, Sarcobamba, D3
