-17.442000,-66.170180, Calle Tamborada #100, Pukara Grande, D9
-17.464066,-66.167006, Calle Tamborada #5330, 1ro de Mayo, D9
-17.447798,-66.208164, Calle San Benito #5331, Tamborada Pukarita, D9
-17.448782,-66.178664, Calle Abaroa #5332, Pukara Grande, D9
-17.424376,-66.202979, Calle 1ro de Mayo #5333, 1ro de Mayo, D9
-17.489652,-66.179949, Calle Esperanza #5334, Tamborada Pukarita, D9
-17.448531,-66.220700, Calle Tamborada #5335, Pukara Grande, D9
-17.441927,-66.174485, Calle San Benito #5336, 1ro de Mayo, D9
-17.486831,-66.189449, Calle Abaroa #5337, Tamborada Pukarita, D9
-17.420209,-66.199306, Calle 1ro de Mayo #5338, Pukara Grande, D9
-17.458998,-66.224247, Calle Esperanza #5339, 1ro de Mayo, D9
-17.473355,-66.230196, Calle Tamborada #5340, Tamborada Pukarita, D9
-17.464705,-66.233301, Calle San Benito #5341, Pukara Grande, D9
-17.480880,-66.201283, Calle Abaroa #5342, 1ro de Mayo, D9
-17.450018,-66.205586, Calle 1ro de Mayo #5343, Tamborada Pukarita, D9
-17.437457,-66.223179, Calle Esperanza #5344, Pukara Grande, D9
-17.467081,-66.196378, Calle Tamborada #5345, 1ro de Mayo, D9
-17.460817,-66.215776, Calle San Benito #5346, Tamborada Pukarita, D9
-17.475690,-66.214448, Calle Abaroa #5347, Pukara Grande, D9
-17.506671,-66.170602, Calle 1ro de Mayo #5348, 1ro de Mayo, D9
-17.480237,-66.201371, Calle Esperanza #5349, Tamborada Pukarita, D9
-17.455763,-66.230994, Calle Tamborada #5350, Pukara Grande, D9
-17.493660,-66.165153, Calle San Benito #5351, 1ro de Mayo, D9
-17.450072,-66.210304, Calle Abaroa #5352, Tamborada Pukarita, D9
-17.440415,-66.183113, Calle 1ro de Mayo #5353, Pukara Grande, D9
-17.493587,-66.191823, Calle Esperanza #5354, 1ro de Mayo, D9
-17.464185,-66.203700, Calle Tamborada #5355, Tamborada Pukarita, D9
-17.497210,-66.180648, Calle San Benito #5356, Pukara Grande, D9
-17.479787,-66.254370, Calle Abaroa #5357, 1ro de Mayo, D9
-17.474592,-66.202334, Calle 1ro de Mayo #5358, Tamborada Pukarita, D9
-17.474697,-66.250272, Calle Esperanza #5359, Pukara Grande, D9
-17.493827,-66.195187, Calle Tamborada #5360, 1ro de Mayo, D9
-17.425629,-66.206061, Calle San Benito #5361, Tamborada Pukarita, D9
-17.484940,-66.179508, Calle Abaroa #5362, Pukara Grande, D9
-17.467172,-66.196463, Calle 1ro de Mayo #5363, 1ro de Mayo, D9
-17.467633,-66.170460, Calle Esperanza #5364, Tamborada Pukarita, D9
-17.425441,-66.199745, Calle Tamborada #5365, Pukara Grande, D9
-17.480459,-66.238277, Calle San Benito #5366, 1ro de Mayo, D9
-17.464114,-66.231564, Calle Abaroa #5367, Tamborada Pukarita, D9
-17.484783,-66.188801, Calle 1ro de Mayo #5368, Pukara Grande, D9
-17.493981,-66.175284, Calle Esperanza #5369, 1ro de Mayo, D9
-17.482637,-66.247709, Calle Tamborada #5370, Tamborada Pukarita, D9
-17.406519,-66.209242, Calle San Benito #5371, Pukara Grande, D9
-17.459028,-66.208043, Calle Abaroa #5372, 1ro de Mayo, D9
-17.448497,-66.176898, Calle 1ro de Mayo #5373, Tamborada Pukarita, D9
-17.480832,-66.215651, Calle Esperanza #5374, Pukara Grande, D9
-17.431464,-66.211497, Calle Tamborada #5375, 1ro de Mayo, D9
-17.447272,-66.163137, Calle San Benito #5376, Tamborada Pukarita, D9
-17.452437,-66.179034, Calle Abaroa #5377, Pukara Grande, D9
-17.475117,-66.214321, Calle 1ro de Mayo #5378, 1ro de Mayo, D9
-17.454006,-66.220528, Calle Esperanza #5379, Tamborada Pukarita, D9
-17.474931,-66.203712, Calle Tamborada #5380, Pukara Grande, D9
-17.466165,-66.242887, Calle San Benito #5381, 1ro de Mayo, D9
-17.466221,-66.191087, Calle Abaroa #5382, Tamborada Pukarita, D9
-17.466099,-66.220238, Calle 1ro de Mayo #5383, Pukara Grande, D9
-17.431318,-66.210566, Calle Esperanza #5384, 1ro de Mayo, D9
-17.467227,-66.220212, Calle Tamborada #5385, Tamborada Pukarita, D9
-17.496567,-66.189640, Calle San Benito #5386, Pukara Grande, D9
-17.500135,-66.182492, Calle Abaroa #5387, 1ro de Mayo, D9
-17.440715,-66.165056, Calle 1ro de Mayo #5388, Tamborada Pukarita, D9
-17.482884,-66.200418, Calle Esperanza #5389, Pukara Grande, D9
-17.484707,-66.184989, Calle Tamborada #5390, 1ro de Mayo, D9
-17.480573,-66.246813, Calle San Benito #5391, Tamborada Pukarita, D9
-17.448104,-66.224999, Calle Abaroa #5392, Pukara Grande, D9
-17.465106,-66.210724, Calle 1ro de Mayo #5393, 1ro de Mayo, D9
-17.456947,-66.200340, Calle Esperanza #5394, Tamborada Pukarita, D9
-17.472084,-66.194597, Calle Tamborada #5395, Pukara Grande, D9
-17.444941,-66.178745, Calle San Benito #5396, 1ro de Mayo, D9
-17.441935,-66.168292, Calle Abaroa #5397, Tamborada Pukarita, D9
-17.466382,-66.185169, Calle 1ro de Mayo #5398, Pukara Grande, D9
-17.440571,-66.205941, Calle Esperanza #5399, 1ro de Mayo, D9
-17.457345,-66.205521, Calle Tamborada #5400, Tamborada Pukarita, D9
-17.447934,-66.205411, Calle San Benito #5401, Pukara Grande, D9
-17.476667,-66.156195, Calle Abaroa #5402, 1ro de Mayo, D9
-17.479370,-66.209805, Calle 1ro de Mayo #5403, Tamborada Pukarita, D9
-17.462220,-66.227898, Calle Esperanza #5404, Pukara Grande, D9
-17.413462,-66.197479, Calle Tamborada #5405, 1ro de Mayo, D9
-17.488173,-66.197547, Calle San Benito #5406, Tamborada Pukarita, D9
-17.432105,-66.203473, Calle Abaroa #5407, Pukara Grande, D9
-17.462406,-66.211347, Calle 1ro de Mayo #5408, 1ro de Mayo, D9
-17.492616,-66.158344, Calle Esperanza #5409, Tamborada Pukarita, D9
-17.426563,-66.214011, Calle Tamborada #5410, Pukara Grande, D9
-17.435194,-66.183627, Calle San Benito #5411, 1ro de Mayo, D9
-17.482719,-66.193012, Calle Abaroa #5412, Tamborada Pukarita, D9
-17.469936,-66.164736, Calle 1ro de Mayo #5413, Pukara Grande, D9
-17.437596,-66.181090, Calle Esperanza #5414, 1ro de Mayo, D9
-17.440975,-66.190599, Calle Tamborada #5415, Tamborada Pukarita, D9
-17.501012,-66.176566, Calle San Benito #5416, Pukara Grande, D9
-17.451931,-66.165632, Calle Abaroa #5417, 1ro de Mayo, D9
-17.460406,-66.176018, Calle 1ro de Mayo #5418, Tamborada Pukarita, D9
-17.423409,-66.216350, Calle Esperanza #5419, Pukara Grande, D9
-17.460454,-66.174888, Calle Tamborada #5420, 1ro de Mayo, D9
-17.442328,-66.199003, Calle San Benito #5421, Tamborada Pukarita, D9
-17.434475,-66.198900, Calle Abaroa #5422, Pukara Grande, D9
-17.440288,-66.204615, Calle 1ro de Mayo #5423, 1ro de Mayo, D9
-17.479039,-66.208531, Calle Esperanza #5424, Tamborada Pukarita, D9
-17.460422,-66.165624, Calle Tamborada #5425, Pukara Grande, D9
-17.450267,-66.220509, Calle San Benito #5426, 1ro de Mayo, D9
-17.441809,-66.193630, Calle Abaroa #5427, Tamborada Pukarita, D9
-17.461162,-66.196201, Calle 1ro de Mayo #5428, Pukara Grande, D9
-17.485962,-66.236600, Calle Esperanza #5429, 1ro de Mayo, D9
-17.460157,-66.158183, Calle Tamborada #5430, Tamborada Pukarita, D9
-17.457453,-66.223481, Calle San Benito #5431, Pukara Grande, D9
-17.494740,-66.158309, Calle Abaroa #5432, 1ro de Mayo, D9
-17.500351,-66.167931, Calle 1ro de Mayo #5433, Tamborada Pukarita, D9
-17.420248,-66.205046, Calle Esperanza #5434, Pukara Grande, D9
-17.468111,-66.200288, Calle Tamborada #5435, 1ro de Mayo, D9
-17.478641,-66.214218, Calle San Benito #5436, Tamborada Pukarita, D9
-17.466249,-66.229572, Calle Abaroa #5437, Pukara Grande, D9
-17.476061,-66.163528, Calle 1ro de Mayo #5438, 1ro de Mayo, D9
-17.414706,-66.209492, Calle Esperanza #5439, Tamborada Pukarita, D9
-17.429580,-66.221889, Calle Tamborada #5440, Pukara Grande, D9
-17.467578,-66.211739, Calle San Benito #5441, 1ro de Mayo, D9
-17.408851,-66.220008, Calle Abaroa #5442, Tamborada Pukarita, D9
-17.436888,-66.178388, Calle 1ro de Mayo #5443, Pukara Grande, D9
-17.440520,-66.218678, Calle Esperanza #5444, 1ro de Mayo, D9
-17.498809,-66.182458, Calle Tamborada #5445, Tamborada Pukarita, D9
-17.441222,-66.188192, Calle San Benito #5446, Pukara Grande, D9
-17.463302,-66.211372, Calle Abaroa #5447, 1ro de Mayo, D9
-17.477492,-66.185708, Calle 1ro de Mayo #5448, Tamborada Pukarita, D9
-17.447616,-66.200763, Calle Esperanza #5449, Pukara Grande, D9
-17.429511,-66.216875, Calle Tamborada #5450, 1ro de Mayo, D9
-17.467305,-66.169150, Calle San Benito #5451, Tamborada Pukarita, D9
-17.442452,-66.176367, Calle Abaroa #5452, Pukara Grande, D9
-17.482298,-66.184498, Calle 1ro de Mayo #5453, 1ro de Mayo, D9
-17.488575,-66.163128, Calle Esperanza #5454, Tamborada Pukarita, D9
-17.472082,-66.218809, Calle Tamborada #5455, Pukara Grande, D9
-17.454502,-66.185753, Calle San Benito #5456, 1ro de Mayo, D9
-17.466124,-66.167283, Calle Abaroa #5457, Tamborada Pukarita, D9
-17.437660,-66.178926, Calle 1ro de Mayo #5458, Pukara Grande, D9
-17.477258,-66.160263, Calle Esperanza #5459, 1ro de Mayo, D9
-17.477207,-66.214084, Calle Tamborada #5460, Tamborada Pukarita, D9
-17.450323,-66.187161, Calle San Benito #5461, Pukara Grande, D9
-17.428509,-66.212238, Calle Abaroa #5462, 1ro de Mayo, D9
-17.442740,-66.165017, Calle 1ro de Mayo #5463, Tamborada Pukarita, D9
-17.476406,-66.156024, Calle Esperanza #5464, Pukara Grande, D9
-17.469590,-66.226816, Calle Tamborada #5465, 1ro de Mayo, D9
-17.472384,-66.234953, Calle San Benito #5466, Tamborada Pukarita, D9
-17.482935,-66.203816, Calle Abaroa #5467, Pukara Grande, D9
-17.484712,-66.241722, Calle 1ro de Mayo #5468, 1ro de Mayo, D9
-17.436633,-66.220119, Calle Esperanza #5469, Tamborada Pukarita, D9
-17.490582,-66.167057, Calle Tamborada #5470, Pukara Grande, D9
-17.456368,-66.223649, Calle San Benito #5471, 1ro de Mayo, D9
-17.420211,-66.210003, Calle Abaroa #5472, Tamborada Pukarita, D9
-17.473589,-66.232470, Calle 1ro de Mayo #5473, Pukara Grande, D9
-17.467892,-66.167287, Calle Esperanza #5474, 1ro de Mayo, D9
-17.408364,-66.214111, Calle Tamborada #5475, Tamborada Pukarita, D9
-17.445679,-66.212252, Calle San Benito #5476, Pukara Grande, D9
-17.464726,-66.198653, Calle Abaroa #5477, 1ro de Mayo, D9
-17.429990,-66.192467, Calle 1ro de Mayo #5478, Tamborada Pukarita, D9
-17.453724,-66.216327, Calle Esperanza #5479, Pukara Grande, D9
-17.447825,-66.191513, Calle Tamborada #5480, 1ro de Mayo, D9
-17.447551,-66.179309, Calle San Benito #5481, Tamborada Pukarita, D9
-17.439796,-66.197275, Calle Abaroa #5482, Pukara Grande, D9
-17.416327,-66.205992, Calle 1ro de Mayo #5483, 1ro de Mayo, D9
-17.492007,-66.193594, Calle Esperanza #5484, Tamborada Pukarita, D9
-17.476470,-66.223947, Calle Tamborada #5485, Pukara Grande, D9
-17.490031,-66.175997, Calle San Benito #5486, 1ro de Mayo, D9
-17.464871,-66.187812, Calle Abaroa #5487, Tamborada Pukarita, D9
-17.443724,-66.169791, Calle 1ro de Mayo #5488, Pukara Grande, D9
-17.434098,-66.202395, Calle Esperanza #5489, 1ro de Mayo, D9
-17.406903,-66.213281, Calle Tamborada #5490, Tamborada Pukarita, D9
-17.465994,-66.185902, Calle San Benito #5491, Pukara Grande, D9
-17.483158,-66.252919, Calle Abaroa #5492, 1ro de Mayo, D9
-17.445042,-66.208906, Calle 1ro de Mayo #5493, Tamborada Pukarita, D9
-17.493136,-66.157803, Calle Esperanza #5494, Pukara Grande, D9
-17.478111,-66.160000, Calle Tamborada #5495, 1ro de Mayo, D9
-17.457889,-66.218193, Calle San Benito #5496, Tamborada Pukarita, D9
-17.431474,-66.208908, Calle Abaroa #5497, Pukara Grande, D9
-17.443160,-66.193493, Calle 1ro de Mayo #5498, 1ro de Mayo, D9
-17.471486,-66.192140, Calle Esperanza #5499, Tamborada Pukarita, D9
-17.455861,-66.212866, Calle Tamborada #5500, Pukara Grande, D9
-17.483502,-66.164045, Calle San Benito #5501, 1ro de Mayo, D9
-17.411804,-66.205466, Calle Abaroa #5502, Tamborada Pukarita, D9
-17.500163,-66.158424, Calle 1ro de Mayo #5503, Pukara Grande, D9
-17.476596,-66.251050, Calle Esperanza #5504, 1ro de Mayo, D9
-17.453457,-66.218322, Calle Tamborada #5505, Tamborada Pukarita, D9
-17.481086,-66.201556, Calle San Benito #5506, Pukara Grande, D9
-17.448550,-66.189828, Calle Abaroa #5507, 1ro de Mayo, D9
-17.447946,-66.217171, Calle 1ro de Mayo #5508, Tamborada Pukarita, D9
-17.450046,-66.225118, Calle Esperanza #5509, Pukara Grande, D9
-17.455656,-66.168553, Calle Tamborada #5510, 1ro de Mayo, D9
-17.426629,-66.206856, Calle San Benito #5511, Tamborada Pukarita, D9
-17.456872,-66.201210, Calle Abaroa #5512, Pukara Grande, D9
-17.450412,-66.184810, Calle 1ro de Mayo #5513, 1ro de Mayo, D9
-17.453392,-66.235156, Calle Esperanza #5514, Tamborada Pukarita, D9
-17.457296,-66.179040, Calle Tamborada #5515, Pukara Grande, D9
-17.481574,-66.211111, Calle San Benito #5516, 1ro de Mayo, D9
-17.504562,-66.162884, Calle Abaroa #5517, Tamborada Pukarita, D9
-17.465786,-66.236862, Calle 1ro de Mayo #5518, Pukara Grande, D9
-17.450528,-66.219943, Calle Esperanza #5519, 1ro de Mayo, D9
-17.479726,-66.163912, Calle Tamborada #5520, Tamborada Pukarita, D9
-17.469193,-66.247691, Calle San Benito #5521, Pukara Grande, D9
-17.444940,-66.230826, Calle Abaroa #5522, 1ro de Mayo, D9
-17.463608,-66.185058, Calle 1ro de Mayo #5523, Tamborada Pukarita, D9
-17.469578,-66.213102, Calle Esperanza #5524, Pukara Grande, D9
-17.442972,-66.221903, Calle Tamborada #5525, 1ro de Mayo, D9
-17.466595,-66.185690, Calle San Benito #5526, Tamborada Pukarita, D9
-17.460653,-66.182581, Calle Abaroa #5527, Pukara Grande, D9
-17.411405,-66.195955, Calle 1ro de Mayo #5528, 1ro de Mayo, D9
-17.426437,-66.202191, Calle Esperanza #5529, Tamborada Pukarita, D9
-17.476929,-66.163278, Calle Tamborada #5530, Pukara Grande, D9
-17.477753,-66.184964, Calle San Benito #5531, 1ro de Mayo, D9
-17.465788,-66.245341, Calle Abaroa #5532, Tamborada Pukarita, D9
-17.454817,-66.237502, Calle 1ro de Mayo #5533, Pukara Grande, D9
-17.405995,-66.195034, Calle Esperanza #5534, 1ro de Mayo, D9
-17.482491,-66.191232, Calle Tamborada #5535, Tamborada Pukarita, D9
-17.499741,-66.157287, Calle San Benito #5536, Pukara Grande, D9
-17.466628,-66.211972, Calle Abaroa #5537, 1ro de Mayo, D9
-17.475812,-66.196007, Calle 1ro de Mayo #5538, Tamborada Pukarita, D9
-17.470863,-66.206706, Calle Esperanza #5539, Pukara Grande, D9
-17.453103,-66.162907, Calle Tamborada #5540, 1ro de Mayo, D9
-17.479714,-66.183809, Calle San Benito #5541, Tamborada Pukarita, D9
-17.474152,-66.177268, Calle Abaroa #5542, Pukara Grande, D9
-17.456649,-66.222682, Calle 1ro de Mayo #5543, 1ro de Mayo, D9
-17.438193,-66.209337, Calle Esperanza #5544, Tamborada Pukarita, D9
-17.477939,-66.187820, Calle Tamborada #5545, Pukara Grande, D9
-17.446511,-66.161198, Calle San Benito #5546, 1ro de Mayo, D9
-17.469377,-66.191716, Calle Abaroa #5547, Tamborada Pukarita, D9
-17.476589,-66.220649, Calle 1ro de Mayo #5548, Pukara Grande, D9
-17.454212,-66.178454, Calle Esperanza #5549, 1ro de Mayo, D9
-17.460604,-66.236470, Calle Tamborada #5550, Tamborada Pukarita, D9
-17.454557,-66.197784, Calle San Benito #5551, Pukara Grande, D9
-17.471360,-66.180968, Calle Abaroa #5552, 1ro de Mayo, D9
-17.427128,-66.196495, Calle 1ro de Mayo #5553, Tamborada Pukarita, D9
-17.456136,-66.212037, Calle Esperanza #5554, Pukara Grande, D9
-17.448397,-66.179730, Calle Tamborada #5555, 1ro de Mayo, D9
-17.443377,-66.169573, Calle San Benito #5556, Tamborada Pukarita, D9
-17.450650,-66.205338, Calle Abaroa #5557, Pukara Grande, D9
-17.424041,-66.216026, Calle 1ro de Mayo #5558, 1ro de Mayo, D9
-17.460445,-66.178833, Calle Esperanza #5559, Tamborada Pukarita, D9
-17.412524,-66.220845, Calle Tamborada #5560, Pukara Grande, D9
-17.473134,-66.201954, Calle San Benito #5561, 1ro de Mayo, D9
-17.434421,-66.221320, Calle Abaroa #5562, Tamborada Pukarita, D9
-17.442748,-66.208076, Calle 1ro de Mayo #5563, Pukara Grande, D9
-17.446592,-66.220515, Calle Esperanza #5564, 1ro de Mayo, D9
-17.459313,-66.228399, Calle Tamborada #5565, Tamborada Pukarita, D9
-17.474425,-66.158972, Calle San Benito #5566, Pukara Grande, D9
-17.467387,-66.170474, Calle Abaroa #5567, 1ro de Mayo, D9
-17.445180,-66.194113, Calle 1ro de Mayo #5568, Tamborada Pukarita, D9
-17.414711,-66.192378, Calle Esperanza #5569, Pukara Grande, D9
-17.453620,-66.196532, Calle Tamborada #5570, 1ro de Mayo, D9
-17.439609,-66.196506, Calle San Benito #5571, Tamborada Pukarita, D9
-17.452837,-66.204674, Calle Abaroa #5572, Pukara Grande, D9
-17.452887,-66.169439, Calle 1ro de Mayo #5573, 1ro de Mayo, D9
-17.495041,-66.162776, Calle Esperanza #5574, Tamborada Pukarita, D9
-17.492435,-66.178701, Calle Tamborada #5575, Pukara Grande, D9
-17.475569,-66.198432, Calle San Benito #5576, 1ro de Mayo, D9
-17.485408,-66.254910, Calle Abaroa #5577, Tamborada Pukarita, D9
-17.445339,-66.190615, Calle 1ro de Mayo #5578, Pukara Grande, D9
-17.444305,-66.197211, Calle Esperanza #5579, 1ro de Mayo, D9
-17.422615,-66.202597, Calle Tamborada #5580, Tamborada Pukarita, D9
-17.447581,-66.179344, Calle San Benito #5581, Pukara Grande, D9
-17.453514,-66.208519, Calle Abaroa #5582, 1ro de Mayo, D9
-17.499883,-66.184715, Calle 1ro de Mayo #5583, Tamborada Pukarita, D9
-17.448908,-66.188858, Calle Esperanza #5584, Pukara Grande, D9
-17.466453,-66.183848, Calle Tamborada #5585, 1ro de Mayo, D9
-17.478277,-66.161254, Calle San Benito #5586, Tamborada Pukarita, D9
-17.436058,-66.173816, Calle Abaroa #5587, Pukara Grande, D9
-17.503535,-66.159365, Calle 1ro de Mayo #5588, 1ro de Mayo, D9
-17.476333,-66.167428, Calle Esperanza #5589, Tamborada Pukarita, D9
-17.436776,-66.220241, Calle Tamborada #5590, Pukara Grande, D9
-17.420070,-66.204316, Calle San Benito #5591, 1ro de Mayo, D9
-17.440018,-66.221165, Calle Abaroa #5592, Tamborada Pukarita, D9
-17.410466,-66.201755, Calle 1ro de Mayo #5593, Pukara Grande, D9
-17.469299,-66.206479, Calle Esperanza #5594, 1ro de Mayo, D9
-17.485814,-66.191843, Calle Tamborada #5595, Tamborada Pukarita, D9
-17.470621,-66.209746, Calle San Benito #5596, Pukara Grande, D9
-17.470656,-66.238233, Calle Abaroa #5597, 1ro de Mayo, D9
-17.444248,-66.223546, Calle 1ro de Mayo #5598, Tamborada Pukarita, D9
-17.488511,-66.232821, Calle Esperanza #5599, Pukara Grande, D9
-17.485994,-66.258550, Calle Tamborada #5600, 1ro de Mayo, D9
-17.470672,-66.217567, Calle San Benito #5601, Tamborada Pukarita, D9
-17.466888,-66.237327, Calle Abaroa #5602, Pukara Grande, D9
-17.468032,-66.231750, Calle 1ro de Mayo #5603, 1ro de Mayo, D9
-17.448023,-66.210861, Calle Esperanza #5604, Tamborada Pukarita, D9
-17.431701,-66.188472, Calle Tamborada #5605, Pukara Grande, D9
-17.476826,-66.230028, Calle San Benito #5606, 1ro de Mayo, D9
-17.465494,-66.231127, Calle Abaroa #5607, Tamborada Pukarita, D9
-17.470318,-66.205217, Calle 1ro de Mayo #5608, Pukara Grande, D9
-17.478510,-66.176480, Calle Esperanza #5609, 1ro de Mayo, D9
-17.487273,-66.185350, Calle Tamborada #5610, Tamborada Pukarita, D9
-17.462650,-66.217541, Calle San Benito #5611, Pukara Grande, D9
-17.442555,-66.191765, Calle Abaroa #5612, 1ro de Mayo, D9
-17.465478,-66.164245, Calle 1ro de Mayo #5613, Tamborada Pukarita, D9
-17.479604,-66.209087, Calle Esperanza #5614, Pukara Grande, D9
-17.464880,-66.201370, Calle Tamborada #5615, 1ro de Mayo, D9
-17.495283,-66.188117, Calle San Benito #5616, Tamborada Pukarita, D9
-17.411031,-66.201661, Calle Abaroa #5617, Pukara Grande, D9
-17.500429,-66.171245, Calle 1ro de Mayo #5618, 1ro de Mayo, D9
-17.478552,-66.213364, Calle Esperanza #5619, Tamborada Pukarita, D9
-17.478929,-66.190906, Calle Tamborada #5620, Pukara Grande, D9
-17.442362,-66.226428, Calle San Benito #5621, 1ro de Mayo, D9
-17.439957,-66.226758, Calle Abaroa #5622, Tamborada Pukarita, D9
-17.469198,-66.192603, Calle 1ro de Mayo #5623, Pukara Grande, D9
-17.481090,-66.204727, Calle Esperanza #5624, 1ro de Mayo, D9
-17.487453,-66.180769, Calle Tamborada #5625, Tamborada Pukarita, D9
-17.438055,-66.204812, Calle San Benito #5626, Pukara Grande, D9
-17.500056,-66.175648, Calle Abaroa #5627, 1ro de Mayo, D9
-17.420407,-66.201978, Calle 1ro de Mayo #5628, Tamborada Pukarita, D9
-17.470952,-66.187941, Calle Esperanza #5629, Pukara Grande, D9
-17.506316,-66.165495, Calle Tamborada #5630, 1ro de Mayo, D9
-17.503327,-66.178601, Calle San Benito #5631, Tamborada Pukarita, D9
-17.481089,-66.239247, Calle Abaroa #5632, Pukara Grande, D9
-17.480758,-66.175876, Calle 1ro de Mayo #5633, 1ro de Mayo, D9
-17.492126,-66.195206, Calle Esperanza #5634, Tamborada Pukarita, D9
-17.481955,-66.251374, Calle Tamborada #5635, Pukara Grande, D9
-17.483057,-66.189937, Calle San Benito #5636, 1ro de Mayo, D9
-17.447133,-66.185492, Calle Abaroa #5637, Tamborada Pukarita, D9
-17.415916,-66.210850, Calle 1ro de Mayo #5638, Pukara Grande, D9
-17.453481,-66.195652, Calle Esperanza #5639, 1ro de Mayo, D9
-17.484354,-66.171400, Calle Tamborada #5640, Tamborada Pukarita, D9
-17.459287,-66.193143, Calle San Benito #5641, Pukara Grande, D9
-17.482045,-66.197920, Calle Abaroa #5642, 1ro de Mayo, D9
-17.486081,-66.188837, Calle 1ro de Mayo #5643, Tamborada Pukarita, D9
-17.487350,-66.177025, Calle Esperanza #5644, Pukara Grande, D9
-17.485268,-66.180816, Calle Tamborada #5645, 1ro de Mayo, D9
-17.503533,-66.160172, Calle San Benito #5646, Tamborada Pukarita, D9
-17.469835,-66.165013, Calle Abaroa #5647, Pukara Grande, D9
-17.458803,-66.217560, Calle 1ro de Mayo #5648, 1ro de Mayo, D9
-17.465400,-66.213277, Calle Esperanza #5649, Tamborada Pukarita, D9
-17.495362,-66.187920, Calle Tamborada #5650, Pukara Grande, D9
-17.417214,-66.192868, Calle San Benito #5651, 1ro de Mayo, D9
-17.442229,-66.221286, Calle Abaroa #5652, Tamborada Pukarita, D9
-17.443807,-66.175173, Calle 1ro de Mayo #5653, Pukara Grande, D9
-17.462695,-66.184138, Calle Esperanza #5654, 1ro de Mayo, D9
-17.419376,-66.219452, Calle Tamborada #5655, Tamborada Pukarita, D9
-17.469512,-66.168734, Calle San Benito #5656, Pukara Grande, D9
-17.454976,-66.216866, Calle Abaroa #5657, 1ro de Mayo, D9
-17.484480,-66.160750, Calle 1ro de Mayo #5658, Tamborada Pukarita, D9
-17.486937,-66.234705, Calle Esperanza #5659, Pukara Grande, D9
-17.463541,-66.182368, Calle Tamborada #5660, 1ro de Mayo, D9
-17.502476,-66.164792, Calle San Benito #5661, Tamborada Pukarita, D9
-17.461929,-66.234371, Calle Abaroa #5662, Pukara Grande, D9
-17.446538,-66.179110, Calle 1ro de Mayo #5663, 1ro de Mayo, D9
-17.431811,-66.174259, Calle Esperanza #5664, Tamborada Pukarita, D9
-17.456186,-66.197911, Calle Tamborada #5665, Pukara Grande, D9
-17.480775,-66.159810, Calle San Benito #5666, 1ro de Mayo, D9
-17.423868,-66.189833, Calle Abaroa #5667, Tamborada Pukarita, D9
-17.421985,-66.220416, Calle 1ro de Mayo #5668, Pukara Grande, D9
-17.447571,-66.224366, Calle Esperanza #5669, 1ro de Mayo, D9
-17.445867,-66.188065, Calle Tamborada #5670, Tamborada Pukarita, D9
-17.441867,-66.218881, Calle San Benito #5671, Pukara Grande, D9
-17.484306,-66.174519, Calle Abaroa #5672, 1ro de Mayo, D9
-17.486246,-66.229789, Calle 1ro de Mayo #5673, Tamborada Pukarita, D9
-17.438292,-66.188080, Calle Esperanza #5674, Pukara Grande, D9
-17.499502,-66.181150, Calle Tamborada #5675, 1ro de Mayo, D9
-17.444485,-66.169952, Calle San Benito #5676, Tamborada Pukarita, D9
-17.472026,-66.250153, Calle Abaroa #5677, Pukara Grande, D9
-17.427521,-66.200978, Calle 1ro de Mayo #5678, 1ro de Mayo, D9
-17.441812,-66.192373, Calle Esperanza #5679, Tamborada Pukarita, D9
-17.467337,-66.170901, Calle Tamborada #5680, Pukara Grande, D9
-17.507386,-66.155501, Calle San Benito #5681, 1ro de Mayo, D9
-17.474554,-66.242360, Calle Abaroa #5682, Tamborada Pukarita, D9
-17.478036,-66.223335, Calle 1ro de Mayo #5683, Pukara Grande, D9
-17.449043,-66.225492, Calle Esperanza #5684, 1ro de Mayo, D9
-17.451732,-66.233159, Calle Tamborada #5685, Tamborada Pukarita, D9
-17.473037,-66.171859, Calle San Benito #5686, Pukara Grande, D9
-17.441034,-66.204904, Calle Abaroa #5687, 1ro de Mayo, D9
-17.485633,-66.170917, Calle 1ro de Mayo #5688, Tamborada Pukarita, D9
-17.422372,-66.208269, Calle Esperanza #5689, Pukara Grande, D9
-17.465225,-66.239699, Calle Tamborada #5690, 1ro de Mayo, D9
-17.473261,-66.191984, Calle San Benito #5691, Tamborada Pukarita, D9
-17.423273,-66.217513, Calle Abaroa #5692, Pukara Grande, D9
-17.475578,-66.223144, Calle 1ro de Mayo #5693, 1ro de Mayo, D9
-17.464857,-66.198578, Calle Esperanza #5694, Tamborada Pukarita, D9
-17.472055,-66.192270, Calle Tamborada #5695, Pukara Grande, D9
-17.403991,-66.211046, Calle San Benito #5696, 1ro de Mayo, D9
-17.491970,-66.195414, Calle Abaroa #5697, Tamborada Pukarita, D9
-17.435891,-66.191255, Calle 1ro de Mayo #5698, Pukara Grande, D9
-17.444721,-66.173931, Calle Esperanza #5699, 1ro de Mayo, D9
-17.478758,-66.220210, Calle Tamborada #5700, Tamborada Pukarita, D9
-17.474628,-66.165884, Calle San Benito #5701, Pukara Grande, D9
-17.450514,-66.192521, Calle Abaroa #5702, 1ro de Mayo, D9
-17.485326,-66.200115, Calle 1ro de Mayo #5703, Tamborada Pukarita, D9
