-17.428250,-66.160547, Calle Libertad #100, Jaihuayco, D5
-17.412322,-66.183782, Calle Ballivián #6023, Alalay Norte, D5
-17.441333,-66.150659, Av. Petrolera #6024, Lacma, D5
-17.438014,-66.155481, Calle Libertad #6025, Jaihuayco, D5
-17.422769,-66.172392, Calle Villarroel #6026, Alalay Norte, D5
-17.424884,-66.161198, Calle Antezana #6027, Lacma, D5
-17.413022,-66.158189, Calle Ballivián #6028, Jaihuayco, D5
-17.440791,-66.154708, Av. Petrolera #6029, Alalay Norte, D5
-17.420878,-66.167461, Calle Libertad #6030, Lacma, D5
-17.411953,-66.184186, Calle Villarroel #6031, Jaihuayco, D5
-17.410779,-66.187614, Calle Antezana #6032, Alalay Norte, D5
-17.414638,-66.171823, Calle Ballivián #6033, Lacma, D5
-17.418183,-66.170188, Av. Petrolera #6034, Jaihuayco, D5
-17.414881,-66.186085, Calle Libertad #6035, Alalay Norte, D5
-17.417873,-66.176904, Calle Villarroel #6036, Lacma, D5
-17.426159,-66.162807, Calle Antezana #6037, Jaihuayco, D5
-17.417065,-66.170710, Calle Ballivián #6038, Alalay Norte, D5
-17.436688,-66.157452, Av. Petrolera #6039, Lacma, D5
-17.424413,-66.180751, Calle Libertad #6040, Jaihuayco, D5
-17.429239,-66.170274, Calle Villarroel #6041, Alalay Norte, D5
-17.414544,-66.157564, Calle Antezana #6042, Lacma, D5
-17.434281,-66.168255, Calle Ballivián #6043, Jaihuayco, D5
-17.435806,-66.155150, Av. Petrolera #6044, Alalay Norte, D5
-17.423209,-66.157463, Calle Libertad #6045, Lacma, D5
-17.419447,-66.164386, Calle Villarroel #6046, Jaihuayco, D5
-17.413894,-66.173720, Calle Antezana #6047, Alalay Norte, D5
-17.417276,-66.167502, Calle Ballivián #6048, Lacma, D5
-17.431676,-66.151526, Av. Petrolera #6049, Jaihuayco, D5
-17.429299,-66.166174, Calle Libertad #6050, Alalay Norte, D5
-17.421190,-66.164229, Calle Villarroel #6051, Lacma, D5
-17.437072,-66.157260, Calle Antezana #6052, Jaihuayco, D5
-17.429736,-66.169984, Calle Ballivián #6053, Alalay Norte, D5
-17.411810,-66.173141, Av. Petrolera #6054, Lacma, D5
-17.423894,-66.159909, Calle Libertad #6055, Jaihuayco, D5
-17.432801,-66.159078, Calle Villarroel #6056, Alalay Norte, D5
-17.429401,-66.163450, Calle Antezana #6057, Lacma, D5
-17.411664,-66.167924, Calle Ballivián #6058, Jaihuayco, D5
-17.424061,-66.177438, Av. Petrolera #6059, Alalay Norte, D5
-17.414580,-66.183898, Calle Libertad #6060, Lacma, D5
-17.430664,-66.155529, Calle Villarroel #6061, Jaihuayco, D5
-17.415383,-66.175330, Calle Antezana #6062, Alalay Norte, D5
-17.425764,-66.170304, Calle Ballivián #6063, Lacma, D5
-17.434259,-66.151261, Av. Petrolera #6064, Jaihuayco, D5
-17.414264,-66.183449, Calle Libertad #6065, Alalay Norte, D5
-17.420232,-66.180703, Calle Villarroel #6066, Lacma, D5
-17.418425,-66.163652, Calle Antezana #6067, Jaihuayco, D5
-17.439552,-66.152463, Calle Ballivián #6068, Alalay Norte, D5
-17.413205,-66.166557, Av. Petrolera #6069, Lacma, D5
-17.411682,-66.166479, Calle Libertad #6070, Jaihuayco, D5
-17.426601,-66.176688, Calle Villarroel #6071, Alalay Norte, D5
-17.420231,-66.167738, Calle Antezana #6072, Lacma, D5
-17.434558,-66.165120, Calle Ballivián #6073, Jaihuayco, D5
-17.422442,-66.172820, Av. Petrolera #6074, Alalay Norte, D5
-17.420291,-66.169729, Calle Libertad #6075, Lacma, D5
-17.422902,-66.179031, Calle Villarroel #6076, Jaihuayco, D5
-17.430438,-66.157910, Calle Antezana #6077, Alalay Norte, D5
-17.422455,-66.170120, Calle Ballivián #6078, Lacma, D5
-17.412654,-66.166002, Av. Petrolera #6079, Jaihuayco, D5
-17.440344,-66.146782, Calle Libertad #6080, Alalay Norte, D5
-17.436853,-66.163894, Calle Villarroel #6081, Lacma, D5
-17.418044,-66.176316, Calle Antezana #6082, Jaihuayco, D5
-17.424612,-66.156856, Calle Ballivián #6083, Alalay Norte, D5
-17.415661,-66.162685, Av. Petrolera #6084, Lacma, D5
-17.429885,-66.165997, Calle Libertad #6085, Jaihuayco, D5
-17.416295,-66.164765, Calle Villarroel #6086, Alalay Norte, D5
-17.425338,-66.155799, Calle Antezana #6087, Lacma, D5
-17.412027,-66.185904, Calle Ballivián #6088, Jaihuayco, D5
-17.426261,-66.172291, Av. Petrolera #6089, Alalay Norte, D5
-17.413701,-66.177241, Calle Libertad #6090, Lacma, D5
-17.428476,-66.159259, Calle Villarroel #6091, Jaihuayco, D5
-17.438434,-66.160479, Calle Antezana #6092, Alalay Norte, D5
-17.426324,-66.160440, Calle Ballivián #6093, Lacma, D5
-17.426350,-66.157094, Av. Petrolera #6094, Jaihuayco, D5
-17.425580,-66.178894, Calle Libertad #6095, Alalay Norte, D5
-17.426403,-66.165496, Calle Villarroel #6096, Lacma, D5
-17.425970,-66.175586, Calle Antezana #6097, Jaihuayco, D5
-17.412008,-66.170380, Calle Ballivián #6098, Alalay Norte, D5
-17.421255,-66.178098, Av. Petrolera #6099, Lacma, D5
-17.421657,-66.173582, Calle Libertad #6100, Jaihuayco, D5
-17.424892,-66.180118, Calle Villarroel #6101, Alalay Norte, D5
-17.438097,-66.159723, Calle Antezana #6102, Lacma, D5
-17.424027,-66.169362, Calle Ballivián #6103, Jaihuayco, D5
-17.431154,-66.162013, Av. Petrolera #6104, Alalay Norte, D5
-17.419430,-66.158570, Calle Libertad #6105, Lacma, D5
-17.424949,-66.169852, Calle Villarroel #6106, Jaihuayco, D5
-17.414216,-66.186496, Calle Antezana #6107, Alalay Norte, D5
-17.437762,-66.156202, Calle Ballivián #6108, Lacma, D5
-17.433760,-66.169534, Av. Petrolera #6109, Jaihuayco, D5
-17.421653,-66.156404, Calle Libertad #6110, Alalay Norte, D5
-17.419879,-66.158672, Calle Villarroel #6111, Lacma, D5
-17.421010,-66.160014, Calle Antezana #6112, Jaihuayco, D5
-17.413028,-66.166012, Calle Ballivián #6113, Alalay Norte, D5
-17.433364,-66.154410, Av. Petrolera #6114, Lacma, D5
-17.417932,-66.163216, Calle Libertad #6115, Jaihuayco, D5
-17.414229,-66.161992, Calle Villarroel #6116, Alalay Norte, D5
-17.433370,-66.152264, Calle Antezana #6117, Lacma, D5
-17.409297,-66.191501, Calle Ballivián #6118, Jaihuayco, D5
-17.421677,-66.156398, Av. Petrolera #6119, Alalay Norte, D5
-17.423178,-66.157898, Calle Libertad #6120, Lacma, D5
-17.440007,-66.156572, Calle Villarroel #6121, Jaihuayco, D5
-17.419455,-66.165643, Calle Antezana #6122, Alalay Norte, D5
-17.411932,-66.167307, Calle Ballivián #6123, Lacma, D5
-17.420488,-66.165170, Av. Petrolera #6124, Jaihuayco, D5
-17.414249,-66.174781, Calle Libertad #6125, Alalay Norte, D5
-17.439618,-66.154378, Calle Villarroel #6126, Lacma, D5
-17.427426,-66.164768, Calle Antezana #6127, Jaihuayco, D5
-17.417531,-66.158669, Calle Ballivián #6128, Alalay Norte, D5
-17.418716,-66.167315, Av. Petrolera #6129, Lacma, D5
-17.439108,-66.161254, Calle Libertad #6130, Jaihuayco, D5
-17.425881,-66.158872, Calle Villarroel #6131, Alalay Norte, D5
-17.439396,-66.145956, Calle Antezana #6132, Lacma, D5
-17.411431,-66.185975, Calle Ballivián #6133, Jaihuayco, D5
-17.414693,-66.186727, Av. Petrolera #6134, Alalay Norte, D5
-17.437222,-66.157495, Calle Libertad #6135, Lacma, D5
-17.419197,-66.175206, Calle Villarroel #6136, Jaihuayco, D5
-17.430866,-66.162595, Calle Antezana #6137, Alalay Norte, D5
-17.421404,-66.169799, Calle Ballivián #6138, Lacma, D5
-17.416714,-66.158246, Av. Petrolera #6139, Jaihuayco, D5
-17.412578,-66.178083, Calle Libertad #6140, Alalay Norte, D5
-17.413906,-66.160493, Calle Villarroel #6141, Lacma, D5
-17.428961,-66.155625, Calle Antezana #6142, Jaihuayco, D5
-17.413486,-66.180163, Calle Ballivián #6143, Alalay Norte, D5
-17.432170,-66.156103, Av. Petrolera #6144, Lacma, D5
-17.413226,-66.158386, Calle Libertad #6145, Jaihuayco, D5
-17.440512,-66.154016, Calle Villarroel #6146, Alalay Norte, D5
-17.440559,-66.156885, Calle Antezana #6147, Lacma, D5
-17.420143,-66.175645, Calle Ballivián #6148, Jaihuayco, D5
-17.437947,-66.150521, Av. Petrolera #6149, Alalay Norte, D5
-17.409406,-66.172015, Calle Libertad #6150, Lacma, D5
-17.409461,-66.171233, Calle Villarroel #6151, Jaihuayco, D5
-17.416790,-66.167926, Calle Antezana #6152, Alalay Norte, D5
-17.413636,-66.165926, Calle Ballivián #6153, Lacma, D5
-17.438448,-66.156420, Av. Petrolera #6154, Jaihuayco, D5
-17.440695,-66.153138, Calle Libertad #6155, Alalay Norte, D5
-17.428063,-66.160438, Calle Villarroel #6156, Lacma, D5
-17.419975,-66.175303, Calle Antezana #6157, Jaihuayco, D5
-17.412806,-66.157709, Calle Ballivián #6158, Alalay Norte, D5
-17.411533,-66.168651, Av. Petrolera #6159, Lacma, D5
-17.431284,-66.170841, Calle Libertad #6160, Jaihuayco, D5
-17.433088,-66.166710, Calle Villarroel #6161, Alalay Norte, D5
-17.424218,-66.175016, Calle Antezana #6162, Lacma, D5
-17.416434,-66.179842, Calle Ballivián #6163, Jaihuayco, D5
-17.436968,-66.149312, Av. Petrolera #6164, Alalay Norte, D5
-17.426173,-66.158780, Calle Libertad #6165, Lacma, D5
-17.434374,-66.158708, Calle Villarroel #6166, Jaihuayco, D5
-17.433217,-66.169895, Calle Antezana #6167, Alalay Norte, D5
-17.414741,-66.173588, Calle Ballivián #6168, Lacma, D5
-17.416226,-66.156893, Av. Petrolera #6169, Jaihuayco, D5
-17.431846,-66.158842, Calle Libertad #6170, Alalay Norte, D5
-17.435704,-66.168746, Calle Villarroel #6171, Lacma, D5
-17.424750,-66.155256, Calle Antezana #6172, Jaihuayco, D5
-17.413341,-66.165087, Calle Ballivián #6173, Alalay Norte, D5
-17.420818,-66.174227, Av. Petrolera #6174, Lacma, D5
-17.431379,-66.166258, Calle Libertad #6175, Jaihuayco, D5
-17.418094,-66.158578, Calle Villarroel #6176, Alalay Norte, D5
-17.433850,-66.154293, Calle Antezana #6177, Lacma, D5
-17.425695,-66.156685, Calle Ballivián #6178, Jaihuayco, D5
-17.416267,-66.161322, Av. Petrolera #6179, Alalay Norte, D5
-17.427410,-66.166238, Calle Libertad #6180, Lacma, D5
-17.411776,-66.188113, Calle Villarroel #6181, Jaihuayco, D5
-17.424303,-66.176023, Calle Antezana #6182, Alalay Norte, D5
-17.420391,-66.158900, Calle Ballivián #6183, Lacma, D5
-17.432164,-66.154750, Av. Petrolera #6184, Jaihuayco, D5
-17.435489,-66.155413, Calle Libertad #6185, Alalay Norte, D5
-17.431690,-66.164029, Calle Villarroel #6186, Lacma, D5
-17.412843,-66.166423, Calle Antezana #6187, Jaihuayco, D5
-17.431941,-66.171105, Calle Ballivián #6188, Alalay Norte, D5
-17.413063,-66.161564, Av. Petrolera #6189, Lacma, D5
-17.422541,-66.178517, Calle Libertad #6190, Jaihuayco, D5
-17.412830,-66.174920, Calle Villarroel #6191, Alalay Norte, D5
-17.424579,-66.175170, Calle Antezana #6192, Lacma, D5
-17.421981,-66.172454, Calle Ballivián #6193, Jaihuayco, D5
-17.415682,-66.167175, Av. Petrolera #6194, Alalay Norte, D5
-17.425905,-66.159945, Calle Libertad #6195, Lacma, D5
-17.429311,-66.158906, Calle Villarroel #6196, Jaihuayco, D5
-17.418382,-66.157393, Calle Antezana #6197, Alalay Norte, D5
-17.429745,-66.169798, Calle Ballivián #6198, Lacma, D5
-17.414491,-66.176881, Av. Petrolera #6199, Jaihuayco, D5
-17.414660,-66.158037, Calle Libertad #6200, Alalay Norte, D5
-17.426657,-66.166609, Calle Villarroel #6201, Lacma, D5
-17.418867,-66.170819, Calle Antezana #6202, Jaihuayco, D5
-17.415333,-66.157461, Calle Ballivián #6203, Alalay Norte, D5
-17.413431,-66.163048, Av. Petrolera #6204, Lacma, D5
-17.427686,-66.156855, Calle Libertad #6205, Jaihuayco, D5
-17.419779,-66.167952, Calle Villarroel #6206, Alalay Norte, D5
-17.441010,-66.147081, Calle Antezana #6207, Lacma, D5
-17.421832,-66.169486, Calle Ballivián #6208, Jaihuayco, D5
-17.421467,-66.159409, Av. Petrolera #6209, Alalay Norte, D5
-17.427331,-66.166176, Calle Libertad #6210, Lacma, D5
-17.417219,-66.183017, Calle Villarroel #6211, Jaihuayco, D5
-17.414573,-66.173599, Calle Antezana #6212, Alalay Norte, D5
-17.434652,-66.166381, Calle Ballivián #6213, Lacma, D5
-17.440405,-66.151431, Av. Petrolera #6214, Jaihuayco, D5
-17.436687,-66.160543, Calle Libertad #6215, Alalay Norte, D5
-17.428577,-66.160233, Calle Villarroel #6216, Lacma, D5
-17.426552,-66.170273, Calle Antezana #6217, Jaihuayco, D5
-17.439768,-66.155699, Calle Ballivián #6218, Alalay Norte, D5
-17.416295,-66.169274, Av. Petrolera #6219, Lacma, D5
-17.416757,-66.159944, Calle Libertad #6220, Jaihuayco, D5
-17.437913,-66.147352, Calle Villarroel #6221, Alalay Norte, D5
-17.413864,-66.162211, Calle Antezana #6222, Lacma, D5
-17.421528,-66.178678, Calle Ballivián #6223, Jaihuayco, D5
-17.414603,-66.171457, Av. Petrolera #6224, Alalay Norte, D5
-17.440157,-66.159490, Calle Libertad #6225, Lacma, D5
-17.422242,-66.157170, Calle Villarroel #6226, Jaihuayco, D5
-17.426230,-66.164426, Calle Antezana #6227, Alalay Norte, D5
-17.430921,-66.171134, Calle Ballivián #6228, Lacma, D5
-17.431859,-66.167367, Av. Petrolera #6229, Jaihuayco, D5
-17.439628,-66.152598, Calle Libertad #6230, Alalay Norte, D5
-17.423856,-66.158853, Calle Villarroel #6231, Lacma, D5
-17.426428,-66.173741, Calle Antezana #6232, Jaihuayco, D5
-17.432338,-66.151050, Calle Ballivián #6233, Alalay Norte, D5
-17.432925,-66.163490, Av. Petrolera #6234, Lacma, D5
-17.434539,-66.167120, Calle Libertad #6235, Jaihuayco, D5
-17.431159,-66.157977, Calle Villarroel #6236, Alalay Norte, D5
-17.414846,-66.168300, Calle Antezana #6237, Lacma, D5
-17.429071,-66.161558, Calle Ballivián #6238, Jaihuayco, D5
-17.433992,-66.159786, Av. Petrolera #6239, Alalay Norte, D5
-17.433508,-66.170628, Calle Libertad #6240, Lacma, D5
-17.418131,-66.159740, Calle Villarroel #6241, Jaihuayco, D5
-17.421686,-66.160317, Calle Antezana #6242, Alalay Norte, D5
-17.422550,-66.163557, Calle Ballivián #6243, Lacma, D5
-17.411546,-66.175505, Av. Petrolera #6244, Jaihuayco, D5
-17.429995,-66.155264, Calle Libertad #6245, Alalay Norte, D5
-17.425244,-66.179480, Calle Villarroel #6246, Lacma, D5
-17.423189,-66.179484, Calle Antezana #6247, Jaihuayco, D5
-17.421297,-66.159928, Calle Ballivián #6248, Alalay Norte, D5
-17.420687,-66.165065, Av. Petrolera #6249, Lacma, D5
-17.409757,-66.172301, Calle Libertad #6250, Jaihuayco, D5
-17.422549,-66.176148, Calle Villarroel #6251, Alalay Norte, D5
-17.425879,-66.168669, Calle Antezana #6252, Lacma, D5
-17.413591,-66.180505, Calle Ballivián #6253, Jaihuayco, D5
-17.432984,-66.163094, Av. Petrolera #6254, Alalay Norte, D5
-17.427508,-66.174983, Calle Libertad #6255, Lacma, D5
-17.428071,-66.158480, Calle Villarroel #6256, Jaihuayco, D5
-17.418923,-66.174514, Calle Antezana #6257, Alalay Norte, D5
-17.433849,-66.163624, Calle Ballivián #6258, Lacma, D5
-17.410637,-66.169559, Av. Petrolera #6259, Jaihuayco, D5
-17.426746,-66.163867, Calle Libertad #6260, Alalay Norte, D5
-17.407970,-66.190851, Calle Villarroel #6261, Lacma, D5
-17.427306,-66.166843, Calle Antezana #6262, Jaihuayco, D5
-17.413350,-66.167234, Calle Ballivián #6263, Alalay Norte, D5
-17.431844,-66.165292, Av. Petrolera #6264, Lacma, D5
-17.423258,-66.164834, Calle Libertad #6265, Jaihuayco, D5
-17.425771,-66.166679, Calle Villarroel #6266, Alalay Norte, D5
-17.412559,-66.170003, Calle Antezana #6267, Lacma, D5
-17.427853,-66.167591, Calle Ballivián #6268, Jaihuayco, D5
-17.431022,-66.170373, Av. Petrolera #6269, Alalay Norte, D5
-17.416530,-66.161203, Calle Libertad #6270, Lacma, D5
-17.419133,-66.167239, Calle Villarroel #6271, Jaihuayco, D5
-17.409695,-66.189565, Calle Antezana #6272, Alalay Norte, D5
-17.432570,-66.162252, Calle Ballivián #6273, Lacma, D5
-17.419880,-66.168006, Av. Petrolera #6274, Jaihuayco, D5
-17.409794,-66.190846, Calle Libertad #6275, Alalay Norte, D5
-17.432003,-66.167808, Calle Villarroel #6276, Lacma, D5
-17.429986,-66.155121, Calle Antezana #6277, Jaihuayco, D5
-17.419927,-66.162579, Calle Ballivián #6278, Alalay Norte, D5
-17.418458,-66.172982, Av. Petrolera #6279, Lacma, D5
-17.424718,-66.155553, Calle Libertad #6280, Jaihuayco, D5
-17.422735,-66.161182, Calle Villarroel #6281, Alalay Norte, D5
-17.426352,-66.166840, Calle Antezana #6282, Lacma, D5
-17.408927,-66.190565, Calle Ballivián #6283, Jaihuayco, D5
-17.415735,-66.162268, Av. Petrolera #6284, Alalay Norte, D5
-17.440707,-66.146815, Calle Libertad #6285, Lacma, D5
-17.418060,-66.164204, Calle Villarroel #6286, Jaihuayco, D5
-17.436019,-66.149353, Calle Antezana #6287, Alalay Norte, D5
-17.419012,-66.175661, Calle Ballivián #6288, Lacma, D5
-17.436348,-66.167649, Av. Petrolera #6289, Jaihuayco, D5
-17.419251,-66.173673, Calle Libertad #6290, Alalay Norte, D5
-17.419400,-66.172448, Calle Villarroel #6291, Lacma, D5
-17.414893,-66.180766, Calle Antezana #6292, Jaihuayco, D5
-17.430386,-66.161950, Calle Ballivián #6293, Alalay Norte, D5
-17.415476,-66.171888, Av. Petrolera #6294, Lacma, D5
-17.420659,-66.162088, Calle Libertad #6295, Jaihuayco, D5
-17.424879,-66.159992, Calle Villarroel #6296, Alalay Norte, D5
-17.434114,-66.155165, Calle Antezana #6297, Lacma, D5
-17.437517,-66.147562, Calle Ballivián #6298, Jaihuayco, D5
-17.412848,-66.157866, Av. Petrolera #6299, Alalay Norte, D5
-17.424045,-66.154985, Calle Libertad #6300, Lacma, D5
-17.423001,-66.173465, Calle Villarroel #6301, Jaihuayco, D5
-17.424423,-66.158914, Calle Antezana #6302, Alalay Norte, D5
-17.429587,-66.156102, Calle Ballivián #6303, Lacma, D5
-17.436367,-66.152745, Av. Petrolera #6304, Jaihuayco, D5
-17.430880,-66.161128, Calle Libertad #6305, Alalay Norte, D5
-17.416916,-66.169454, Calle Villarroel #6306, Lacma, D5
-17.429398,-66.157680, Calle Antezana #6307, Jaihuayco, D5
-17.423554,-66.180070, Calle Ballivián #6308, Alalay Norte, D5
-17.411866,-66.172692, Av. Petrolera #6309, Lacma, D5
-17.410910,-66.172309, Calle Libertad #6310, Jaihuayco, D5
-17.422942,-66.179841, Calle Villarroel #6311, Alalay Norte, D5
-17.419506,-66.170822, Calle Antezana #6312, Lacma, D5
-17.428501,-66.172129, Calle Ballivián #6313, Jaihuayco, D5
-17.434693,-66.163867, Av. Petrolera #6314, Alalay Norte, D5
-17.417730,-66.179652, Calle Libertad #6315, Lacma, D5
-17.410665,-66.172718, Calle Villarroel #6316, Jaihuayco, D5
-17.416588,-66.182821, Calle Antezana #6317, Alalay Norte, D5
-17.410059,-66.167929, Calle Ballivián #6318, Lacma, D5
-17.423869,-66.159505, Av. Petrolera #6319, Jaihuayco, D5
-17.414264,-66.185424, Calle Libertad #6320, Alalay Norte, D5
-17.426174,-66.162423, Calle Villarroel #6321, Lacma, D5
-17.425144,-66.169124, Calle Antezana #6322, Jaihuayco, D5
-17.427376,-66.161219, Calle Ballivián #6323, Alalay Norte, D5
-17.433240,-66.156232, Av. Petrolera #6324, Lacma, D5
-17.425587,-66.179453, Calle Libertad #6325, Jaihuayco, D5
-17.415278,-66.175352, Calle Villarroel #6326, Alalay Norte, D5
-17.420197,-66.158778, Calle Antezana #6327, Lacma, D5
-17.433116,-66.162225, Calle Ballivián #6328, Jaihuayco, D5
-17.423976,-66.155708, Av. Petrolera #6329, Alalay Norte, D5
-17.431957,-66.155117, Calle Libertad #6330, Lacma, D5
-17.410642,-66.185802, Calle Villarroel #6331, Jaihuayco, D5
-17.426568,-66.158069, Calle Antezana #6332, Alalay Norte, D5
-17.426575,-66.175603, Calle Ballivián #6333, Lacma, D5
-17.410718,-66.190823, Av. Petrolera #6334, Jaihuayco, D5
-17.435477,-66.162027, Calle Libertad #6335, Alalay Norte, D5
-17.438374,-66.162454, Calle Villarroel #6336, Lacma, D5
-17.424936,-66.167472, Calle Antezana #6337, Jaihuayco, D5
-17.434665,-66.159817, Calle Ballivián #6338, Alalay Norte, D5
-17.424503,-66.177161, Av. Petrolera #6339, Lacma, D5
-17.419374,-66.177086, Calle Libertad #6340, Jaihuayco, D5
-17.419343,-66.159584, Calle Villarroel #6341, Alalay Norte, D5
-17.440573,-66.153898, Calle Antezana #6342, Lacma, D5
-17.427645,-66.182214, Calle Ballivián #6343, Jaihuayco, D5
-17.435524,-66.165013, Av. Petrolera #6344, Alalay Norte, D5
-17.410481,-66.170559, Calle Libertad #6345, Lacma, D5
-17.430202,-66.166368, Calle Villarroel #6346, Jaihuayco, D5
-17.433668,-66.151239, Calle Antezana #6347, Alalay Norte, D5
-17.422626,-66.155049, Calle Ballivián #6348, Lacma, D5
-17.414869,-66.172230, Av. Petrolera #6349, Jaihuayco, D5
-17.427985,-66.154206, Calle Libertad #6350, Alalay Norte, D5
-17.412663,-66.172201, Calle Villarroel #6351, Lacma, D5
-17.430672,-66.161250, Calle Antezana #6352, Jaihuayco, D5
-17.430010,-66.155749, Calle Ballivián #6353, Alalay Norte, D5
-17.412965,-66.183839, Av. Petrolera #6354, Lacma, D5
-17.434348,-66.169946, Calle Libertad #6355, Jaihuayco, D5
-17.428139,-66.181480, Calle Villarroel #6356, Alalay Norte, D5
-17.410716,-66.186978, Calle Antezana #6357, Lacma, D5
-17.434250,-66.151783, Calle Ballivián #6358, Jaihuayco, D5
-17.425176,-66.169168, Av. Petrolera #6359, Alalay Norte, D5
-17.422130,-66.161011, Calle Libertad #6360, Lacma, D5
-17.424292,-66.156673, Calle Villarroel #6361, Jaihuayco, D5
-17.413726,-66.174006, Calle Antezana #6362, Alalay Norte, D5
-17.415226,-66.182558, Calle Ballivián #6363, Lacma, D5
-17.423015,-66.163033, Av. Petrolera #6364, Jaihuayco, D5
-17.432234,-66.167297, Calle Libertad #6365, Alalay Norte, D5
-17.411811,-66.189026, Calle Villarroel #6366, Lacma, D5
-17.438309,-66.162032, Calle Antezana #6367, Jaihuayco, D5
-17.423453,-66.165468, Calle Ballivián #6368, Alalay Norte, D5
-17.435310,-66.167687, Av. Petrolera #6369, Lacma, D5
-17.437019,-66.165970, Calle Libertad #6370, Jaihuayco, D5
-17.418125,-66.168695, Calle Villarroel #6371, Alalay Norte, D5
-17.423379,-66.174355, Calle Antezana #6372, Lacma, D5
-17.414312,-66.176524, Calle Ballivián #6373, Jaihuayco, D5
-17.421888,-66.172058, Av. Petrolera #6374, Alalay Norte, D5
-17.419220,-66.164101, Calle Libertad #6375, Lacma, D5
-17.423307,-66.167258, Calle Villarroel #6376, Jaihuayco, D5
-17.426760,-66.182626, Calle Antezana #6377, Alalay Norte, D5
-17.416604,-66.177124, Calle Ballivián #6378, Lacma, D5
-17.421190,-66.177358, Av. Petrolera #6379, Jaihuayco, D5
-17.420157,-66.166185, Calle Libertad #6380, Alalay Norte, D5
-17.422435,-66.178933, Calle Villarroel #6381, Lacma, D5
-17.425487,-66.175017, Calle Antezana #6382, Jaihuayco, D5
-17.425828,-66.169858, Calle Ballivián #6383, Alalay Norte, D5
-17.429410,-66.169725, Av. Petrolera #6384, Lacma, D5
-17.422308,-66.165161, Calle Libertad #6385, Jaihuayco, D5
-17.436130,-66.148671, Calle Villarroel #6386, Alalay Norte, D5
-17.429526,-66.172340, Calle Antezana #6387, Lacma, D5
-17.431716,-66.168603, Calle Ballivián #6388, Jaihuayco, D5
-17.438445,-66.151740, Av. Petrolera #6389, Alalay Norte, D5
-17.437522,-66.157258, Calle Libertad #6390, Lacma, D5
-17.428193,-66.153625, Calle Villarroel #6391, Jaihuayco, D5
-17.419746,-66.179725, Calle Antezana #6392, Alalay Norte, D5
-17.431464,-66.161937, Calle Ballivián #6393, Lacma, D5
-17.432548,-66.156160, Av. Petrolera #6394, Jaihuayco, D5
-17.419077,-66.176812, Calle Libertad #6395, Alalay Norte, D5
-17.422340,-66.174947, Calle Villarroel #6396, Lacma, D5
-17.427208,-66.163009, Calle Antezana #6397, Jaihuayco, D5
-17.414206,-66.164306, Calle Ballivián #6398, Alalay Norte, D5
-17.414130,-66.184610, Av. Petrolera #6399, Lacma, D5
-17.425117,-66.166023, Calle Libertad #6400, Jaihuayco, D5
-17.416823,-66.177064, Calle Villarroel #6401, Alalay Norte, D5
-17.414396,-66.157707, Calle Antezana #6402, Lacma, D5
-17.429709,-66.164785, Calle Ballivián #6403, Jaihuayco, D5
-17.435720,-66.155006, Av. Petrolera #6404, Alalay Norte, D5
-17.421984,-66.168911, Calle Libertad #6405, Lacma, D5
-17.436629,-66.163305, Calle Villarroel #6406, Jaihuayco, D5
-17.413590,-66.167388, Calle Antezana #6407, Alalay Norte, D5
-17.418909,-66.168750, Calle Ballivián #6408, Lacma, D5
-17.425755,-66.154464, Av. Petrolera #6409, Jaihuayco, D5
-17.416553,-66.171364, Calle Libertad #6410, Alalay Norte, D5
-17.413151,-66.170239, Calle Villarroel #6411, Lacma, D5
-17.417633,-66.155899, Calle Antezana #6412, Jaihuayco, D5
-17.438605,-66.163238, Calle Ballivián #6413, Alalay Norte, D5
-17.438409,-66.152067, Av. Petrolera #6414, Lacma, D5
-17.420801,-66.178679, Calle Libertad #6415, Jaihuayco, D5
-17.439527,-66.160255, Calle Villarroel #6416, Alalay Norte, D5
-17.425337,-66.166250, Calle Antezana #6417, Lacma, D5
-17.420061,-66.163329, Calle Ballivián #6418, Jaihuayco, D5
-17.436481,-66.153090, Av. Petrolera #6419, Alalay Norte, D5
-17.429975,-66.159799, Calle Libertad #6420, Lacma, D5
-17.416114,-66.164910, Calle Villarroel #6421, Jaihuayco, D5
-17.415454,-66.173718, Calle Antezana #6422, Alalay Norte, D5
-17.415625,-66.172972, Calle Ballivián #6423, Lacma, D5
-17.409503,-66.171922, Av. Petrolera #6424, Jaihuayco, D5
-17.414919,-66.161150, Calle Libertad #6425, Alalay Norte, D5
-17.412755,-66.186067, Calle Villarroel #6426, Lacma, D5
-17.421462,-66.171827, Calle Antezana #6427, Jaihuayco, D5
-17.432346,-66.165372, Calle Ballivián #6428, Alalay Norte, D5
-17.435701,-66.153001, Av. Petrolera #6429, Lacma, D5
-17.434416,-66.166796, Calle Libertad #6430, Jaihuayco, D5
-17.408847,-66.171064, Calle Villarroel #6431, Alalay Norte, D5
-17.438637,-66.149272, Calle Antezana #6432, Lacma, D5
-17.426971,-66.173951, Calle Ballivián #6433, Jaihuayco, D5
-17.433335,-66.170007, Av. Petrolera #6434, Alalay Norte, D5
-17.425841,-66.171239, Calle Libertad #6435, Lacma, D5
-17.425699,-66.176699, Calle Villarroel #6436, Jaihuayco, D5
-17.413366,-66.173004, Calle Antezana #6437, Alalay Norte, D5
