-17.424504,-66.148321, Calle Kantuta #100, Alalay Sud, D6
-17.416918,-66.147581, Calle Kantuta #1935, Villa Hermosa, D6
-17.409690,-66.143075, Calle Siringuero #1936, Alalay Sud, D6
-17.420641,-66.143305, Calle Tupac Katari #1937, Kantuta, D6
-17.404630,-66.132781, Av. Melchor Urquidi #1938, Villa Hermosa, D6
-17.401200,-66.149023, Calle Dalence #1939, Alalay Sud, D6
-17.413089,-66.136976, Calle Kantuta #1940, Kantuta, D6
-17.413683,-66.140779, Calle Siringuero #1941, Villa Hermosa, D6
-17.411464,-66.151409, Calle Tupac Katari #1942, Alalay Sud, D6
-17.402236,-66.147178, Av. Melchor Urquidi #1943, Kantuta, D6
-17.414700,-66.151016, Calle Dalence #1944, Villa Hermosa, D6
-17.403872,-66.128111, Calle Kantuta #1945, Alalay Sud, D6
-17.421236,-66.133082, Calle Siringuero #1946, Kantuta, D6
-17.426857,-66.151120, Calle Tupac Katari #1947, Villa Hermosa, D6
-17.417935,-66.151636, Av. Melchor Urquidi #1948, Alalay Sud, D6
-17.405911,-66.129542, Calle Dalence #1949, Kantuta, D6
-17.421718,-66.149974, Calle Kantuta #1950, Villa Hermosa, D6
-17.401680,-66.131040, Calle Siringuero #1951, Alalay Sud, D6
-17.402706,-66.124837, Calle Tupac Katari #1952, Kantuta, D6
-17.403309,-66.141756, Av. Melchor Urquidi #1953, Villa Hermosa, D6
-17.402313,-66.141218, Calle Dalence #1954, Alalay Sud, D6
-17.404963,-66.137260, Calle Kantuta #1955, Kantuta, D6
-17.408693,-66.134353, Calle Siringuero #1956, Villa Hermosa, D6
-17.404441,-66.127585, Calle Tupac Katari #1957, Alalay Sud, D6
-17.418512,-66.146189, Av. Melchor Urquidi #1958, Kantuta, D6
-17.408716,-66.127725, Calle Dalence #1959, Villa Hermosa, D6
-17.423800,-66.146892, Calle Kantuta #1960, Alalay Sud, D6
-17.416495,-66.147323, Calle Siringuero #1961, Kantuta, D6
-17.405416,-66.148700, Calle Tupac Katari #1962, Villa Hermosa, D6
-17.404792,-66.145429, Av. Melchor Urquidi #1963, Alalay Sud, D6
-17.413342,-66.127059, Calle Dalence #1964, Kantuta, D6
-17.406914,-66.149657, Calle Kantuta #1965, Villa Hermosa, D6
-17.402089,-66.147170, Calle Siringuero #1966, Alalay Sud, D6
-17.416676,-66.127249, Calle Tupac Katari #1967, Kantuta, D6
-17.414805,-66.143310, Av. Melchor Urquidi #1968, Villa Hermosa, D6
-17.420166,-66.138573, Calle Dalence #1969, Alalay Sud, D6
-17.414241,-66.148355, Calle Kantuta #1970, Kantuta, D6
-17.401150,-66.130245, Calle Siringuero #1971, Villa Hermosa, D6
-17.419970,-66.154880, Calle Tupac Katari #1972, Alalay Sud, D6
-17.412539,-66.136664, Av. Melchor Urquidi #1973, Kantuta, D6
-17.419636,-66.151997, Calle Dalence #1974, Villa Hermosa, D6
-17.400320,-66.134879, Calle Kantuta #1975, Alalay Sud, D6
-17.417497,-66.140616, Calle Siringuero #1976, Kantuta, D6
-17.419724,-66.149419, Calle Tupac Katari #1977, Villa Hermosa, D6
-17.401091,-66.146101, Av. Melchor Urquidi #1978, Alalay Sud, D6
-17.401646,-66.149578, Calle Dalence #1979, Kantuta, D6
-17.416821,-66.152542, Calle Kantuta #1980, Villa Hermosa, D6
-17.414949,-66.151238, Calle Siringuero #1981, Alalay Sud, D6
-17.409871,-66.140510, Calle Tupac Katari #1982, Kantuta, D6
-17.416965,-66.148172, Av. Melchor Urquidi #1983, Villa Hermosa, D6
-17.412492,-66.144236, Calle Dalence #1984, Alalay Sud, D6
-17.414849,-66.143247, Calle Kantuta #1985, Kantuta, D6
-17.406497,-66.147830, Calle Siringuero #1986, Villa Hermosa, D6
-17.403177,-66.150481, Calle Tupac Katari #1987, Alalay Sud, D6
-17.412514,-66.151950, Av. Melchor Urquidi #1988, Kantuta, D6
-17.401992,-66.137980, Calle Dalence #1989, Villa Hermosa, D6
-17.404025,-66.123125, Calle Kantuta #1990, Alalay Sud, D6
-17.407479,-66.141333, Calle Siringuero #1991, Kantuta, D6
-17.422486,-66.135663, Calle Tupac Katari #1992, Villa Hermosa, D6
-17.422903,-66.133152, Av. Melchor Urquidi #1993, Alalay Sud, D6
-17.404067,-66.123524, Calle Dalence #1994, Kantuta, D6
-17.409474,-66.150417, Calle Kantuta #1995, Villa Hermosa, D6
-17.411640,-66.145548, Calle Siringuero #1996, Alalay Sud, D6
-17.417551,-66.145562, Calle Tupac Katari #1997, Kantuta, D6
-17.402530,-66.147101, Av. Melchor Urquidi #1998, Villa Hermosa, D6
-17.421287,-66.149303, Calle Dalence #1999, Alalay Sud, D6
-17.409258,-66.149691, Calle Kantuta #2000, Kantuta, D6
-17.406717,-66.140159, Calle Siringuero #2001, Villa Hermosa, D6
-17.413525,-66.144684, Calle Tupac Katari #2002, Alalay Sud, D6
-17.404613,-66.129772, Av. Melchor Urquidi #2003, Kantuta, D6
-17.408941,-66.129948, Calle Dalence #2004, Villa Hermosa, D6
-17.421407,-66.142131, Calle Kantuta #2005, Alalay Sud, D6
-17.420478,-66.146252, Calle Siringuero #2006, Kantuta, D6
-17.409997,-66.132329, Calle Tupac Katari #2007, Villa Hermosa, D6
-17.401430,-66.135158, Av. Melchor Urquidi #2008, Alalay Sud, D6
-17.416688,-66.131087, Calle Dalence #2009, Kantuta, D6
-17.418633,-66.138638, Calle Kantuta #2010, Villa Hermosa, D6
-17.411882,-66.153281, Calle Siringuero #2011, Alalay Sud, D6
-17.407396,-66.130255, Calle Tupac Katari #2012, Kantuta, D6
-17.414199,-66.132690, Av. Melchor Urquidi #2013, Villa Hermosa, D6
-17.406612,-66.130955, Calle Dalence #2014, Alalay Sud, D6
-17.412542,-66.151732, Calle Kantuta #2015, Kantuta, D6
-17.403301,-66.145316, Calle Siringuero #2016, Villa Hermosa, D6
-17.400560,-66.140120, Calle Tupac Katari #2017, Alalay Sud, D6
-17.407199,-66.144479, Av. Melchor Urquidi #2018, Kantuta, D6
-17.404197,-66.148520, Calle Dalence #2019, Villa Hermosa, D6
-17.426279,-66.146650, Calle Kantuta #2020, Alalay Sud, D6
-17.405170,-66.149811, Calle Siringuero #2021, Kantuta, D6
-17.401231,-66.135330, Calle Tupac Katari #2022, Villa Hermosa, D6
-17.421611,-66.145261, Av. Melchor Urquidi #2023, Alalay Sud, D6
-17.412509,-66.139155, Calle Dalence #2024, Kantuta, D6
-17.412648,-66.144544, Calle Kantuta #2025, Villa Hermosa, D6
-17.423595,-66.145964, Calle Siringuero #2026, Alalay Sud, D6
-17.418259,-66.151710, Calle Tupac Katari #2027, Kantuta, D6
-17.407089,-66.127842, Av. Melchor Urquidi #2028, Villa Hermosa, D6
-17.409395,-66.134071, Calle Dalence #2029, Alalay Sud, D6
-17.399983,-66.130701, Calle Kantuta #2030, Kantuta, D6
-17.412741,-66.152749, Calle Siringuero #2031, Villa Hermosa, D6
-17.409682,-66.131072, Calle Tupac Katari #2032, Alalay Sud, D6
-17.412823,-66.144849, Av. Melchor Urquidi #2033, Kantuta, D6
-17.403556,-66.132804, Calle Dalence #2034, Villa Hermosa, D6
-17.411401,-66.133413, Calle Kantuta #2035, Alalay Sud, D6
-17.399465,-66.125945, Calle Siringuero #2036, Kantuta, D6
-17.415388,-66.147674, Calle Tupac Katari #2037, Villa Hermosa, D6
-17.404764,-66.122762, Av. Melchor Urquidi #2038, Alalay Sud, D6
-17.419671,-66.153009, Calle Dalence #2039, Kantuta, D6
-17.411844,-66.131212, Calle Kantuta #2040, Villa Hermosa, D6
-17.408426,-66.130178, Calle Siringuero #2041, Alalay Sud, D6
-17.427555,-66.150617, Calle Tupac Katari #2042, Kantuta, D6
-17.419321,-66.139038, Av. Melchor Urquidi #2043, Villa Hermosa, D6
-17.414121,-66.132084, Calle Dalence #2044, Alalay Sud, D6
-17.399776,-66.145155, Calle Kantuta #2045, Kantuta, D6
-17.403436,-66.129207, Calle Siringuero #2046, Villa Hermosa, D6
-17.402426,-66.137284, Calle Tupac Katari #2047, Alalay Sud, D6
-17.401930,-66.150051, Av. Melchor Urquidi #2048, Kantuta, D6
-17.402040,-66.145952, Calle Dalence #2049, Villa Hermosa, D6
-17.420735,-66.152532, Calle Kantuta #2050, Alalay Sud, D6
-17.421624,-66.145654, Calle Siringuero #2051, Kantuta, D6
-17.420640,-66.150591, Calle Tupac Katari #2052, Villa Hermosa, D6
-17.423783,-66.147217, Av. Melchor Urquidi #2053, Alalay Sud, D6
-17.404905,-66.149791, Calle Dalence #2054, Kantuta, D6
-17.405424,-66.145348, Calle Kantuta #2055, Villa Hermosa, D6
-17.397468,-66.127404, Calle Siringuero #2056, Alalay Sud, D6
-17.419709,-66.146470, Calle Tupac Katari #2057, Kantuta, D6
-17.400121,-66.147690, Av. Melchor Urquidi #2058, Villa Hermosa, D6
-17.427079,-66.151713, Calle Dalence #2059, Alalay Sud, D6
-17.416798,-66.142738, Calle Kantuta #2060, Kantuta, D6
-17.418305,-66.137223, Calle Siringuero #2061, Villa Hermosa, D6
-17.420427,-66.144385, Calle Tupac Katari #2062, Alalay Sud, D6
-17.428077,-66.150913, Av. Melchor Urquidi #2063, Kantuta, D6
-17.401166,-66.133222, Calle Dalence #2064, Villa Hermosa, D6
-17.421103,-66.140477, Calle Kantuta #2065, Alalay Sud, D6
-17.411558,-66.126547, Calle Siringuero #2066, Kantuta, D6
-17.405864,-66.141827, Calle Tupac Katari #2067, Villa Hermosa, D6
-17.422695,-66.141652, Av. Melchor Urquidi #2068, Alalay Sud, D6
-17.418404,-66.149490, Calle Dalence #2069, Kantuta, D6
-17.401599,-66.130266, Calle Kantuta #2070, Villa Hermosa, D6
-17.400258,-66.140627, Calle Siringuero #2071, Alalay Sud, D6
-17.416951,-66.134039, Calle Tupac Katari #2072, Kantuta, D6
-17.408835,-66.151742, Av. Melchor Urquidi #2073, Villa Hermosa, D6
-17.420594,-66.148403, Calle Dalence #2074, Alalay Sud, D6
-17.415225,-66.155173, Calle Kantuta #2075, Kantuta, D6
-17.424409,-66.152940, Calle Siringuero #2076, Villa Hermosa, D6
-17.405108,-66.140695, Calle Tupac Katari #2077, Alalay Sud, D6
-17.407498,-66.135778, Av. Melchor Urquidi #2078, Kantuta, D6
-17.409516,-66.136690, Calle Dalence #2079, Villa Hermosa, D6
-17.415734,-66.144013, Calle Kantuta #2080, Alalay Sud, D6
-17.399760,-66.147092, Calle Siringuero #2081, Kantuta, D6
-17.408074,-66.131620, Calle Tupac Katari #2082, Villa Hermosa, D6
-17.409398,-66.132135, Av. Melchor Urquidi #2083, Alalay Sud, D6
-17.421278,-66.144206, Calle Dalence #2084, Kantuta, D6
-17.401380,-66.126631, Calle Kantuta #2085, Villa Hermosa, D6
-17.403161,-66.144505, Calle Siringuero #2086, Alalay Sud, D6
-17.403563,-66.136980, Calle Tupac Katari #2087, Kantuta, D6
-17.422587,-66.132269, Av. Melchor Urquidi #2088, Villa Hermosa, D6
-17.408221,-66.147474, Calle Dalence #2089, Alalay Sud, D6
-17.409637,-66.131836, Calle Kantuta #2090, Kantuta, D6
-17.424207,-66.147488, Calle Siringuero #2091, Villa Hermosa, D6
-17.411034,-66.137495, Calle Tupac Katari #2092, Alalay Sud, D6
-17.426196,-66.148234, Av. Melchor Urquidi #2093, Kantuta, D6
-17.404051,-66.135653, Calle Dalence #2094, Villa Hermosa, D6
-17.422641,-66.153418, Calle Kantuta #2095, Alalay Sud, D6
-17.405399,-66.134156, Calle Siringuero #2096, Kantuta, D6
-17.418993,-66.150075, Calle Tupac Katari #2097, Villa Hermosa, D6
-17.409949,-66.131157, Av. Melchor Urquidi #2098, Alalay Sud, D6
-17.410363,-66.138236, Calle Dalence #2099, Kantuta, D6
-17.406935,-66.138596, Calle Kantuta #2100, Villa Hermosa, D6
-17.421291,-66.140441, Calle Siringuero #2101, Alalay Sud, D6
-17.400848,-66.134211, Calle Tupac Katari #2102, Kantuta, D6
-17.407016,-66.131434, Av. Melchor Urquidi #2103, Villa Hermosa, D6
-17.416269,-66.153198, Calle Dalence #2104, Alalay Sud, D6
-17.424802,-66.144633, Calle Kantuta #2105, Kantuta, D6
-17.410749,-66.139150, Calle Siringuero #2106, Villa Hermosa, D6
-17.407540,-66.144778, Calle Tupac Katari #2107, Alalay Sud, D6
-17.416640,-66.144554, Av. Melchor Urquidi #2108, Kantuta, D6
-17.409743,-66.145215, Calle Dalence #2109, Villa Hermosa, D6
-17.423260,-66.144060, Calle Kantuta #2110, Alalay Sud, D6
-17.419195,-66.136649, Calle Siringuero #2111, Kantuta, D6
-17.410938,-66.143281, Calle Tupac Katari #2112, Villa Hermosa, D6
-17.402248,-66.139232, Av. Melchor Urquidi #2113, Alalay Sud, D6
-17.417721,-66.139026, Calle Dalence #2114, Kantuta, D6
-17.405695,-66.140184, Calle Kantuta #2115, Villa Hermosa, D6
-17.410392,-66.133233, Calle Siringuero #2116, Alalay Sud, D6
-17.421253,-66.153624, Calle Tupac Katari #2117, Kantuta, D6
-17.414004,-66.139179, Av. Melchor Urquidi #2118, Villa Hermosa, D6
-17.403991,-66.133646, Calle Dalence #2119, Alalay Sud, D6
-17.400800,-66.128818, Calle Kantuta #2120, Kantuta, D6
-17.425454,-66.151192, Calle Siringuero #2121, Villa Hermosa, D6
-17.405745,-66.145697, Calle Tupac Katari #2122, Alalay Sud, D6
-17.422780,-66.143145, Av. Melchor Urquidi #2123, Kantuta, D6
-17.425453,-66.145668, Calle Dalence #2124, Villa Hermosa, D6
-17.414994,-66.132602, Calle Kantuta #2125, Alalay Sud, D6
-17.400359,-66.142144, Calle Siringuero #2126, Kantuta, D6
-17.404879,-66.139380, Calle Tupac Katari #2127, Villa Hermosa, D6
-17.399888,-66.126376, Av. Melchor Urquidi #2128, Alalay Sud, D6
-17.406975,-66.143996, Calle Dalence #2129, Kantuta, D6
-17.414157,-66.145154, Calle Kantuta #2130, Villa Hermosa, D6
-17.413257,-66.151988, Calle Siringuero #2131, Alalay Sud, D6
-17.413688,-66.155202, Calle Tupac Katari #2132, Kantuta, D6
-17.415821,-66.133321, Av. Melchor Urquidi #2133, Villa Hermosa, D6
-17.411244,-66.146070, Calle Dalence #2134, Alalay Sud, D6
-17.422248,-66.134001, Calle Kantuta #2135, Kantuta, D6
-17.425856,-66.153298, Calle Siringuero #2136, Villa Hermosa, D6
-17.416399,-66.152476, Calle Tupac Katari #2137, Alalay Sud, D6
-17.415853,-66.152767, Av. Melchor Urquidi #2138, Kantuta, D6
-17.418971,-66.154062, Calle Dalence #2139, Villa Hermosa, D6
-17.417245,-66.146605, Calle Kantuta #2140, Alalay Sud, D6
-17.421481,-66.137561, Calle Siringuero #2141, Kantuta, D6
-17.417151,-66.146554, Calle Tupac Katari #2142, Villa Hermosa, D6
-17.423375,-66.141403, Av. Melchor Urquidi #2143, Alalay Sud, D6
-17.419602,-66.132484, Calle Dalence #2144, Kantuta, D6
-17.410902,-66.131508, Calle Kantuta #2145, Villa Hermosa, D6
-17.401334,-66.140942, Calle Siringuero #2146, Alalay Sud, D6
-17.405773,-66.133949, Calle Tupac Katari #2147, Kantuta, D6
-17.420158,-66.148348, Av. Melchor Urquidi #2148, Villa Hermosa, D6
-17.400277,-66.145912, Calle Dalence #2149, Alalay Sud, D6
-17.410702,-66.150905, Calle Kantuta #2150, Kantuta, D6
-17.398477,-66.126654, Calle Siringuero #2151, Villa Hermosa, D6
-17.406830,-66.133948, Calle Tupac Katari #2152, Alalay Sud, D6
-17.406585,-66.137001, Av. Melchor Urquidi #2153, Kantuta, D6
-17.411131,-66.139038, Calle Dalence #2154, Villa Hermosa, D6
-17.413291,-66.134495, Calle Kantuta #2155, Alalay Sud, D6
-17.407593,-66.131058, Calle Siringuero #2156, Kantuta, D6
-17.415926,-66.126382, Calle Tupac Katari #2157, Villa Hermosa, D6
-17.407662,-66.137772, Av. Melchor Urquidi #2158, Alalay Sud, D6
-17.420345,-66.136544, Calle Dalence #2159, Kantuta, D6
-17.426397,-66.150212, Calle Kantuta #2160, Villa Hermosa, D6
-17.408443,-66.139742, Calle Siringuero #2161, Alalay Sud, D6
-17.425615,-66.146173, Calle Tupac Katari #2162, Kantuta, D6
-17.414432,-66.148979, Av. Melchor Urquidi #2163, Villa Hermosa, D6
-17.422694,-66.141395, Calle Dalence #2164, Alalay Sud, D6
-17.425921,-66.149567, Calle Kantuta #2165, Kantuta, D6
-17.414426,-66.134227, Calle Siringuero #2166, Villa Hermosa, D6
-17.410576,-66.150659, Calle Tupac Katari #2167, Alalay Sud, D6
-17.398612,-66.126279, Av. Melchor Urquidi #2168, Kantuta, D6
-17.407834,-66.130460, Calle Dalence #2169, Villa Hermosa, D6
-17.409729,-66.133914, Calle Kantuta #2170, Alalay Sud, D6
-17.403908,-66.143029, Calle Siringuero #2171, Kantuta, D6
-17.411782,-66.139834, Calle Tupac Katari #2172, Villa Hermosa, D6
-17.407970,-66.133781, Av. Melchor Urquidi #2173, Alalay Sud, D6
-17.403024,-66.131792, Calle Dalence #2174, Kantuta, D6
-17.410881,-66.144416, Calle Kantuta #2175, Villa Hermosa, D6
-17.406409,-66.148291, Calle Siringuero #2176, Alalay Sud, D6
-17.413791,-66.133736, Calle Tupac Katari #2177, Kantuta, D6
-17.420360,-66.131291, Av. Melchor Urquidi #2178, Villa Hermosa, D6
-17.408948,-66.136358, Calle Dalence #2179, Alalay Sud, D6
-17.414695,-66.152574, Calle Kantuta #2180, Kantuta, D6
-17.421433,-66.142935, Calle Siringuero #2181, Villa Hermosa, D6
-17.412246,-66.141272, Calle Tupac Katari #2182, Alalay Sud, D6
-17.413099,-66.128869, Av. Melchor Urquidi #2183, Kantuta, D6
-17.417474,-66.153069, Calle Dalence #2184, Villa Hermosa, D6
-17.420796,-66.152961, Calle Kantuta #2185, Alalay Sud, D6
-17.405221,-66.148370, Calle Siringuero #2186, Kantuta, D6
-17.400647,-66.143613, Calle Tupac Katari #2187, Villa Hermosa, D6
-17.402121,-66.148794, Av. Melchor Urquidi #2188, Alalay Sud, D6
-17.408791,-66.128229, Calle Dalence #2189, Kantuta, D6
-17.421379,-66.131932, Calle Kantuta #2190, Villa Hermosa, D6
-17.422419,-66.137461, Calle Siringuero #2191, Alalay Sud, D6
-17.423364,-66.149441, Calle Tupac Katari #2192, Kantuta, D6
-17.423891,-66.151428, Av. Melchor Urquidi #2193, Villa Hermosa, D6
-17.414130,-66.142562, Calle Dalence #2194, Alalay Sud, D6
-17.401682,-66.138518, Calle Kantuta #2195, Kantuta, D6
-17.405400,-66.129758, Calle Siringuero #2196, Villa Hermosa, D6
-17.405855,-66.122978, Calle Tupac Katari #2197, Alalay Sud, D6
-17.413447,-66.138095, Av. Melchor Urquidi #2198, Kantuta, D6
-17.407111,-66.129961, Calle Dalence #2199, Villa Hermosa, D6
-17.419463,-66.147654, Calle Kantuta #2200, Alalay Sud, D6
-17.411694,-66.152899, Calle Siringuero #2201, Kantuta, D6
-17.415978,-66.127547, Calle Tupac Katari #2202, Villa Hermosa, D6
-17.415733,-66.143539, Av. Melchor Urquidi #2203, Alalay Sud, D6
-17.419038,-66.149230, Calle Dalence #2204, Kantuta, D6
-17.421356,-66.154370, Calle Kantuta #2205, Villa Hermosa, D6
-17.400756,-66.127491, Calle Siringuero #2206, Alalay Sud, D6
-17.406248,-66.145122, Calle Tupac Katari #2207, Kantuta, D6
-17.411942,-66.142692, Av. Melchor Urquidi #2208, Villa Hermosa, D6
-17.417324,-66.152779, Calle Dalence #2209, Alalay Sud, D6
-17.422787,-66.150746, Calle Kantuta #2210, Kantuta, D6
-17.405849,-66.150169, Calle Siringuero #2211, Villa Hermosa, D6
-17.412347,-66.128223, Calle Tupac Katari #2212, Alalay Sud, D6
-17.403148,-66.131035, Av. Melchor Urquidi #2213, Kantuta, D6
-17.400509,-66.142597, Calle Dalence #2214, Villa Hermosa, D6
-17.405783,-66.130019, Calle Kantuta #2215, Alalay Sud, D6
-17.419374,-66.145619, Calle Siringuero #2216, Kantuta, D6
-17.413864,-66.154964, Calle Tupac Katari #2217, Villa Hermosa, D6
-17.425812,-66.147856, Av. Melchor Urquidi #2218, Alalay Sud, D6
-17.407195,-66.130794, Calle Dalence #2219, Kantuta, D6
-17.403492,-66.140102, Calle Kantuta #2220, Villa Hermosa, D6
-17.416024,-66.155275, Calle Siringuero #2221, Alalay Sud, D6
-17.408292,-66.134596, Calle Tupac Katari #2222, Kantuta, D6
-17.417769,-66.134612, Av. Melchor Urquidi #2223, Villa Hermosa, D6
-17.410557,-66.147631, Calle Dalence #2224, Alalay Sud, D6
-17.408901,-66.131952, Calle Kantuta #2225, Kantuta, D6
-17.403045,-66.122997, Calle Siringuero #2226, Villa Hermosa, D6
-17.424889,-66.148831, Calle Tupac Katari #2227, Alalay Sud, D6
-17.419912,-66.154789, Av. Melchor Urquidi #2228, Kantuta, D6
-17.418850,-66.146746, Calle Dalence #2229, Villa Hermosa, D6
-17.422684,-66.146963, Calle Kantuta #2230, Alalay Sud, D6
-17.398621,-66.135647, Calle Siringuero #2231, Kantuta, D6
-17.424135,-66.150085, Calle Tupac Katari #2232, Villa Hermosa, D6
-17.399496,-66.134003, Av. Melchor Urquidi #2233, Alalay Sud, D6
-17.413096,-66.129988, Calle Dalence #2234, Kantuta, D6
-17.401053,-66.133135, Calle Kantuta #2235, Villa Hermosa, D6
-17.400557,-66.132595, Calle Siringuero #2236, Alalay Sud, D6
-17.412586,-66.148623, Calle Tupac Katari #2237, Kantuta, D6
-17.425800,-66.144307, Av. Melchor Urquidi #2238, Villa Hermosa, D6
-17.412564,-66.152021, Calle Dalence #2239, Alalay Sud, D6
-17.399321,-66.128922, Calle Kantuta #2240, Kantuta, D6
-17.413227,-66.132313, Calle Siringuero #2241, Villa Hermosa, D6
-17.409116,-66.143188, Calle Tupac Katari #2242, Alalay Sud, D6
-17.416115,-66.150014, Av. Melchor Urquidi #2243, Kantuta, D6
-17.415231,-66.142961, Calle Dalence #2244, Villa Hermosa, D6
-17.414433,-66.146916, Calle Kantuta #2245, Alalay Sud, D6
-17.424988,-66.147853, Calle Siringuero #2246, Kantuta, D6
-17.403462,-66.138400, Calle Tupac Katari #2247, Villa Hermosa, D6
-17.416490,-66.152972, Av. Melchor Urquidi #2248, Alalay Sud, D6
-17.418255,-66.145917, Calle Dalence #2249, Kantuta, D6
-17.406787,-66.149924, Calle Kantuta #2250, Villa Hermosa, D6
-17.411625,-66.140833, Calle Siringuero #2251, Alalay Sud, D6
-17.407023,-66.151740, Calle Tupac Katari #2252, Kantuta, D6
-17.408310,-66.131830, Av. Melchor Urquidi #2253, Villa Hermosa, D6
-17.406076,-66.128164, Calle Dalence #2254, Alalay Sud, D6
-17.401518,-66.124611, Calle Kantuta #2255, Kantuta, D6
-17.410408,-66.150434, Calle Siringuero #2256, Villa Hermosa, D6
-17.420865,-66.144435, Calle Tupac Katari #2257, Alalay Sud, D6
-17.418589,-66.143041, Av. Melchor Urquidi #2258, Kantuta, D6
-17.406449,-66.152629, Calle Dalence #2259, Villa Hermosa, D6
-17.416592,-66.150421, Calle Kantuta #2260, Alalay Sud, D6
-17.400365,-66.141684, Calle Siringuero #2261, Kantuta, D6
-17.408697,-66.145426, Calle Tupac Katari #2262, Villa Hermosa, D6
-17.425734,-66.151838, Av. Melchor Urquidi #2263, Alalay Sud, D6
-17.414596,-66.126525, Calle Dalence #2264, Kantuta, D6
-17.407691,-66.130454, Calle Kantuta #2265, Villa Hermosa, D6
-17.407296,-66.140350, Calle Siringuero #2266, Alalay Sud, D6
-17.425776,-66.151929, Calle Tupac Katari #2267, Kantuta, D6
-17.412339,-66.134258, Av. Melchor Urquidi #2268, Villa Hermosa, D6
-17.420018,-66.145432, Calle Dalence #2269, Alalay Sud, D6
-17.404537,-66.135327, Calle Kantuta #2270, Kantuta, D6
-17.401664,-66.133382, Calle Siringuero #2271, Villa Hermosa, D6
-17.413932,-66.139408, Calle Tupac Katari #2272, Alalay Sud, D6
-17.404814,-66.147066, Av. Melchor Urquidi #2273, Kantuta, D6
-17.403893,-66.137803, Calle Dalence #2274, Villa Hermosa, D6
-17.401915,-66.136777, Calle Kantuta #2275, Alalay Sud, D6
-17.414729,-66.138293, Calle Siringuero #2276, Kantuta, D6
-17.402773,-66.132688, Calle Tupac Katari #2277, Villa Hermosa, D6
-17.400969,-66.147641, Av. Melchor Urquidi #2278, Alalay Sud, D6
-17.422836,-66.146297, Calle Dalence #2279, Kantuta, D6
-17.421318,-66.146812, Calle Kantuta #2280, Villa Hermosa, D6
-17.409783,-66.151131, Calle Siringuero #2281, Alalay Sud, D6
-17.406147,-66.150069, Calle Tupac Katari #2282, Kantuta, D6
-17.404759,-66.130726, Av. Melchor Urquidi #2283, Villa Hermosa, D6
-17.402522,-66.131233, Calle Dalence #2284, Alalay Sud, D6
-17.409416,-66.134012, Calle Kantuta #2285, Kantuta, D6
-17.403584,-66.123303, Calle Siringuero #2286, Villa Hermosa, D6
-17.398493,-66.128174, Calle Tupac Katari #2287, Alalay Sud, D6
-17.415349,-66.141497, Av. Melchor Urquidi #2288, Kantuta, D6
-17.405817,-66.145404, Calle Dalence #2289, Villa Hermosa, D6
-17.422902,-66.152261, Calle Kantuta #2290, Alalay Sud, D6
-17.411724,-66.134063, Calle Siringuero #2291, Kantuta, D6
-17.399644,-66.128856, Calle Tupac Katari #2292, Villa Hermosa, D6
-17.402017,-66.143163, Av. Melchor Urquidi #2293, Alalay Sud, D6
-17.402878,-66.140647, Calle Dalence #2294, Kantuta, D6
-17.418492,-66.146704, Calle Kantuta #2295, Villa Hermosa, D6
-17.400595,-66.130037, Calle Siringuero #2296, Alalay Sud, D6
-17.423619,-66.141497, Calle Tupac Katari #2297, Kantuta, D6
-17.419708,-66.141306, Av. Melchor Urquidi #2298, Villa Hermosa, D6
-17.401028,-66.140907, Calle Dalence #2299, Alalay Sud, D6
-17.417316,-66.139484, Calle Kantuta #2300, Kantuta, D6
-17.413105,-66.132736, Calle Siringuero #2301, Villa Hermosa, D6
-17.404388,-66.131418, Calle Tupac Katari #2302, Alalay Sud, D6
-17.404462,-66.125691, Av. Melchor Urquidi #2303, Kantuta, D6
-17.410151,-66.133038, Calle Dalence #2304, Villa Hermosa, D6
-17.420053,-66.142988, Calle Kantuta #2305, Alalay Sud, D6
-17.401997,-66.142292, Calle Siringuero #2306, Kantuta, D6
-17.410123,-66.150842, Calle Tupac Katari #2307, Villa Hermosa, D6
-17.402927,-66.144124, Av. Melchor Urquidi #2308, Alalay Sud, D6
-17.407653,-66.134387, Calle Dalence #2309, Kantuta, D6
-17.427439,-66.148944, Calle Kantuta #2310, Villa Hermosa, D6
-17.410250,-66.142027, Calle Siringuero #2311, Alalay Sud, D6
-17.421455,-66.138311, Calle Tupac Katari #2312, Kantuta, D6
-17.428721,-66.152339, Av. Melchor Urquidi #2313, Villa Hermosa, D6
-17.399928,-66.134234, Calle Dalence #2314, Alalay Sud, D6
-17.403664,-66.137896, Calle Kantuta #2315, Kantuta, D6
-17.423374,-66.148021, Calle Siringuero #2316, Villa Hermosa, D6
-17.402198,-66.126734, Calle Tupac Katari #2317, Alalay Sud, D6
-17.419020,-66.146115, Av. Melchor Urquidi #2318, Kantuta, D6
-17.424052,-66.153100, Calle Dalence #2319, Villa Hermosa, D6
-17.423663,-66.144716, Calle Kantuta #2320, Alalay Sud, D6
-17.401331,-66.140589, Calle Siringuero #2321, Kantuta, D6
-17.409755,-66.152847, Calle Tupac Katari #2322, Villa Hermosa, D6
-17.402230,-66.140404, Av. Melchor Urquidi #2323, Alalay Sud, D6
-17.410167,-66.131886, Calle Dalence #2324, Kantuta, D6
-17.423648,-66.151738, Calle Kantuta #2325, Villa Hermosa, D6
