-17.339004,-66.151933, Calle Terminal #100, Cara Cara, D13
-17.289631,-66.141442, Calle Ferrocarril #938, La Temible, D13
-17.318320,-66.149340, Calle Tupiza #939, K’ara K’ara II, D13
-17.333271,-66.159082, Calle Terminal #940, Cara Cara, D13
-17.331601,-66.127637, Calle Cementerio #941, La Temible, D13
-17.346952,-66.162249, Calle Industrial #942, K’ara K’ara II, D13
-17.339302,-66.152516, Calle Ferrocarril #943, Cara Cara, D13
-17.334866,-66.142971, Calle Tupiza #944, La Temible, D13
-17.296899,-66.149592, Calle Terminal #945, K’ara K’ara II, D13
-17.309069,-66.163259, Calle Cementerio #946, Cara Cara, D13
-17.338759,-66.148360, Calle Industrial #947, La Temible, D13
-17.338534,-66.175541, Calle Ferrocarril #948, K’ara K’ara II, D13
-17.360034,-66.118409, Calle Tupiza #949, Cara Cara, D13
-17.291221,-66.152557, Calle Terminal #950, La Temible, D13
-17.326496,-66.118805, Calle Cementerio #951, K’ara K’ara II, D13
-17.289788,-66.145942, Calle Industrial #952, Cara Cara, D13
-17.357772,-66.118093, Calle Ferrocarril #953, La Temible, D13
-17.305774,-66.158270, Calle Tupiza #954, K’ara K’ara II, D13
-17.305689,-66.156423, Calle Terminal #955, Cara Cara, D13
-17.332046,-66.146977, Calle Cementerio #956, La Temible, D13
-17.290796,-66.133654, Calle Industrial #957, K’ara K’ara II, D13
-17.313527,-66.126991, Calle Ferrocarril #958, Cara Cara, D13
-17.355496,-66.144688, Calle Tupiza #959, La Temible, D13
-17.317478,-66.156022, Calle Terminal #960, K’ara K’ara II, D13
-17.336195,-66.151503, Calle Cementerio #961, Cara Cara, D13
-17.321434,-66.135520, Calle Industrial #962, La Temible, D13
-17.337807,-66.132914, Calle Ferrocarril #963, K’ara K’ara II, D13
-17.357221,-66.112563, Calle Tupiza #964, Cara Cara, D13
-17.328519,-66.135653, Calle Terminal #965, La Temible, D13
-17.322653,-66.144597, Calle Cementerio #966, K’ara K’ara II, D13
-17.330030,-66.134359, Calle Industrial #967, Cara Cara, D13
-17.304509,-66.154693, Calle Ferrocarril #968, La Temible, D13
-17.359811,-66.131050, Calle Tupiza #969, K’ara K’ara II, D13
-17.315544,-66.135175, Calle Terminal #970, Cara Cara, D13
-17.328066,-66.132520, Calle Cementerio #971, La Temible, D13
-17.308993,-66.141485, Calle Industrial #972, K’ara K’ara II, D13
-17.314902,-66.141142, Calle Ferrocarril #973, Cara Cara, D13
-17.305822,-66.143376, Calle Tupiza #974, La Temible, D13
-17.335787,-66.169232, Calle Terminal #975, K’ara K’ara II, D13
-17.307084,-66.148022, Calle Cementerio #976, Cara Cara, D13
-17.334284,-66.174883, Calle Industrial #977, La Temible, D13
-17.337414,-66.130010, Calle Ferrocarril #978, K’ara K’ara II, D13
-17.359376,-66.124006, Calle Tupiza #979, Cara Cara, D13
-17.356121,-66.111425, Calle Terminal #980, La Temible, D13
-17.346071,-66.163835, Calle Cementerio #981, K’ara K’ara II, D13
-17.330082,-66.128944, Calle Industrial #982, Cara Cara, D13
-17.353908,-66.116310, Calle Ferrocarril #983, La Temible, D13
-17.359357,-66.124972, Calle Tupiza #984, K’ara K’ara II, D13
-17.327950,-66.144676, Calle Terminal #985, Cara Cara, D13
-17.344773,-66.158681, Calle Cementerio #986, La Temible, D13
-17.344253,-66.149818, Calle Industrial #987, K’ara K’ara II, D13
-17.335293,-66.149443, Calle Ferrocarril #988, Cara Cara, D13
-17.300835,-66.153411, Calle Tupiza #989, La Temible, D13
-17.311868,-66.142148, Calle Terminal #990, K’ara K’ara II, D13
-17.301064,-66.154204, Calle Cementerio #991, Cara Cara, D13
-17.333612,-66.132816, Calle Industrial #992, La Temible, D13
-17.342506,-66.164766, Calle Ferrocarril #993, K’ara K’ara II, D13
-17.347674,-66.134652, Calle Tupiza #994, Cara Cara, D13
-17.352583,-66.116888, Calle Terminal #995, La Temible, D13
-17.310103,-66.131903, Calle Cementerio #996, K’ara K’ara II, D13
-17.299075,-66.143112, Calle Industrial #997, Cara Cara, D13
-17.327389,-66.148389, Calle Ferrocarril #998, La Temible, D13
-17.359383,-66.123570, Calle Tupiza #999, K’ara K’ara II, D13
-17.341396,-66.159928, Calle Terminal #1000, Cara Cara, D13
-17.333585,-66.135080, Calle Cementerio #1001, La Temible, D13
-17.303373,-66.146587, Calle Industrial #1002, K’ara K’ara II, D13
-17.314369,-66.164688, Calle Ferrocarril #1003, Cara Cara, D13
-17.318164,-66.140903, Calle Tupiza #1004, La Temible, D13
-17.357508,-66.111888, Calle Terminal #1005, K’ara K’ara II, D13
-17.305188,-66.141179, Calle Cementerio #1006, Cara Cara, D13
-17.335487,-66.171064, Calle Industrial #1007, La Temible, D13
-17.304612,-66.136555, Calle Ferrocarril #1008, K’ara K’ara II, D13
-17.324576,-66.157105, Calle Tupiza #1009, Cara Cara, D13
-17.311377,-66.151246, Calle Terminal #1010, La Temible, D13
-17.316189,-66.145051, Calle Cementerio #1011, K’ara K’ara II, D13
-17.357061,-66.127531, Calle Industrial #1012, Cara Cara, D13
-17.298153,-66.139349, Calle Ferrocarril #1013, La Temible, D13
-17.339900,-66.120648, Calle Tupiza #1014, K’ara K’ara II, D13
-17.336149,-66.165105, Calle Terminal #1015, Cara Cara, D13
-17.331792,-66.132143, Calle Cementerio #1016, La Temible, D13
-17.293469,-66.152242, Calle Industrial #1017, K’ara K’ara II, D13
-17.327266,-66.148730, Calle Ferrocarril #1018, Cara Cara, D13
-17.352826,-66.150088, Calle Tupiza #1019, La Temible, D13
-17.344081,-66.128042, Calle Terminal #1020, K’ara K’ara II, D13
-17.359714,-66.116228, Calle Cementerio #1021, Cara Cara, D13
-17.320602,-66.135610, Calle Industrial #1022, La Temible, D13
-17.300291,-66.135976, Calle Ferrocarril #1023, K’ara K’ara II, D13
-17.331805,-66.132518, Calle Tupiza #1024, Cara Cara, D13
-17.329416,-66.149119, Calle Terminal #1025, La Temible, D13
-17.340824,-66.152843, Calle Cementerio #1026, K’ara K’ara II, D13
-17.347418,-66.151473, Calle Industrial #1027, Cara Cara, D13
-17.293995,-66.147945, Calle Ferrocarril #1028, La Temible, D13
-17.337475,-66.158459, Calle Tupiza #1029, K’ara K’ara II, D13
-17.355500,-66.120434, Calle Terminal #1030, Cara Cara, D13
-17.322231,-66.168924, Calle Cementerio #1031, La Temible, D13
-17.323035,-66.165498, Calle Industrial #1032, K’ara K’ara II, D13
-17.337936,-66.131059, Calle Ferrocarril #1033, Cara Cara, D13
-17.319446,-66.163279, Calle Tupiza #1034, La Temible, D13
-17.329247,-66.147979, Calle Terminal #1035, K’ara K’ara II, D13
-17.305435,-66.139791, Calle Cementerio #1036, Cara Cara, D13
-17.355834,-66.139655, Calle Industrial #1037, La Temible, D13
-17.328950,-66.176170, Calle Ferrocarril #1038, K’ara K’ara II, D13
-17.303353,-66.151310, Calle Tupiza #1039, Cara Cara, D13
-17.310666,-66.156669, Calle Terminal #1040, La Temible, D13
-17.334942,-66.127068, Calle Cementerio #1041, K’ara K’ara II, D13
-17.343430,-66.125332, Calle Industrial #1042, Cara Cara, D13
-17.333222,-66.140548, Calle Ferrocarril #1043, La Temible, D13
-17.341859,-66.143985, Calle Tupiza #1044, K’ara K’ara II, D13
-17.335056,-66.167289, Calle Terminal #1045, Cara Cara, D13
-17.314721,-66.163257, Calle Cementerio #1046, La Temible, D13
-17.325722,-66.147967, Calle Industrial #1047, K’ara K’ara II, D13
-17.322669,-66.139348, Calle Ferrocarril #1048, Cara Cara, D13
-17.335070,-66.165452, Calle Tupiza #1049, La Temible, D13
-17.309217,-66.142211, Calle Terminal #1050, K’ara K’ara II, D13
-17.359755,-66.128870, Calle Cementerio #1051, Cara Cara, D13
-17.342322,-66.138716, Calle Industrial #1052, La Temible, D13
-17.326687,-66.132958, Calle Ferrocarril #1053, K’ara K’ara II, D13
-17.357850,-66.115318, Calle Tupiza #1054, Cara Cara, D13
-17.338782,-66.158704, Calle Terminal #1055, La Temible, D13
-17.346517,-66.137131, Calle Cementerio #1056, K’ara K’ara II, D13
-17.319097,-66.166955, Calle Industrial #1057, Cara Cara, D13
-17.337760,-66.120497, Calle Ferrocarril #1058, La Temible, D13
-17.317841,-66.145686, Calle Tupiza #1059, K’ara K’ara II, D13
-17.347322,-66.153562, Calle Terminal #1060, Cara Cara, D13
-17.357814,-66.124758, Calle Cementerio #1061, La Temible, D13
-17.321337,-66.150914, Calle Industrial #1062, K’ara K’ara II, D13
-17.295930,-66.139222, Calle Ferrocarril #1063, Cara Cara, D13
-17.332663,-66.163243, Calle Tupiza #1064, La Temible, D13
-17.316387,-66.142661, Calle Terminal #1065, K’ara K’ara II, D13
-17.323246,-66.137966, Calle Cementerio #1066, Cara Cara, D13
-17.312182,-66.154674, Calle Industrial #1067, La Temible, D13
-17.328546,-66.135245, Calle Ferrocarril #1068, K’ara K’ara II, D13
-17.346330,-66.135511, Calle Tupiza #1069, Cara Cara, D13
-17.298692,-66.127238, Calle Terminal #1070, La Temible, D13
-17.320555,-66.153905, Calle Cementerio #1071, K’ara K’ara II, D13
-17.351680,-66.136454, Calle Industrial #1072, Cara Cara, D13
-17.319947,-66.126966, Calle Ferrocarril #1073, La Temible, D13
-17.325649,-66.172866, Calle Tupiza #1074, K’ara K’ara II, D13
-17.331251,-66.143039, Calle Terminal #1075, Cara Cara, D13
-17.304383,-66.145387, Calle Cementerio #1076, La Temible, D13
-17.348314,-66.128422, Calle Industrial #1077, K’ara K’ara II, D13
-17.340894,-66.120636, Calle Ferrocarril #1078, Cara Cara, D13
-17.300483,-66.134849, Calle Tupiza #1079, La Temible, D13
-17.352283,-66.148252, Calle Terminal #1080, K’ara K’ara II, D13
-17.349900,-66.116848, Calle Cementerio #1081, Cara Cara, D13
-17.304482,-66.137565, Calle Industrial #1082, La Temible, D13
-17.331981,-66.130154, Calle Ferrocarril #1083, K’ara K’ara II, D13
-17.308966,-66.147741, Calle Tupiza #1084, Cara Cara, D13
-17.297811,-66.151443, Calle Terminal #1085, La Temible, D13
-17.305228,-66.144397, Calle Cementerio #1086, K’ara K’ara II, D13
-17.298849,-66.127640, Calle Industrial #1087, Cara Cara, D13
-17.352851,-66.140054, Calle Ferrocarril #1088, La Temible, D13
-17.356405,-66.130351, Calle Tupiza #1089, K’ara K’ara II, D13
-17.332876,-66.176389, Calle Terminal #1090, Cara Cara, D13
-17.335360,-66.140803, Calle Cementerio #1091, La Temible, D13
-17.330394,-66.120729, Calle Industrial #1092, K’ara K’ara II, D13
-17.311791,-66.162949, Calle Ferrocarril #1093, Cara Cara, D13
-17.311497,-66.139290, Calle Tupiza #1094, La Temible, D13
-17.351590,-66.147260, Calle Terminal #1095, K’ara K’ara II, D13
-17.333478,-66.123327, Calle Cementerio #1096, Cara Cara, D13
-17.322688,-66.154374, Calle Industrial #1097, La Temible, D13
-17.303795,-66.154283, Calle Ferrocarril #1098, K’ara K’ara II, D13
-17.349811,-66.149284, Calle Tupiza #1099, Cara Cara, D13
-17.334978,-66.177076, Calle Terminal #1100, La Temible, D13
-17.332178,-66.183831, Calle Cementerio #1101, K’ara K’ara II, D13
-17.297094,-66.146670, Calle Industrial #1102, Cara Cara, D13
-17.308997,-66.138272, Calle Ferrocarril #1103, La Temible, D13
-17.333641,-66.130674, Calle Tupiza #1104, K’ara K’ara II, D13
-17.310905,-66.158223, Calle Terminal #1105, Cara Cara, D13
-17.358092,-66.135170, Calle Cementerio #1106, La Temible, D13
-17.312497,-66.156407, Calle Industrial #1107, K’ara K’ara II, D13
-17.294499,-66.130995, Calle Ferrocarril #1108, Cara Cara, D13
-17.336939,-66.168557, Calle Tupiza #1109, La Temible, D13
-17.348174,-66.126751, Calle Terminal #1110, K’ara K’ara II, D13
-17.293217,-66.143495, Calle Cementerio #1111, Cara Cara, D13
-17.297943,-66.155056, Calle Industrial #1112, La Temible, D13
-17.295295,-66.153996, Calle Ferrocarril #1113, K’ara K’ara II, D13
-17.292804,-66.144994, Calle Tupiza #1114, Cara Cara, D13
-17.356550,-66.113144, Calle Terminal #1115, La Temible, D13
-17.339168,-66.158521, Calle Cementerio #1116, K’ara K’ara II, D13
-17.340099,-66.151953, Calle Industrial #1117, Cara Cara, D13
-17.336667,-66.166038, Calle Ferrocarril #1118, La Temible, D13
-17.323980,-66.146037, Calle Tupiza #1119, K’ara K’ara II, D13
-17.348485,-66.143248, Calle Terminal #1120, Cara Cara, D13
-17.333385,-66.131525, Calle Cementerio #1121, La Temible, D13
-17.353869,-66.128733, Calle Industrial #1122, K’ara K’ara II, D13
-17.336135,-66.169300, Calle Ferrocarril #1123, Cara Cara, D13
-17.337664,-66.149635, Calle Tupiza #1124, La Temible, D13
-17.337184,-66.145018, Calle Terminal #1125, K’ara K’ara II, D13
-17.337121,-66.124987, Calle Cementerio #1126, Cara Cara, D13
-17.328959,-66.133088, Calle Industrial #1127, La Temible, D13
-17.339362,-66.135467, Calle Ferrocarril #1128, K’ara K’ara II, D13
-17.322363,-66.155161, Calle Tupiza #1129, Cara Cara, D13
-17.316779,-66.150035, Calle Terminal #1130, La Temible, D13
-17.311448,-66.136317, Calle Cementerio #1131, K’ara K’ara II, D13
-17.326420,-66.130747, Calle Industrial #1132, Cara Cara, D13
-17.327386,-66.160973, Calle Ferrocarril #1133, La Temible, D13
-17.335260,-66.153480, Calle Tupiza #1134, K’ara K’ara II, D13
-17.306681,-66.129540, Calle Terminal #1135, Cara Cara, D13
-17.358770,-66.111916, Calle Cementerio #1136, La Temible, D13
-17.310093,-66.131409, Calle Industrial #1137, K’ara K’ara II, D13
-17.305291,-66.154440, Calle Ferrocarril #1138, Cara Cara, D13
-17.339835,-66.175607, Calle Tupiza #1139, La Temible, D13
-17.315468,-66.144035, Calle Terminal #1140, K’ara K’ara II, D13
-17.315332,-66.124768, Calle Cementerio #1141, Cara Cara, D13
-17.328426,-66.164061, Calle Industrial #1142, La Temible, D13
-17.295185,-66.150855, Calle Ferrocarril #1143, K’ara K’ara II, D13
-17.327360,-66.131200, Calle Tupiza #1144, Cara Cara, D13
-17.311549,-66.127004, Calle Terminal #1145, La Temible, D13
-17.345204,-66.150813, Calle Cementerio #1146, K’ara K’ara II, D13
-17.314328,-66.150448, Calle Industrial #1147, Cara Cara, D13
-17.327291,-66.131792, Calle Ferrocarril #1148, La Temible, D13
-17.344443,-66.123076, Calle Tupiza #1149, K’ara K’ara II, D13
-17.337600,-66.141403, Calle Terminal #1150, Cara Cara, D13
-17.342241,-66.130468, Calle Cementerio #1151, La Temible, D13
-17.298381,-66.150629, Calle Industrial #1152, K’ara K’ara II, D13
-17.356477,-66.112590, Calle Ferrocarril #1153, Cara Cara, D13
-17.330670,-66.165190, Calle Tupiza #1154, La Temible, D13
-17.333525,-66.170395, Calle Terminal #1155, K’ara K’ara II, D13
-17.338041,-66.158730, Calle Cementerio #1156, Cara Cara, D13
-17.302100,-66.154982, Calle Industrial #1157, La Temible, D13
-17.315513,-66.137277, Calle Ferrocarril #1158, K’ara K’ara II, D13
-17.355028,-66.114271, Calle Tupiza #1159, Cara Cara, D13
-17.316184,-66.121199, Calle Terminal #1160, La Temible, D13
-17.338484,-66.177330, Calle Cementerio #1161, K’ara K’ara II, D13
-17.318710,-66.142087, Calle Industrial #1162, Cara Cara, D13
-17.304435,-66.133506, Calle Ferrocarril #1163, La Temible, D13
-17.358162,-66.130277, Calle Tupiza #1164, K’ara K’ara II, D13
-17.349636,-66.148504, Calle Terminal #1165, Cara Cara, D13
-17.320521,-66.171567, Calle Cementerio #1166, La Temible, D13
-17.334344,-66.150676, Calle Industrial #1167, K’ara K’ara II, D13
-17.345489,-66.119811, Calle Ferrocarril #1168, Cara Cara, D13
-17.310137,-66.151445, Calle Tupiza #1169, La Temible, D13
-17.318084,-66.142078, Calle Terminal #1170, K’ara K’ara II, D13
-17.338640,-66.135805, Calle Cementerio #1171, Cara Cara, D13
-17.361566,-66.120313, Calle Industrial #1172, La Temible, D13
-17.346012,-66.155590, Calle Ferrocarril #1173, K’ara K’ara II, D13
-17.331966,-66.148503, Calle Tupiza #1174, Cara Cara, D13
-17.316175,-66.139210, Calle Terminal #1175, La Temible, D13
-17.300519,-66.133023, Calle Cementerio #1176, K’ara K’ara II, D13
-17.292407,-66.149521, Calle Industrial #1177, Cara Cara, D13
-17.342767,-66.150305, Calle Ferrocarril #1178, La Temible, D13
-17.344940,-66.136257, Calle Tupiza #1179, K’ara K’ara II, D13
-17.326085,-66.120686, Calle Terminal #1180, Cara Cara, D13
-17.306362,-66.153094, Calle Cementerio #1181, La Temible, D13
-17.359421,-66.110709, Calle Industrial #1182, K’ara K’ara II, D13
-17.338412,-66.177045, Calle Ferrocarril #1183, Cara Cara, D13
-17.350052,-66.129863, Calle Tupiza #1184, La Temible, D13
-17.336852,-66.159485, Calle Terminal #1185, K’ara K’ara II, D13
-17.307213,-66.126858, Calle Cementerio #1186, Cara Cara, D13
-17.291431,-66.151001, Calle Industrial #1187, La Temible, D13
-17.310055,-66.133519, Calle Ferrocarril #1188, K’ara K’ara II, D13
-17.327241,-66.148879, Calle Tupiza #1189, Cara Cara, D13
-17.342718,-66.158848, Calle Terminal #1190, La Temible, D13
-17.325253,-66.170410, Calle Cementerio #1191, K’ara K’ara II, D13
-17.291997,-66.144869, Calle Industrial #1192, Cara Cara, D13
-17.359832,-66.123907, Calle Ferrocarril #1193, La Temible, D13
-17.313088,-66.147392, Calle Tupiza #1194, K’ara K’ara II, D13
-17.347669,-66.154868, Calle Terminal #1195, Cara Cara, D13
-17.327355,-66.143215, Calle Cementerio #1196, La Temible, D13
-17.325508,-66.165997, Calle Industrial #1197, K’ara K’ara II, D13
-17.304102,-66.137331, Calle Ferrocarril #1198, Cara Cara, D13
-17.352287,-66.140857, Calle Tupiza #1199, La Temible, D13
-17.310435,-66.160464, Calle Terminal #1200, K’ara K’ara II, D13
-17.353536,-66.151918, Calle Cementerio #1201, Cara Cara, D13
-17.313216,-66.155697, Calle Industrial #1202, La Temible, D13
-17.305517,-66.147158, Calle Ferrocarril #1203, K’ara K’ara II, D13
-17.326309,-66.158083, Calle Tupiza #1204, Cara Cara, D13
-17.356549,-66.129953, Calle Terminal #1205, La Temible, D13
-17.289911,-66.151109, Calle Cementerio #1206, K’ara K’ara II, D13
-17.299130,-66.152558, Calle Industrial #1207, Cara Cara, D13
-17.332609,-66.165745, Calle Ferrocarril #1208, La Temible, D13
-17.335103,-66.187955, Calle Tupiza #1209, K’ara K’ara II, D13
-17.291265,-66.137405, Calle Terminal #1210, Cara Cara, D13
-17.305913,-66.140679, Calle Cementerio #1211, La Temible, D13
-17.311342,-66.163300, Calle Industrial #1212, K’ara K’ara II, D13
-17.344158,-66.158856, Calle Ferrocarril #1213, Cara Cara, D13
-17.357607,-66.113584, Calle Tupiza #1214, La Temible, D13
-17.304122,-66.150102, Calle Terminal #1215, K’ara K’ara II, D13
-17.326035,-66.119638, Calle Cementerio #1216, Cara Cara, D13
-17.334332,-66.164033, Calle Industrial #1217, La Temible, D13
-17.293158,-66.139262, Calle Ferrocarril #1218, K’ara K’ara II, D13
-17.336685,-66.133358, Calle Tupiza #1219, Cara Cara, D13
-17.338806,-66.164755, Calle Terminal #1220, La Temible, D13
-17.334970,-66.178970, Calle Cementerio #1221, K’ara K’ara II, D13
-17.320273,-66.158802, Calle Industrial #1222, Cara Cara, D13
-17.323563,-66.148060, Calle Ferrocarril #1223, La Temible, D13
-17.353034,-66.116346, Calle Tupiza #1224, K’ara K’ara II, D13
-17.346799,-66.153449, Calle Terminal #1225, Cara Cara, D13
-17.290795,-66.152545, Calle Cementerio #1226, La Temible, D13
-17.318042,-66.139790, Calle Industrial #1227, K’ara K’ara II, D13
-17.327490,-66.129025, Calle Ferrocarril #1228, Cara Cara, D13
-17.337569,-66.149555, Calle Tupiza #1229, La Temible, D13
-17.301842,-66.160367, Calle Terminal #1230, K’ara K’ara II, D13
-17.344685,-66.128210, Calle Cementerio #1231, Cara Cara, D13
-17.337593,-66.142531, Calle Industrial #1232, La Temible, D13
-17.326333,-66.119183, Calle Ferrocarril #1233, K’ara K’ara II, D13
-17.344326,-66.131114, Calle Tupiza #1234, Cara Cara, D13
-17.339420,-66.141974, Calle Terminal #1235, La Temible, D13
-17.334895,-66.138472, Calle Cementerio #1236, K’ara K’ara II, D13
-17.338969,-66.123392, Calle Industrial #1237, Cara Cara, D13
-17.340381,-66.175357, Calle Ferrocarril #1238, La Temible, D13
-17.335233,-66.141951, Calle Tupiza #1239, K’ara K’ara II, D13
-17.346673,-66.152577, Calle Terminal #1240, Cara Cara, D13
-17.316640,-66.133882, Calle Cementerio #1241, La Temible, D13
-17.296241,-66.146086, Calle Industrial #1242, K’ara K’ara II, D13
-17.334343,-66.171582, Calle Ferrocarril #1243, Cara Cara, D13
-17.307814,-66.149955, Calle Tupiza #1244, La Temible, D13
-17.349152,-66.135846, Calle Terminal #1245, K’ara K’ara II, D13
-17.342323,-66.150400, Calle Cementerio #1246, Cara Cara, D13
-17.327466,-66.152369, Calle Industrial #1247, La Temible, D13
-17.359436,-66.127967, Calle Ferrocarril #1248, K’ara K’ara II, D13
-17.311934,-66.155696, Calle Tupiza #1249, Cara Cara, D13
-17.350613,-66.143682, Calle Terminal #1250, La Temible, D13
-17.349977,-66.154349, Calle Cementerio #1251, K’ara K’ara II, D13
-17.327120,-66.171210, Calle Industrial #1252, Cara Cara, D13
-17.340716,-66.171124, Calle Ferrocarril #1253, La Temible, D13
-17.294844,-66.154166, Calle Tupiza #1254, K’ara K’ara II, D13
-17.355049,-66.116222, Calle Terminal #1255, Cara Cara, D13
-17.341295,-66.143281, Calle Cementerio #1256, La Temible, D13
-17.338968,-66.143511, Calle Industrial #1257, K’ara K’ara II, D13
-17.320535,-66.135168, Calle Ferrocarril #1258, Cara Cara, D13
-17.345912,-66.120285, Calle Tupiza #1259, La Temible, D13
-17.356285,-66.127766, Calle Terminal #1260, K’ara K’ara II, D13
-17.325191,-66.124691, Calle Cementerio #1261, Cara Cara, D13
-17.342770,-66.156617, Calle Industrial #1262, La Temible, D13
-17.349958,-66.119590, Calle Ferrocarril #1263, K’ara K’ara II, D13
-17.295445,-66.146155, Calle Tupiza #1264, Cara Cara, D13
-17.294673,-66.129396, Calle Terminal #1265, La Temible, D13
-17.340760,-66.129856, Calle Cementerio #1266, K’ara K’ara II, D13
-17.315860,-66.144711, Calle Industrial #1267, Cara Cara, D13
-17.346337,-66.148865, Calle Ferrocarril #1268, La Temible, D13
-17.323000,-66.150100, Calle Tupiza #1269, K’ara K’ara II, D13
-17.326458,-66.159027, Calle Terminal #1270, Cara Cara, D13
-17.297771,-66.140591, Calle Cementerio #1271, La Temible, D13
-17.340683,-66.120889, Calle Industrial #1272, K’ara K’ara II, D13
-17.297862,-66.133259, Calle Ferrocarril #1273, Cara Cara, D13
-17.296198,-66.151451, Calle Tupiza #1274, La Temible, D13
-17.313912,-66.151095, Calle Terminal #1275, K’ara K’ara II, D13
-17.330981,-66.182828, Calle Cementerio #1276, Cara Cara, D13
-17.322802,-66.170122, Calle Industrial #1277, La Temible, D13
-17.305417,-66.149962, Calle Ferrocarril #1278, K’ara K’ara II, D13
-17.349516,-66.150211, Calle Tupiza #1279, Cara Cara, D13
-17.319984,-66.143704, Calle Terminal #1280, La Temible, D13
-17.355879,-66.139366, Calle Cementerio #1281, K’ara K’ara II, D13
-17.361725,-66.109322, Calle Industrial #1282, Cara Cara, D13
-17.308530,-66.130873, Calle Ferrocarril #1283, La Temible, D13
-17.316985,-66.166310, Calle Tupiza #1284, K’ara K’ara II, D13
-17.339154,-66.168200, Calle Terminal #1285, Cara Cara, D13
-17.321956,-66.119826, Calle Cementerio #1286, La Temible, D13
-17.297129,-66.151508, Calle Industrial #1287, K’ara K’ara II, D13
-17.325293,-66.158672, Calle Ferrocarril #1288, Cara Cara, D13
-17.293334,-66.146986, Calle Tupiza #1289, La Temible, D13
-17.304249,-66.133019, Calle Terminal #1290, K’ara K’ara II, D13
-17.352632,-66.144262, Calle Cementerio #1291, Cara Cara, D13
-17.329355,-66.146612, Calle Industrial #1292, La Temible, D13
-17.338575,-66.135705, Calle Ferrocarril #1293, K’ara K’ara II, D13
-17.354458,-66.136447, Calle Tupiza #1294, Cara Cara, D13
-17.327464,-66.164767, Calle Terminal #1295, La Temible, D13
-17.291446,-66.131573, Calle Cementerio #1296, K’ara K’ara II, D13
-17.319845,-66.155546, Calle Industrial #1297, Cara Cara, D13
-17.342143,-66.124940, Calle Ferrocarril #1298, La Temible, D13
-17.323888,-66.157865, Calle Tupiza #1299, K’ara K’ara II, D13
-17.310430,-66.135041, Calle Terminal #1300, Cara Cara, D13
-17.332547,-66.178649, Calle Cementerio #1301, La Temible, D13
-17.337793,-66.138910, Calle Industrial #1302, K’ara K’ara II, D13
-17.314531,-66.137668, Calle Ferrocarril #1303, Cara Cara, D13
-17.352730,-66.147648, Calle Tupiza #1304, La Temible, D13
-17.320516,-66.149540, Calle Terminal #1305, K’ara K’ara II, D13
-17.324201,-66.152103, Calle Cementerio #1306, Cara Cara, D13
-17.289182,-66.148815, Calle Industrial #1307, La Temible, D13
-17.339253,-66.160930, Calle Ferrocarril #1308, K’ara K’ara II, D13
-17.350894,-66.152626, Calle Tupiza #1309, Cara Cara, D13
-17.351252,-66.142882, Calle Terminal #1310, La Temible, D13
-17.345896,-66.122716, Calle Cementerio #1311, K’ara K’ara II, D13
-17.342036,-66.124262, Calle Industrial #1312, Cara Cara, D13
-17.335764,-66.173753, Calle Ferrocarril #1313, La Temible, D13
-17.337503,-66.170211, Calle Tupiza #1314, K’ara K’ara II, D13
-17.293791,-66.129520, Calle Terminal #1315, Cara Cara, D13
-17.312216,-66.146256, Calle Cementerio #1316, La Temible, D13
-17.356008,-66.121656, Calle Industrial #1317, K’ara K’ara II, D13
-17.327807,-66.157110, Calle Ferrocarril #1318, Cara Cara, D13
-17.325243,-66.152222, Calle Tupiza #1319, La Temible, D13
-17.357877,-66.117252, Calle Terminal #1320, K’ara K’ara II, D13
-17.328639,-66.135380, Calle Cementerio #1321, Cara Cara, D13
-17.329557,-66.130226, Calle Industrial #1322, La Temible, D13
-17.317625,-66.162680, Calle Ferrocarril #1323, K’ara K’ara II, D13
-17.349285,-66.136874, Calle Tupiza #1324, Cara Cara, D13
-17.327702,-66.177963, Calle Terminal #1325, La Temible, D13
-17.321188,-66.163790, Calle Cementerio #1326, K’ara K’ara II, D13
-17.342201,-66.147024, Calle Industrial #1327, Cara Cara, D13
-17.350920,-66.135575, Calle Ferrocarril #1328, La Temible, D13
-17.328176,-66.148642, Calle Tupiza #1329, K’ara K’ara II, D13
-17.342443,-66.120941, Calle Terminal #1330, Cara Cara, D13
-17.345317,-66.130094, Calle Cementerio #1331, La Temible, D13
-17.313744,-66.156724, Calle Industrial #1332, K’ara K’ara II, D13
-17.321424,-66.172640, Calle Ferrocarril #1333, Cara Cara, D13
-17.306821,-66.135153, Calle Tupiza #1334, La Temible, D13
-17.348112,-66.149329, Calle Terminal #1335, K’ara K’ara II, D13
-17.308675,-66.150953, Calle Cementerio #1336, Cara Cara, D13
-17.328610,-66.141022, Calle Industrial #1337, La Temible, D13
-17.344700,-66.139624, Calle Ferrocarril #1338, K’ara K’ara II, D13
-17.310685,-66.153519, Calle Tupiza #1339, Cara Cara, D13
-17.332324,-66.175882, Calle Terminal #1340, La Temible, D13
-17.354676,-66.126247, Calle Cementerio #1341, K’ara K’ara II, D13
-17.313602,-66.122145, Calle Industrial #1342, Cara Cara, D13
-17.338452,-66.145390, Calle Ferrocarril #1343, La Temible, D13
-17.292538,-66.137837, Calle Tupiza #1344, K’ara K’ara II, D13
-17.358597,-66.115027, Calle Terminal #1345, Cara Cara, D13
