-17.429017,-66.121984, Av. Siglo XX #100, Arrumani, D7
-17.429275,-66.120285, Calle Enrique Finot #1808, Sivingani, D7
-17.418209,-66.119130, Calle Pucará #1809, K’ara K’ara, D7
-17.424136,-66.133494, Av. Siglo XX #1810, Arrumani, D7
-17.411214,-66.120701, Calle Villa Busch #1811, Sivingani, D7
-17.431132,-66.120993, Calle Ecológica #1812, K’ara K’ara, D7
-17.425295,-66.124894, Calle Enrique Finot #1813, Arrumani, D7
-17.424000,-66.116667, Calle Pucará #1814, Sivingani, D7
-17.429934,-66.125271, Av. Siglo XX #1815, K’ara K’ara, D7
-17.430355,-66.125383, Calle Villa Busch #1816, Arrumani, D7
-17.430547,-66.117723, Calle Ecológica #1817, Sivingani, D7
-17.424163,-66.117771, Calle Enrique Finot #1818, K’ara K’ara, D7
-17.422804,-66.129550, Calle Pucará #1819, Arrumani, D7
-17.411715,-66.123471, Av. Siglo XX #1820, Sivingani, D7
-17.436727,-66.121460, Calle Villa Busch #1821, K’ara K’ara, D7
-17.420690,-66.119285, Calle Ecológica #1822, Arrumani, D7
-17.426018,-66.128787, Calle Enrique Finot #1823, Sivingani, D7
-17.421024,-66.116484, Calle Pucará #1824, K’ara K’ara, D7
-17.435546,-66.120274, Av. Siglo XX #1825, Arrumani, D7
-17.422597,-66.124113, Calle Villa Busch #1826, Sivingani, D7
-17.428341,-66.127338, Calle Ecológica #1827, K’ara K’ara, D7
-17.411070,-66.122128, Calle Enrique Finot #1828, Arrumani, D7
-17.421483,-66.114122, Calle Pucará #1829, Sivingani, D7
-17.409906,-66.124731, Av. Siglo XX #1830, K’ara K’ara, D7
-17.426159,-66.131124, Calle Villa Busch #1831, Arrumani, D7
-17.422322,-66.114508, Calle Ecológica #1832, Sivingani, D7
-17.431191,-66.127072, Calle Enrique Finot #1833, K’ara K’ara, D7
-17.417553,-66.115706, Calle Pucará #1834, Arrumani, D7
-17.431664,-66.126153, Av. Siglo XX #1835, Sivingani, D7
-17.429859,-66.121825, Calle Villa Busch #1836, K’ara K’ara, D7
-17.433683,-66.124307, Calle Ecológica #1837, Arrumani, D7
-17.428983,-66.120992, Calle Enrique Finot #1838, Sivingani, D7
-17.425912,-66.125930, Calle Pucará #1839, K’ara K’ara, D7
-17.422886,-66.128319, Av. Siglo XX #1840, Arrumani, D7
-17.433908,-66.121040, Calle Villa Busch #1841, Sivingani, D7
-17.432904,-66.125420, Calle Ecológica #1842, K’ara K’ara, D7
-17.419562,-66.118762, Calle Enrique Finot #1843, Arrumani, D7
-17.425469,-66.127083, Calle Pucará #1844, Sivingani, D7
-17.429793,-66.125591, Av. Siglo XX #1845, K’ara K’ara, D7
-17.419705,-66.129024, Calle Villa Busch #1846, Arrumani, D7
-17.411630,-66.121292, Calle Ecológica #1847, Sivingani, D7
-17.424116,-66.127283, Calle Enrique Finot #1848, K’ara K’ara, D7
-17.418043,-66.120128, Calle Pucará #1849, Arrumani, D7
-17.433641,-66.123008, Av. Siglo XX #1850, Sivingani, D7
-17.421709,-66.127752, Calle Villa Busch #1851, K’ara K’ara, D7
-17.421367,-66.124201, Calle Ecológica #1852, Arrumani, D7
-17.430474,-66.124588, Calle Enrique Finot #1853, Sivingani, D7
-17.419915,-66.116943, Calle Pucará #1854, K’ara K’ara, D7
-17.415177,-66.118723, Av. Siglo XX #1855, Arrumani, D7
-17.414153,-66.122209, Calle Villa Busch #1856, Sivingani, D7
-17.432997,-66.126141, Calle Ecológica #1857, K’ara K’ara, D7
-17.415838,-66.117031, Calle Enrique Finot #1858, Arrumani, D7
-17.408204,-66.121650, Calle Pucará #1859, Sivingani, D7
-17.432367,-66.124490, Av. Siglo XX #1860, K’ara K’ara, D7
-17.420047,-66.128576, Calle Villa Busch #1861, Arrumani, D7
-17.417500,-66.115711, Calle Ecológica #1862, Sivingani, D7
-17.410268,-66.121013, Calle Enrique Finot #1863, K’ara K’ara, D7
-17.421452,-66.128140, Calle Pucará #1864, Arrumani, D7
-17.428412,-66.120870, Av. Siglo XX #1865, Sivingani, D7
-17.421436,-66.125304, Calle Villa Busch #1866, K’ara K’ara, D7
-17.410878,-66.122543, Calle Ecológica #1867, Arrumani, D7
-17.410845,-66.123941, Calle Enrique Finot #1868, Sivingani, D7
-17.426153,-66.122608, Calle Pucará #1869, K’ara K’ara, D7
-17.417242,-66.121401, Av. Siglo XX #1870, Arrumani, D7
-17.426342,-66.124084, Calle Villa Busch #1871, Sivingani, D7
-17.424484,-66.130502, Calle Ecológica #1872, K’ara K’ara, D7
-17.431565,-66.121922, Calle Enrique Finot #1873, Arrumani, D7
-17.429687,-66.127691, Calle Pucará #1874, Sivingani, D7
-17.410176,-66.125055, Av. Siglo XX #1875, K’ara K’ara, D7
-17.434518,-66.122622, Calle Villa Busch #1876, Arrumani, D7
-17.429447,-66.120433, Calle Ecológica #1877, Sivingani, D7
-17.418214,-66.114868, Calle Enrique Finot #1878, K’ara K’ara, D7
-17.418081,-66.111716, Calle Pucará #1879, Arrumani, D7
-17.411456,-66.124710, Av. Siglo XX #1880, Sivingani, D7
-17.423508,-66.117281, Calle Villa Busch #1881, K’ara K’ara, D7
-17.433025,-66.124594, Calle Ecológica #1882, Arrumani, D7
-17.409099,-66.121478, Calle Enrique Finot #1883, Sivingani, D7
-17.431507,-66.118726, Calle Pucará #1884, K’ara K’ara, D7
-17.417638,-66.115021, Av. Siglo XX #1885, Arrumani, D7
-17.437917,-66.122064, Calle Villa Busch #1886, Sivingani, D7
-17.436239,-66.123426, Calle Ecológica #1887, K’ara K’ara, D7
-17.431760,-66.123265, Calle Enrique Finot #1888, Arrumani, D7
-17.423375,-66.122520, Calle Pucará #1889, Sivingani, D7
-17.415487,-66.117698, Av. Siglo XX #1890, K’ara K’ara, D7
-17.412016,-66.124172, Calle Villa Busch #1891, Arrumani, D7
-17.426404,-66.124799, Calle Ecológica #1892, Sivingani, D7
-17.424784,-66.131706, Calle Enrique Finot #1893, K’ara K’ara, D7
-17.421671,-66.127997, Calle Pucará #1894, Arrumani, D7
-17.432928,-66.124517, Av. Siglo XX #1895, Sivingani, D7
-17.418010,-66.124602, Calle Villa Busch #1896, K’ara K’ara, D7
-17.435938,-66.122284, Calle Ecológica #1897, Arrumani, D7
-17.421372,-66.113054, Calle Enrique Finot #1898, Sivingani, D7
-17.417310,-66.117934, Calle Pucará #1899, K’ara K’ara, D7
-17.420283,-66.113897, Av. Siglo XX #1900, Arrumani, D7
-17.421335,-66.119875, Calle Villa Busch #1901, Sivingani, D7
-17.418035,-66.124967, Calle Ecológica #1902, K’ara K’ara, D7
-17.422595,-66.116341, Calle Enrique Finot #1903, Arrumani, D7
-17.410486,-66.123522, Calle Pucará #1904, Sivingani, D7
-17.419979,-66.117324, Av. Siglo XX #1905, K’ara K’ara, D7
-17.416004,-66.122139, Calle Villa Busch #1906, Arrumani, D7
-17.424736,-66.122233, Calle Ecológica #1907, Sivingani, D7
-17.418436,-66.119271, Calle Enrique Finot #1908, K’ara K’ara, D7
-17.421914,-66.127700, Calle Pucará #1909, Arrumani, D7
-17.432851,-66.124210, Av. Siglo XX #1910, Sivingani, D7
-17.422007,-66.128394, Calle Villa Busch #1911, K’ara K’ara, D7
-17.435981,-66.122540, Calle Ecológica #1912, Arrumani, D7
-17.417758,-66.123359, Calle Enrique Finot #1913, Sivingani, D7
-17.429774,-66.118216, Calle Pucará #1914, K’ara K’ara, D7
-17.424335,-66.120713, Av. Siglo XX #1915, Arrumani, D7
-17.422015,-66.119729, Calle Villa Busch #1916, Sivingani, D7
-17.433487,-66.122291, Calle Ecológica #1917, K’ara K’ara, D7
-17.419923,-66.113403, Calle Enrique Finot #1918, Arrumani, D7
-17.409135,-66.122927, Calle Pucará #1919, Sivingani, D7
-17.409994,-66.123719, Av. Siglo XX #1920, K’ara K’ara, D7
-17.417063,-66.121610, Calle Villa Busch #1921, Arrumani, D7
-17.423030,-66.123103, Calle Ecológica #1922, Sivingani, D7
-17.421463,-66.127496, Calle Enrique Finot #1923, K’ara K’ara, D7
-17.413441,-66.118929, Calle Pucará #1924, Arrumani, D7
-17.422522,-66.119413, Av. Siglo XX #1925, Sivingani, D7
-17.429149,-66.123271, Calle Villa Busch #1926, K’ara K’ara, D7
-17.416091,-66.120756, Calle Ecológica #1927, Arrumani, D7
-17.416675,-66.122772, Calle Enrique Finot #1928, Sivingani, D7
-17.414695,-66.116860, Calle Pucará #1929, K’ara K’ara, D7
-17.411353,-66.124643, Av. Siglo XX #1930, Arrumani, D7
-17.417683,-66.111620, Calle Villa Busch #1931, Sivingani, D7
-17.423885,-66.120344, Calle Ecológica #1932, K’ara K’ara, D7
-17.427278,-66.126668, Calle Enrique Finot #1933, Arrumani, D7
-17.415900,-66.118142, Calle Pucará #1934, Sivingani, D7
-17.417707,-66.119030, Av. Siglo XX #1935, K’ara K’ara, D7
-17.438970,-66.122192, Calle Villa Busch #1936, Arrumani, D7
-17.423713,-66.116185, Calle Ecológica #1937, Sivingani, D7
-17.427808,-66.128206, Calle Enrique Finot #1938, K’ara K’ara, D7
-17.424589,-66.124875, Calle Pucará #1939, Arrumani, D7
-17.423126,-66.126715, Av. Siglo XX #1940, Sivingani, D7
-17.437760,-66.123364, Calle Villa Busch #1941, K’ara K’ara, D7
-17.414202,-66.123968, Calle Ecológica #1942, Arrumani, D7
-17.435393,-66.123345, Calle Enrique Finot #1943, Sivingani, D7
-17.420236,-66.113971, Calle Pucará #1944, K’ara K’ara, D7
-17.418092,-66.124573, Av. Siglo XX #1945, Arrumani, D7
-17.423585,-66.124504, Calle Villa Busch #1946, Sivingani, D7
-17.416452,-66.117859, Calle Ecológica #1947, K’ara K’ara, D7
-17.419302,-66.119899, Calle Enrique Finot #1948, Arrumani, D7
-17.436859,-66.124263, Calle Pucará #1949, Sivingani, D7
-17.426001,-66.128786, Av. Siglo XX #1950, K’ara K’ara, D7
-17.425099,-66.127384, Calle Villa Busch #1951, Arrumani, D7
-17.430993,-66.117875, Calle Ecológica #1952, Sivingani, D7
-17.419061,-66.116997, Calle Enrique Finot #1953, K’ara K’ara, D7
-17.425455,-66.126631, Calle Pucará #1954, Arrumani, D7
-17.431790,-66.122415, Av. Siglo XX #1955, Sivingani, D7
-17.423042,-66.124263, Calle Villa Busch #1956, K’ara K’ara, D7
-17.415933,-66.122275, Calle Ecológica #1957, Arrumani, D7
-17.423874,-66.125707, Calle Enrique Finot #1958, Sivingani, D7
-17.432746,-66.118786, Calle Pucará #1959, K’ara K’ara, D7
-17.421151,-66.127638, Av. Siglo XX #1960, Arrumani, D7
-17.415159,-66.119390, Calle Villa Busch #1961, Sivingani, D7
-17.425516,-66.121477, Calle Ecológica #1962, K’ara K’ara, D7
-17.430660,-66.121634, Calle Enrique Finot #1963, Arrumani, D7
-17.432739,-66.125944, Calle Pucará #1964, Sivingani, D7
-17.422661,-66.124412, Av. Siglo XX #1965, K’ara K’ara, D7
-17.414142,-66.117481, Calle Villa Busch #1966, Arrumani, D7
-17.435777,-66.123797, Calle Ecológica #1967, Sivingani, D7
-17.424403,-66.119993, Calle Enrique Finot #1968, K’ara K’ara, D7
-17.427155,-66.125834, Calle Pucará #1969, Arrumani, D7
-17.429463,-66.121307, Av. Siglo XX #1970, Sivingani, D7
-17.435319,-66.121852, Calle Villa Busch #1971, K’ara K’ara, D7
-17.422714,-66.122653, Calle Ecológica #1972, Arrumani, D7
-17.427675,-66.118914, Calle Enrique Finot #1973, Sivingani, D7
-17.421518,-66.129945, Calle Pucará #1974, K’ara K’ara, D7
-17.424088,-66.125119, Av. Siglo XX #1975, Arrumani, D7
-17.433977,-66.122862, Calle Villa Busch #1976, Sivingani, D7
-17.411645,-66.124076, Calle Ecológica #1977, K’ara K’ara, D7
-17.419321,-66.125720, Calle Enrique Finot #1978, Arrumani, D7
-17.422715,-66.116533, Calle Pucará #1979, Sivingani, D7
-17.426495,-66.123160, Av. Siglo XX #1980, K’ara K’ara, D7
-17.425165,-66.124829, Calle Villa Busch #1981, Arrumani, D7
-17.429944,-66.125084, Calle Ecológica #1982, Sivingani, D7
-17.425910,-66.128676, Calle Enrique Finot #1983, K’ara K’ara, D7
-17.408471,-66.124134, Calle Pucará #1984, Arrumani, D7
-17.425990,-66.122993, Av. Siglo XX #1985, Sivingani, D7
-17.431385,-66.123114, Calle Villa Busch #1986, K’ara K’ara, D7
-17.424417,-66.133379, Calle Ecológica #1987, Arrumani, D7
-17.417879,-66.116789, Calle Enrique Finot #1988, Sivingani, D7
-17.411362,-66.121496, Calle Pucará #1989, K’ara K’ara, D7
-17.433564,-66.121823, Av. Siglo XX #1990, Arrumani, D7
-17.420950,-66.126582, Calle Villa Busch #1991, Sivingani, D7
-17.428622,-66.126469, Calle Ecológica #1992, K’ara K’ara, D7
-17.431243,-66.123256, Calle Enrique Finot #1993, Arrumani, D7
-17.420354,-66.123879, Calle Pucará #1994, Sivingani, D7
-17.435271,-66.122815, Av. Siglo XX #1995, K’ara K’ara, D7
-17.423692,-66.120465, Calle Villa Busch #1996, Arrumani, D7
-17.413483,-66.123311, Calle Ecológica #1997, Sivingani, D7
-17.428937,-66.124804, Calle Enrique Finot #1998, K’ara K’ara, D7
-17.411885,-66.123017, Calle Pucará #1999, Arrumani, D7
-17.430340,-66.124182, Av. Siglo XX #2000, Sivingani, D7
-17.427524,-66.125667, Calle Villa Busch #2001, K’ara K’ara, D7
-17.423478,-66.122739, Calle Ecológica #2002, Arrumani, D7
-17.417946,-66.119791, Calle Enrique Finot #2003, Sivingani, D7
-17.430372,-66.126087, Calle Pucará #2004, K’ara K’ara, D7
-17.419793,-66.126864, Av. Siglo XX #2005, Arrumani, D7
-17.414231,-66.122116, Calle Villa Busch #2006, Sivingani, D7
-17.430024,-66.126173, Calle Ecológica #2007, K’ara K’ara, D7
-17.430135,-66.123533, Calle Enrique Finot #2008, Arrumani, D7
-17.425728,-66.126914, Calle Pucará #2009, Sivingani, D7
-17.437363,-66.122984, Av. Siglo XX #2010, K’ara K’ara, D7
-17.408176,-66.122867, Calle Villa Busch #2011, Arrumani, D7
-17.424245,-66.126838, Calle Ecológica #2012, Sivingani, D7
-17.422832,-66.129506, Calle Enrique Finot #2013, K’ara K’ara, D7
-17.431851,-66.122999, Calle Pucará #2014, Arrumani, D7
-17.416501,-66.121710, Av. Siglo XX #2015, Sivingani, D7
-17.429607,-66.119244, Calle Villa Busch #2016, K’ara K’ara, D7
-17.431829,-66.117871, Calle Ecológica #2017, Arrumani, D7
-17.409525,-66.122602, Calle Enrique Finot #2018, Sivingani, D7
-17.436719,-66.123181, Calle Pucará #2019, K’ara K’ara, D7
-17.438386,-66.122769, Av. Siglo XX #2020, Arrumani, D7
-17.427401,-66.128718, Calle Villa Busch #2021, Sivingani, D7
-17.428455,-66.122143, Calle Ecológica #2022, K’ara K’ara, D7
-17.435519,-66.121848, Calle Enrique Finot #2023, Arrumani, D7
-17.428557,-66.123077, Calle Pucará #2024, Sivingani, D7
-17.438309,-66.124654, Av. Siglo XX #2025, K’ara K’ara, D7
-17.417110,-66.118757, Calle Villa Busch #2026, Arrumani, D7
-17.429369,-66.119198, Calle Ecológica #2027, Sivingani, D7
-17.432556,-66.124769, Calle Enrique Finot #2028, K’ara K’ara, D7
-17.433349,-66.120052, Calle Pucará #2029, Arrumani, D7
-17.424744,-66.126651, Av. Siglo XX #2030, Sivingani, D7
-17.418566,-66.125092, Calle Villa Busch #2031, K’ara K’ara, D7
-17.431331,-66.126167, Calle Ecológica #2032, Arrumani, D7
-17.416879,-66.113258, Calle Enrique Finot #2033, Sivingani, D7
-17.418871,-66.126142, Calle Pucará #2034, K’ara K’ara, D7
-17.438770,-66.123744, Av. Siglo XX #2035, Arrumani, D7
-17.410649,-66.123969, Calle Villa Busch #2036, Sivingani, D7
-17.420589,-66.122335, Calle Ecológica #2037, K’ara K’ara, D7
-17.415822,-66.122904, Calle Enrique Finot #2038, Arrumani, D7
-17.419109,-66.128285, Calle Pucará #2039, Sivingani, D7
-17.428270,-66.123323, Av. Siglo XX #2040, K’ara K’ara, D7
-17.414762,-66.119218, Calle Villa Busch #2041, Arrumani, D7
-17.427492,-66.128432, Calle Ecológica #2042, Sivingani, D7
-17.411117,-66.122082, Calle Enrique Finot #2043, K’ara K’ara, D7
-17.419727,-66.121560, Calle Pucará #2044, Arrumani, D7
-17.417644,-66.114824, Av. Siglo XX #2045, Sivingani, D7
-17.415934,-66.122684, Calle Villa Busch #2046, K’ara K’ara, D7
-17.431485,-66.120051, Calle Ecológica #2047, Arrumani, D7
-17.425473,-66.129819, Calle Enrique Finot #2048, Sivingani, D7
-17.419495,-66.115815, Calle Pucará #2049, K’ara K’ara, D7
-17.422588,-66.120057, Av. Siglo XX #2050, Arrumani, D7
-17.421406,-66.119372, Calle Villa Busch #2051, Sivingani, D7
-17.421321,-66.124955, Calle Ecológica #2052, K’ara K’ara, D7
-17.408437,-66.124197, Calle Enrique Finot #2053, Arrumani, D7
-17.413807,-66.118722, Calle Pucará #2054, Sivingani, D7
-17.415568,-66.119973, Av. Siglo XX #2055, K’ara K’ara, D7
-17.439492,-66.122915, Calle Villa Busch #2056, Arrumani, D7
-17.414934,-66.120969, Calle Ecológica #2057, Sivingani, D7
-17.415678,-66.114604, Calle Enrique Finot #2058, K’ara K’ara, D7
-17.415142,-66.120197, Calle Pucará #2059, Arrumani, D7
-17.426057,-66.128970, Av. Siglo XX #2060, Sivingani, D7
-17.414136,-66.120574, Calle Villa Busch #2061, K’ara K’ara, D7
-17.431167,-66.123952, Calle Ecológica #2062, Arrumani, D7
-17.424284,-66.127657, Calle Enrique Finot #2063, Sivingani, D7
-17.430230,-66.120835, Calle Pucará #2064, K’ara K’ara, D7
-17.438412,-66.122063, Av. Siglo XX #2065, Arrumani, D7
-17.427084,-66.119517, Calle Villa Busch #2066, Sivingani, D7
-17.426270,-66.121166, Calle Ecológica #2067, K’ara K’ara, D7
-17.432028,-66.120327, Calle Enrique Finot #2068, Arrumani, D7
-17.415475,-66.118648, Calle Pucará #2069, Sivingani, D7
-17.414509,-66.121600, Av. Siglo XX #2070, K’ara K’ara, D7
-17.428508,-66.123948, Calle Villa Busch #2071, Arrumani, D7
-17.419592,-66.120438, Calle Ecológica #2072, Sivingani, D7
-17.419405,-66.114400, Calle Enrique Finot #2073, K’ara K’ara, D7
-17.430378,-66.125188, Calle Pucará #2074, Arrumani, D7
-17.416925,-66.118030, Av. Siglo XX #2075, Sivingani, D7
-17.414084,-66.124015, Calle Villa Busch #2076, K’ara K’ara, D7
-17.412301,-66.120917, Calle Ecológica #2077, Arrumani, D7
-17.431584,-66.117991, Calle Enrique Finot #2078, Sivingani, D7
-17.430243,-66.118659, Calle Pucará #2079, K’ara K’ara, D7
-17.419462,-66.114307, Av. Siglo XX #2080, Arrumani, D7
-17.431223,-66.118727, Calle Villa Busch #2081, Sivingani, D7
-17.422085,-66.127761, Calle Ecológica #2082, K’ara K’ara, D7
-17.409440,-66.124861, Calle Enrique Finot #2083, Arrumani, D7
-17.410180,-66.121339, Calle Pucará #2084, Sivingani, D7
-17.428767,-66.120660, Av. Siglo XX #2085, K’ara K’ara, D7
-17.415808,-66.116438, Calle Villa Busch #2086, Arrumani, D7
-17.418832,-66.123184, Calle Ecológica #2087, Sivingani, D7
-17.426767,-66.129929, Calle Enrique Finot #2088, K’ara K’ara, D7
-17.424603,-66.118048, Calle Pucará #2089, Arrumani, D7
-17.415052,-66.115653, Av. Siglo XX #2090, Sivingani, D7
-17.424934,-66.121684, Calle Villa Busch #2091, K’ara K’ara, D7
-17.433826,-66.123573, Calle Ecológica #2092, Arrumani, D7
-17.418685,-66.120700, Calle Enrique Finot #2093, Sivingani, D7
-17.425185,-66.120571, Calle Pucará #2094, K’ara K’ara, D7
-17.413315,-66.121157, Av. Siglo XX #2095, Arrumani, D7
-17.424676,-66.125353, Calle Villa Busch #2096, Sivingani, D7
-17.420003,-66.121661, Calle Ecológica #2097, K’ara K’ara, D7
-17.427584,-66.128314, Calle Enrique Finot #2098, Arrumani, D7
-17.420554,-66.123215, Calle Pucará #2099, Sivingani, D7
-17.433645,-66.122790, Av. Siglo XX #2100, K’ara K’ara, D7
-17.423768,-66.120443, Calle Villa Busch #2101, Arrumani, D7
-17.425743,-66.130054, Calle Ecológica #2102, Sivingani, D7
-17.430575,-66.121946, Calle Enrique Finot #2103, K’ara K’ara, D7
-17.415102,-66.122733, Calle Pucará #2104, Arrumani, D7
-17.418722,-66.119558, Av. Siglo XX #2105, Sivingani, D7
-17.412517,-66.122862, Calle Villa Busch #2106, K’ara K’ara, D7
-17.418427,-66.115790, Calle Ecológica #2107, Arrumani, D7
-17.421568,-66.120345, Calle Enrique Finot #2108, Sivingani, D7
-17.424774,-66.126467, Calle Pucará #2109, K’ara K’ara, D7
-17.429572,-66.125561, Av. Siglo XX #2110, Arrumani, D7
-17.421457,-66.124259, Calle Villa Busch #2111, Sivingani, D7
-17.417248,-66.114590, Calle Ecológica #2112, K’ara K’ara, D7
-17.414432,-66.118848, Calle Enrique Finot #2113, Arrumani, D7
-17.418380,-66.125693, Calle Pucará #2114, Sivingani, D7
-17.412618,-66.120970, Av. Siglo XX #2115, K’ara K’ara, D7
-17.430269,-66.121528, Calle Villa Busch #2116, Arrumani, D7
-17.421372,-66.123370, Calle Ecológica #2117, Sivingani, D7
-17.416055,-66.117989, Calle Enrique Finot #2118, K’ara K’ara, D7
-17.425899,-66.127229, Calle Pucará #2119, Arrumani, D7
-17.422689,-66.123691, Av. Siglo XX #2120, Sivingani, D7
-17.433620,-66.118647, Calle Villa Busch #2121, K’ara K’ara, D7
-17.431871,-66.124440, Calle Ecológica #2122, Arrumani, D7
-17.428332,-66.126927, Calle Enrique Finot #2123, Sivingani, D7
-17.416795,-66.119170, Calle Pucará #2124, K’ara K’ara, D7
-17.432069,-66.117521, Av. Siglo XX #2125, Arrumani, D7
-17.428344,-66.121342, Calle Villa Busch #2126, Sivingani, D7
-17.420752,-66.127273, Calle Ecológica #2127, K’ara K’ara, D7
-17.418323,-66.118813, Calle Enrique Finot #2128, Arrumani, D7
-17.429394,-66.121952, Calle Pucará #2129, Sivingani, D7
-17.417063,-66.116057, Av. Siglo XX #2130, K’ara K’ara, D7
-17.421684,-66.118578, Calle Villa Busch #2131, Arrumani, D7
-17.408329,-66.123883, Calle Ecológica #2132, Sivingani, D7
-17.412726,-66.123487, Calle Enrique Finot #2133, K’ara K’ara, D7
-17.434200,-66.122312, Calle Pucará #2134, Arrumani, D7
-17.418904,-66.124118, Av. Siglo XX #2135, Sivingani, D7
-17.411559,-66.119601, Calle Villa Busch #2136, K’ara K’ara, D7
-17.434986,-66.122378, Calle Ecológica #2137, Arrumani, D7
-17.419807,-66.120649, Calle Enrique Finot #2138, Sivingani, D7
-17.424665,-66.119549, Calle Pucará #2139, K’ara K’ara, D7
-17.410068,-66.123873, Av. Siglo XX #2140, Arrumani, D7
-17.433516,-66.119260, Calle Villa Busch #2141, Sivingani, D7
-17.407343,-66.122115, Calle Ecológica #2142, K’ara K’ara, D7
-17.432276,-66.121405, Calle Enrique Finot #2143, Arrumani, D7
-17.425030,-66.130514, Calle Pucará #2144, Sivingani, D7
-17.420049,-66.122821, Av. Siglo XX #2145, K’ara K’ara, D7
-17.425216,-66.131986, Calle Villa Busch #2146, Arrumani, D7
-17.430815,-66.126482, Calle Ecológica #2147, Sivingani, D7
-17.420886,-66.116643, Calle Enrique Finot #2148, K’ara K’ara, D7
-17.429053,-66.128646, Calle Pucará #2149, Arrumani, D7
-17.410876,-66.125202, Av. Siglo XX #2150, Sivingani, D7
-17.422855,-66.117264, Calle Villa Busch #2151, K’ara K’ara, D7
-17.418635,-66.112056, Calle Ecológica #2152, Arrumani, D7
-17.420283,-66.129357, Calle Enrique Finot #2153, Sivingani, D7
-17.426635,-66.120336, Calle Pucará #2154, K’ara K’ara, D7
-17.437294,-66.121525, Av. Siglo XX #2155, Arrumani, D7
-17.427675,-66.118980, Calle Villa Busch #2156, Sivingani, D7
-17.431400,-66.117282, Calle Ecológica #2157, K’ara K’ara, D7
-17.420350,-66.128709, Calle Enrique Finot #2158, Arrumani, D7
-17.421520,-66.114468, Calle Pucará #2159, Sivingani, D7
-17.424639,-66.122968, Av. Siglo XX #2160, K’ara K’ara, D7
-17.430753,-66.125493, Calle Villa Busch #2161, Arrumani, D7
-17.434936,-66.122118, Calle Ecológica #2162, Sivingani, D7
-17.420005,-66.128199, Calle Enrique Finot #2163, K’ara K’ara, D7
-17.431067,-66.119937, Calle Pucará #2164, Arrumani, D7
-17.432986,-66.122826, Av. Siglo XX #2165, Sivingani, D7
-17.420969,-66.124221, Calle Villa Busch #2166, K’ara K’ara, D7
-17.421895,-66.121028, Calle Ecológica #2167, Arrumani, D7
-17.430442,-66.122572, Calle Enrique Finot #2168, Sivingani, D7
-17.420539,-66.120531, Calle Pucará #2169, K’ara K’ara, D7
-17.436182,-66.122389, Av. Siglo XX #2170, Arrumani, D7
-17.427455,-66.127003, Calle Villa Busch #2171, Sivingani, D7
-17.427791,-66.119380, Calle Ecológica #2172, K’ara K’ara, D7
-17.419555,-66.118443, Calle Enrique Finot #2173, Arrumani, D7
-17.412344,-66.122960, Calle Pucará #2174, Sivingani, D7
-17.421156,-66.125249, Av. Siglo XX #2175, K’ara K’ara, D7
-17.421307,-66.124650, Calle Villa Busch #2176, Arrumani, D7
-17.425112,-66.131703, Calle Ecológica #2177, Sivingani, D7
-17.438367,-66.122092, Calle Enrique Finot #2178, K’ara K’ara, D7
-17.420548,-66.126106, Calle Pucará #2179, Arrumani, D7
-17.422344,-66.113934, Av. Siglo XX #2180, Sivingani, D7
-17.425583,-66.128255, Calle Villa Busch #2181, K’ara K’ara, D7
-17.427322,-66.129026, Calle Ecológica #2182, Arrumani, D7
-17.416533,-66.123609, Calle Enrique Finot #2183, Sivingani, D7
-17.422810,-66.120137, Calle Pucará #2184, K’ara K’ara, D7
-17.411985,-66.120749, Av. Siglo XX #2185, Arrumani, D7
-17.413621,-66.124811, Calle Villa Busch #2186, Sivingani, D7
-17.417289,-66.122841, Calle Ecológica #2187, K’ara K’ara, D7
-17.434196,-66.123085, Calle Enrique Finot #2188, Arrumani, D7
-17.422188,-66.119864, Calle Pucará #2189, Sivingani, D7
-17.419563,-66.122613, Av. Siglo XX #2190, K’ara K’ara, D7
-17.417564,-66.118014, Calle Villa Busch #2191, Arrumani, D7
-17.428865,-66.119099, Calle Ecológica #2192, Sivingani, D7
-17.423264,-66.119005, Calle Enrique Finot #2193, K’ara K’ara, D7
-17.427603,-66.126972, Calle Pucará #2194, Arrumani, D7
-17.409348,-66.121815, Av. Siglo XX #2195, Sivingani, D7
-17.417928,-66.123425, Calle Villa Busch #2196, K’ara K’ara, D7
-17.420988,-66.123338, Calle Ecológica #2197, Arrumani, D7
-17.417872,-66.120900, Calle Enrique Finot #2198, Sivingani, D7
-17.429522,-66.118860, Calle Pucará #2199, K’ara K’ara, D7
-17.431710,-66.120537, Av. Siglo XX #2200, Arrumani, D7
-17.412252,-66.119831, Calle Villa Busch #2201, Sivingani, D7
-17.421335,-66.122368, Calle Ecológica #2202, K’ara K’ara, D7
-17.421946,-66.126919, Calle Enrique Finot #2203, Arrumani, D7
-17.427064,-66.121343, Calle Pucará #2204, Sivingani, D7
-17.431320,-66.121130, Av. Siglo XX #2205, K’ara K’ara, D7
-17.417749,-66.115284, Calle Villa Busch #2206, Arrumani, D7
-17.416784,-66.123179, Calle Ecológica #2207, Sivingani, D7
-17.426489,-66.126200, Calle Enrique Finot #2208, K’ara K’ara, D7
-17.437616,-66.120907, Calle Pucará #2209, Arrumani, D7
-17.420921,-66.112970, Av. Siglo XX #2210, Sivingani, D7
