-17.487577,-66.112642, Calle Urcupiña #100, Pukara Oeste, D15
-17.475606,-66.114333, Calle Achumani #3296, Khara Khara, D15
-17.451484,-66.136652, Calle Castrillo #3297, Valle Hermoso Oeste, D15
-17.451256,-66.143651, Calle Landaeta #3298, Pukara Oeste, D15
-17.481293,-66.125339, Calle Villazón #3299, Khara Khara, D15
-17.479823,-66.145478, Calle Urcupiña #3300, Valle Hermoso Oeste, D15
-17.489945,-66.127450, Calle Achumani #3301, Pukara Oeste, D15
-17.471619,-66.124949, Calle Castrillo #3302, Khara Khara, D15
-17.467887,-66.136429, Calle Landaeta #3303, Valle Hermoso Oeste, D15
-17.468695,-66.120037, Calle Villazón #3304, Pukara Oeste, D15
-17.486104,-66.139111, Calle Urcupiña #3305, Khara Khara, D15
-17.484090,-66.147162, Calle Achumani #3306, Valle Hermoso Oeste, D15
-17.462600,-66.130887, Calle Castrillo #3307, Pukara Oeste, D15
-17.456521,-66.142791, Calle Landaeta #3308, Khara Khara, D15
-17.473241,-66.134272, Calle Villazón #3309, Valle Hermoso Oeste, D15
-17.450875,-66.145630, Calle Urcupiña #3310, Pukara Oeste, D15
-17.481542,-66.128091, Calle Achumani #3311, Khara Khara, D15
-17.468122,-66.150832, Calle Castrillo #3312, Valle Hermoso Oeste, D15
-17.454541,-66.141776, Calle Landaeta #3313, Pukara Oeste, D15
-17.473192,-66.131176, Calle Villazón #3314, Khara Khara, D15
-17.460368,-66.138227, Calle Urcupiña #3315, Valle Hermoso Oeste, D15
-17.453105,-66.137933, Calle Achumani #3316, Pukara Oeste, D15
-17.487880,-66.142374, Calle Castrillo #3317, Khara Khara, D15
-17.502670,-66.146806, Calle Landaeta #3318, Valle Hermoso Oeste, D15
-17.465892,-66.130114, Calle Villazón #3319, Pukara Oeste, D15
-17.466216,-66.135391, Calle Urcupiña #3320, Khara Khara, D15
-17.483875,-66.146766, Calle Achumani #3321, Valle Hermoso Oeste, D15
-17.489371,-66.119532, Calle Castrillo #3322, Pukara Oeste, D15
-17.466164,-66.148249, Calle Landaeta #3323, Khara Khara, D15
-17.455074,-66.143047, Calle Villazón #3324, Valle Hermoso Oeste, D15
-17.458349,-66.131602, Calle Urcupiña #3325, Pukara Oeste, D15
-17.477507,-66.122477, Calle Achumani #3326, Khara Khara, D15
-17.487905,-66.123594, Calle Castrillo #3327, Valle Hermoso Oeste, D15
-17.472735,-66.118933, Calle Landaeta #3328, Pukara Oeste, D15
-17.469859,-66.135967, Calle Villazón #3329, Khara Khara, D15
-17.492459,-66.124947, Calle Urcupiña #3330, Valle Hermoso Oeste, D15
-17.450760,-66.145954, Calle Achumani #3331, Pukara Oeste, D15
-17.483557,-66.134329, Calle Castrillo #3332, Khara Khara, D15
-17.490714,-66.123740, Calle Landaeta #3333, Valle Hermoso Oeste, D15
-17.484600,-66.110031, Calle Villazón #3334, Pukara Oeste, D15
-17.460623,-66.140039, Calle Urcupiña #3335, Khara Khara, D15
-17.490930,-66.146902, Calle Achumani #3336, Valle Hermoso Oeste, D15
-17.460967,-66.151300, Calle Castrillo #3337, Pukara Oeste, D15
-17.472724,-66.148437, Calle Landaeta #3338, Khara Khara, D15
-17.472882,-66.122561, Calle Villazón #3339, Valle Hermoso Oeste, D15
-17.471588,-66.125970, Calle Urcupiña #3340, Pukara Oeste, D15
-17.448206,-66.141157, Calle Achumani #3341, Khara Khara, D15
-17.448185,-66.142717, Calle Castrillo #3342, Valle Hermoso Oeste, D15
-17.480993,-66.114020, Calle Landaeta #3343, Pukara Oeste, D15
-17.486830,-66.149987, Calle Villazón #3344, Khara Khara, D15
-17.469272,-66.139900, Calle Urcupiña #3345, Valle Hermoso Oeste, D15
-17.453496,-66.148871, Calle Achumani #3346, Pukara Oeste, D15
-17.481842,-66.123346, Calle Castrillo #3347, Khara Khara, D15
-17.486831,-66.138274, Calle Landaeta #3348, Valle Hermoso Oeste, D15
-17.475370,-66.152213, Calle Villazón #3349, Pukara Oeste, D15
-17.494290,-66.142822, Calle Urcupiña #3350, Khara Khara, D15
-17.485497,-66.138151, Calle Achumani #3351, Valle Hermoso Oeste, D15
-17.493093,-66.132872, Calle Castrillo #3352, Pukara Oeste, D15
-17.482411,-66.129455, Calle Landaeta #3353, Khara Khara, D15
-17.487393,-66.143448, Calle Villazón #3354, Valle Hermoso Oeste, D15
-17.475293,-66.114480, Calle Urcupiña #3355, Pukara Oeste, D15
-17.487597,-66.133113, Calle Achumani #3356, Khara Khara, D15
-17.476586,-66.140969, Calle Castrillo #3357, Valle Hermoso Oeste, D15
-17.486942,-66.115857, Calle Landaeta #3358, Pukara Oeste, D15
-17.489612,-66.135247, Calle Villazón #3359, Khara Khara, D15
-17.478752,-66.122242, Calle Urcupiña #3360, Valle Hermoso Oeste, D15
-17.504836,-66.149050, Calle Achumani #3361, Pukara Oeste, D15
-17.487008,-66.116999, Calle Castrillo #3362, Khara Khara, D15
-17.458432,-66.139133, Calle Landaeta #3363, Valle Hermoso Oeste, D15
-17.488464,-66.131405, Calle Villazón #3364, Pukara Oeste, D15
-17.461650,-66.149918, Calle Urcupiña #3365, Khara Khara, D15
-17.470534,-66.134073, Calle Achumani #3366, Valle Hermoso Oeste, D15
-17.500136,-66.149222, Calle Castrillo #3367, Pukara Oeste, D15
-17.483021,-66.130980, Calle Landaeta #3368, Khara Khara, D15
-17.492943,-66.125672, Calle Villazón #3369, Valle Hermoso Oeste, D15
-17.503040,-66.143657, Calle Urcupiña #3370, Pukara Oeste, D15
-17.453206,-66.142151, Calle Achumani #3371, Khara Khara, D15
-17.492005,-66.123509, Calle Castrillo #3372, Valle Hermoso Oeste, D15
-17.471594,-66.140073, Calle Landaeta #3373, Pukara Oeste, D15
-17.462150,-66.146999, Calle Villazón #3374, Khara Khara, D15
-17.478755,-66.148871, Calle Urcupiña #3375, Valle Hermoso Oeste, D15
-17.465724,-66.129997, Calle Achumani #3376, Pukara Oeste, D15
-17.497380,-66.137579, Calle Castrillo #3377, Khara Khara, D15
-17.487232,-66.135867, Calle Landaeta #3378, Valle Hermoso Oeste, D15
-17.478235,-66.112865, Calle Villazón #3379, Pukara Oeste, D15
-17.477093,-66.123431, Calle Urcupiña #3380, Khara Khara, D15
-17.477513,-66.149202, Calle Achumani #3381, Valle Hermoso Oeste, D15
-17.492780,-66.140217, Calle Castrillo #3382, Pukara Oeste, D15
-17.484562,-66.109418, Calle Landaeta #3383, Khara Khara, D15
-17.466721,-66.132987, Calle Villazón #3384, Valle Hermoso Oeste, D15
-17.494793,-66.139665, Calle Urcupiña #3385, Pukara Oeste, D15
-17.460101,-66.144436, Calle Achumani #3386, Khara Khara, D15
-17.497338,-66.142890, Calle Castrillo #3387, Valle Hermoso Oeste, D15
-17.453555,-66.136251, Calle Landaeta #3388, Pukara Oeste, D15
-17.489934,-66.120949, Calle Villazón #3389, Khara Khara, D15
-17.485589,-66.136374, Calle Urcupiña #3390, Valle Hermoso Oeste, D15
-17.481404,-66.113579, Calle Achumani #3391, Pukara Oeste, D15
-17.484896,-66.109521, Calle Castrillo #3392, Khara Khara, D15
-17.495743,-66.130730, Calle Landaeta #3393, Valle Hermoso Oeste, D15
-17.483294,-66.137214, Calle Villazón #3394, Pukara Oeste, D15
-17.486578,-66.144087, Calle Urcupiña #3395, Khara Khara, D15
-17.476346,-66.141651, Calle Achumani #3396, Valle Hermoso Oeste, D15
-17.491928,-66.124427, Calle Castrillo #3397, Pukara Oeste, D15
-17.477553,-66.140857, Calle Landaeta #3398, Khara Khara, D15
-17.467663,-66.121331, Calle Villazón #3399, Valle Hermoso Oeste, D15
-17.467941,-66.130776, Calle Urcupiña #3400, Pukara Oeste, D15
-17.465368,-66.134659, Calle Achumani #3401, Khara Khara, D15
-17.499610,-66.134464, Calle Castrillo #3402, Valle Hermoso Oeste, D15
-17.446538,-66.140471, Calle Landaeta #3403, Pukara Oeste, D15
-17.472100,-66.127582, Calle Villazón #3404, Khara Khara, D15
-17.475391,-66.148330, Calle Urcupiña #3405, Valle Hermoso Oeste, D15
-17.477082,-66.149680, Calle Achumani #3406, Pukara Oeste, D15
-17.479427,-66.132509, Calle Castrillo #3407, Khara Khara, D15
-17.499250,-66.145068, Calle Landaeta #3408, Valle Hermoso Oeste, D15
-17.467786,-66.134997, Calle Villazón #3409, Pukara Oeste, D15
-17.450932,-66.145858, Calle Urcupiña #3410, Khara Khara, D15
-17.476679,-66.113113, Calle Achumani #3411, Valle Hermoso Oeste, D15
-17.449330,-66.145139, Calle Castrillo #3412, Pukara Oeste, D15
-17.476731,-66.142245, Calle Landaeta #3413, Khara Khara, D15
-17.473427,-66.149196, Calle Villazón #3414, Valle Hermoso Oeste, D15
-17.464948,-66.136216, Calle Urcupiña #3415, Pukara Oeste, D15
-17.495264,-66.145120, Calle Achumani #3416, Khara Khara, D15
-17.479796,-66.129711, Calle Castrillo #3417, Valle Hermoso Oeste, D15
-17.497263,-66.140026, Calle Landaeta #3418, Pukara Oeste, D15
-17.501311,-66.148659, Calle Villazón #3419, Khara Khara, D15
-17.465188,-66.136009, Calle Urcupiña #3420, Valle Hermoso Oeste, D15
-17.471512,-66.151161, Calle Achumani #3421, Pukara Oeste, D15
-17.478047,-66.133437, Calle Castrillo #3422, Khara Khara, D15
-17.457168,-66.131229, Calle Landaeta #3423, Valle Hermoso Oeste, D15
-17.454433,-66.134985, Calle Villazón #3424, Pukara Oeste, D15
-17.482851,-66.126756, Calle Urcupiña #3425, Khara Khara, D15
-17.456730,-66.143595, Calle Achumani #3426, Valle Hermoso Oeste, D15
-17.481003,-66.122063, Calle Castrillo #3427, Pukara Oeste, D15
-17.496468,-66.132787, Calle Landaeta #3428, Khara Khara, D15
-17.484982,-66.109674, Calle Villazón #3429, Valle Hermoso Oeste, D15
-17.487546,-66.121599, Calle Urcupiña #3430, Pukara Oeste, D15
-17.482265,-66.143428, Calle Achumani #3431, Khara Khara, D15
-17.486124,-66.127616, Calle Castrillo #3432, Valle Hermoso Oeste, D15
-17.481786,-66.134466, Calle Landaeta #3433, Pukara Oeste, D15
-17.449094,-66.144968, Calle Villazón #3434, Khara Khara, D15
-17.502538,-66.143515, Calle Urcupiña #3435, Valle Hermoso Oeste, D15
-17.477188,-66.129985, Calle Achumani #3436, Pukara Oeste, D15
-17.482647,-66.132326, Calle Castrillo #3437, Khara Khara, D15
-17.503896,-66.148972, Calle Landaeta #3438, Valle Hermoso Oeste, D15
-17.502082,-66.140983, Calle Villazón #3439, Pukara Oeste, D15
-17.460941,-66.135725, Calle Urcupiña #3440, Khara Khara, D15
-17.455200,-66.146411, Calle Achumani #3441, Valle Hermoso Oeste, D15
-17.483831,-66.140634, Calle Castrillo #3442, Pukara Oeste, D15
-17.498248,-66.139935, Calle Landaeta #3443, Khara Khara, D15
-17.486738,-66.120294, Calle Villazón #3444, Valle Hermoso Oeste, D15
-17.475453,-66.141743, Calle Urcupiña #3445, Pukara Oeste, D15
-17.472864,-66.146450, Calle Achumani #3446, Khara Khara, D15
-17.466710,-66.153508, Calle Castrillo #3447, Valle Hermoso Oeste, D15
-17.472599,-66.139416, Calle Landaeta #3448, Pukara Oeste, D15
-17.474015,-66.124067, Calle Villazón #3449, Khara Khara, D15
-17.481316,-66.119727, Calle Urcupiña #3450, Valle Hermoso Oeste, D15
-17.466269,-66.144652, Calle Achumani #3451, Pukara Oeste, D15
-17.463611,-66.139680, Calle Castrillo #3452, Khara Khara, D15
-17.490160,-66.151073, Calle Landaeta #3453, Valle Hermoso Oeste, D15
-17.471160,-66.136224, Calle Villazón #3454, Pukara Oeste, D15
-17.465515,-66.144817, Calle Urcupiña #3455, Khara Khara, D15
-17.456167,-66.146125, Calle Achumani #3456, Valle Hermoso Oeste, D15
-17.454272,-66.138805, Calle Castrillo #3457, Pukara Oeste, D15
-17.485408,-66.116343, Calle Landaeta #3458, Khara Khara, D15
-17.499020,-66.145748, Calle Villazón #3459, Valle Hermoso Oeste, D15
-17.478456,-66.119634, Calle Urcupiña #3460, Pukara Oeste, D15
-17.477799,-66.112464, Calle Achumani #3461, Khara Khara, D15
-17.481534,-66.126537, Calle Castrillo #3462, Valle Hermoso Oeste, D15
-17.489433,-66.149650, Calle Landaeta #3463, Pukara Oeste, D15
-17.478384,-66.132208, Calle Villazón #3464, Khara Khara, D15
-17.478897,-66.128969, Calle Urcupiña #3465, Valle Hermoso Oeste, D15
-17.457700,-66.132343, Calle Achumani #3466, Pukara Oeste, D15
-17.458262,-66.128343, Calle Castrillo #3467, Khara Khara, D15
-17.450395,-66.142863, Calle Landaeta #3468, Valle Hermoso Oeste, D15
-17.471014,-66.116973, Calle Villazón #3469, Pukara Oeste, D15
-17.496617,-66.146492, Calle Urcupiña #3470, Khara Khara, D15
-17.473601,-66.121744, Calle Achumani #3471, Valle Hermoso Oeste, D15
-17.455566,-66.136018, Calle Castrillo #3472, Pukara Oeste, D15
-17.483037,-66.148627, Calle Landaeta #3473, Khara Khara, D15
-17.457325,-66.142822, Calle Villazón #3474, Valle Hermoso Oeste, D15
-17.470004,-66.135520, Calle Urcupiña #3475, Pukara Oeste, D15
-17.464383,-66.131876, Calle Achumani #3476, Khara Khara, D15
-17.480757,-66.127242, Calle Castrillo #3477, Valle Hermoso Oeste, D15
-17.486606,-66.147753, Calle Landaeta #3478, Pukara Oeste, D15
-17.458135,-66.131882, Calle Villazón #3479, Khara Khara, D15
-17.468871,-66.141330, Calle Urcupiña #3480, Valle Hermoso Oeste, D15
-17.483730,-66.121952, Calle Achumani #3481, Pukara Oeste, D15
-17.481350,-66.128399, Calle Castrillo #3482, Khara Khara, D15
-17.459976,-66.145429, Calle Landaeta #3483, Valle Hermoso Oeste, D15
-17.491535,-66.128494, Calle Villazón #3484, Pukara Oeste, D15
-17.486292,-66.130161, Calle Urcupiña #3485, Khara Khara, D15
-17.486658,-66.150582, Calle Achumani #3486, Valle Hermoso Oeste, D15
-17.464821,-66.139189, Calle Castrillo #3487, Pukara Oeste, D15
-17.498083,-66.130257, Calle Landaeta #3488, Khara Khara, D15
-17.488689,-66.127653, Calle Villazón #3489, Valle Hermoso Oeste, D15
-17.454335,-66.148365, Calle Urcupiña #3490, Pukara Oeste, D15
-17.470206,-66.143256, Calle Achumani #3491, Khara Khara, D15
-17.469671,-66.145180, Calle Castrillo #3492, Valle Hermoso Oeste, D15
-17.463366,-66.125984, Calle Landaeta #3493, Pukara Oeste, D15
-17.457045,-66.148953, Calle Villazón #3494, Khara Khara, D15
-17.452743,-66.140234, Calle Urcupiña #3495, Valle Hermoso Oeste, D15
-17.464674,-66.146007, Calle Achumani #3496, Pukara Oeste, D15
-17.493778,-66.123352, Calle Castrillo #3497, Khara Khara, D15
-17.453947,-66.133554, Calle Landaeta #3498, Valle Hermoso Oeste, D15
-17.489056,-66.125075, Calle Villazón #3499, Pukara Oeste, D15
-17.495580,-66.130145, Calle Urcupiña #3500, Khara Khara, D15
-17.497006,-66.149694, Calle Achumani #3501, Valle Hermoso Oeste, D15
-17.493989,-66.140294, Calle Castrillo #3502, Pukara Oeste, D15
-17.497262,-66.129310, Calle Landaeta #3503, Khara Khara, D15
-17.466834,-66.123937, Calle Villazón #3504, Valle Hermoso Oeste, D15
-17.459314,-66.144765, Calle Urcupiña #3505, Pukara Oeste, D15
-17.467796,-66.121750, Calle Achumani #3506, Khara Khara, D15
-17.503343,-66.144965, Calle Castrillo #3507, Valle Hermoso Oeste, D15
-17.477048,-66.146915, Calle Landaeta #3508, Pukara Oeste, D15
-17.469044,-66.116991, Calle Villazón #3509, Khara Khara, D15
-17.475918,-66.143599, Calle Urcupiña #3510, Valle Hermoso Oeste, D15
-17.482376,-66.126321, Calle Achumani #3511, Pukara Oeste, D15
-17.492759,-66.122381, Calle Castrillo #3512, Khara Khara, D15
-17.499252,-66.142470, Calle Landaeta #3513, Valle Hermoso Oeste, D15
-17.468603,-66.129083, Calle Villazón #3514, Pukara Oeste, D15
-17.496474,-66.140550, Calle Urcupiña #3515, Khara Khara, D15
-17.491310,-66.129147, Calle Achumani #3516, Valle Hermoso Oeste, D15
-17.450922,-66.138881, Calle Castrillo #3517, Pukara Oeste, D15
-17.461356,-66.137772, Calle Landaeta #3518, Khara Khara, D15
-17.494834,-66.137511, Calle Villazón #3519, Valle Hermoso Oeste, D15
-17.490754,-66.145138, Calle Urcupiña #3520, Pukara Oeste, D15
-17.474817,-66.152369, Calle Achumani #3521, Khara Khara, D15
-17.484274,-66.137013, Calle Castrillo #3522, Valle Hermoso Oeste, D15
-17.470312,-66.132669, Calle Landaeta #3523, Pukara Oeste, D15
-17.480841,-66.134247, Calle Villazón #3524, Khara Khara, D15
-17.492893,-66.147738, Calle Urcupiña #3525, Valle Hermoso Oeste, D15
-17.480492,-66.135888, Calle Achumani #3526, Pukara Oeste, D15
-17.490535,-66.137159, Calle Castrillo #3527, Khara Khara, D15
-17.481274,-66.118854, Calle Landaeta #3528, Valle Hermoso Oeste, D15
-17.461562,-66.148002, Calle Villazón #3529, Pukara Oeste, D15
-17.490794,-66.122244, Calle Urcupiña #3530, Khara Khara, D15
-17.456276,-66.147652, Calle Achumani #3531, Valle Hermoso Oeste, D15
-17.470714,-66.130304, Calle Castrillo #3532, Pukara Oeste, D15
-17.460191,-66.139343, Calle Landaeta #3533, Khara Khara, D15
-17.455691,-66.149519, Calle Villazón #3534, Valle Hermoso Oeste, D15
-17.460224,-66.149657, Calle Urcupiña #3535, Pukara Oeste, D15
-17.469346,-66.129347, Calle Achumani #3536, Khara Khara, D15
-17.496786,-66.132154, Calle Castrillo #3537, Valle Hermoso Oeste, D15
-17.452619,-66.137677, Calle Landaeta #3538, Pukara Oeste, D15
-17.470104,-66.146831, Calle Villazón #3539, Khara Khara, D15
-17.471932,-66.127871, Calle Urcupiña #3540, Valle Hermoso Oeste, D15
-17.457214,-66.138922, Calle Achumani #3541, Pukara Oeste, D15
-17.473869,-66.130540, Calle Castrillo #3542, Khara Khara, D15
-17.498284,-66.149878, Calle Landaeta #3543, Valle Hermoso Oeste, D15
-17.481971,-66.118805, Calle Villazón #3544, Pukara Oeste, D15
-17.481055,-66.131600, Calle Urcupiña #3545, Khara Khara, D15
-17.483727,-66.109851, Calle Achumani #3546, Valle Hermoso Oeste, D15
-17.488576,-66.140833, Calle Castrillo #3547, Pukara Oeste, D15
-17.473299,-66.117955, Calle Landaeta #3548, Khara Khara, D15
-17.470046,-66.134369, Calle Villazón #3549, Valle Hermoso Oeste, D15
-17.487595,-66.119945, Calle Urcupiña #3550, Pukara Oeste, D15
-17.482086,-66.138387, Calle Achumani #3551, Khara Khara, D15
-17.473653,-66.128988, Calle Castrillo #3552, Valle Hermoso Oeste, D15
-17.502200,-66.137939, Calle Landaeta #3553, Pukara Oeste, D15
-17.471309,-66.145406, Calle Villazón #3554, Khara Khara, D15
-17.493100,-66.122975, Calle Urcupiña #3555, Valle Hermoso Oeste, D15
-17.459845,-66.150532, Calle Achumani #3556, Pukara Oeste, D15
-17.454791,-66.139743, Calle Castrillo #3557, Khara Khara, D15
-17.496917,-66.137698, Calle Landaeta #3558, Valle Hermoso Oeste, D15
-17.474789,-66.142456, Calle Villazón #3559, Pukara Oeste, D15
-17.501517,-66.140743, Calle Urcupiña #3560, Khara Khara, D15
-17.484085,-66.148953, Calle Achumani #3561, Valle Hermoso Oeste, D15
-17.455887,-66.133033, Calle Castrillo #3562, Pukara Oeste, D15
-17.457754,-66.143599, Calle Landaeta #3563, Khara Khara, D15
-17.484583,-66.139925, Calle Villazón #3564, Valle Hermoso Oeste, D15
-17.451275,-66.144455, Calle Urcupiña #3565, Pukara Oeste, D15
-17.484385,-66.115626, Calle Achumani #3566, Khara Khara, D15
-17.467527,-66.150060, Calle Castrillo #3567, Valle Hermoso Oeste, D15
-17.489685,-66.123776, Calle Landaeta #3568, Pukara Oeste, D15
-17.462071,-66.144636, Calle Villazón #3569, Khara Khara, D15
-17.471374,-66.142474, Calle Urcupiña #3570, Valle Hermoso Oeste, D15
-17.466772,-66.126644, Calle Achumani #3571, Pukara Oeste, D15
-17.488221,-66.134455, Calle Castrillo #3572, Khara Khara, D15
-17.490431,-66.136098, Calle Landaeta #3573, Valle Hermoso Oeste, D15
-17.488159,-66.135969, Calle Villazón #3574, Pukara Oeste, D15
-17.502787,-66.140150, Calle Urcupiña #3575, Khara Khara, D15
-17.454995,-66.145374, Calle Achumani #3576, Valle Hermoso Oeste, D15
-17.454239,-66.136060, Calle Castrillo #3577, Pukara Oeste, D15
-17.483999,-66.127638, Calle Landaeta #3578, Khara Khara, D15
-17.482690,-66.117190, Calle Villazón #3579, Valle Hermoso Oeste, D15
-17.469625,-66.136315, Calle Urcupiña #3580, Pukara Oeste, D15
-17.497662,-66.144047, Calle Achumani #3581, Khara Khara, D15
-17.476209,-66.138941, Calle Castrillo #3582, Valle Hermoso Oeste, D15
-17.462858,-66.133140, Calle Landaeta #3583, Pukara Oeste, D15
-17.479562,-66.142150, Calle Villazón #3584, Khara Khara, D15
-17.479799,-66.129313, Calle Urcupiña #3585, Valle Hermoso Oeste, D15
-17.482726,-66.116830, Calle Achumani #3586, Pukara Oeste, D15
-17.479633,-66.126455, Calle Castrillo #3587, Khara Khara, D15
-17.485317,-66.118265, Calle Landaeta #3588, Valle Hermoso Oeste, D15
-17.490305,-66.128216, Calle Villazón #3589, Pukara Oeste, D15
-17.487895,-66.137762, Calle Urcupiña #3590, Khara Khara, D15
-17.469672,-66.141406, Calle Achumani #3591, Valle Hermoso Oeste, D15
-17.460875,-66.128102, Calle Castrillo #3592, Pukara Oeste, D15
-17.484558,-66.137065, Calle Landaeta #3593, Khara Khara, D15
-17.474419,-66.133805, Calle Villazón #3594, Valle Hermoso Oeste, D15
-17.450421,-66.140900, Calle Urcupiña #3595, Pukara Oeste, D15
-17.488442,-66.146602, Calle Achumani #3596, Khara Khara, D15
-17.486812,-66.143362, Calle Castrillo #3597, Valle Hermoso Oeste, D15
-17.465422,-66.127544, Calle Landaeta #3598, Pukara Oeste, D15
-17.483602,-66.116910, Calle Villazón #3599, Khara Khara, D15
-17.466720,-66.124216, Calle Urcupiña #3600, Valle Hermoso Oeste, D15
-17.478372,-66.123992, Calle Achumani #3601, Pukara Oeste, D15
-17.487497,-66.123197, Calle Castrillo #3602, Khara Khara, D15
-17.500435,-66.149252, Calle Landaeta #3603, Valle Hermoso Oeste, D15
-17.465741,-66.144184, Calle Villazón #3604, Pukara Oeste, D15
-17.486447,-66.136065, Calle Urcupiña #3605, Khara Khara, D15
-17.453549,-66.148878, Calle Achumani #3606, Valle Hermoso Oeste, D15
-17.470737,-66.141415, Calle Castrillo #3607, Pukara Oeste, D15
-17.484716,-66.134790, Calle Landaeta #3608, Khara Khara, D15
-17.483477,-66.119271, Calle Villazón #3609, Valle Hermoso Oeste, D15
-17.489374,-66.118542, Calle Urcupiña #3610, Pukara Oeste, D15
-17.497739,-66.135979, Calle Achumani #3611, Khara Khara, D15
-17.464829,-66.123858, Calle Castrillo #3612, Valle Hermoso Oeste, D15
-17.476089,-66.114890, Calle Landaeta #3613, Pukara Oeste, D15
-17.477383,-66.120384, Calle Villazón #3614, Khara Khara, D15
-17.470467,-66.120229, Calle Urcupiña #3615, Valle Hermoso Oeste, D15
-17.462548,-66.128269, Calle Achumani #3616, Pukara Oeste, D15
-17.457608,-66.130215, Calle Castrillo #3617, Khara Khara, D15
-17.463293,-66.137920, Calle Landaeta #3618, Valle Hermoso Oeste, D15
-17.466954,-66.145090, Calle Villazón #3619, Pukara Oeste, D15
-17.490360,-66.139091, Calle Urcupiña #3620, Khara Khara, D15
-17.491854,-66.122946, Calle Achumani #3621, Valle Hermoso Oeste, D15
-17.460736,-66.131155, Calle Castrillo #3622, Pukara Oeste, D15
-17.460914,-66.135091, Calle Landaeta #3623, Khara Khara, D15
-17.479223,-66.120444, Calle Villazón #3624, Valle Hermoso Oeste, D15
-17.457262,-66.144455, Calle Urcupiña #3625, Pukara Oeste, D15
-17.483826,-66.141121, Calle Achumani #3626, Khara Khara, D15
-17.495072,-66.147086, Calle Castrillo #3627, Valle Hermoso Oeste, D15
-17.460974,-66.138025, Calle Landaeta #3628, Pukara Oeste, D15
-17.469321,-66.124772, Calle Villazón #3629, Khara Khara, D15
-17.491293,-66.120855, Calle Urcupiña #3630, Valle Hermoso Oeste, D15
-17.499537,-66.145642, Calle Achumani #3631, Pukara Oeste, D15
-17.477785,-66.143193, Calle Castrillo #3632, Khara Khara, D15
-17.461626,-66.131235, Calle Landaeta #3633, Valle Hermoso Oeste, D15
-17.475889,-66.116509, Calle Villazón #3634, Pukara Oeste, D15
-17.478156,-66.148732, Calle Urcupiña #3635, Khara Khara, D15
-17.474251,-66.114900, Calle Achumani #3636, Valle Hermoso Oeste, D15
-17.455421,-66.130794, Calle Castrillo #3637, Pukara Oeste, D15
-17.459064,-66.146587, Calle Landaeta #3638, Khara Khara, D15
-17.486221,-66.112427, Calle Villazón #3639, Valle Hermoso Oeste, D15
-17.453778,-66.133990, Calle Urcupiña #3640, Pukara Oeste, D15
-17.464469,-66.129501, Calle Achumani #3641, Khara Khara, D15
-17.484351,-66.143275, Calle Castrillo #3642, Valle Hermoso Oeste, D15
-17.464116,-66.125048, Calle Landaeta #3643, Pukara Oeste, D15
-17.480690,-66.116489, Calle Villazón #3644, Khara Khara, D15
-17.456016,-66.142220, Calle Urcupiña #3645, Valle Hermoso Oeste, D15
-17.464204,-66.133537, Calle Achumani #3646, Pukara Oeste, D15
-17.469228,-66.149737, Calle Castrillo #3647, Khara Khara, D15
-17.488766,-66.133179, Calle Landaeta #3648, Valle Hermoso Oeste, D15
-17.478159,-66.118684, Calle Villazón #3649, Pukara Oeste, D15
-17.469007,-66.127412, Calle Urcupiña #3650, Khara Khara, D15
-17.467480,-66.143465, Calle Achumani #3651, Valle Hermoso Oeste, D15
-17.473783,-66.134659, Calle Castrillo #3652, Pukara Oeste, D15
-17.460715,-66.138644, Calle Landaeta #3653, Khara Khara, D15
-17.472943,-66.128464, Calle Villazón #3654, Valle Hermoso Oeste, D15
-17.466728,-66.151999, Calle Urcupiña #3655, Pukara Oeste, D15
-17.456204,-66.141917, Calle Achumani #3656, Khara Khara, D15
-17.474351,-66.149492, Calle Castrillo #3657, Valle Hermoso Oeste, D15
-17.461314,-66.133447, Calle Landaeta #3658, Pukara Oeste, D15
-17.476818,-66.147448, Calle Villazón #3659, Khara Khara, D15
-17.472941,-66.132034, Calle Urcupiña #3660, Valle Hermoso Oeste, D15
-17.471102,-66.134304, Calle Achumani #3661, Pukara Oeste, D15
-17.488074,-66.116635, Calle Castrillo #3662, Khara Khara, D15
-17.458965,-66.137173, Calle Landaeta #3663, Valle Hermoso Oeste, D15
-17.484676,-66.136793, Calle Villazón #3664, Pukara Oeste, D15
-17.493573,-66.131224, Calle Urcupiña #3665, Khara Khara, D15
-17.484966,-66.127244, Calle Achumani #3666, Valle Hermoso Oeste, D15
-17.460487,-66.147104, Calle Castrillo #3667, Pukara Oeste, D15
-17.477317,-66.117225, Calle Landaeta #3668, Khara Khara, D15
-17.459452,-66.152426, Calle Villazón #3669, Valle Hermoso Oeste, D15
-17.457815,-66.130266, Calle Urcupiña #3670, Pukara Oeste, D15
-17.460922,-66.152815, Calle Achumani #3671, Khara Khara, D15
-17.453985,-66.147112, Calle Castrillo #3672, Valle Hermoso Oeste, D15
-17.472340,-66.128529, Calle Landaeta #3673, Pukara Oeste, D15
-17.453180,-66.148042, Calle Villazón #3674, Khara Khara, D15
-17.489152,-66.132357, Calle Urcupiña #3675, Valle Hermoso Oeste, D15
-17.459834,-66.135582, Calle Achumani #3676, Pukara Oeste, D15
-17.461701,-66.135194, Calle Castrillo #3677, Khara Khara, D15
