-17.394985,-66.159656, Calle 14 de Septiembre #100, Sudeste, D10
-17.396898,-66.157424, Calle Avaroa #3133, Sudeste, D10
-17.409597,-66.161803, Calle Galindo #3134, Noreste, D10
-17.401642,-66.165337, Calle 14 de Septiembre #3135, Noroeste, D10
-17.410551,-66.162399, Calle Altamirano #3136, Sudeste, D10
-17.401450,-66.163196, Calle Gualberto Villarroel #3137, Noreste, D10
-17.396271,-66.161921, Calle Avaroa #3138, Noroeste, D10
-17.396002,-66.155319, Calle Galindo #3139, Sudeste, D10
-17.400892,-66.153678, Calle 14 de Septiembre #3140, Noreste, D10
-17.405952,-66.157618, Calle Altamirano #3141, Noroeste, D10
-17.406303,-66.161088, Calle Gualberto Villarroel #3142, Sudeste, D10
-17.410694,-66.162356, Calle Avaroa #3143, Noreste, D10
-17.402218,-66.160160, Calle Galindo #3144, Noroeste, D10
-17.388867,-66.151531, Calle 14 de Septiembre #3145, Sudeste, D10
-17.384210,-66.154143, Calle Altamirano #3146, Noreste, D10
-17.387523,-66.154538, Calle Gualberto Villarroel #3147, Noroeste, D10
-17.410047,-66.164009, Calle Avaroa #3148, Sudeste, D10
-17.392927,-66.156159, Calle Galindo #3149, Noreste, D10
-17.390803,-66.151912, Calle 14 de Septiembre #3150, Noroeste, D10
-17.408532,-66.163127, Calle Altamirano #3151, Sudeste, D10
-17.401568,-66.159349, Calle Gualberto Villarroel #3152, Noreste, D10
-17.406999,-66.163163, Calle Avaroa #3153, Noroeste, D10
-17.410527,-66.159412, Calle Galindo #3154, Sudeste, D10
-17.393048,-66.163927, Calle 14 de Septiembre #3155, Noreste, D10
-17.387879,-66.156446, Calle Altamirano #3156, Noroeste, D10
-17.409339,-66.155714, Calle Gualberto Villarroel #3157, Sudeste, D10
-17.395305,-66.155217, Calle Avaroa #3158, Noreste, D10
-17.396915,-66.154499, Calle Galindo #3159, Noroeste, D10
-17.384064,-66.157357, Calle 14 de Septiembre #3160, Sudeste, D10
-17.398333,-66.160538, Calle Altamirano #3161, Noreste, D10
-17.392997,-66.158242, Calle Gualberto Villarroel #3162, Noroeste, D10
-17.406980,-66.160520, Calle Avaroa #3163, Sudeste, D10
-17.399293,-66.163270, Calle Galindo #3164, Noreste, D10
-17.403968,-66.154469, Calle 14 de Septiembre #3165, Noroeste, D10
-17.401582,-66.158721, Calle Altamirano #3166, Sudeste, D10
-17.388822,-66.151671, Calle Gualberto Villarroel #3167, Noreste, D10
-17.399883,-66.163450, Calle Avaroa #3168, Noroeste, D10
-17.400220,-66.153131, Calle Galindo #3169, Sudeste, D10
-17.390735,-66.151586, Calle 14 de Septiembre #3170, Noreste, D10
-17.385063,-66.157656, Calle Altamirano #3171, Noroeste, D10
-17.407911,-66.161128, Calle Gualberto Villarroel #3172, Sudeste, D10
-17.385651,-66.158272, Calle Avaroa #3173, Noreste, D10
-17.389926,-66.157584, Calle Galindo #3174, Noroeste, D10
-17.398255,-66.157728, Calle 14 de Septiembre #3175, Sudeste, D10
-17.398304,-66.164036, Calle Altamirano #3176, Noreste, D10
-17.409144,-66.159835, Calle Gualberto Villarroel #3177, Noroeste, D10
-17.381928,-66.152680, Calle Avaroa #3178, Sudeste, D10
-17.396968,-66.164727, Calle Galindo #3179, Noreste, D10
-17.396308,-66.159276, Calle 14 de Septiembre #3180, Noroeste, D10
-17.406538,-66.159643, Calle Altamirano #3181, Sudeste, D10
-17.397419,-66.153712, Calle Gualberto Villarroel #3182, Noreste, D10
-17.395970,-66.156489, Calle Avaroa #3183, Noroeste, D10
-17.402726,-66.161066, Calle Galindo #3184, Sudeste, D10
-17.399633,-66.151274, Calle 14 de Septiembre #3185, Noreste, D10
-17.387528,-66.159033, Calle Altamirano #3186, Noroeste, D10
-17.382399,-66.157925, Calle Gualberto Villarroel #3187, Sudeste, D10
-17.399100,-66.156116, Calle Avaroa #3188, Noreste, D10
-17.399333,-66.165445, Calle Galindo #3189, Noroeste, D10
-17.408415,-66.161809, Calle 14 de Septiembre #3190, Sudeste, D10
-17.381607,-66.155305, Calle Altamirano #3191, Noreste, D10
-17.404065,-66.153812, Calle Gualberto Villarroel #3192, Noroeste, D10
-17.401881,-66.162724, Calle Avaroa #3193, Sudeste, D10
-17.403680,-66.164139, Calle Galindo #3194, Noreste, D10
-17.398866,-66.158884, Calle 14 de Septiembre #3195, Noroeste, D10
-17.391663,-66.154350, Calle Altamirano #3196, Sudeste, D10
-17.408599,-66.163457, Calle Gualberto Villarroel #3197, Noreste, D10
-17.401295,-66.159835, Calle Avaroa #3198, Noroeste, D10
-17.388736,-66.162152, Calle Galindo #3199, Sudeste, D10
-17.406667,-66.162519, Calle 14 de Septiembre #3200, Noreste, D10
-17.397289,-66.153476, Calle Altamirano #3201, Noroeste, D10
-17.409020,-66.154613, Calle Gualberto Villarroel #3202, Sudeste, D10
-17.383464,-66.152579, Calle Avaroa #3203, Noreste, D10
-17.389332,-66.159333, Calle Galindo #3204, Noroeste, D10
-17.406377,-66.167478, Calle 14 de Septiembre #3205, Sudeste, D10
-17.392972,-66.164575, Calle Altamirano #3206, Noreste, D10
-17.408390,-66.162323, Calle Gualberto Villarroel #3207, Noroeste, D10
-17.398607,-66.158496, Calle Avaroa #3208, Sudeste, D10
-17.381768,-66.154731, Calle Galindo #3209, Noreste, D10
-17.406987,-66.155628, Calle 14 de Septiembre #3210, Noroeste, D10
-17.404137,-66.153835, Calle Altamirano #3211, Sudeste, D10
-17.405592,-66.164497, Calle Gualberto Villarroel #3212, Noreste, D10
-17.401665,-66.167434, Calle Avaroa #3213, Noroeste, D10
-17.398028,-66.161034, Calle Galindo #3214, Sudeste, D10
-17.399085,-66.162697, Calle 14 de Septiembre #3215, Noreste, D10
-17.389404,-66.158506, Calle Altamirano #3216, Noroeste, D10
-17.404530,-66.156222, Calle Gualberto Villarroel #3217, Sudeste, D10
-17.388111,-66.157755, Calle Avaroa #3218, Noreste, D10
-17.402464,-66.152303, Calle Galindo #3219, Noroeste, D10
-17.397446,-66.159863, Calle 14 de Septiembre #3220, Sudeste, D10
-17.404796,-66.160283, Calle Altamirano #3221, Noreste, D10
-17.391595,-66.157864, Calle Gualberto Villarroel #3222, Noroeste, D10
-17.394995,-66.163133, Calle Avaroa #3223, Sudeste, D10
-17.403911,-66.159205, Calle Galindo #3224, Noreste, D10
-17.381309,-66.157500, Calle 14 de Septiembre #3225, Noroeste, D10
-17.382779,-66.160747, Calle Altamirano #3226, Sudeste, D10
-17.406450,-66.166335, Calle Gualberto Villarroel #3227, Noreste, D10
-17.391266,-66.155204, Calle Avaroa #3228, Noroeste, D10
-17.409895,-66.161116, Calle Galindo #3229, Sudeste, D10
-17.406802,-66.166298, Calle 14 de Septiembre #3230, Noreste, D10
-17.394474,-66.151681, Calle Altamirano #3231, Noroeste, D10
-17.402089,-66.162288, Calle Gualberto Villarroel #3232, Sudeste, D10
-17.394482,-66.152458, Calle Avaroa #3233, Noreste, D10
-17.398874,-66.150425, Calle Galindo #3234, Noroeste, D10
-17.404099,-66.158155, Calle 14 de Septiembre #3235, Sudeste, D10
-17.382216,-66.155517, Calle Altamirano #3236, Noreste, D10
-17.389204,-66.162784, Calle Gualberto Villarroel #3237, Noroeste, D10
-17.389026,-66.162858, Calle Avaroa #3238, Sudeste, D10
-17.398852,-66.161475, Calle Galindo #3239, Noreste, D10
-17.393021,-66.165170, Calle 14 de Septiembre #3240, Noroeste, D10
-17.409866,-66.164549, Calle Altamirano #3241, Sudeste, D10
-17.392135,-66.157037, Calle Gualberto Villarroel #3242, Noreste, D10
-17.399198,-66.161915, Calle Avaroa #3243, Noroeste, D10
-17.385822,-66.159395, Calle Galindo #3244, Sudeste, D10
-17.403291,-66.152841, Calle 14 de Septiembre #3245, Noreste, D10
-17.402767,-66.156762, Calle Altamirano #3246, Noroeste, D10
-17.392796,-66.152932, Calle Gualberto Villarroel #3247, Sudeste, D10
-17.384443,-66.154928, Calle Avaroa #3248, Noreste, D10
-17.396073,-66.160899, Calle Galindo #3249, Noroeste, D10
-17.392178,-66.159194, Calle 14 de Septiembre #3250, Sudeste, D10
-17.408348,-66.167726, Calle Altamirano #3251, Noreste, D10
-17.395473,-66.165697, Calle Gualberto Villarroel #3252, Noroeste, D10
-17.392718,-66.153461, Calle Avaroa #3253, Sudeste, D10
-17.387651,-66.159799, Calle Galindo #3254, Noreste, D10
-17.407034,-66.155740, Calle 14 de Septiembre #3255, Noroeste, D10
-17.382917,-66.160868, Calle Altamirano #3256, Sudeste, D10
-17.402723,-66.158051, Calle Gualberto Villarroel #3257, Noreste, D10
-17.397237,-66.166797, Calle Avaroa #3258, Noroeste, D10
-17.399868,-66.161439, Calle Galindo #3259, Sudeste, D10
-17.387389,-66.161935, Calle 14 de Septiembre #3260, Noreste, D10
-17.411481,-66.155875, Calle Altamirano #3261, Noroeste, D10
-17.393007,-66.155047, Calle Gualberto Villarroel #3262, Sudeste, D10
-17.396694,-66.165950, Calle Avaroa #3263, Noreste, D10
-17.392573,-66.159146, Calle Galindo #3264, Noroeste, D10
-17.404228,-66.160993, Calle 14 de Septiembre #3265, Sudeste, D10
-17.400191,-66.152665, Calle Altamirano #3266, Noreste, D10
-17.400323,-66.157124, Calle Gualberto Villarroel #3267, Noroeste, D10
-17.394870,-66.155886, Calle Avaroa #3268, Sudeste, D10
-17.401977,-66.153555, Calle Galindo #3269, Noreste, D10
-17.401548,-66.167055, Calle 14 de Septiembre #3270, Noroeste, D10
-17.404637,-66.167604, Calle Altamirano #3271, Sudeste, D10
-17.395927,-66.158591, Calle Gualberto Villarroel #3272, Noreste, D10
-17.385925,-66.153888, Calle Avaroa #3273, Noroeste, D10
-17.388749,-66.154947, Calle Galindo #3274, Sudeste, D10
-17.383762,-66.154022, Calle 14 de Septiembre #3275, Noreste, D10
-17.405065,-66.169036, Calle Altamirano #3276, Noroeste, D10
-17.387830,-66.157608, Calle Gualberto Villarroel #3277, Sudeste, D10
-17.391418,-66.160232, Calle Avaroa #3278, Noreste, D10
-17.398958,-66.154180, Calle Galindo #3279, Noroeste, D10
-17.407675,-66.159450, Calle 14 de Septiembre #3280, Sudeste, D10
-17.382681,-66.159615, Calle Altamirano #3281, Noreste, D10
-17.393695,-66.165071, Calle Gualberto Villarroel #3282, Noroeste, D10
-17.410540,-66.157566, Calle Avaroa #3283, Sudeste, D10
-17.401319,-66.153685, Calle Galindo #3284, Noreste, D10
-17.385416,-66.154768, Calle 14 de Septiembre #3285, Noroeste, D10
-17.408341,-66.158855, Calle Altamirano #3286, Sudeste, D10
-17.404992,-66.166717, Calle Gualberto Villarroel #3287, Noreste, D10
-17.409701,-66.157292, Calle Avaroa #3288, Noroeste, D10
-17.384868,-66.157243, Calle Galindo #3289, Sudeste, D10
-17.410088,-66.158875, Calle 14 de Septiembre #3290, Noreste, D10
-17.389378,-66.158221, Calle Altamirano #3291, Noroeste, D10
-17.391226,-66.164365, Calle Gualberto Villarroel #3292, Sudeste, D10
-17.399533,-66.160980, Calle Avaroa #3293, Noreste, D10
-17.393731,-66.159346, Calle Galindo #3294, Noroeste, D10
-17.394669,-66.154449, Calle 14 de Septiembre #3295, Sudeste, D10
-17.389467,-66.162152, Calle Altamirano #3296, Noreste, D10
-17.392486,-66.154414, Calle Gualberto Villarroel #3297, Noroeste, D10
-17.389135,-66.163056, Calle Avaroa #3298, Sudeste, D10
-17.397944,-66.161925, Calle Galindo #3299, Noreste, D10
-17.395576,-66.154452, Calle 14 de Septiembre #3300, Noroeste, D10
-17.396338,-66.158567, Calle Altamirano #3301, Sudeste, D10
-17.400541,-66.156279, Calle Gualberto Villarroel #3302, Noreste, D10
-17.405796,-66.168172, Calle Avaroa #3303, Noroeste, D10
-17.399435,-66.156966, Calle Galindo #3304, Sudeste, D10
-17.403841,-66.168326, Calle 14 de Septiembre #3305, Noreste, D10
-17.401453,-66.164935, Calle Altamirano #3306, Noroeste, D10
-17.392338,-66.158629, Calle Gualberto Villarroel #3307, Sudeste, D10
-17.395315,-66.159957, Calle Avaroa #3308, Noreste, D10
-17.391447,-66.153288, Calle Galindo #3309, Noroeste, D10
-17.404405,-66.155027, Calle 14 de Septiembre #3310, Sudeste, D10
-17.387290,-66.162101, Calle Altamirano #3311, Noreste, D10
-17.388807,-66.153127, Calle Gualberto Villarroel #3312, Noroeste, D10
-17.400859,-66.162058, Calle Avaroa #3313, Sudeste, D10
-17.398830,-66.149648, Calle Galindo #3314, Noreste, D10
-17.393602,-66.159987, Calle 14 de Septiembre #3315, Noroeste, D10
-17.390605,-66.158188, Calle Altamirano #3316, Sudeste, D10
-17.408196,-66.161978, Calle Gualberto Villarroel #3317, Noreste, D10
-17.394571,-66.155492, Calle Avaroa #3318, Noroeste, D10
-17.391678,-66.150058, Calle Galindo #3319, Sudeste, D10
-17.401634,-66.154024, Calle 14 de Septiembre #3320, Noreste, D10
-17.396882,-66.160755, Calle Altamirano #3321, Noroeste, D10
-17.406194,-66.157806, Calle Gualberto Villarroel #3322, Sudeste, D10
-17.402021,-66.159179, Calle Avaroa #3323, Noreste, D10
-17.391303,-66.161909, Calle Galindo #3324, Noroeste, D10
-17.388642,-66.153255, Calle 14 de Septiembre #3325, Sudeste, D10
-17.386106,-66.161055, Calle Altamirano #3326, Noreste, D10
-17.405986,-66.159906, Calle Gualberto Villarroel #3327, Noroeste, D10
-17.402798,-66.166347, Calle Avaroa #3328, Sudeste, D10
-17.393794,-66.156002, Calle Galindo #3329, Noreste, D10
-17.404136,-66.157913, Calle 14 de Septiembre #3330, Noroeste, D10
-17.397537,-66.153354, Calle Altamirano #3331, Sudeste, D10
-17.402958,-66.165141, Calle Gualberto Villarroel #3332, Noreste, D10
-17.404912,-66.160746, Calle Avaroa #3333, Noroeste, D10
-17.404060,-66.157007, Calle Galindo #3334, Sudeste, D10
-17.392167,-66.154733, Calle 14 de Septiembre #3335, Noreste, D10
-17.399242,-66.156763, Calle Altamirano #3336, Noroeste, D10
-17.399488,-66.150029, Calle Gualberto Villarroel #3337, Sudeste, D10
-17.402757,-66.156260, Calle Avaroa #3338, Noreste, D10
-17.409337,-66.165975, Calle Galindo #3339, Noroeste, D10
-17.386121,-66.161922, Calle 14 de Septiembre #3340, Sudeste, D10
-17.387193,-66.152721, Calle Altamirano #3341, Noreste, D10
-17.390277,-66.157711, Calle Gualberto Villarroel #3342, Noroeste, D10
-17.399024,-66.166415, Calle Avaroa #3343, Sudeste, D10
-17.391695,-66.151702, Calle Galindo #3344, Noreste, D10
-17.411090,-66.157584, Calle 14 de Septiembre #3345, Noroeste, D10
-17.388653,-66.158920, Calle Altamirano #3346, Sudeste, D10
-17.401060,-66.154553, Calle Gualberto Villarroel #3347, Noreste, D10
-17.401730,-66.160988, Calle Avaroa #3348, Noroeste, D10
-17.411086,-66.159527, Calle Galindo #3349, Sudeste, D10
-17.403096,-66.152237, Calle 14 de Septiembre #3350, Noreste, D10
-17.380499,-66.153561, Calle Altamirano #3351, Noroeste, D10
-17.405648,-66.169548, Calle Gualberto Villarroel #3352, Sudeste, D10
-17.397249,-66.156270, Calle Avaroa #3353, Noreste, D10
-17.390707,-66.163030, Calle Galindo #3354, Noroeste, D10
-17.381307,-66.156914, Calle 14 de Septiembre #3355, Sudeste, D10
-17.382956,-66.154171, Calle Altamirano #3356, Noreste, D10
-17.393355,-66.154599, Calle Gualberto Villarroel #3357, Noroeste, D10
-17.388647,-66.159860, Calle Avaroa #3358, Sudeste, D10
-17.393477,-66.150472, Calle Galindo #3359, Noreste, D10
-17.392134,-66.149888, Calle 14 de Septiembre #3360, Noroeste, D10
-17.404746,-66.161303, Calle Altamirano #3361, Sudeste, D10
-17.399286,-66.149043, Calle Gualberto Villarroel #3362, Noreste, D10
-17.399385,-66.150110, Calle Avaroa #3363, Noroeste, D10
-17.408303,-66.167207, Calle Galindo #3364, Sudeste, D10
-17.407607,-66.168831, Calle 14 de Septiembre #3365, Noreste, D10
-17.386045,-66.152470, Calle Altamirano #3366, Noroeste, D10
-17.409146,-66.159885, Calle Gualberto Villarroel #3367, Sudeste, D10
-17.382471,-66.153358, Calle Avaroa #3368, Noreste, D10
-17.381612,-66.158135, Calle Galindo #3369, Noroeste, D10
-17.387926,-66.159195, Calle 14 de Septiembre #3370, Sudeste, D10
-17.394718,-66.151782, Calle Altamirano #3371, Noreste, D10
-17.396661,-66.152239, Calle Gualberto Villarroel #3372, Noroeste, D10
-17.387402,-66.155693, Calle Avaroa #3373, Sudeste, D10
-17.383371,-66.158860, Calle Galindo #3374, Noreste, D10
-17.407435,-66.162543, Calle 14 de Septiembre #3375, Noroeste, D10
-17.391176,-66.152920, Calle Altamirano #3376, Sudeste, D10
-17.380861,-66.154773, Calle Gualberto Villarroel #3377, Noreste, D10
-17.394628,-66.150887, Calle Avaroa #3378, Noroeste, D10
-17.392296,-66.158931, Calle Galindo #3379, Sudeste, D10
-17.406359,-66.166830, Calle 14 de Septiembre #3380, Noreste, D10
-17.388941,-66.156603, Calle Altamirano #3381, Noroeste, D10
-17.408967,-66.159512, Calle Gualberto Villarroel #3382, Sudeste, D10
-17.396149,-66.149578, Calle Avaroa #3383, Noreste, D10
-17.387710,-66.156855, Calle Galindo #3384, Noroeste, D10
-17.400495,-66.154634, Calle 14 de Septiembre #3385, Sudeste, D10
-17.400782,-66.153602, Calle Altamirano #3386, Noreste, D10
-17.410185,-66.154770, Calle Gualberto Villarroel #3387, Noroeste, D10
-17.407813,-66.156200, Calle Avaroa #3388, Sudeste, D10
-17.388173,-66.151860, Calle Galindo #3389, Noreste, D10
-17.380483,-66.153342, Calle 14 de Septiembre #3390, Noroeste, D10
-17.406877,-66.161422, Calle Altamirano #3391, Sudeste, D10
-17.408830,-66.167111, Calle Gualberto Villarroel #3392, Noreste, D10
-17.410502,-66.157131, Calle Avaroa #3393, Noroeste, D10
-17.384471,-66.153130, Calle Galindo #3394, Sudeste, D10
-17.399585,-66.162694, Calle 14 de Septiembre #3395, Noreste, D10
-17.393106,-66.157654, Calle Altamirano #3396, Noroeste, D10
-17.391062,-66.161567, Calle Gualberto Villarroel #3397, Sudeste, D10
-17.392097,-66.151738, Calle Avaroa #3398, Noreste, D10
-17.390952,-66.153385, Calle Galindo #3399, Noroeste, D10
-17.402697,-66.153588, Calle 14 de Septiembre #3400, Sudeste, D10
-17.401614,-66.156182, Calle Altamirano #3401, Noreste, D10
-17.402109,-66.167186, Calle Gualberto Villarroel #3402, Noroeste, D10
-17.390506,-66.157926, Calle Avaroa #3403, Sudeste, D10
-17.399849,-66.161218, Calle Galindo #3404, Noreste, D10
-17.396013,-66.166490, Calle 14 de Septiembre #3405, Noroeste, D10
-17.405192,-66.159774, Calle Altamirano #3406, Sudeste, D10
-17.394477,-66.165257, Calle Gualberto Villarroel #3407, Noreste, D10
-17.392785,-66.160685, Calle Avaroa #3408, Noroeste, D10
-17.389201,-66.152002, Calle Galindo #3409, Sudeste, D10
-17.387030,-66.162056, Calle 14 de Septiembre #3410, Noreste, D10
-17.390590,-66.162158, Calle Altamirano #3411, Noroeste, D10
-17.384737,-66.160103, Calle Gualberto Villarroel #3412, Sudeste, D10
-17.388904,-66.156136, Calle Avaroa #3413, Noreste, D10
-17.390046,-66.160505, Calle Galindo #3414, Noroeste, D10
-17.406488,-66.159224, Calle 14 de Septiembre #3415, Sudeste, D10
-17.383709,-66.158207, Calle Altamirano #3416, Noreste, D10
-17.407964,-66.161396, Calle Gualberto Villarroel #3417, Noroeste, D10
-17.392113,-66.157735, Calle Avaroa #3418, Sudeste, D10
-17.391245,-66.159852, Calle Galindo #3419, Noreste, D10
-17.399827,-66.156337, Calle 14 de Septiembre #3420, Noroeste, D10
-17.391606,-66.156133, Calle Altamirano #3421, Sudeste, D10
-17.407181,-66.160711, Calle Gualberto Villarroel #3422, Noreste, D10
-17.393708,-66.150370, Calle Avaroa #3423, Noroeste, D10
-17.395413,-66.151344, Calle Galindo #3424, Sudeste, D10
-17.382096,-66.153571, Calle 14 de Septiembre #3425, Noreste, D10
-17.386616,-66.154817, Calle Altamirano #3426, Noroeste, D10
-17.396130,-66.163238, Calle Gualberto Villarroel #3427, Sudeste, D10
-17.398631,-66.161518, Calle Avaroa #3428, Noreste, D10
-17.391495,-66.162560, Calle Galindo #3429, Noroeste, D10
-17.399745,-66.152548, Calle 14 de Septiembre #3430, Sudeste, D10
-17.404435,-66.162697, Calle Altamirano #3431, Noreste, D10
-17.404706,-66.158614, Calle Gualberto Villarroel #3432, Noroeste, D10
-17.406630,-66.159633, Calle Avaroa #3433, Sudeste, D10
-17.393350,-66.160827, Calle Galindo #3434, Noreste, D10
-17.384904,-66.153850, Calle 14 de Septiembre #3435, Noroeste, D10
-17.395915,-66.165208, Calle Altamirano #3436, Sudeste, D10
-17.394094,-66.162033, Calle Gualberto Villarroel #3437, Noreste, D10
-17.406663,-66.164682, Calle Avaroa #3438, Noroeste, D10
-17.401633,-66.157341, Calle Galindo #3439, Sudeste, D10
-17.402854,-66.153521, Calle 14 de Septiembre #3440, Noreste, D10
-17.392871,-66.157034, Calle Altamirano #3441, Noroeste, D10
-17.397692,-66.166883, Calle Gualberto Villarroel #3442, Sudeste, D10
-17.394297,-66.154375, Calle Avaroa #3443, Noreste, D10
-17.406340,-66.163289, Calle Galindo #3444, Noroeste, D10
-17.397305,-66.161801, Calle 14 de Septiembre #3445, Sudeste, D10
-17.395648,-66.152958, Calle Altamirano #3446, Noreste, D10
-17.387603,-66.154359, Calle Gualberto Villarroel #3447, Noroeste, D10
-17.395231,-66.149996, Calle Avaroa #3448, Sudeste, D10
-17.390757,-66.162290, Calle Galindo #3449, Noreste, D10
-17.398820,-66.162364, Calle 14 de Septiembre #3450, Noroeste, D10
-17.404289,-66.156950, Calle Altamirano #3451, Sudeste, D10
-17.410946,-66.157154, Calle Gualberto Villarroel #3452, Noreste, D10
-17.401951,-66.153719, Calle Avaroa #3453, Noroeste, D10
-17.398810,-66.149422, Calle Galindo #3454, Sudeste, D10
-17.391801,-66.152752, Calle 14 de Septiembre #3455, Noreste, D10
-17.389123,-66.161395, Calle Altamirano #3456, Noroeste, D10
-17.395660,-66.161818, Calle Gualberto Villarroel #3457, Sudeste, D10
-17.404407,-66.159605, Calle Avaroa #3458, Noreste, D10
-17.410547,-66.158600, Calle Galindo #3459, Noroeste, D10
-17.410463,-66.160731, Calle 14 de Septiembre #3460, Sudeste, D10
-17.396092,-66.159658, Calle Altamirano #3461, Noreste, D10
-17.406529,-66.166013, Calle Gualberto Villarroel #3462, Noroeste, D10
-17.398438,-66.150522, Calle Avaroa #3463, Sudeste, D10
-17.399071,-66.156238, Calle Galindo #3464, Noreste, D10
-17.394073,-66.150975, Calle 14 de Septiembre #3465, Noroeste, D10
-17.392486,-66.152649, Calle Altamirano #3466, Sudeste, D10
-17.405922,-66.156622, Calle Gualberto Villarroel #3467, Noreste, D10
-17.392164,-66.152694, Calle Avaroa #3468, Noroeste, D10
-17.407756,-66.161072, Calle Galindo #3469, Sudeste, D10
-17.388915,-66.162350, Calle 14 de Septiembre #3470, Noreste, D10
-17.402186,-66.157191, Calle Altamirano #3471, Noroeste, D10
-17.407121,-66.157026, Calle Gualberto Villarroel #3472, Sudeste, D10
-17.400916,-66.157463, Calle Avaroa #3473, Noreste, D10
-17.393823,-66.151671, Calle Galindo #3474, Noroeste, D10
-17.396244,-66.157563, Calle 14 de Septiembre #3475, Sudeste, D10
-17.401067,-66.163605, Calle Altamirano #3476, Noreste, D10
-17.387869,-66.158984, Calle Gualberto Villarroel #3477, Noroeste, D10
-17.394054,-66.154392, Calle Avaroa #3478, Sudeste, D10
-17.391051,-66.152887, Calle Galindo #3479, Noreste, D10
-17.397316,-66.152732, Calle 14 de Septiembre #3480, Noroeste, D10
-17.393562,-66.153306, Calle Altamirano #3481, Sudeste, D10
-17.397653,-66.152533, Calle Gualberto Villarroel #3482, Noreste, D10
-17.388533,-66.162533, Calle Avaroa #3483, Noroeste, D10
-17.403625,-66.159447, Calle Galindo #3484, Sudeste, D10
-17.397875,-66.158264, Calle 14 de Septiembre #3485, Noreste, D10
-17.401809,-66.163628, Calle Altamirano #3486, Noroeste, D10
-17.388940,-66.157311, Calle Gualberto Villarroel #3487, Sudeste, D10
-17.398454,-66.152589, Calle Avaroa #3488, Noreste, D10
-17.396181,-66.156845, Calle Galindo #3489, Noroeste, D10
-17.386787,-66.159682, Calle 14 de Septiembre #3490, Sudeste, D10
-17.381202,-66.156216, Calle Altamirano #3491, Noreste, D10
-17.386108,-66.153538, Calle Gualberto Villarroel #3492, Noroeste, D10
-17.400519,-66.155551, Calle Avaroa #3493, Sudeste, D10
-17.384249,-66.155905, Calle Galindo #3494, Noreste, D10
-17.401349,-66.156114, Calle 14 de Septiembre #3495, Noroeste, D10
-17.390952,-66.153741, Calle Altamirano #3496, Sudeste, D10
-17.388686,-66.159885, Calle Gualberto Villarroel #3497, Noreste, D10
-17.395456,-66.152315, Calle Avaroa #3498, Noroeste, D10
-17.394299,-66.160670, Calle Galindo #3499, Sudeste, D10
-17.400320,-66.165273, Calle 14 de Septiembre #3500, Noreste, D10
-17.410767,-66.161390, Calle Altamirano #3501, Noroeste, D10
-17.394398,-66.151181, Calle Gualberto Villarroel #3502, Sudeste, D10
-17.399254,-66.163079, Calle Avaroa #3503, Noreste, D10
-17.409601,-66.158701, Calle Galindo #3504, Noroeste, D10
-17.409511,-66.154627, Calle 14 de Septiembre #3505, Sudeste, D10
-17.396157,-66.159059, Calle Altamirano #3506, Noreste, D10
-17.406114,-66.161271, Calle Gualberto Villarroel #3507, Noroeste, D10
-17.384988,-66.159393, Calle Avaroa #3508, Sudeste, D10
-17.391382,-66.153207, Calle Galindo #3509, Noreste, D10
-17.403857,-66.159869, Calle 14 de Septiembre #3510, Noroeste, D10
-17.395836,-66.162043, Calle Altamirano #3511, Sudeste, D10
-17.399641,-66.160184, Calle Gualberto Villarroel #3512, Noreste, D10
-17.409765,-66.157517, Calle Avaroa #3513, Noroeste, D10
-17.391178,-66.162914, Calle Galindo #3514, Sudeste, D10
-17.401011,-66.157766, Calle 14 de Septiembre #3515, Noreste, D10
-17.390703,-66.153684, Calle Altamirano #3516, Noroeste, D10
-17.381898,-66.158889, Calle Gualberto Villarroel #3517, Sudeste, D10
-17.395447,-66.150809, Calle Avaroa #3518, Noreste, D10
-17.401701,-66.152170, Calle Galindo #3519, Noroeste, D10
-17.390843,-66.151118, Calle 14 de Septiembre #3520, Sudeste, D10
-17.386406,-66.162094, Calle Altamirano #3521, Noreste, D10
-17.399270,-66.166050, Calle Gualberto Villarroel #3522, Noroeste, D10
-17.397525,-66.158962, Calle Avaroa #3523, Sudeste, D10
-17.406605,-66.169018, Calle Galindo #3524, Noreste, D10
-17.386030,-66.156165, Calle 14 de Septiembre #3525, Noroeste, D10
-17.388374,-66.151163, Calle Altamirano #3526, Sudeste, D10
-17.393343,-66.159992, Calle Gualberto Villarroel #3527, Noreste, D10
-17.409209,-66.156570, Calle Avaroa #3528, Noroeste, D10
-17.390426,-66.154715, Calle Galindo #3529, Sudeste, D10
-17.403704,-66.157755, Calle 14 de Septiembre #3530, Noreste, D10
-17.382222,-66.152939, Calle Altamirano #3531, Noroeste, D10
-17.399187,-66.148468, Calle Gualberto Villarroel #3532, Sudeste, D10
-17.394554,-66.163694, Calle Avaroa #3533, Noreste, D10
-17.402698,-66.159576, Calle Galindo #3534, Noroeste, D10
-17.391765,-66.159300, Calle 14 de Septiembre #3535, Sudeste, D10
-17.398358,-66.150629, Calle Altamirano #3536, Noreste, D10
-17.410596,-66.161236, Calle Gualberto Villarroel #3537, Noroeste, D10
-17.402635,-66.156440, Calle Avaroa #3538, Sudeste, D10
-17.391574,-66.162934, Calle Galindo #3539, Noreste, D10
