-17.378292,-66.142300, Calle Saturnino #100, Muyurina, D11
-17.397413,-66.140868, Calle Ork’o #1913, Las Cuadras, D11
-17.379283,-66.144443, Calle Cochabamba #1914, Alalay, D11
-17.395913,-66.137806, Calle Saturnino #1915, Muyurina, D11
-17.377716,-66.133668, Calle Arce #1916, Las Cuadras, D11
-17.389081,-66.144477, Calle Roma #1917, Alalay, D11
-17.389402,-66.140598, Calle Ork’o #1918, Muyurina, D11
-17.393930,-66.138959, Calle Cochabamba #1919, Las Cuadras, D11
-17.377122,-66.136069, Calle Saturnino #1920, Alalay, D11
-17.387257,-66.148321, Calle Arce #1921, Muyurina, D11
-17.394680,-66.138650, Calle Roma #1922, Las Cuadras, D11
-17.379996,-66.141187, Calle Ork’o #1923, Alalay, D11
-17.378428,-66.132636, Calle Cochabamba #1924, Muyurina, D11
-17.379095,-66.148435, Calle Saturnino #1925, Las Cuadras, D11
-17.377675,-66.141524, Calle Arce #1926, Alalay, D11
-17.386069,-66.139193, Calle Roma #1927, Muyurina, D11
-17.393242,-66.147650, Calle Ork’o #1928, Las Cuadras, D11
-17.376596,-66.135900, Calle Cochabamba #1929, Alalay, D11
-17.388291,-66.147247, Calle Saturnino #1930, Muyurina, D11
-17.378626,-66.146559, Calle Arce #1931, Las Cuadras, D11
-17.380153,-66.134017, Calle Roma #1932, Alalay, D11
-17.386487,-66.145157, Calle Ork’o #1933, Muyurina, D11
-17.392746,-66.140459, Calle Cochabamba #1934, Las Cuadras, D11
-17.379342,-66.146563, Calle Saturnino #1935, Alalay, D11
-17.384393,-66.147004, Calle Arce #1936, Muyurina, D11
-17.392798,-66.147108, Calle Roma #1937, Las Cuadras, D11
-17.398169,-66.143062, Calle Ork’o #1938, Alalay, D11
-17.377676,-66.134587, Calle Cochabamba #1939, Muyurina, D11
-17.388562,-66.143076, Calle Saturnino #1940, Las Cuadras, D11
-17.383866,-66.141443, Calle Arce #1941, Alalay, D11
-17.383034,-66.141109, Calle Roma #1942, Muyurina, D11
-17.383320,-66.149258, Calle Ork’o #1943, Las Cuadras, D11
-17.388093,-66.140508, Calle Cochabamba #1944, Alalay, D11
-17.395409,-66.129059, Calle Saturnino #1945, Muyurina, D11
-17.385860,-66.145233, Calle Arce #1946, Las Cuadras, D11
-17.395688,-66.141243, Calle Roma #1947, Alalay, D11
-17.378893,-66.141268, Calle Ork’o #1948, Muyurina, D11
-17.380797,-66.141915, Calle Cochabamba #1949, Las Cuadras, D11
-17.398114,-66.144243, Calle Saturnino #1950, Alalay, D11
-17.390574,-66.140244, Calle Arce #1951, Muyurina, D11
-17.376315,-66.134936, Calle Roma #1952, Las Cuadras, D11
-17.393394,-66.148282, Calle Ork’o #1953, Alalay, D11
-17.395053,-66.141851, Calle Cochabamba #1954, Muyurina, D11
-17.395579,-66.136655, Calle Saturnino #1955, Las Cuadras, D11
-17.389445,-66.136201, Calle Arce #1956, Alalay, D11
-17.395643,-66.127759, Calle Roma #1957, Muyurina, D11
-17.397399,-66.145568, Calle Ork’o #1958, Las Cuadras, D11
-17.392500,-66.146967, Calle Cochabamba #1959, Alalay, D11
-17.386921,-66.144938, Calle Saturnino #1960, Muyurina, D11
-17.381004,-66.150210, Calle Arce #1961, Las Cuadras, D11
-17.379915,-66.133248, Calle Roma #1962, Alalay, D11
-17.392077,-66.135240, Calle Ork’o #1963, Muyurina, D11
-17.391070,-66.140831, Calle Cochabamba #1964, Las Cuadras, D11
-17.391840,-66.132960, Calle Saturnino #1965, Alalay, D11
-17.381039,-66.136584, Calle Arce #1966, Muyurina, D11
-17.382003,-66.142630, Calle Roma #1967, Las Cuadras, D11
-17.389383,-66.134894, Calle Ork’o #1968, Alalay, D11
-17.395211,-66.144358, Calle Cochabamba #1969, Muyurina, D11
-17.384463,-66.148924, Calle Saturnino #1970, Las Cuadras, D11
-17.381565,-66.149913, Calle Arce #1971, Alalay, D11
-17.379244,-66.149406, Calle Roma #1972, Muyurina, D11
-17.379110,-66.148332, Calle Ork’o #1973, Las Cuadras, D11
-17.383063,-66.146431, Calle Cochabamba #1974, Alalay, D11
-17.378401,-66.145515, Calle Saturnino #1975, Muyurina, D11
-17.391116,-66.134541, Calle Arce #1976, Las Cuadras, D11
-17.378704,-66.138812, Calle Roma #1977, Alalay, D11
-17.381476,-66.138524, Calle Ork’o #1978, Muyurina, D11
-17.390104,-66.143399, Calle Cochabamba #1979, Las Cuadras, D11
-17.397747,-66.143179, Calle Saturnino #1980, Alalay, D11
-17.385322,-66.139141, Calle Arce #1981, Muyurina, D11
-17.397125,-66.138668, Calle Roma #1982, Las Cuadras, D11
-17.390989,-66.137780, Calle Ork’o #1983, Alalay, D11
-17.394846,-66.130225, Calle Cochabamba #1984, Muyurina, D11
-17.385297,-66.146373, Calle Saturnino #1985, Las Cuadras, D11
-17.393250,-66.145777, Calle Arce #1986, Alalay, D11
-17.397746,-66.139970, Calle Roma #1987, Muyurina, D11
-17.381107,-66.143380, Calle Ork’o #1988, Las Cuadras, D11
-17.381149,-66.150749, Calle Cochabamba #1989, Alalay, D11
-17.378803,-66.146236, Calle Saturnino #1990, Muyurina, D11
-17.383412,-66.149076, Calle Arce #1991, Las Cuadras, D11
-17.396007,-66.145074, Calle Roma #1992, Alalay, D11
-17.396532,-66.145203, Calle Ork’o #1993, Muyurina, D11
-17.383200,-66.140907, Calle Cochabamba #1994, Las Cuadras, D11
-17.377243,-66.135029, Calle Saturnino #1995, Alalay, D11
-17.397440,-66.145393, Calle Arce #1996, Muyurina, D11
-17.379403,-66.142615, Calle Roma #1997, Las Cuadras, D11
-17.379020,-66.131075, Calle Ork’o #1998, Alalay, D11
-17.391083,-66.135072, Calle Cochabamba #1999, Muyurina, D11
-17.378871,-66.144869, Calle Saturnino #2000, Las Cuadras, D11
-17.392252,-66.143798, Calle Arce #2001, Alalay, D11
-17.392508,-66.138708, Calle Roma #2002, Muyurina, D11
-17.382413,-66.146684, Calle Ork’o #2003, Las Cuadras, D11
-17.397541,-66.147746, Calle Cochabamba #2004, Alalay, D11
-17.386376,-66.146090, Calle Saturnino #2005, Muyurina, D11
-17.391126,-66.144950, Calle Arce #2006, Las Cuadras, D11
-17.389395,-66.137746, Calle Roma #2007, Alalay, D11
-17.381092,-66.133903, Calle Ork’o #2008, Muyurina, D11
-17.389544,-66.134595, Calle Cochabamba #2009, Las Cuadras, D11
-17.381215,-66.139419, Calle Saturnino #2010, Alalay, D11
-17.383288,-66.144819, Calle Arce #2011, Muyurina, D11
-17.393627,-66.130407, Calle Roma #2012, Las Cuadras, D11
-17.388604,-66.144091, Calle Ork’o #2013, Alalay, D11
-17.382798,-66.139967, Calle Cochabamba #2014, Muyurina, D11
-17.389129,-66.141101, Calle Saturnino #2015, Las Cuadras, D11
-17.380935,-66.132797, Calle Arce #2016, Alalay, D11
-17.392599,-66.139324, Calle Roma #2017, Muyurina, D11
-17.384518,-66.149580, Calle Ork’o #2018, Las Cuadras, D11
-17.376281,-66.135440, Calle Cochabamba #2019, Alalay, D11
-17.396340,-66.138480, Calle Saturnino #2020, Muyurina, D11
-17.396867,-66.139425, Calle Arce #2021, Las Cuadras, D11
-17.396287,-66.145957, Calle Roma #2022, Alalay, D11
-17.395096,-66.135752, Calle Ork’o #2023, Muyurina, D11
-17.390990,-66.136682, Calle Cochabamba #2024, Las Cuadras, D11
-17.388578,-66.149439, Calle Saturnino #2025, Alalay, D11
-17.393501,-66.138856, Calle Arce #2026, Muyurina, D11
-17.377776,-66.133632, Calle Roma #2027, Las Cuadras, D11
-17.378649,-66.135320, Calle Ork’o #2028, Alalay, D11
-17.391242,-66.131920, Calle Cochabamba #2029, Muyurina, D11
-17.386233,-66.138907, Calle Saturnino #2030, Las Cuadras, D11
-17.392910,-66.135653, Calle Arce #2031, Alalay, D11
-17.386133,-66.150139, Calle Roma #2032, Muyurina, D11
-17.390803,-66.142586, Calle Ork’o #2033, Las Cuadras, D11
-17.397029,-66.137784, Calle Cochabamba #2034, Alalay, D11
-17.391891,-66.136068, Calle Saturnino #2035, Muyurina, D11
-17.390774,-66.142483, Calle Arce #2036, Las Cuadras, D11
-17.390500,-66.141926, Calle Roma #2037, Alalay, D11
-17.395684,-66.137339, Calle Ork’o #2038, Muyurina, D11
-17.396073,-66.145881, Calle Cochabamba #2039, Las Cuadras, D11
-17.381305,-66.149562, Calle Saturnino #2040, Alalay, D11
-17.376694,-66.136736, Calle Arce #2041, Muyurina, D11
-17.384353,-66.144156, Calle Roma #2042, Las Cuadras, D11
-17.389042,-66.133717, Calle Ork’o #2043, Alalay, D11
-17.389096,-66.138521, Calle Cochabamba #2044, Muyurina, D11
-17.378624,-66.132968, Calle Saturnino #2045, Las Cuadras, D11
-17.380418,-66.148778, Calle Arce #2046, Alalay, D11
-17.393098,-66.145590, Calle Roma #2047, Muyurina, D11
-17.392020,-66.133902, Calle Ork’o #2048, Las Cuadras, D11
-17.393929,-66.147414, Calle Cochabamba #2049, Alalay, D11
-17.391863,-66.141523, Calle Saturnino #2050, Muyurina, D11
-17.382888,-66.149020, Calle Arce #2051, Las Cuadras, D11
-17.385613,-66.144336, Calle Roma #2052, Alalay, D11
-17.394130,-66.138958, Calle Ork’o #2053, Muyurina, D11
-17.389769,-66.147278, Calle Cochabamba #2054, Las Cuadras, D11
-17.378459,-66.145068, Calle Saturnino #2055, Alalay, D11
-17.384252,-66.142335, Calle Arce #2056, Muyurina, D11
-17.384809,-66.145086, Calle Roma #2057, Las Cuadras, D11
-17.393498,-66.135152, Calle Ork’o #2058, Alalay, D11
-17.394590,-66.133227, Calle Cochabamba #2059, Muyurina, D11
-17.388862,-66.146180, Calle Saturnino #2060, Las Cuadras, D11
-17.380213,-66.148009, Calle Arce #2061, Alalay, D11
-17.394169,-66.138300, Calle Roma #2062, Muyurina, D11
-17.387200,-66.143728, Calle Ork’o #2063, Las Cuadras, D11
-17.397392,-66.142294, Calle Cochabamba #2064, Alalay, D11
-17.380020,-66.134217, Calle Saturnino #2065, Muyurina, D11
-17.390853,-66.146603, Calle Arce #2066, Las Cuadras, D11
-17.391032,-66.137383, Calle Roma #2067, Alalay, D11
-17.390509,-66.132888, Calle Ork’o #2068, Muyurina, D11
-17.396529,-66.142660, Calle Cochabamba #2069, Las Cuadras, D11
-17.390004,-66.139588, Calle Saturnino #2070, Alalay, D11
-17.392283,-66.131506, Calle Arce #2071, Muyurina, D11
-17.395560,-66.133032, Calle Roma #2072, Las Cuadras, D11
-17.393229,-66.130231, Calle Ork’o #2073, Alalay, D11
-17.378959,-66.135412, Calle Cochabamba #2074, Muyurina, D11
-17.398001,-66.145691, Calle Saturnino #2075, Las Cuadras, D11
-17.378565,-66.131107, Calle Arce #2076, Alalay, D11
-17.395075,-66.145334, Calle Roma #2077, Muyurina, D11
-17.381422,-66.135098, Calle Ork’o #2078, Las Cuadras, D11
-17.397342,-66.137989, Calle Cochabamba #2079, Alalay, D11
-17.389541,-66.138467, Calle Saturnino #2080, Muyurina, D11
-17.383623,-66.149179, Calle Arce #2081, Las Cuadras, D11
-17.397121,-66.138861, Calle Roma #2082, Alalay, D11
-17.390369,-66.147126, Calle Ork’o #2083, Muyurina, D11
-17.390758,-66.132946, Calle Cochabamba #2084, Las Cuadras, D11
-17.392936,-66.135124, Calle Saturnino #2085, Alalay, D11
-17.389897,-66.137586, Calle Arce #2086, Muyurina, D11
-17.394613,-66.144084, Calle Roma #2087, Las Cuadras, D11
-17.394316,-66.146678, Calle Ork’o #2088, Alalay, D11
-17.390757,-66.144865, Calle Cochabamba #2089, Muyurina, D11
-17.396049,-66.130622, Calle Saturnino #2090, Las Cuadras, D11
-17.377667,-66.136040, Calle Arce #2091, Alalay, D11
-17.386491,-66.139574, Calle Roma #2092, Muyurina, D11
-17.387166,-66.141907, Calle Ork’o #2093, Las Cuadras, D11
-17.379645,-66.146130, Calle Cochabamba #2094, Alalay, D11
-17.397080,-66.148039, Calle Saturnino #2095, Muyurina, D11
-17.392611,-66.133328, Calle Arce #2096, Las Cuadras, D11
-17.380747,-66.141924, Calle Roma #2097, Alalay, D11
-17.386726,-66.148275, Calle Ork’o #2098, Muyurina, D11
-17.381367,-66.141432, Calle Cochabamba #2099, Las Cuadras, D11
-17.389795,-66.132979, Calle Saturnino #2100, Alalay, D11
-17.396770,-66.145279, Calle Arce #2101, Muyurina, D11
-17.398122,-66.147318, Calle Roma #2102, Las Cuadras, D11
-17.388327,-66.146383, Calle Ork’o #2103, Alalay, D11
-17.388240,-66.137649, Calle Cochabamba #2104, Muyurina, D11
-17.386827,-66.149425, Calle Saturnino #2105, Las Cuadras, D11
-17.393949,-66.143597, Calle Arce #2106, Alalay, D11
-17.388022,-66.148113, Calle Roma #2107, Muyurina, D11
-17.380444,-66.137191, Calle Ork’o #2108, Las Cuadras, D11
-17.392727,-66.148177, Calle Cochabamba #2109, Alalay, D11
-17.376339,-66.134112, Calle Saturnino #2110, Muyurina, D11
-17.397322,-66.147462, Calle Arce #2111, Las Cuadras, D11
-17.378382,-66.141992, Calle Roma #2112, Alalay, D11
-17.386329,-66.145965, Calle Ork’o #2113, Muyurina, D11
-17.393107,-66.143736, Calle Cochabamba #2114, Las Cuadras, D11
-17.376140,-66.131892, Calle Saturnino #2115, Alalay, D11
-17.393939,-66.142225, Calle Arce #2116, Muyurina, D11
-17.387475,-66.144910, Calle Roma #2117, Las Cuadras, D11
-17.397673,-66.140669, Calle Ork’o #2118, Alalay, D11
-17.397659,-66.138989, Calle Cochabamba #2119, Muyurina, D11
-17.386873,-66.147489, Calle Saturnino #2120, Las Cuadras, D11
-17.391596,-66.147680, Calle Arce #2121, Alalay, D11
-17.390037,-66.133757, Calle Roma #2122, Muyurina, D11
-17.389563,-66.138263, Calle Ork’o #2123, Las Cuadras, D11
-17.396583,-66.132560, Calle Cochabamba #2124, Alalay, D11
-17.394283,-66.135972, Calle Saturnino #2125, Muyurina, D11
-17.384116,-66.145529, Calle Arce #2126, Las Cuadras, D11
-17.391235,-66.148011, Calle Roma #2127, Alalay, D11
-17.386004,-66.140051, Calle Ork’o #2128, Muyurina, D11
-17.390036,-66.145393, Calle Cochabamba #2129, Las Cuadras, D11
-17.390426,-66.139826, Calle Saturnino #2130, Alalay, D11
-17.392001,-66.149021, Calle Arce #2131, Muyurina, D11
-17.395300,-66.136684, Calle Roma #2132, Las Cuadras, D11
-17.380789,-66.133662, Calle Ork’o #2133, Alalay, D11
-17.389315,-66.144316, Calle Cochabamba #2134, Muyurina, D11
-17.391228,-66.148565, Calle Saturnino #2135, Las Cuadras, D11
-17.380640,-66.139437, Calle Arce #2136, Alalay, D11
-17.389421,-66.142835, Calle Roma #2137, Muyurina, D11
-17.396357,-66.144268, Calle Ork’o #2138, Las Cuadras, D11
-17.384027,-66.144713, Calle Cochabamba #2139, Alalay, D11
-17.395025,-66.131183, Calle Saturnino #2140, Muyurina, D11
-17.395296,-66.132250, Calle Arce #2141, Las Cuadras, D11
-17.383601,-66.142071, Calle Roma #2142, Alalay, D11
-17.380537,-66.132931, Calle Ork’o #2143, Muyurina, D11
-17.395037,-66.130896, Calle Cochabamba #2144, Las Cuadras, D11
-17.380922,-66.140028, Calle Saturnino #2145, Alalay, D11
-17.381744,-66.146892, Calle Arce #2146, Muyurina, D11
-17.394255,-66.142628, Calle Roma #2147, Las Cuadras, D11
-17.398276,-66.145600, Calle Ork’o #2148, Alalay, D11
-17.383357,-66.144737, Calle Cochabamba #2149, Muyurina, D11
-17.389645,-66.148312, Calle Saturnino #2150, Las Cuadras, D11
-17.389944,-66.132763, Calle Arce #2151, Alalay, D11
-17.386455,-66.148159, Calle Roma #2152, Muyurina, D11
-17.397074,-66.140400, Calle Ork’o #2153, Las Cuadras, D11
-17.380234,-66.132841, Calle Cochabamba #2154, Alalay, D11
-17.392484,-66.134228, Calle Saturnino #2155, Muyurina, D11
-17.384403,-66.144945, Calle Arce #2156, Las Cuadras, D11
-17.396324,-66.140685, Calle Roma #2157, Alalay, D11
-17.388625,-66.138653, Calle Ork’o #2158, Muyurina, D11
-17.388545,-66.147541, Calle Cochabamba #2159, Las Cuadras, D11
-17.388664,-66.139213, Calle Saturnino #2160, Alalay, D11
-17.397188,-66.145385, Calle Arce #2161, Muyurina, D11
-17.381684,-66.142653, Calle Roma #2162, Las Cuadras, D11
-17.383918,-66.145677, Calle Ork’o #2163, Alalay, D11
-17.390385,-66.147731, Calle Cochabamba #2164, Muyurina, D11
-17.392048,-66.133007, Calle Saturnino #2165, Las Cuadras, D11
-17.383439,-66.148831, Calle Arce #2166, Alalay, D11
-17.380847,-66.131091, Calle Roma #2167, Muyurina, D11
-17.381409,-66.146058, Calle Ork’o #2168, Las Cuadras, D11
-17.384749,-66.147989, Calle Cochabamba #2169, Alalay, D11
-17.389413,-66.136398, Calle Saturnino #2170, Muyurina, D11
-17.385730,-66.141669, Calle Arce #2171, Las Cuadras, D11
-17.391774,-66.138319, Calle Roma #2172, Alalay, D11
-17.395489,-66.128507, Calle Ork’o #2173, Muyurina, D11
-17.377612,-66.133199, Calle Cochabamba #2174, Las Cuadras, D11
-17.379234,-66.140981, Calle Saturnino #2175, Alalay, D11
-17.380162,-66.146375, Calle Arce #2176, Muyurina, D11
-17.383997,-66.149122, Calle Roma #2177, Las Cuadras, D11
-17.387818,-66.145196, Calle Ork’o #2178, Alalay, D11
-17.386831,-66.148330, Calle Cochabamba #2179, Muyurina, D11
-17.375103,-66.133311, Calle Saturnino #2180, Las Cuadras, D11
-17.381074,-66.149010, Calle Arce #2181, Alalay, D11
-17.378851,-66.131761, Calle Roma #2182, Muyurina, D11
-17.379558,-66.148919, Calle Ork’o #2183, Las Cuadras, D11
-17.389955,-66.132611, Calle Cochabamba #2184, Alalay, D11
-17.394006,-66.147746, Calle Saturnino #2185, Muyurina, D11
-17.393890,-66.137637, Calle Arce #2186, Las Cuadras, D11
-17.388353,-66.141482, Calle Roma #2187, Alalay, D11
-17.380212,-66.135148, Calle Ork’o #2188, Muyurina, D11
-17.381408,-66.132195, Calle Cochabamba #2189, Las Cuadras, D11
-17.393306,-66.131286, Calle Saturnino #2190, Alalay, D11
-17.388467,-66.147624, Calle Arce #2191, Muyurina, D11
-17.393688,-66.146677, Calle Roma #2192, Las Cuadras, D11
-17.380794,-66.135949, Calle Ork’o #2193, Alalay, D11
-17.392642,-66.141906, Calle Cochabamba #2194, Muyurina, D11
-17.397755,-66.142082, Calle Saturnino #2195, Las Cuadras, D11
-17.395716,-66.145689, Calle Arce #2196, Alalay, D11
-17.375567,-66.132231, Calle Roma #2197, Muyurina, D11
-17.390243,-66.133830, Calle Ork’o #2198, Las Cuadras, D11
-17.384391,-66.140210, Calle Cochabamba #2199, Alalay, D11
-17.397787,-66.143260, Calle Saturnino #2200, Muyurina, D11
-17.382397,-66.141604, Calle Arce #2201, Las Cuadras, D11
-17.392992,-66.139068, Calle Roma #2202, Alalay, D11
-17.382400,-66.143450, Calle Ork’o #2203, Muyurina, D11
-17.376312,-66.133833, Calle Cochabamba #2204, Las Cuadras, D11
-17.378676,-66.138827, Calle Saturnino #2205, Alalay, D11
-17.383570,-66.146841, Calle Arce #2206, Muyurina, D11
-17.388380,-66.135330, Calle Roma #2207, Las Cuadras, D11
-17.386941,-66.146133, Calle Ork’o #2208, Alalay, D11
-17.391459,-66.135674, Calle Cochabamba #2209, Muyurina, D11
-17.377327,-66.139768, Calle Saturnino #2210, Las Cuadras, D11
-17.375525,-66.132604, Calle Arce #2211, Alalay, D11
-17.379536,-66.148997, Calle Roma #2212, Muyurina, D11
-17.387816,-66.143036, Calle Ork’o #2213, Las Cuadras, D11
-17.393729,-66.147022, Calle Cochabamba #2214, Alalay, D11
-17.390130,-66.139228, Calle Saturnino #2215, Muyurina, D11
-17.375900,-66.134903, Calle Arce #2216, Las Cuadras, D11
-17.388749,-66.145569, Calle Roma #2217, Alalay, D11
-17.381153,-66.148866, Calle Ork’o #2218, Muyurina, D11
-17.394892,-66.129757, Calle Cochabamba #2219, Las Cuadras, D11
-17.385218,-66.150449, Calle Saturnino #2220, Alalay, D11
-17.385220,-66.144568, Calle Arce #2221, Muyurina, D11
-17.383317,-66.146947, Calle Roma #2222, Las Cuadras, D11
-17.391866,-66.132149, Calle Ork’o #2223, Alalay, D11
-17.391061,-66.143609, Calle Cochabamba #2224, Muyurina, D11
-17.381653,-66.137181, Calle Saturnino #2225, Las Cuadras, D11
-17.378459,-66.133785, Calle Arce #2226, Alalay, D11
-17.386772,-66.144860, Calle Roma #2227, Muyurina, D11
-17.384197,-66.141811, Calle Ork’o #2228, Las Cuadras, D11
-17.392645,-66.136923, Calle Cochabamba #2229, Alalay, D11
-17.389237,-66.137755, Calle Saturnino #2230, Muyurina, D11
-17.389013,-66.146233, Calle Arce #2231, Las Cuadras, D11
-17.381694,-66.133352, Calle Roma #2232, Alalay, D11
-17.395700,-66.143717, Calle Ork’o #2233, Muyurina, D11
-17.376691,-66.132015, Calle Cochabamba #2234, Las Cuadras, D11
-17.380711,-66.134889, Calle Saturnino #2235, Alalay, D11
-17.384919,-66.142883, Calle Arce #2236, Muyurina, D11
-17.386038,-66.143162, Calle Roma #2237, Las Cuadras, D11
-17.384644,-66.146183, Calle Ork’o #2238, Alalay, D11
-17.391768,-66.142010, Calle Cochabamba #2239, Muyurina, D11
-17.377900,-66.144494, Calle Saturnino #2240, Las Cuadras, D11
-17.395866,-66.130176, Calle Arce #2241, Alalay, D11
-17.388689,-66.139289, Calle Roma #2242, Muyurina, D11
-17.382121,-66.140955, Calle Ork’o #2243, Las Cuadras, D11
-17.386636,-66.146224, Calle Cochabamba #2244, Alalay, D11
-17.377228,-66.133151, Calle Saturnino #2245, Muyurina, D11
-17.391269,-66.133479, Calle Arce #2246, Las Cuadras, D11
-17.389643,-66.144951, Calle Roma #2247, Alalay, D11
-17.387443,-66.140251, Calle Ork’o #2248, Muyurina, D11
-17.391773,-66.138460, Calle Cochabamba #2249, Las Cuadras, D11
-17.388346,-66.146443, Calle Saturnino #2250, Alalay, D11
-17.396810,-66.147503, Calle Arce #2251, Muyurina, D11
-17.382044,-66.140564, Calle Roma #2252, Las Cuadras, D11
-17.397752,-66.143291, Calle Ork’o #2253, Alalay, D11
-17.385607,-66.143663, Calle Cochabamba #2254, Muyurina, D11
-17.390140,-66.140317, Calle Saturnino #2255, Las Cuadras, D11
-17.391382,-66.134088, Calle Arce #2256, Alalay, D11
-17.382503,-66.146316, Calle Roma #2257, Muyurina, D11
-17.396344,-66.130944, Calle Ork’o #2258, Las Cuadras, D11
-17.383940,-66.146298, Calle Cochabamba #2259, Alalay, D11
-17.385210,-66.142448, Calle Saturnino #2260, Muyurina, D11
-17.387293,-66.147681, Calle Arce #2261, Las Cuadras, D11
-17.394662,-66.134459, Calle Roma #2262, Alalay, D11
-17.396297,-66.131799, Calle Ork’o #2263, Muyurina, D11
-17.396284,-66.138935, Calle Cochabamba #2264, Las Cuadras, D11
-17.391043,-66.149166, Calle Saturnino #2265, Alalay, D11
-17.394161,-66.138009, Calle Arce #2266, Muyurina, D11
-17.375795,-66.135425, Calle Roma #2267, Las Cuadras, D11
-17.388284,-66.144393, Calle Ork’o #2268, Alalay, D11
-17.388045,-66.139595, Calle Cochabamba #2269, Muyurina, D11
-17.386201,-66.139164, Calle Saturnino #2270, Las Cuadras, D11
-17.383807,-66.140245, Calle Arce #2271, Alalay, D11
-17.388062,-66.142405, Calle Roma #2272, Muyurina, D11
-17.379139,-66.139871, Calle Ork’o #2273, Las Cuadras, D11
-17.387381,-66.139492, Calle Cochabamba #2274, Alalay, D11
-17.382009,-66.140558, Calle Saturnino #2275, Muyurina, D11
-17.396344,-66.146384, Calle Arce #2276, Las Cuadras, D11
-17.379891,-66.136495, Calle Roma #2277, Alalay, D11
-17.381121,-66.147143, Calle Ork’o #2278, Muyurina, D11
-17.390026,-66.139155, Calle Cochabamba #2279, Las Cuadras, D11
-17.394961,-66.134751, Calle Saturnino #2280, Alalay, D11
-17.378193,-66.134427, Calle Arce #2281, Muyurina, D11
-17.377264,-66.140851, Calle Roma #2282, Las Cuadras, D11
-17.395948,-66.128676, Calle Ork’o #2283, Alalay, D11
-17.392706,-66.137547, Calle Cochabamba #2284, Muyurina, D11
-17.394488,-66.148486, Calle Saturnino #2285, Las Cuadras, D11
-17.377299,-66.141244, Calle Arce #2286, Alalay, D11
-17.378538,-66.137113, Calle Roma #2287, Muyurina, D11
-17.380004,-66.141876, Calle Ork’o #2288, Las Cuadras, D11
-17.391091,-66.138891, Calle Cochabamba #2289, Alalay, D11
-17.382513,-66.142676, Calle Saturnino #2290, Muyurina, D11
-17.385449,-66.143109, Calle Arce #2291, Las Cuadras, D11
-17.381598,-66.149003, Calle Roma #2292, Alalay, D11
-17.388047,-66.149466, Calle Ork’o #2293, Muyurina, D11
-17.385277,-66.141213, Calle Cochabamba #2294, Las Cuadras, D11
-17.395175,-66.135809, Calle Saturnino #2295, Alalay, D11
-17.381560,-66.142295, Calle Arce #2296, Muyurina, D11
-17.379301,-66.133578, Calle Roma #2297, Las Cuadras, D11
-17.391883,-66.146951, Calle Ork’o #2298, Alalay, D11
-17.380572,-66.147899, Calle Cochabamba #2299, Muyurina, D11
-17.375033,-66.135237, Calle Saturnino #2300, Las Cuadras, D11
-17.394343,-66.145492, Calle Arce #2301, Alalay, D11
-17.380953,-66.132482, Calle Roma #2302, Muyurina, D11
-17.392673,-66.137056, Calle Ork’o #2303, Las Cuadras, D11
-17.391691,-66.148181, Calle Cochabamba #2304, Alalay, D11
-17.384860,-66.147488, Calle Saturnino #2305, Muyurina, D11
-17.397504,-66.139365, Calle Arce #2306, Las Cuadras, D11
-17.379568,-66.146222, Calle Roma #2307, Alalay, D11
-17.381055,-66.133312, Calle Ork’o #2308, Muyurina, D11
-17.395754,-66.144828, Calle Cochabamba #2309, Las Cuadras, D11
-17.397836,-66.144148, Calle Saturnino #2310, Alalay, D11
-17.397244,-66.142803, Calle Arce #2311, Muyurina, D11
-17.393900,-66.147748, Calle Roma #2312, Las Cuadras, D11
-17.380708,-66.137345, Calle Ork’o #2313, Alalay, D11
-17.382602,-66.139784, Calle Cochabamba #2314, Muyurina, D11
-17.383045,-66.150134, Calle Saturnino #2315, Las Cuadras, D11
-17.390744,-66.139887, Calle Arce #2316, Alalay, D11
-17.383211,-66.140863, Calle Roma #2317, Muyurina, D11
-17.387391,-66.145247, Calle Ork’o #2318, Las Cuadras, D11
-17.397797,-66.145325, Calle Cochabamba #2319, Alalay, D11
-17.385716,-66.148772, Calle Saturnino #2320, Muyurina, D11
-17.379027,-66.134891, Calle Arce #2321, Las Cuadras, D11
-17.390753,-66.133669, Calle Roma #2322, Alalay, D11
-17.379171,-66.142345, Calle Ork’o #2323, Muyurina, D11
-17.392048,-66.137306, Calle Cochabamba #2324, Las Cuadras, D11
-17.385539,-66.142442, Calle Saturnino #2325, Alalay, D11
-17.383610,-66.147274, Calle Arce #2326, Muyurina, D11
-17.380626,-66.150857, Calle Roma #2327, Las Cuadras, D11
-17.378303,-66.133526, Calle Ork’o #2328, Alalay, D11
-17.383397,-66.148150, Calle Cochabamba #2329, Muyurina, D11
-17.392701,-66.140443, Calle Saturnino #2330, Las Cuadras, D11
-17.393016,-66.139515, Calle Arce #2331, Alalay, D11
-17.387566,-66.142321, Calle Roma #2332, Muyurina, D11
-17.394848,-66.132062, Calle Ork’o #2333, Las Cuadras, D11
-17.387418,-66.139137, Calle Cochabamba #2334, Alalay, D11
-17.397143,-66.145512, Calle Saturnino #2335, Muyurina, D11
-17.381659,-66.150117, Calle Arce #2336, Las Cuadras, D11
-17.387717,-66.148982, Calle Roma #2337, Alalay, D11
-17.395814,-66.143947, Calle Ork’o #2338, Muyurina, D11
