-17.452167,-66.107179, Calle El Alto #100, Valle Hermoso Sur, D14
-17.430072,-66.115529, Calle Andes #3254, Pukara Sur, D14
-17.445133,-66.106404, Calle El Alto #3255, Ch’aqui Mayu, D14
-17.436110,-66.111739, Calle Villa San Miguel #3256, Valle Hermoso Sur, D14
-17.438562,-66.107459, Calle Ferroviaria #3257, Pukara Sur, D14
-17.429611,-66.107289, Calle El Inca #3258, Ch’aqui Mayu, D14
-17.436866,-66.111230, Calle Andes #3259, Valle Hermoso Sur, D14
-17.437422,-66.116147, Calle El Alto #3260, Pukara Sur, D14
-17.439753,-66.112035, Calle Villa San Miguel #3261, Ch’aqui Mayu, D14
-17.428901,-66.114516, Calle Ferroviaria #3262, Valle Hermoso Sur, D14
-17.437141,-66.112543, Calle El Inca #3263, Pukara Sur, D14
-17.453293,-66.109807, Calle Andes #3264, Ch’aqui Mayu, D14
-17.451502,-66.110263, Calle El Alto #3265, Valle Hermoso Sur, D14
-17.445771,-66.113950, Calle Villa San Miguel #3266, Pukara Sur, D14
-17.459436,-66.114763, Calle Ferroviaria #3267, Ch’aqui Mayu, D14
-17.434517,-66.113394, Calle El Inca #3268, Valle Hermoso Sur, D14
-17.436087,-66.116655, Calle Andes #3269, Pukara Sur, D14
-17.437464,-66.117195, Calle El Alto #3270, Ch’aqui Mayu, D14
-17.447536,-66.116250, Calle Villa San Miguel #3271, Valle Hermoso Sur, D14
-17.445704,-66.105256, Calle Ferroviaria #3272, Pukara Sur, D14
-17.439672,-66.112054, Calle El Inca #3273, Ch’aqui Mayu, D14
-17.437554,-66.118501, Calle Andes #3274, Valle Hermoso Sur, D14
-17.456372,-66.110686, Calle El Alto #3275, Pukara Sur, D14
-17.436264,-66.116363, Calle Villa San Miguel #3276, Ch’aqui Mayu, D14
-17.435324,-66.110445, Calle Ferroviaria #3277, Valle Hermoso Sur, D14
-17.440137,-66.111458, Calle El Inca #3278, Pukara Sur, D14
-17.435271,-66.115892, Calle Andes #3279, Ch’aqui Mayu, D14
-17.453821,-66.112079, Calle El Alto #3280, Valle Hermoso Sur, D14
-17.458586,-66.112291, Calle Villa San Miguel #3281, Pukara Sur, D14
-17.421254,-66.109881, Calle Ferroviaria #3282, Ch’aqui Mayu, D14
-17.436193,-66.103960, Calle El Inca #3283, Valle Hermoso Sur, D14
-17.434177,-66.104622, Calle Andes #3284, Pukara Sur, D14
-17.442166,-66.107758, Calle El Alto #3285, Ch’aqui Mayu, D14
-17.447976,-66.106682, Calle Villa San Miguel #3286, Valle Hermoso Sur, D14
-17.430623,-66.110226, Calle Ferroviaria #3287, Pukara Sur, D14
-17.438565,-66.115117, Calle El Inca #3288, Ch’aqui Mayu, D14
-17.427093,-66.109119, Calle Andes #3289, Valle Hermoso Sur, D14
-17.442697,-66.113190, Calle El Alto #3290, Pukara Sur, D14
-17.445230,-66.104991, Calle Villa San Miguel #3291, Ch’aqui Mayu, D14
-17.446086,-66.107268, Calle Ferroviaria #3292, Valle Hermoso Sur, D14
-17.453412,-66.114716, Calle El Inca #3293, Pukara Sur, D14
-17.448809,-66.112953, Calle Andes #3294, Ch’aqui Mayu, D14
-17.432447,-66.115435, Calle El Alto #3295, Valle Hermoso Sur, D14
-17.424612,-66.109579, Calle Villa San Miguel #3296, Pukara Sur, D14
-17.443954,-66.112019, Calle Ferroviaria #3297, Ch’aqui Mayu, D14
-17.424497,-66.109060, Calle El Inca #3298, Valle Hermoso Sur, D14
-17.442709,-66.111265, Calle Andes #3299, Pukara Sur, D14
-17.429564,-66.106979, Calle El Alto #3300, Ch’aqui Mayu, D14
-17.429401,-66.111896, Calle Villa San Miguel #3301, Valle Hermoso Sur, D14
-17.437986,-66.117556, Calle Ferroviaria #3302, Pukara Sur, D14
-17.446344,-66.106155, Calle El Inca #3303, Ch’aqui Mayu, D14
-17.435686,-66.113300, Calle Andes #3304, Valle Hermoso Sur, D14
-17.450675,-66.110058, Calle El Alto #3305, Pukara Sur, D14
-17.439795,-66.109126, Calle Villa San Miguel #3306, Ch’aqui Mayu, D14
-17.440079,-66.113565, Calle Ferroviaria #3307, Valle Hermoso Sur, D14
-17.427666,-66.113463, Calle El Inca #3308, Pukara Sur, D14
-17.436536,-66.109622, Calle Andes #3309, Ch’aqui Mayu, D14
-17.454542,-66.112222, Calle El Alto #3310, Valle Hermoso Sur, D14
-17.444549,-66.110858, Calle Villa San Miguel #3311, Pukara Sur, D14
-17.450927,-66.110921, Calle Ferroviaria #3312, Ch’aqui Mayu, D14
-17.435079,-66.104026, Calle El Inca #3313, Valle Hermoso Sur, D14
-17.451406,-66.109940, Calle Andes #3314, Pukara Sur, D14
-17.435807,-66.105065, Calle El Alto #3315, Ch’aqui Mayu, D14
-17.442596,-66.114085, Calle Villa San Miguel #3316, Valle Hermoso Sur, D14
-17.425810,-66.108684, Calle Ferroviaria #3317, Pukara Sur, D14
-17.437916,-66.113691, Calle El Inca #3318, Ch’aqui Mayu, D14
-17.438881,-66.112865, Calle Andes #3319, Valle Hermoso Sur, D14
-17.447815,-66.105127, Calle El Alto #3320, Pukara Sur, D14
-17.428465,-66.106319, Calle Villa San Miguel #3321, Ch’aqui Mayu, D14
-17.440379,-66.111699, Calle Ferroviaria #3322, Valle Hermoso Sur, D14
-17.423642,-66.111941, Calle El Inca #3323, Pukara Sur, D14
-17.429593,-66.113358, Calle Andes #3324, Ch’aqui Mayu, D14
-17.441099,-66.105539, Calle El Alto #3325, Valle Hermoso Sur, D14
-17.441611,-66.106548, Calle Villa San Miguel #3326, Pukara Sur, D14
-17.446081,-66.108353, Calle Ferroviaria #3327, Ch’aqui Mayu, D14
-17.441263,-66.114906, Calle El Inca #3328, Valle Hermoso Sur, D14
-17.440561,-66.117714, Calle Andes #3329, Pukara Sur, D14
-17.441708,-66.111299, Calle El Alto #3330, Ch’aqui Mayu, D14
-17.440922,-66.118785, Calle Villa San Miguel #3331, Valle Hermoso Sur, D14
-17.430361,-66.108358, Calle Ferroviaria #3332, Pukara Sur, D14
-17.438804,-66.104646, Calle El Inca #3333, Ch’aqui Mayu, D14
-17.438769,-66.104139, Calle Andes #3334, Valle Hermoso Sur, D14
-17.437391,-66.109400, Calle El Alto #3335, Pukara Sur, D14
-17.435905,-66.111572, Calle Villa San Miguel #3336, Ch’aqui Mayu, D14
-17.433902,-66.112532, Calle Ferroviaria #3337, Valle Hermoso Sur, D14
-17.456419,-66.113380, Calle El Inca #3338, Pukara Sur, D14
-17.454531,-66.115249, Calle Andes #3339, Ch’aqui Mayu, D14
-17.451129,-66.108687, Calle El Alto #3340, Valle Hermoso Sur, D14
-17.442686,-66.119284, Calle Villa San Miguel #3341, Pukara Sur, D14
-17.438496,-66.103993, Calle Ferroviaria #3342, Ch’aqui Mayu, D14
-17.441584,-66.112328, Calle El Inca #3343, Valle Hermoso Sur, D14
-17.453673,-66.110370, Calle Andes #3344, Pukara Sur, D14
-17.435407,-66.115844, Calle El Alto #3345, Ch’aqui Mayu, D14
-17.440060,-66.111756, Calle Villa San Miguel #3346, Valle Hermoso Sur, D14
-17.435024,-66.110863, Calle Ferroviaria #3347, Pukara Sur, D14
-17.435286,-66.117274, Calle El Inca #3348, Ch’aqui Mayu, D14
-17.438224,-66.108417, Calle Andes #3349, Valle Hermoso Sur, D14
-17.437830,-66.116359, Calle El Alto #3350, Pukara Sur, D14
-17.439188,-66.110279, Calle Villa San Miguel #3351, Ch’aqui Mayu, D14
-17.450998,-66.108034, Calle Ferroviaria #3352, Valle Hermoso Sur, D14
-17.444054,-66.115285, Calle El Inca #3353, Pukara Sur, D14
-17.440138,-66.113020, Calle Andes #3354, Ch’aqui Mayu, D14
-17.444444,-66.105820, Calle El Alto #3355, Valle Hermoso Sur, D14
-17.453625,-66.108804, Calle Villa San Miguel #3356, Pukara Sur, D14
-17.451871,-66.116610, Calle Ferroviaria #3357, Ch’aqui Mayu, D14
-17.435515,-66.108212, Calle El Inca #3358, Valle Hermoso Sur, D14
-17.439255,-66.111621, Calle Andes #3359, Pukara Sur, D14
-17.445193,-66.116410, Calle El Alto #3360, Ch’aqui Mayu, D14
-17.443613,-66.118278, Calle Villa San Miguel #3361, Valle Hermoso Sur, D14
-17.431989,-66.104807, Calle Ferroviaria #3362, Pukara Sur, D14
-17.433698,-66.113503, Calle El Inca #3363, Ch’aqui Mayu, D14
-17.452988,-66.109424, Calle Andes #3364, Valle Hermoso Sur, D14
-17.455609,-66.112333, Calle El Alto #3365, Pukara Sur, D14
-17.448187,-66.105824, Calle Villa San Miguel #3366, Ch’aqui Mayu, D14
-17.442882,-66.118799, Calle Ferroviaria #3367, Valle Hermoso Sur, D14
-17.427770,-66.111790, Calle El Inca #3368, Pukara Sur, D14
-17.445946,-66.115623, Calle Andes #3369, Ch’aqui Mayu, D14
-17.430766,-66.114103, Calle El Alto #3370, Valle Hermoso Sur, D14
-17.437927,-66.110679, Calle Villa San Miguel #3371, Pukara Sur, D14
-17.446104,-66.107063, Calle Ferroviaria #3372, Ch’aqui Mayu, D14
-17.433429,-66.115172, Calle El Inca #3373, Valle Hermoso Sur, D14
-17.428402,-66.106632, Calle Andes #3374, Pukara Sur, D14
-17.445613,-66.106877, Calle El Alto #3375, Ch’aqui Mayu, D14
-17.433450,-66.109690, Calle Villa San Miguel #3376, Valle Hermoso Sur, D14
-17.441274,-66.106214, Calle Ferroviaria #3377, Pukara Sur, D14
-17.438083,-66.104938, Calle El Inca #3378, Ch’aqui Mayu, D14
-17.440440,-66.104743, Calle Andes #3379, Valle Hermoso Sur, D14
-17.431650,-66.111983, Calle El Alto #3380, Pukara Sur, D14
-17.423391,-66.110435, Calle Villa San Miguel #3381, Ch’aqui Mayu, D14
-17.440171,-66.106220, Calle Ferroviaria #3382, Valle Hermoso Sur, D14
-17.453384,-66.115664, Calle El Inca #3383, Pukara Sur, D14
-17.438313,-66.104902, Calle Andes #3384, Ch’aqui Mayu, D14
-17.437020,-66.105029, Calle El Alto #3385, Valle Hermoso Sur, D14
-17.433783,-66.104010, Calle Villa San Miguel #3386, Pukara Sur, D14
-17.432918,-66.104802, Calle Ferroviaria #3387, Ch’aqui Mayu, D14
-17.445190,-66.107052, Calle El Inca #3388, Valle Hermoso Sur, D14
-17.425940,-66.110609, Calle Andes #3389, Pukara Sur, D14
-17.445880,-66.114817, Calle El Alto #3390, Ch’aqui Mayu, D14
-17.435661,-66.116076, Calle Villa San Miguel #3391, Valle Hermoso Sur, D14
-17.446195,-66.107526, Calle Ferroviaria #3392, Pukara Sur, D14
-17.445760,-66.107193, Calle El Inca #3393, Ch’aqui Mayu, D14
-17.446708,-66.109941, Calle Andes #3394, Valle Hermoso Sur, D14
-17.452885,-66.108898, Calle El Alto #3395, Pukara Sur, D14
-17.431924,-66.109374, Calle Villa San Miguel #3396, Ch’aqui Mayu, D14
-17.432373,-66.103902, Calle Ferroviaria #3397, Valle Hermoso Sur, D14
-17.427612,-66.108245, Calle El Inca #3398, Pukara Sur, D14
-17.451089,-66.109785, Calle Andes #3399, Ch’aqui Mayu, D14
-17.448546,-66.114025, Calle El Alto #3400, Valle Hermoso Sur, D14
-17.427902,-66.111489, Calle Villa San Miguel #3401, Pukara Sur, D14
-17.440249,-66.110890, Calle Ferroviaria #3402, Ch’aqui Mayu, D14
-17.441322,-66.119400, Calle El Inca #3403, Valle Hermoso Sur, D14
-17.431621,-66.113335, Calle Andes #3404, Pukara Sur, D14
-17.441439,-66.109444, Calle El Alto #3405, Ch’aqui Mayu, D14
-17.419256,-66.110491, Calle Villa San Miguel #3406, Valle Hermoso Sur, D14
-17.446838,-66.111218, Calle Ferroviaria #3407, Pukara Sur, D14
-17.429122,-66.109148, Calle El Inca #3408, Ch’aqui Mayu, D14
-17.442927,-66.106840, Calle Andes #3409, Valle Hermoso Sur, D14
-17.435331,-66.105213, Calle El Alto #3410, Pukara Sur, D14
-17.446140,-66.116634, Calle Villa San Miguel #3411, Ch’aqui Mayu, D14
-17.457686,-66.115783, Calle Ferroviaria #3412, Valle Hermoso Sur, D14
-17.459070,-66.113572, Calle El Inca #3413, Pukara Sur, D14
-17.426872,-66.111840, Calle Andes #3414, Ch’aqui Mayu, D14
-17.432577,-66.113647, Calle El Alto #3415, Valle Hermoso Sur, D14
-17.439626,-66.114176, Calle Villa San Miguel #3416, Pukara Sur, D14
-17.448217,-66.108254, Calle Ferroviaria #3417, Ch’aqui Mayu, D14
-17.455897,-66.116600, Calle El Inca #3418, Valle Hermoso Sur, D14
-17.438882,-66.105395, Calle Andes #3419, Pukara Sur, D14
-17.436960,-66.105908, Calle El Alto #3420, Ch’aqui Mayu, D14
-17.453579,-66.109810, Calle Villa San Miguel #3421, Valle Hermoso Sur, D14
-17.445244,-66.117191, Calle Ferroviaria #3422, Pukara Sur, D14
-17.446904,-66.112798, Calle El Inca #3423, Ch’aqui Mayu, D14
-17.436655,-66.116274, Calle Andes #3424, Valle Hermoso Sur, D14
-17.445540,-66.117211, Calle El Alto #3425, Pukara Sur, D14
-17.441097,-66.117597, Calle Villa San Miguel #3426, Ch’aqui Mayu, D14
-17.446009,-66.108363, Calle Ferroviaria #3427, Valle Hermoso Sur, D14
-17.428771,-66.106939, Calle El Inca #3428, Pukara Sur, D14
-17.435514,-66.115147, Calle Andes #3429, Ch’aqui Mayu, D14
-17.449978,-66.110035, Calle El Alto #3430, Valle Hermoso Sur, D14
-17.425889,-66.108856, Calle Villa San Miguel #3431, Pukara Sur, D14
-17.443403,-66.104984, Calle Ferroviaria #3432, Ch’aqui Mayu, D14
-17.428249,-66.107745, Calle El Inca #3433, Valle Hermoso Sur, D14
-17.458370,-66.114132, Calle Andes #3434, Pukara Sur, D14
-17.429099,-66.113369, Calle El Alto #3435, Ch’aqui Mayu, D14
-17.444947,-66.114464, Calle Villa San Miguel #3436, Valle Hermoso Sur, D14
-17.448860,-66.114098, Calle Ferroviaria #3437, Pukara Sur, D14
-17.434854,-66.116154, Calle El Inca #3438, Ch’aqui Mayu, D14
-17.427713,-66.113759, Calle Andes #3439, Valle Hermoso Sur, D14
-17.436107,-66.106369, Calle El Alto #3440, Pukara Sur, D14
-17.440186,-66.112961, Calle Villa San Miguel #3441, Ch’aqui Mayu, D14
-17.441708,-66.109028, Calle Ferroviaria #3442, Valle Hermoso Sur, D14
-17.437821,-66.112137, Calle El Inca #3443, Pukara Sur, D14
-17.447923,-66.115886, Calle Andes #3444, Ch’aqui Mayu, D14
-17.435724,-66.104306, Calle El Alto #3445, Valle Hermoso Sur, D14
-17.436976,-66.104409, Calle Villa San Miguel #3446, Pukara Sur, D14
-17.446573,-66.113476, Calle Ferroviaria #3447, Ch’aqui Mayu, D14
-17.438140,-66.105073, Calle El Inca #3448, Valle Hermoso Sur, D14
-17.425046,-66.113672, Calle Andes #3449, Pukara Sur, D14
-17.438273,-66.115989, Calle El Alto #3450, Ch’aqui Mayu, D14
-17.425632,-66.114091, Calle Villa San Miguel #3451, Valle Hermoso Sur, D14
-17.444974,-66.113882, Calle Ferroviaria #3452, Pukara Sur, D14
-17.439852,-66.111091, Calle El Inca #3453, Ch’aqui Mayu, D14
-17.440411,-66.104759, Calle Andes #3454, Valle Hermoso Sur, D14
-17.449643,-66.107551, Calle El Alto #3455, Pukara Sur, D14
-17.446709,-66.115504, Calle Villa San Miguel #3456, Ch’aqui Mayu, D14
-17.433566,-66.112513, Calle Ferroviaria #3457, Valle Hermoso Sur, D14
-17.452499,-66.117243, Calle El Inca #3458, Pukara Sur, D14
-17.443485,-66.113156, Calle Andes #3459, Ch’aqui Mayu, D14
-17.434456,-66.111478, Calle El Alto #3460, Valle Hermoso Sur, D14
-17.440477,-66.113682, Calle Villa San Miguel #3461, Pukara Sur, D14
-17.445817,-66.110667, Calle Ferroviaria #3462, Ch’aqui Mayu, D14
-17.426050,-66.112127, Calle El Inca #3463, Valle Hermoso Sur, D14
-17.455704,-66.115751, Calle Andes #3464, Pukara Sur, D14
-17.425397,-66.108869, Calle El Alto #3465, Ch’aqui Mayu, D14
-17.436336,-66.115171, Calle Villa San Miguel #3466, Valle Hermoso Sur, D14
-17.451045,-66.115605, Calle Ferroviaria #3467, Pukara Sur, D14
-17.439756,-66.108636, Calle El Inca #3468, Ch’aqui Mayu, D14
-17.440679,-66.116763, Calle Andes #3469, Valle Hermoso Sur, D14
-17.440332,-66.114432, Calle El Alto #3470, Pukara Sur, D14
-17.442956,-66.117536, Calle Villa San Miguel #3471, Ch’aqui Mayu, D14
-17.437525,-66.113680, Calle Ferroviaria #3472, Valle Hermoso Sur, D14
-17.452588,-66.107389, Calle El Inca #3473, Pukara Sur, D14
-17.432357,-66.114185, Calle Andes #3474, Ch’aqui Mayu, D14
-17.442598,-66.114150, Calle El Alto #3475, Valle Hermoso Sur, D14
-17.448447,-66.106233, Calle Villa San Miguel #3476, Pukara Sur, D14
-17.428342,-66.109458, Calle Ferroviaria #3477, Ch’aqui Mayu, D14
-17.446211,-66.112301, Calle El Inca #3478, Valle Hermoso Sur, D14
-17.440893,-66.110181, Calle Andes #3479, Pukara Sur, D14
-17.444015,-66.115793, Calle El Alto #3480, Ch’aqui Mayu, D14
-17.427350,-66.109045, Calle Villa San Miguel #3481, Valle Hermoso Sur, D14
-17.443686,-66.118621, Calle Ferroviaria #3482, Pukara Sur, D14
-17.444258,-66.113157, Calle El Inca #3483, Ch’aqui Mayu, D14
-17.447532,-66.111122, Calle Andes #3484, Valle Hermoso Sur, D14
-17.437198,-66.117626, Calle El Alto #3485, Pukara Sur, D14
-17.441562,-66.113361, Calle Villa San Miguel #3486, Ch’aqui Mayu, D14
-17.438842,-66.108774, Calle Ferroviaria #3487, Valle Hermoso Sur, D14
-17.440401,-66.105868, Calle El Inca #3488, Pukara Sur, D14
-17.426432,-66.108631, Calle Andes #3489, Ch’aqui Mayu, D14
-17.444650,-66.107391, Calle El Alto #3490, Valle Hermoso Sur, D14
-17.437145,-66.105042, Calle Villa San Miguel #3491, Pukara Sur, D14
-17.446025,-66.109616, Calle Ferroviaria #3492, Ch’aqui Mayu, D14
-17.452815,-66.113296, Calle El Inca #3493, Valle Hermoso Sur, D14
-17.443045,-66.117147, Calle Andes #3494, Pukara Sur, D14
-17.450566,-66.106930, Calle El Alto #3495, Ch’aqui Mayu, D14
-17.427085,-66.114397, Calle Villa San Miguel #3496, Valle Hermoso Sur, D14
-17.444419,-66.117342, Calle Ferroviaria #3497, Pukara Sur, D14
-17.427866,-66.113128, Calle El Inca #3498, Ch’aqui Mayu, D14
-17.429486,-66.110168, Calle Andes #3499, Valle Hermoso Sur, D14
-17.427121,-66.110891, Calle El Alto #3500, Pukara Sur, D14
-17.443689,-66.105278, Calle Villa San Miguel #3501, Ch’aqui Mayu, D14
-17.451886,-66.115113, Calle Ferroviaria #3502, Valle Hermoso Sur, D14
-17.446963,-66.108012, Calle El Inca #3503, Pukara Sur, D14
-17.448900,-66.106384, Calle Andes #3504, Ch’aqui Mayu, D14
-17.431661,-66.115446, Calle El Alto #3505, Valle Hermoso Sur, D14
-17.443185,-66.107680, Calle Villa San Miguel #3506, Pukara Sur, D14
-17.438023,-66.110822, Calle Ferroviaria #3507, Ch’aqui Mayu, D14
-17.432433,-66.111360, Calle El Inca #3508, Valle Hermoso Sur, D14
-17.441219,-66.107730, Calle Andes #3509, Pukara Sur, D14
-17.451457,-66.118427, Calle El Alto #3510, Ch’aqui Mayu, D14
-17.449373,-66.109246, Calle Villa San Miguel #3511, Valle Hermoso Sur, D14
-17.424432,-66.112184, Calle Ferroviaria #3512, Pukara Sur, D14
-17.449107,-66.113473, Calle El Inca #3513, Ch’aqui Mayu, D14
-17.444000,-66.116073, Calle Andes #3514, Valle Hermoso Sur, D14
-17.445508,-66.111510, Calle El Alto #3515, Pukara Sur, D14
-17.450387,-66.109787, Calle Villa San Miguel #3516, Ch’aqui Mayu, D14
-17.421835,-66.111279, Calle Ferroviaria #3517, Valle Hermoso Sur, D14
-17.423315,-66.109791, Calle El Inca #3518, Pukara Sur, D14
-17.430274,-66.112792, Calle Andes #3519, Ch’aqui Mayu, D14
-17.456295,-66.115443, Calle El Alto #3520, Valle Hermoso Sur, D14
-17.443680,-66.108092, Calle Villa San Miguel #3521, Pukara Sur, D14
-17.445408,-66.115301, Calle Ferroviaria #3522, Ch’aqui Mayu, D14
-17.445384,-66.114920, Calle El Inca #3523, Valle Hermoso Sur, D14
-17.426256,-66.108536, Calle Andes #3524, Pukara Sur, D14
-17.435164,-66.117680, Calle El Alto #3525, Ch’aqui Mayu, D14
-17.456091,-66.114890, Calle Villa San Miguel #3526, Valle Hermoso Sur, D14
-17.420539,-66.110924, Calle Ferroviaria #3527, Pukara Sur, D14
-17.426719,-66.113962, Calle El Inca #3528, Ch’aqui Mayu, D14
-17.424813,-66.111390, Calle Andes #3529, Valle Hermoso Sur, D14
-17.425190,-66.113180, Calle El Alto #3530, Pukara Sur, D14
-17.438733,-66.118464, Calle Villa San Miguel #3531, Ch’aqui Mayu, D14
-17.457825,-66.112077, Calle Ferroviaria #3532, Valle Hermoso Sur, D14
-17.425355,-66.110852, Calle El Inca #3533, Pukara Sur, D14
-17.451562,-66.110458, Calle Andes #3534, Ch’aqui Mayu, D14
-17.452026,-66.115911, Calle El Alto #3535, Valle Hermoso Sur, D14
-17.433369,-66.115242, Calle Villa San Miguel #3536, Pukara Sur, D14
-17.434438,-66.112304, Calle Ferroviaria #3537, Ch’aqui Mayu, D14
-17.437021,-66.116735, Calle El Inca #3538, Valle Hermoso Sur, D14
-17.432809,-66.103383, Calle Andes #3539, Pukara Sur, D14
-17.455007,-66.113935, Calle El Alto #3540, Ch’aqui Mayu, D14
-17.448841,-66.114471, Calle Villa San Miguel #3541, Valle Hermoso Sur, D14
-17.448495,-66.108323, Calle Ferroviaria #3542, Pukara Sur, D14
-17.455739,-66.113462, Calle El Inca #3543, Ch’aqui Mayu, D14
-17.430304,-66.113236, Calle Andes #3544, Valle Hermoso Sur, D14
-17.444789,-66.112335, Calle El Alto #3545, Pukara Sur, D14
-17.429294,-66.110520, Calle Villa San Miguel #3546, Ch’aqui Mayu, D14
-17.436669,-66.110552, Calle Ferroviaria #3547, Valle Hermoso Sur, D14
-17.428215,-66.108954, Calle El Inca #3548, Pukara Sur, D14
-17.431935,-66.103228, Calle Andes #3549, Ch’aqui Mayu, D14
-17.442388,-66.117324, Calle El Alto #3550, Valle Hermoso Sur, D14
-17.427896,-66.107178, Calle Villa San Miguel #3551, Pukara Sur, D14
-17.432572,-66.106885, Calle Ferroviaria #3552, Ch’aqui Mayu, D14
-17.444843,-66.112052, Calle El Inca #3553, Valle Hermoso Sur, D14
-17.447256,-66.113696, Calle Andes #3554, Pukara Sur, D14
-17.436564,-66.106136, Calle El Alto #3555, Ch’aqui Mayu, D14
-17.458760,-66.114865, Calle Villa San Miguel #3556, Valle Hermoso Sur, D14
-17.446052,-66.108185, Calle Ferroviaria #3557, Pukara Sur, D14
-17.447330,-66.106986, Calle El Inca #3558, Ch’aqui Mayu, D14
-17.440361,-66.109153, Calle Andes #3559, Valle Hermoso Sur, D14
-17.440171,-66.108878, Calle El Alto #3560, Pukara Sur, D14
-17.455055,-66.115581, Calle Villa San Miguel #3561, Ch’aqui Mayu, D14
-17.451631,-66.108344, Calle Ferroviaria #3562, Valle Hermoso Sur, D14
-17.425921,-66.112172, Calle El Inca #3563, Pukara Sur, D14
-17.445200,-66.111382, Calle Andes #3564, Ch’aqui Mayu, D14
-17.450413,-66.115219, Calle El Alto #3565, Valle Hermoso Sur, D14
-17.430963,-66.113802, Calle Villa San Miguel #3566, Pukara Sur, D14
-17.428846,-66.109078, Calle Ferroviaria #3567, Ch’aqui Mayu, D14
-17.442280,-66.114251, Calle El Inca #3568, Valle Hermoso Sur, D14
-17.452366,-66.116850, Calle Andes #3569, Pukara Sur, D14
-17.452510,-66.110070, Calle El Alto #3570, Ch’aqui Mayu, D14
-17.451328,-66.110509, Calle Villa San Miguel #3571, Valle Hermoso Sur, D14
-17.450186,-66.108846, Calle Ferroviaria #3572, Pukara Sur, D14
-17.435688,-66.114461, Calle El Inca #3573, Ch’aqui Mayu, D14
-17.425241,-66.109994, Calle Andes #3574, Valle Hermoso Sur, D14
-17.439574,-66.113484, Calle El Alto #3575, Pukara Sur, D14
-17.441069,-66.109530, Calle Villa San Miguel #3576, Ch’aqui Mayu, D14
-17.422530,-66.110554, Calle Ferroviaria #3577, Valle Hermoso Sur, D14
-17.449037,-66.112098, Calle El Inca #3578, Pukara Sur, D14
-17.438217,-66.118945, Calle Andes #3579, Ch’aqui Mayu, D14
-17.432678,-66.104554, Calle El Alto #3580, Valle Hermoso Sur, D14
-17.425528,-66.111786, Calle Villa San Miguel #3581, Pukara Sur, D14
-17.435503,-66.103478, Calle Ferroviaria #3582, Ch’aqui Mayu, D14
-17.451625,-66.113091, Calle El Inca #3583, Valle Hermoso Sur, D14
-17.457618,-66.112238, Calle Andes #3584, Pukara Sur, D14
-17.425967,-66.112111, Calle El Alto #3585, Ch’aqui Mayu, D14
-17.447588,-66.114382, Calle Villa San Miguel #3586, Valle Hermoso Sur, D14
-17.447178,-66.108287, Calle Ferroviaria #3587, Pukara Sur, D14
-17.441082,-66.106734, Calle El Inca #3588, Ch’aqui Mayu, D14
-17.443607,-66.109727, Calle Andes #3589, Valle Hermoso Sur, D14
-17.432076,-66.107658, Calle El Alto #3590, Pukara Sur, D14
-17.434665,-66.105182, Calle Villa San Miguel #3591, Ch’aqui Mayu, D14
-17.437133,-66.117560, Calle Ferroviaria #3592, Valle Hermoso Sur, D14
-17.431636,-66.105567, Calle El Inca #3593, Pukara Sur, D14
-17.458115,-66.113811, Calle Andes #3594, Ch’aqui Mayu, D14
-17.436572,-66.104140, Calle El Alto #3595, Valle Hermoso Sur, D14
-17.440105,-66.116428, Calle Villa San Miguel #3596, Pukara Sur, D14
-17.458103,-66.111892, Calle Ferroviaria #3597, Ch’aqui Mayu, D14
-17.447222,-66.105333, Calle El Inca #3598, Valle Hermoso Sur, D14
-17.431626,-66.112099, Calle Andes #3599, Pukara Sur, D14
-17.431790,-66.115286, Calle El Alto #3600, Ch’aqui Mayu, D14
-17.446154,-66.112486, Calle Villa San Miguel #3601, Valle Hermoso Sur, D14
-17.449696,-66.105981, Calle Ferroviaria #3602, Pukara Sur, D14
-17.444748,-66.112507, Calle El Inca #3603, Ch’aqui Mayu, D14
-17.447884,-66.105982, Calle Andes #3604, Valle Hermoso Sur, D14
-17.444887,-66.117006, Calle El Alto #3605, Pukara Sur, D14
-17.436757,-66.115944, Calle Villa San Miguel #3606, Ch’aqui Mayu, D14
-17.433182,-66.109926, Calle Ferroviaria #3607, Valle Hermoso Sur, D14
-17.425085,-66.110376, Calle El Inca #3608, Pukara Sur, D14
-17.443455,-66.106362, Calle Andes #3609, Ch’aqui Mayu, D14
-17.440668,-66.108608, Calle El Alto #3610, Valle Hermoso Sur, D14
-17.432044,-66.114241, Calle Villa San Miguel #3611, Pukara Sur, D14
-17.432609,-66.108785, Calle Ferroviaria #3612, Ch’aqui Mayu, D14
-17.449605,-66.106451, Calle El Inca #3613, Valle Hermoso Sur, D14
-17.436890,-66.105958, Calle Andes #3614, Pukara Sur, D14
-17.440188,-66.109403, Calle El Alto #3615, Ch’aqui Mayu, D14
-17.426796,-66.107960, Calle Villa San Miguel #3616, Valle Hermoso Sur, D14
-17.427084,-66.108744, Calle Ferroviaria #3617, Pukara Sur, D14
-17.428495,-66.115383, Calle El Inca #3618, Ch’aqui Mayu, D14
-17.427246,-66.113936, Calle Andes #3619, Valle Hermoso Sur, D14
-17.429651,-66.109757, Calle El Alto #3620, Pukara Sur, D14
-17.434902,-66.112392, Calle Villa San Miguel #3621, Ch’aqui Mayu, D14
